@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,dc:description,authkeywords,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/1842414239,SCOPUS_ID:1842414239,2-s2.0-1842414239,The relationship between diversity and productivity in plant communities: Facts and artefacts,Marañón T.,Journal of Ecology,00220477,85,1,95-96,1997-01-01,1997,10.2307/2960630,33,Journal,re,Review,100,2,2,29602,undefined,0,FALSE,1,NA,NA,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/1842413641,SCOPUS_ID:1842413641,2-s2.0-1842413641,"Genotypic differences in physiological integration, morphological plasticity and utilization of phosphorus induced by variation in phosphate supply in Trifolium repens",Lötscher M.,Journal of Ecology,00220477,85,3,341-350,1997-01-01,1997,10.2307/2960506,40,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,2,"1. A large-leafed and a small-leafed genotype of Trifolium repens were grown with homogeneous low or high phosphate (P) supply, or with heterogeneous P supply so that the plant grew from a low P patch into a high P patch. Intraplant distribution of recently acquired 32P, morphological and physiological characteristics and biomass allocation were measured so that genotypic variation in physiological integration for P and its implications for growth could be assessed. 2. Low vs. high homogeneous P supply induced differing proportional reductions in the values of plant characteristics with magnitude for percentage of branching of non-rooted ramets > leaf size > petiole length > internode length > stolon diameter and rate of ramet production. 3. In homogeneously supplied plants, only 5% of 32P exported from a single root was transported to proximal ramets. Genotypes differed in physiological integration: under heterogeneous P supply 50% of 32P exported from the first root of the high P patch was transported basipetally in the small-leafed compared with only 3% in the large-leafed genotype. 4. Despite the genotypic difference in 32P distribution under heterogeneous P supply, the dry mass and morphology of proximal ramets supplied with low P were unaffected by P supply to distal ramets in both genotypes. 5. The size of distal ramets in heterogeneously supplied plants was smaller than in plants with homogeneous high P supply. Consequently, in both genotypes placement of ramets and ramet size were influenced by both the local environment and by the environment of proximal ramets (i.e. by the nutritional status of the whole plant). 6. Compared to the large-leafed genotype, the small-leafed genotype had less rapid production of biomass, smaller responses of relative growth rates to different rates of P supply, more ramets with leaves when grown in low P supply, and, when exposed to hererogenous P supply, an elevated tissue concentration of phosphorus in leaves. It was concluded that the genotypes differed in growth strategy in a manner consistent with predictions based on fertility level within their habitat of origin and that thorough assessment of physiological integration of P nutrition within genotypes of T. repens required measurement of all the processes involved in acquisition, allocation and utilization of P.",Clonal plant | Environmental heterogeneity | Phosphorus distribution | Radioactive tracer | Resource acquisition,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031466789,SCOPUS_ID:0031466789,2-s2.0-0031466789,Fitness consequences and heritability aspects of emergence date in Phlox drummondii,Kelly M.,Journal of Ecology,00220477,85,6,755-766,1997-01-01,1997,10.2307/2960599,27,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,3,"1 The fitness consequences of emergence date in Phlox drummondii were determined for three populations in central Texas (USA). We experimentally manipulated the emergence time of seedlings to extend the distribution of emergents across time. 2 In all years (1989-92) significant differences in fitness were found between populations and between emergence dates. Fitness decreased with later seedling emergence in five of six population-by-year combinations tested. 3 The frequency of juvenile mortality also differed with emergence date in five cases. 4 Later emerging plants flowered sooner than would be expected based on the range of emergence dateS, but this was not sufficient to overcome the penalty of late emergence on flower and fruit production. Total flowers per flowering plant always decreased with later emergence, and total fruits and seed-set were negatively correlated with emergence date for two of the three populations. 5 Fitness functions were used to describe the fitness relationship between emergence dates. In all cases individual fitness declined non-linearly at later emergence dates, and in many cases the earliest emergents had the highest expected fitness. The variance in fitness differed among years and sites, and ranged from 0.043 to 0.766 seeds individual. 6 The degree to which days to seedling emergence was heritable in two further native populations of P. drummondii was measured by conducting divergent artificial selection for two generations. The estimates of realized heritability (0.081 and 0.15) could not be distinguished from zero. 7 Phlox drummondii therefore appears to have little genetic capacity to respond to natural or artificial selection on the timing of emergence.",Emergence date | Heritability | Natural selection | Non-linear fitness functions | Phlox drummondii,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031464051,SCOPUS_ID:0031464051,2-s2.0-0031464051,Patterns of rhizosphere microbial community structure associated with co-occurring plant species,Westover K.M.,Journal of Ecology,00220477,85,6,863-873,1997-01-01,1997,10.2307/2960607,151,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,4,"1 Rhizosphere populations of free-living bacteria and fungi associated with particular co-occurring plants were characterized to examine patterns of microbial community structure in natural plant communities. Soil was collected from three co-occurring perennial plant pairs in an undisturbed field at Smoot Hill Biological Reserve, Pullman, Washington, USA, and from three different perennial plant pairs in an old-field community in Durham, North Carolina, USA. 2 Bacteria and fungi isolated from these rhizosphere soils were tested for their ability to utilize various carbon substrates, their tolerance of antibiotics, and their sensitivity to osmotic and metal stresses. Multivariate analysis of physiological characteristics showed that rhizosphere microbial populations associated with particular plant pairs were significantly different from one another. Plots of the first and second linear discriminative functions from a canonical analysis showed clustering of bacterial and fungal physiological characteristics according to plant pair. 3 Replicates of particular plant pairs were planted into both greenhouse and field experiments to test whether bacterial community structure was influenced by different plant pairs. Repeated profile analyses showed that initially similar rhizosphere bacterial communities differentiated in both the greenhouse and field experiments and that these differences were associated with plant pairs. 4 The data suggest structure in rhizosphere populations of free-living bacteria and fungi can be influenced by plants. They provide a first step in understanding the link between the structure and function of natural plant and microbial communities.",Multivariate analysis of variance | Perennial grasses | Soil bacteria and fungi | Substrate utilization assay,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031463607,SCOPUS_ID:0031463607,2-s2.0-0031463607,Continuous and episodic components of demographic change in arid zone shrubs: Models of two Eremophila species from Western Australia compared with published data on other species,Watson I.,Journal of Ecology,00220477,85,6,833-846,1997-01-01,1997,10.2307/2960605,73,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,5,"1 Time-varying matrix models were constructed for the population dynamics of two species of arid zone shrub (Eremophila maitlandii and E. forrestii) using parameters estimated from a long-term sheep grazing study (1983-93). 2 The models were used to assess the relative contributions of episodic versus continuous mortality and recruitment processes to total population change over 48-year periods. In 'baseline' models that used best estimates of return times for droughts and wet episodes, 15-40% of total deaths and 50-70% of total recruitment occurred during episodes. In none of the models, using a range of event return times, did event-driven mortality exceed 60% or event-driven recruitment exceed 85%. 3 Because these conclusions could not easily be accommodated within the current event-driven world view, we compiled other published quantifications of arid zone shrub dynamics. For long-lived species, drought episodes have not generally been found to cause population decline of more than about 20%. There are no documented examples of recurring recruitment episodes. Single recruitment episodes reported have been highly variable in magnitude and often patchy in space. 4 Continuous processes of recruitment and mortality have been recorded as background in most arid zone shrub populations, but the contribution of this low level change to overall dynamics is often perceived as small in comparison to episodic events. We conclude that population dynamics of arid zone shrubs should be perceived as driven both by continuous processes and by episodes of more substantial mortality or recruitment.",Drought | Event-driven | Grazing trial | Long-term sites | Matrix models,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031454924,SCOPUS_ID:0031454924,2-s2.0-0031454924,Food body production in Macaranga triloba (Euphorbiaceae): A plant investment in anti-herbivore defence via symbiotic ant partners,Heil M.,Journal of Ecology,00220477,85,6,847-861,1997-01-01,1997,10.2307/2960606,92,Journal,ar,Article,100,6,6,29602,undefined,0,FALSE,6,"1 Quantifying the costs is the first step necessary for assessing the net value of any plant trait, and the costs of defence mechanisms in particular are largely unknown. 2 Several species of the important south-east Asian pioneer tree genus Macaranga (Euphorbiaceae) possess hollow stems that harbour ant colonies that act as a 'biotic' anti-herbivore defence. In Macaranga triloba, ants are nourished by food bodies (FBs) that are produced on the abaxial surfaces of recurved stipules. We estimated the costs arising from this kind of anti-herbivore defence by following FB production. 3 FB production of 36 different-sized plants was estimated in the field by comparing even-aged stipules with and without access for ants. 4 FB dry mass production amounted to about 5% of daily above-ground biomass production in unbranched saplings. When the chemical composition of FB and leaf tissue was taken into account, this represented about 9% of the above-ground tissue construction costs. In energetic terms, unbranched saplings invested 0.6-5% of their total assimilation in the FBs. 5 The relative investment in anti-herbivore defence arising from FB production decreased hyperbolically with increasing plant size. However, a linear relationship was found between FB production and plant size. Thus, in spite of the plants' decreasing relative investment with increasing size, a continually increasing food supply was provided for the ant colonies. 6 A second study was conducted to investigate whether FB production is influenced quantitatively by the presence of symbiotic ants. Ant-inhabited plants produced up to 35 times (mean 8 times) more FBs than similar-sized but ant-free ones. This difference resulted mainly from lower stipule numbers in ant-free plants. FB production of a whole plant therefore seems to be regulated to a high degree via stipule longevity. 7 Since the ants protect their host-plant very effectively, nourishing specialized mutualistic ants by FBs must be considered a rather expensive, but nevertheless highly beneficial, strategy of anti-herbivore defence, but regulation ensures that FB production is maintained at high rates only when ants are present.",Ant-plant interaction | Costs of 'biotic' defence | Mutualism | Myrmecophytism | Regulation of metabolic costs,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031451744,SCOPUS_ID:0031451744,2-s2.0-0031451744,Diversity and stability of understorey communities following disturbance in the southern boreal forest,De Grandpré L.,Journal of Ecology,00220477,85,6,777-784,1997-01-01,1997,10.2307/2960601,86,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,7,"1 We investigated the response of boreal understorey communities to gap formation in order to evaluate the relationship between community stability and changes in community composition. We described the early changes in understorey species composition after gap formation and assessed some of the factors responsible for higher resistance to disturbance. 2 At six sites, in the southern boreal forest of north-western Quebec, representing a successional gradient after fire, trees were cut and removed from an area of 400 m2. In each experimental gap, we recorded the cover of the understorey species in four 4-m2 permanent quadrats from before to 4 years after gap formation. We estimated resistance to disturbance in terms of changes in species composition and abundance. 3 Younger communities changed less than older ones after disturbance. Sites with more species changed less in composition after gap formation than less rich sites. Richer quadrats contained species that could react quickly to disturbance by increasing their cover and preventing invaders from dominating the understorey. 4 Stronger resistance of understorey species communities to gap formation can persist in older sites because of the particular disturbance regime. Gaps created by the spruce budworm in older sites dominated by balsam fir increase microsite heterogeneity and diversity by allowing the co-existence of early and late successional species.",Boreal understorey | Community structure | Disturbance | Resistance,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031450287,SCOPUS_ID:0031450287,2-s2.0-0031450287,"Clonal growth and ramet performance in the woodland herb, Asarum canadense",Cain M.L.,Journal of Ecology,00220477,85,6,883-897,1997-01-01,1997,10.2307/2960609,83,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,8,"1 We report the results from a 7-year study on the patterns of reproduction and vegetative spread of Asarum canadense, conducted in replicate plots located in the understorey of early and late successional forest. 2 We recorded the spatial location, size, demographic performance and clonal fragmentidentity of all A. canadense tamers in our plots, as well as the position and fate of seedling recuits. We also collected detailed morphological data on patterns of clonal growth. 3 Recently germinated plants and the much larger, clonally produced daughter ramets had equal survivorship. Size also had little impact on rhizome production. Within sets of genetically identical ramets, flowering ramets were larger than non-flowering ramets. When there was an effect of habitat, ramets performed best in late successional forest. 4 Neither sexual nor asexual reproduction decreased the future performance of a ramet. Having connections to other ramets had little effect on survivorship or rhizome production, but often was associated with an increased probability of flowering. Clones with more ramets outperformed smaller clones and spread the risk of genet mortality. 5 Rhizome lengths were shorter in the high light, early successional forest, but no other clonal growth parameters differed between habitats. Empirically calibrated simulation and diffusion models indicated that the between-habitat differences in rhizome length were not great enough to affect the long-term expansion of clones. 6 Diffusion coefficients for the long-term spread by clonal growth or seed dispersal were compared for a number of species. Diffusion model results indicated that plants can disperse as far by clonal growth as they do by seed, although the values for A. canadense were 14 and 8895 cm2 year-1, respectively. 7 Asarum canadense appears to be under unusually strong selection for seedling survival. As has been observed for some other clonal plant species, few costs were found for either sexual or asexual reproduction.",Clonal plants | Diffusion models | Dispersal | Life-history data | Sexual and asexual reproduction | Stochastic simulation | Vegetative spread,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031449544,SCOPUS_ID:0031449544,2-s2.0-0031449544,A comparison of plant responses to the extreme drought of 1995 in northern England,Buckland S.,Journal of Ecology,00220477,85,6,875-882,1997-01-01,1997,10.2307/2960608,71,Journal,ar,Article,100,4,4,29602,undefined,0,FALSE,9,"1 In an investigation of the impact of the extreme drought of 1995, measurements of the relative water content (RWC) of leaves were conducted on a wide range of herbaceous species, distributed over a vegetation mosaic coinciding with local gradients in soil depth in a limestone dale at Buxton in northern England. Variation in leaf RWC was analysed in relation to soil depth, soil water potential and species composition of the vegetation at the sampled sites. 2 Despite the unusual severity of the drought, low RWC was confined to the vegetation of shallow daleside soils and rock outcrops where turgor remained conspicuously higher in tap-rooted forbs such as Sanguisorba minor and Pimpinella saxifraga. Over the sampled area as a whole; it was apparent that desiccation-avoidance through continued access to subsoil moisture was more important as a controller of leaf RWC than restriction of transpiration. 3 Under the extreme conditions of 1995 differences in water relations became apparent between several pairs of congeners and morphologically similar species co-existing in the same communities. 4 In species with distributions concentrated on the deeper soils of the plateau and valley bottom, a consistent correlation was established between declining frequency of occurrence and falling values in RWC. This relationship was due to the failure of outlying populations on shallow soil to maintain turgor and suggested that extreme moisture stress was acting as a resetting mechanism restricting the excursion of drought-sensitive species on to the areas of shallow soil. 5 With the exception of a small number of tap-rooted plants, species associated with the shallow soils and rock outcrops showed a negative relationship between abundance in communities and leaf RWC; this supports the hypothesis that areas of shallow soil are suboptimal for such species and merely provide a refuge from the competitive effects of the more robust species occupying the deeper soils.",Community | Limestone grassland | Water stress,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031449431,SCOPUS_ID:0031449431,2-s2.0-0031449431,On the nature of environmental gradients: Temporal and spatial variability of soils and vegetation in the New Jersey Pinelands,Ehrenfeld J.,Journal of Ecology,00220477,85,6,785-798,1997-01-01,1997,10.2307/2960602,70,Journal,ar,Article,100,4,4,29602,undefined,0,FALSE,10,"1 Environmental variability can occur over various spatial scales, ranging from small patches at the scale of individual plants to long gradients over hundreds of metres. 2 In the New Jersey Pinelands, different species in the diverse shrub understorey of pitch pine (Pinus rigida Mill.) forests are patterned at these various scales. 3 Soil moisture, extractable NH4-N and N mineralization rate vary in complex ways, with the scale of spatial patterning changing over time and with depth in the soil profile. Moisture in both mineral and organic horizons, and NH4-N in the organic horizon, have patterns that are more stable over time than the mineralization rate in either horizon, or the NH4-N concentrations in the mineral horizon. 4 Vegetation patterns, as captured in principal components analysis, were poorly explained by any of the soil properties. Only the more temporally stable properties showed any relationship with vegetation patterns. 5 These results suggest that environmental gradients reflect patterns of environmental variation in four dimensions. Variation in the vertical dimension and over time is as pronounced and important as variation in the horizontal dimensions. 6 Many methods used to analyse vegetation implicitly assume temporal and spatial stability of environmental properties. Our results suggest that a more complex, four-dimensional assessment of environmental variation should be incorporated into models of vegetation-environment relationships.",Environmental gradients | Nitrogen availability | Organic horizon | Pinelands | Shrub communities | Soil moisture | Soil variability | Spatial pattern | Spodosol | Vegetation,NA,NA
