@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0030472666,SCOPUS_ID:0030472666,2-s2.0-0030472666,"Fitness components of grazing-induced population reduction in a dominant annual, Triticum dicoccoides (wild wheat)",Noy-Meir I.,Journal of Ecology,00220477,84,3,439-448,1996-01-01,1996,10.2307/2261205,"1 Intensive cattle grazing reduces population density of the dominant annual Triticum dicoccoides (wild wheat) in Mediterranean grasslands in northern Israel. An experiment was designed to quantify the impact of grazing on various components of plant fitness in the growing season that may contribute to this reduction. Height, tiller number, survival and reproduction of marked plants were monitored throughout two growing seasons in paired grazed and protected plots and in recently defoliated and undefoliated plants in grazed plots. 2 Plant survival in the vegetative stage was similarly high in grazed and protected plots in 1990-91, but in 1991-92 it was 14% higher in protected plots. Plants in protected plots were 60-172% taller than those in grazed plots, but plants in grazed plots had 44-107% more live tillers at the end of the vegetative stage. Tiller initiation was enhanced in undefoliated as well as defoliated plants within grazed plots, suggesting that the increase may have been a response to the modified radiation environment in the grazed community. 3 The proportion of plants that produced mature inflorescences was 51-59% greater in protected than in grazed plots, and within grazed plots it was much lower among plants that had been grazed in the last month of the season. The number of mature inflorescences per fertile plant was not consistently different between treatments, but the number of immature inflorescences was greater in grazed plots. Apparently, following removal of inflorescences late in the growing season, insufficient resources remained for maturation of secondary inflorescences. Spikelet number per inflorescence was 21-42% greater in protected than in grazed plots, which may reflect effects of grazing in the vegetative stage on inflorescence development. Seed number and weight per spikelet were not significantly affected by grazing. 4 The number of mature spikelets or seeds produced per seedling (an estimate of fitness throughout the growing season) was reduced by about 50% in grazed compared to protected plots in both years. The largest consistent components of reduction were due to removal of maturing inflorescences in the late reproductive stage. 5 Deferment of grazing during the reproductive stage may be sufficient to maintain abundant populations of wild wheat, while grazing during the remainder of the year will limit their suppressive effects on other annual species.",29,Journal,ar,Article,100,2,2,Annual grass | Defoliation | Demography | Herbivory | Mediterranean grassland | Reproduction | Tillering | Triticum dicoccoides,29602,undefined,0,FALSE,1,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030472337,SCOPUS_ID:0030472337,2-s2.0-0030472337,Rainfall and soil fertility as factors limiting forest species distributions in Ghana,Swaine M.,Journal of Ecology,00220477,84,3,419-428,1996-01-01,1996,10.2307/2261203,"1 Forest species in West Africa show clear distribution patterns in relation to the principal rainfall gradient and associated soil fertility gradient in the region. The distribution of each species presumably reflects environmental limitation of seedling establishment, but the segregation of seasonal drought or soil conditions as controlling factors is obscured because soil nutrient availability and rainfall strongly covary. 2 Frequency of occurrence of individual species in four categories based on rainfall and a composite fertility variable are compared with the distribution of all samples. Four possible groups of species are identified, each showing a bias to one of the four site categories: dry-fertile, wet-fertile, dry-infertile and wet-infertile. A fifth group of species include those whose distribution is not significantly different from that of all sample sites. 3 Apart from the indifferent species, the wet-infertile group includes the majority of the tree species tested, including two ectomycorrhizal legumes; the wet and dry fertile groups are notable for the inclusion of deciduous Sterculiaceae. No species were found to be significantly biased to the inhospitable dry-infertile forests, which are composed principally of species with widespread distribution. 4 Experiments are proposed to test the drought tolerance and soil nutrient sensitivity of species implied by these results.",156,Journal,ar,Article,100,1,1,Drought | Plant nutrients | Rain forest | West Africa,29602,undefined,0,FALSE,2,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030470133,SCOPUS_ID:0030470133,2-s2.0-0030470133,Erica ciliaris L.,Rose R.,Journal of Ecology,00220477,84,4,617-628,1996-01-01,1996,10.2307/2261483,NA,13,Journal,ar,Article,100,3,3,NA,29602,undefined,0,FALSE,3,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030469738,SCOPUS_ID:0030469738,2-s2.0-0030469738,"A 300-year history of disturbance and canopy recruitment for co-occurring white pine and hemlock on the Allegheny Plateau, USA",Abrams M.,Journal of Ecology,00220477,84,3,353-363,1996-01-01,1996,10.2307/2261198,"1 Dendroecological techniques were used to examine the patterns of canopy recruitment in relation to disturbance history for two dominant, yet ecologically contrasting, tree species, Pinus strobus (white pine; disturbance dependent) and Tsuga canadensis (hemlock; late successional), in a 300-year-old primary forest. 2 Most tree recruitment in both species occurred between 1690 and 1810. All of the white pine, which dominated recruitment during the first 40 years due to more rapid height growth, recruited in this period. Low levels of hemlock recruitment continued until 1900. Most of the younger trees comprised several northern hardwood species. No trees were less than 50 years old and the forest was devoid of an understorey due to intense deer browsing. 3 Radial growth chronologies were determined for 27 cores across all species and age classes. These exhibited 1-11 major and/or moderate releases (indicative of disturbance) in most decades between 1730 and 1990. Peak releases were recorded in the 1950s when a series of severe windstorms impacted the site. Species recruitment patterns were related to earlier growth releases observed in the oldest cores. 4 White pine exhibited a degree of plasticity in initial radial growth (1-5 mm year-1) depending on the time of establishment, as well as the ability to survive through prolonged periods of depressed growth (< 0.5 mm year-1) followed by growth releases. Hemlock was less plastic in its initial growth rates but did have dramatic growth releases (up to 8.8 mm year-1) in several older trees. Thus, both species exhibited some unexpected dendroecological as well as successional attributes. 5 The future of this stand is uncertain due to the impacts of deer and insect outbreaks that plague the region, as well as fortuitous natural disturbances, e.g. wind and fire. Nonetheless, the dendroecological approach elucidated disturbance history, stand development and mechanisms of coexistence of two ecologically contrasting tree species, and should be used to further understanding of the complex ecology of other mixed-species forests and the successional role of various tree species.",108,Journal,re,Review,100,2,2,Age structure | Dendrochronology | Pennsylvania | Stand dynamics | Succession | Tree rings,29602,undefined,0,FALSE,4,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030469123,SCOPUS_ID:0030469123,2-s2.0-0030469123,An experimental study of ecological differences in winter growth between sympatric diploid and autotetraploid Dactylis glomerata,Bretagnolle F.,Journal of Ecology,00220477,84,3,343-351,1996-01-01,1996,10.2307/2261197,"Tetraploid plants, due to their larger genomes and cell size, should show a greater capacity for growth at low temperature than closely related diploids. The authors determined winter growth and flowering phenology of diploid and autotetraploid genotypes of Dactylis glomerata sampled from NW Spain. The phyllochron index (cumulative temperature necessary for the production of each leaf) was used to assess the kinetics of leaf production during winter. Dates of first panicle emergence and flowering were quantified. Contrary to predictions, diploids produced more leaves in all environments during winter and very early spring than did derivative tetraploids. However, tetraploids flowered earlier than diploids in all environments, confirming that observed differences in flowering time did have a genetic basis.",72,Journal,ar,Article,100,2,2,NA,29602,undefined,0,FALSE,5,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030468478,SCOPUS_ID:0030468478,2-s2.0-0030468478,Clonal diversity and allozyme variation in populations of the arctic sedge Carex bigelowii (Cyperaceae),Jonsson B.,Journal of Ecology,00220477,84,3,449-459,1996-01-01,1996,10.2307/2261206,"1 A study of allozyme variation in vegetatively propagating populations of the rhizomatous sedge Carex bigelowii, revealed high levels of clonal diversity (genet diversity) within populations. The structure of allelic variation within the populations suggests that sexual reproduction has played a significant role in these C. bigelowii populations, despite present lack of seedling recruitment. The study was carried out in moss-heath communities on Icelandic lava-fields. Two adjacent populations were studied at one site, while a third population was studied at a second site, 35 km away from the first two populations. 2 The number of genets detected in each population, among 85-88 analysed ramets, ranged from 41 to 55 (minimum estimate). Samples were taken every 4 m along transects in the populations. Ramets with the same allozyme genotype were often spatially aggregated. No seedlings have been observed in the populations during five years of demographic studies. 3 All the populations studied showed a diploid expression of allozymes and high levels of allelic variation, with on average 49% polymorphic loci (P), 1.77 alleles per locus (A) and an allelic diversity (HS) of 0.167. Similar levels of within-population variability are found in many wind-pollinated and outcrossing plant species. 4 The difference between observed and expected heterozygosity was small in all populations, suggesting high levels of outbreeding. 5 Comparisons with other Carex taxa show that the levels of and structuring of allozyme diversity in C. bigelowii is similar to that in other outbreeding species (usually rhizomatous), and much higher than in inbreeding species (which are usually caespitose). 6 Only 5% of the total allelic diversity was explained by differences between the two study sites (GST = 0.055), suggesting extensive recent or historic gene-flow.",91,Journal,ar,Article,100,3,3,Breeding system | Clone size | Genetic diversity | Genotypic diversity | Isozyme,29602,undefined,0,FALSE,6,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030458127,SCOPUS_ID:0030458127,2-s2.0-0030458127,A metapopulation perspective in plant population biology,Husband B.,Journal of Ecology,00220477,84,3,461-469,1996-01-01,1996,10.2307/2261207,"1 A metapopulation approach considers the ecology and genetics of populations as a product of local dynamics and the regional processes of migration, extinction and colonization. While conventional metapopulation theory involves species with frequent population turnover, limited migration and random extinction, it is likely that metapopulation dynamics, broadly defined as the product of local population dynamics and dispersal, is a feature of all species. 2 Theoretical metapopulation models of single species make three critical insights. First, metapopulations will consist of a shifting mosaic of local populations linked through migration with only a fraction of the available habitat patches occupied at one time. Secondly, there is a threshold number of habitats available, below which the species cannot persist because extinction exceeds colonization. Thirdly, the antagonism between selective forces acting during recolonization and population growth can influence the evolution of phenotypic traits. Unfortunately, little empirical data is available to evaluate these ideas for plants or to address the broader issue of whether processes at a regional scale add anything to our understanding of population dynamics. 3 Plants may seem particularly appropriate for metapopulation analyses as a result of their immobility, strong spatial structure and restricted dispersal. However, a review of the literature revealed a paucity of studies that explicitly adopted a metapopulation approach, particularly in terms of testing theoretical models. We argue that this is because of the difficulty of measuring parameters such as extinction, colonization and migration that are central to most metapopulation models. 4 Plants possess a number of special features that present both challenges and opportunities for the development of new insights into the biology of metapopulations. Three particular characteristics, seed dormancy, restricted dispersal and local adaptation, need to be incorporated into existing theoretical models so they more accurately reflect the dynamics of plant metapopulations. Finally, more effort is needed to incorporate the explicit spatial structure of individuals within metapopulations and to investigate the effect that dispersion has on their growth and reproduction.",238,Journal,re,Review,100,2,2,Colonization | Demography | Extinction | Local adaptation | Metapopulation | Migration | Plants | Population genetics | Seed dormancy,29602,undefined,0,FALSE,7,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030457286,SCOPUS_ID:0030457286,2-s2.0-0030457286,"The causes of altitudinal zonation of rain forests on Bukit Belalong, Brunei",Pendry C.,Journal of Ecology,00220477,84,3,407-418,1996-01-01,1996,10.2307/2261202,"1 Bukit Belalong (913 m) is a small mountain with evergreen lowland rain forest to ≈ 750 m and tall lower montane rain forest above that altitude. 2 Estimated annual rainfall is 4100 mm at the base and 5500 mm at the summit. A cloud cap forms rarely and both mean solar radiation and mean Penman evaporation were similar at the base and summit. The lapse rate was 0.45°C 100 m-1. 3 Soil loss-on-ignition and total nitrogen per unit mass were highest in soils from 850 m, but soils at 500 m were more similar to those at 850 m than to those at 200 m. 4 Estimated annual rates of litterfall were 10.6 t ha-1 at 200 m, 10.5 t ha-1 at 500 m and 8.3 t ha-1 at 850 m. Values of the decomposition quotient (kL) were 2.0 at 200 m, 1.6 at 500 m and 1.5 m at 850 m. A decomposition bag experiment gave further evidence for slower decomposition with increasing altitude. Litterfall nutrient concentrations were generally highest at 200 m, intermediate at 850 m and lowest at 500 m. 5 There is no evidence that, relative to the lowland forest, the lower montane forest suffers from either high winds, drought or waterlogging, high soil acidity or nutrient limitation, and it is concluded that the changes in forest structure and species composition are due to the reduction in temperature with altitude.",57,Journal,ar,Article,100,2,2,Bioassay | Decomposition | Litterfall | Montane | Mountain | Nutrients | Soils | Temperature,29602,undefined,0,FALSE,8,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030456421,SCOPUS_ID:0030456421,2-s2.0-0030456421,Nutrient sharing in natural clonal fragments of Fragaria chiloensis,Alpert P.,Journal of Ecology,00220477,84,3,395-406,1996-01-01,1996,10.2307/2261201,"1 The potential advantages of clonal growth in plants include increased growth due to resource sharing between ramets in patchy environments. Net increases in the biomass and vegetative spread of clones attributable to resource sharing have been amply demonstrated in artificial environments, but little tested in natural ones. This study examines nutrient sharing in the stoloniferous perennial herb Fragaria chiloensis in a natural population on coastal sand dunes in California. The main questions asked were: (1) How extensive is nutrient sharing? (2) Do patterns of nutrient sharing change in response to nutrient patchiness? (3) Does nutrient sharing increase growth? 2 Three experiments were conducted, using clonal fragments in situ. Experiment 1 examined the extent of nutrient sharing when nutrient patchiness was minimal for the habitat, by tracing the movement of 15N within fragments that had all their ramets in low-nutrient microsites. Experiment 2 compared the extent of nutrient sharing when patchiness was maximal, by measuring the biomass and size of clonal fragments when a high-nutrient patch was artificially created around one of the ramets. Experiment 3 examined the effects of nutrient uptake without sharing, by measuring the growth of single ramets in high-nutrient patches. 3 Nitrogen was shared between all the ramets along a stolon, but large net transfers took place only from older to younger ramets. There was no evidence that these patterns changed in response to the degree of nutrient patchiness. Apparent effects of nutrient sharing on growth included a significant increase in the total biomass of younger ramets, a possible decrease in the biomass of some older ramets, and an increase in allocation to new stolons in ramets that imported nutrients. 4 These effects of nutrient sharing seem likely to speed the growth of fragments away from high-nutrient patches, and so, at first sight, may appear disadvantageous. However, the long term effect of accelerated spread away from good patches must be tested in relation to natural patterns of resource patch dynamics.",142,Journal,ar,Article,100,1,1,Clonal growth | Coastal sand dunes | Physiological integration | Resource patchiness,29602,undefined,0,FALSE,9,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0030456331,SCOPUS_ID:0030456331,2-s2.0-0030456331,Influence of arbuscular mycorrhizal infection on competition between Holcus lanatus and Dactylis glomerata,West H.,Journal of Ecology,00220477,84,3,429-438,1996-01-01,1996,10.2307/2261204,"1 Holcus lanatus and Dactylis glomerata were grown in monocultures and mixtures to determine the influence of mycorrhizal fungi on intra- and interspecific competition. 2 In monoculture, shoot biomass per plant of both species was increased over all densities by mycorrhizal infection. Increased tiller and leaf numbers per plant for H. lanatus, but not for D. glomerata, suggested that enhanced biomass was a result of greater tiller and leaf production in Holcus, but to increased tiller weight in Dactylis. Increased competition reduced shoot biomass, tiller number and leaf number in both species. 3 Although the response was variable, mycorrhizal infection generally enhanced shoot biomass of both species in mixed cultures. Tiller production in D. glomerata was generally unaffected by infection but reductions in leaf number were observed in mycorrhizal stands. In contrast to its effects on monocultures, infection had no effect on tiller production when H. lanatus was in mixture. 4 Relative yield totals (RYT) calculated for grasses grown in mixture suggest that, overall, mycorrhizal infection resulted in a reduction of resource complementarity, i.e. it increased the level of competition for the same resources. This was reflected in the relative yields which showed that the shoot biomass for each species in mixture was lower than that expected from growth in monoculture. 5 Aggressivity indices suggested that H. lanatus was more aggressive than D. glomerata when present in equal or greater numbers. Mycorrhizal infection altered the degree of aggressivity in favour of the already more aggressive plant within the combination, although, at very low densities, D. glomerata was more aggressive than H. lanatus when mycorrhizal.",69,Journal,ar,Article,100,1,1,Competition | Dactylis glomerata (Cock's Foot) | Holcus lanatus (Yorkshire Fog) | Mycorrhizas,29602,undefined,0,FALSE,10,NA,NA
