@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0035205266,SCOPUS_ID:0035205266,2-s2.0-0035205266,"Species composition and reproductive phenology of bats in a tropical landscape at Los Tuxtlas, Mexico",Estrada A.,Journal of Tropical Ecology,02664674,17,5,627-646,2001-12-31,2001,10.1017/S026646740100147X,"The structure, composition and reproductive phenology of a bat assemblage were investigated in the tropical region of Los Tuxtlas, Mexico. A 90-km2 landscape, originally occupied by rain forest, consisted of forest fragments and natural corridors of vegetation surrounded by pasturelands. Artificial strips of vegetation also were present as live fences. Bats were sampled with mist nets set at ground level in 52 forest fragments, three corridors, nine shaded plantations, six unshaded plantations and three live fences. We sampled each site twice, each time for a 5-h period for two consecutive nights. Bats were captured and released and the species identity and reproductive condition of adult females were recorded. Annual fruiting phenology and fruit production was measured with fruit traps in a forest site in three 500 × 20-m transects. We captured 4799 bats of 39 species. At forest sites we recorded 97% of the species and captured 44% of the bats. In corridors we captured 76% of the species and 16% of the total individuals. In the plantations we captured 71% of the species and 32% of the individuals. In the live fences we captured 32% of the species and 8% of the individuals. Three species, Pteronotus parnelli, Carollia brevicauda and Glossophaga soricina, accounted for 52% of all bat captures. Fruit-eating species and fruit-eating insectivores accounted for 65% of captures. Fleshy fruits were available year-round, but a seasonal pattern was evident. Presence of lactating females seemed to be associated, in general, with rainfall and fruiting seasonality, but individual species displayed different patterns ranging from aseasonal polyoestry to seasonal bimodal polyoestry, seasonal polyoestry and seasonal monoestry. Despite extensive fragmentation of the original rain forest, a species-rich bat assemblage still exists in the landscape studied. Short distances among remaining forest fragments and man-made habitats seem to facilitate persistence and reproductive connectivity among members of this bat assemblage.",81,Journal,ar,Article,100,2,2,Forest fragmentation | Fruit phenology | Los Tuxtlas | Mexico | Neotropical bats | Reproduction | Tropical rain forests,23435,undefined,0,FALSE,1,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035200770,SCOPUS_ID:0035200770,2-s2.0-0035200770,"Tadpole distribution within montane meadow streams at the Serra do Cipó, southeastern Brazil: Ecological or phylogenetic constraints?",Eterovick P.,Journal of Tropical Ecology,02664674,17,5,683-693,2001-12-31,2001,10.1017/S026646740100150X,"eatures of microhabitats used by tadpoles of 17 anuran species were recorded in 16 streams in the montane meadows of the Serra do Cipó, southeastern Brazil. Month of occurrence of tadpoles, from November 1998 to February 2000 (16 months) was also recorded. The most important ecological features in differentiating tadpole species were position in the water column, time of occurrence and water depth. Tadpole species were then compared based on their microhabitat preferences, and it was tested whether phylogenetically closer species use microhabitats in a more similar way. In hylids, microhabitat use patterns were not influenced by proposed phylogenetic relationships, and many convergences in ecomorphological types may exist. On the other hand, leptodactylids may have undergone a conservative evolutionary history, as they formed a relatively homogeneous group concerning ecomorphological types and microhabitat preferences.",33,Journal,ar,Article,100,2,2,Amphibian larvae | Microhabitat use | Montane meadow streams | Phylogeny | Spatial distribution | Tadpole ecology | Temporal distribution,23435,undefined,0,FALSE,2,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035662410,SCOPUS_ID:0035662410,2-s2.0-0035662410,A synthesis of the demography of African acacias,Midgley J.,Journal of Tropical Ecology,02664674,17,6,871-886,2001-12-01,2001,10.1017/S026646740100164X,"Although acacias are ecologically and economically important, their demography is poorly known. In part this is because few field experiments have been undertaken. Also, a bewildering diversity of factors have been suggested to determine their demography. These factors include disease, fire, large and small browsers and grazers, climatic variation, competition with grass, seed predation and anthropogenic impacts. This synthesis concentrates on the life-history period from seed to adult plant and indicates that important hurdles have been demonstrated for some species in some habitats. Seed and seedling limitation have not been clearly demonstrated, nor has the value of dispersal been quantified. In contrast, the impacts of herbivores and fire in affecting the escape or release of resprouts has been repeatedly demonstrated. Whether fire and herbivory merely slow down the rate of promotion through size-classes or actually prevent it, needs further work. We note that very little comparative work amongst Acacia species has taken place. Most studies have concentrated on single aspects of their life history (especially seed predation), and have not been analysed in relation to population growth. Few field experiments, especially concerning seedling biology, have been performed. We conclude with some suggestions of a framework for interpreting acacia demography.",116,Journal,ar,Article,100,2,2,Acacia | Africa | Demography | Fire | Herbivory | Seedlings | Seeds,23435,undefined,0,FALSE,3,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034927976,SCOPUS_ID:0034927976,2-s2.0-0034927976,"Yellow-billed malkohas (Phaenicophaeus calyorhynchus) following moor macaques (Macaca maurus) in South Sulawesi, Indonesia",Matsumura S.,Journal of Tropical Ecology,02664674,17,4,619-623,2001-08-01,2001,10.1017/S0266467401001468,NA,4,Journal,ar,Article,100,1,1,Dicrurus hottentottus | Drongos | Interspecific association | Macaca maurus | Malkohas | Moor macaques | Phaenicophaeus calyorhynchus | Sulawesi,23435,undefined,0,FALSE,4,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034927196,SCOPUS_ID:0034927196,2-s2.0-0034927196,Pollination and breeding system of a neotropical palm Astrocaryum vulgare in Guyana: A test of the predictability of syndromes,Consiglio T.,Journal of Tropical Ecology,02664674,17,4,577-592,2001-08-01,2001,10.1017/S0266467401001432,"A pollination and breeding system study was conducted on a neotropical palm, Astrocaryum vulgare, in Guyana, South America, to better understand it reproductive character evolution, and test the predictability of pollination syndromes. The pollination syndrome approach was used because it integrates characteristics of flowers and their pollinators into an evolutionary framework that allowed experimental testing of predictions. The flowers of A. vulgate displayed traits that were typical of both beetle and wind pollination syndromes. The protogynous inflorescences produced heat and odour during nocturnal anthesis, had numerous stamens with copious, light pollen, and were visited by hordes of beetles that used the inflorescences as feeding, mating and oviposition sites. In contrast, some of these features, such as numerous stamens with copious, light pollen, a high pollen to ovule ratio, and no obvious production of visitor rewards, were also typical of the wind pollination syndrome. However, floral rewards appeared to be tissues of the fleshy staminate petals and pollen that were readily devoured by the beetles. In addition to the Coleoptera, insect visitors to A. vulgare inflorescences included several species of Hymenoptera, Diptera and Orthoptera. However, only Nitidulidae and Curculionidae beetles were effective insect pollinators. Pollination treatments showed that wind pollination was possible, but fruit set was significantly higher for female flowers visited by beetles. Although a pollen/ovule ratio of 50 000:1 and outcrossing index confirmed an outcrossing breeding system, pollination experiments suggested that A. vulgate had the potential for self pollination. Therefore, the breeding system might be best classified as facultatively xenogamous (cross fertilizing). The predictive value of potential pollinator agents for A. vulgare was inadequate because its floral traits were indicative of both cantharophilous and anemophilous pollination syndromes.",23,Journal,ar,Article,100,2,2,Anemophilous palm | Cantharophilous palm | Coleoptera | Curculionidae | Nitidulidae | Outcrossing index | Pollination syndrome | Xenogamous breeding system,23435,undefined,0,FALSE,5,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034921257,SCOPUS_ID:0034921257,2-s2.0-0034921257,Leaf photosynthetic capacity and nitrogen content adjustment to canopy openness in tropical forest tree seedlings,Vincent G.,Journal of Tropical Ecology,02664674,17,4,495-509,2001-08-01,2001,10.1017/S0266467401001377,"Maximum assimilation rate under saturating light level, leaf nitrogen and chlorophyll content and specific leaf mass were measured in forest plants grown under a range of canopy openness. Seedlings from three tree species co-occurring in damar agroforest (Sumatra) were examined: Shorea javanica, Lansium domesticum and Cinnamomum porrectum. A shrub species, Piper hispidum, growing in a different location was also investigated. All species showed pronounced differences in maximum photosynthetic potential when grown under different canopy openness. All tree seedlings showed an increase in maximum assimilation rate (Amax) with canopy openness (CO) until a certain threshold was reached. This saturation threshold varied between species. A steady increase in the maximum assimilation rate over the entire range of canopy openness explored was found only for Piper. Correlation between leaf nitrogen content and Amax was usually highest when expressed on a per unit area basis. However the overall correlation was poor whether expressed per unit mass or per unit area when all species were pooled together questioning the universality of the relationship between both quantities. Potential photosynthetic nitrogen use efficiency, defined as the amount of CO2 uptake per unit leaf nitrogen under saturating light level, was highest in Cinnamomum, supposedly the most light-demanding species, and lowest in Lansium, the understorey specialist.",21,Journal,ar,Article,100,1,1,Acclimation | Canopy openness | Leaf nitrogen content | Light environment,23435,undefined,0,FALSE,6,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034920685,SCOPUS_ID:0034920685,2-s2.0-0034920685,"The effects of forest type, harvesting and stand refinement on early seedling recruitment in a tropical rain forest",Forget P.,Journal of Tropical Ecology,02664674,17,4,593-609,2001-08-01,2001,10.1017/S0266467401001444,"Maintenance of high plant diversity in tropical rain forests has been hypothesized to be related to intense seed predation, and studies have shown that the impact of seed-eaters varies according to seed size, forest type and level of disturbance. The hypothesis that seed survival and seedling recruitment depending on seed size, are related to forest type and the intensity of harvesting and stand refinement was therefore tested at Paracou, French Guiana, for three animal-dispersed tree species. Two forest areas, corresponding to two forest types, were selected based on the occurrence of a dominant species, Eperua falcata (Caesalpiniaceae). Two factors were tested: forest type (E. falcata-rich and E. falcata-poor) and level of harvesting (unlogged, low intensity of logging, low intensity of logging and thinning liberation by tree-poison girdling) within each forest type. Overall, there was no effect of species nor of logging treatment within forest type after 6 wk. There was only a significant effect of forest type on seed survival in the large-seeded Carapa procera, a rodent-dispersed species in the Meliaceae. In the two medium-sized seed species, Pradosia cochlearia and Manilkara bidentata, two frugivore-dispersed Sapotaceae, the effect of treatment was overall significant but was also highly variable between plots within treatments. After 1 y, C. procera showed little seedling recruitment due to low seed removal and dispersal, and high seed-seedling predation under all conditions. Neither forest type, nor treatment nested within forest type, affected seedling recruitment in P. cochlearia whereas M. bidentata seedlings were favoured in unlogged conditions at the E. falcata-poor forest type. These results suggest that species characteristics (such as seed size and palatability), or local tree diversity and resources for granivores select for contrasting patterns in tree recruitment between forest type in the rodent-dispersed tree species, and these interact with level of tree harvesting and stand refinement in the other frugivore-dispersed tree species.",22,Journal,ar,Article,100,3,3,Carapa procera | Eperua falcata | Manilkara bidentata | Paracou | Pradosia cochlearia | Seed | Seedling | Selective logging,23435,undefined,0,FALSE,7,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034919674,SCOPUS_ID:0034919674,2-s2.0-0034919674,"The bat fauna of Lamanai, Belize: Roosts and trophic roles",Fenton M.B.,Journal of Tropical Ecology,02664674,17,4,511-524,2001-08-01,2001,10.1017/S0266467401001389,"Thirty-six of the 70 species of bats known from Belize were recorded from the area around Lamanai, Orange Walk County: two in roosts and 34 in about 680 mist net hours that produced 560 captures. Day roosts used by 35 of the species were located using radio-tracking (Sturnira lilium, Platyrrhinus helleri, Centurio senex and Bauerus dubiaquercus) or general searching for roosts (Rhynchonycteris naso, Saccopteryx bilineata, Saccopteryx leptura, Diclidurus albus, Mimon bennettii, Micronycteris schmidtorum, Carollia brevicauda, Carollia perspicillata and Eptesicus furinalis). Data on the day roosts of 23 other species were determined from the literature. Most species reported from Lamanai (19) roosted in hollows, while others used foliage (6), tents (3), sheltered sites (2), crevices (2), open sites (1), and a few species used more than one type of day roost (hollows and crevices (1); hollows and foliage (1); hollows, foliage and tents (1)). The fauna consisted of 13 aerial foragers, 9 gleaners, 11 fruit/leaf eaters, one trawler, one flower-visitor and one blood-feeder. In day roost use and foraging behaviour, the Lamanai fauna did not differ significantly from that of Paracou, French Guiana, but both these locations differed from the bat fauna of Kruger National Park, South Africa, in foraging behaviour.",60,Journal,ar,Article,100,10,10,Diversity | Faunal structure | Radio-tracking,23435,undefined,0,FALSE,8,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034918333,SCOPUS_ID:0034918333,2-s2.0-0034918333,A preliminary study of freshwater protozoa in tank bromeliads,Carrias J.F.,Journal of Tropical Ecology,02664674,17,4,611-617,2001-08-01,2001,10.1017/S0266467401001456,NA,36,Journal,ar,Article,100,3,3,Bromeliads | Ciliates | Flagellates | French Guiana | Neotropical | Protozoa,23435,undefined,0,FALSE,9,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0034915020,SCOPUS_ID:0034915020,2-s2.0-0034915020,Seed production and soil seed bank in three evergreen woody species from a neotropical savanna,García-Núñez C.,Journal of Tropical Ecology,02664674,17,4,563-576,2001-08-01,2001,10.1017/S0266467401001420,"Results of a 3-y study on the populations of three evergreen woody species (Byrsonima crassifolia, Palicourea rigida and Bowdichia virgilioides), from a regularly burnt savanna, in Venezuela, are reported. Tree density, size structure, fruit-seed production per tree of different size classes and soil seed bank were estimated. Viable seed production was one order of magnitude higher in B. crassifolia, which was also the only species with a permanent soil seed bank. Seeds of B. virgilioides germinated readily after dispersal, whilst seeds of P. rigida showed an innate dormancy synchronously released after a year. Both of the latter species seemed to maximize the first growth season by germinating at the beginning of the favourable season. In B. crassifolia, germination proceeds with an early small burst of germination, possibly followed by a second peak at the beginning of the next rainy season and little or no germination thereafter. The results showed that despite the high fire frequency, the studied species produce a substantial number of viable propagules, and have the capacity to germinate in field conditions (readiness depending on the species). Sexual reproduction is expected, therefore, to play an important role, as suggested by their reproductive investment, in long-term population maintenance.",21,Journal,ar,Article,100,3,3,Fire | Fruit production | Germination | Population persistence | Reproductive strategies | Resprout | Savanna trees | Seed dispersal,23435,undefined,0,FALSE,10,all,All Open Access
