@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/8344241341,SCOPUS_ID:8344241341,2-s2.0-8344241341,Soil seed bank and vegetation dynamics in Sahelian fallows; the impact of past cropping and current grazing treatments,Hérault B.,Journal of Tropical Ecology,02664674,20,6,683-691,2004-11-01,November 2004,10.1017/S0266467404001786,"The soil seed bank in a 5-y-old Sahelian fallow was studied through seed extraction and compared with germinations recorded either in controlled conditions, ex situ in a glasshouse, or in the field. The influence of phosphorus fertilizer and mulch application during the preceding crop period, and that of seasonal grazing regimes applied the last 2 y of fallowing, were assessed on the composition of the seed stock. Ctenium elegans, Fimbristylis hispidula, Merremia pinnata and Phyllanthus pentandrus accounted together for 75% of extracted seeds, 72% of ex situ, and 62% of in situ seedlings. Mulch treatment was correlated with the first axis of the canonical correspondence analyses performed on the seedling datasets. Mulch and phosphorus fertilizer treatments held similar responses, as they both favoured the seed bank of erect dicotyledons such as P. pentandrus and Cassia mimosoides. On the whole, the effects of grazing remained modest compared with the residual effects of past crop management practices. However, seedling densities increased as a result of dry-season grazing, while the soil seed bank decreased with wet-season grazing. Grazing also reduced the spatial heterogeneity of the seed bank rather than the overall number of species.",21,Journal,ar,Article,100,2,2,Annual plants | Fallow | Grazing | Mulching | Phosphorus fertilizer | Rangelands | Sahel | Seed bank | Spatial heterogeneity | Vegetation dynamics,23435,undefined,0,FALSE,1,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7944238930,SCOPUS_ID:7944238930,2-s2.0-7944238930,Relationships between alien plants and an alien bird species on Reunion Island,Mandon-Dalger I.,Journal of Tropical Ecology,02664674,20,6,635-642,2004-11-01,November 2004,10.1017/S0266467404001774,"Many studies have shown that plant or bird invasions can be facilitated by native species, but few have demonstrated the possibility of a positive interaction between introduced species. We analysed the relationships between four invasive alien fleshy-fruited plants, Clidemia hirta, Rubus alceifolius, Lantana camara, Schinus terebinthifolius, and an invasive alien bird, the red-whiskered bulbul Pycnonotus jocosus introduced to Reunion Island (Indian Ocean). We compared the distribution of food items in the bulbul diet according to seasons and to abundance classes of this bird. Pycnonotus jocosus is mostly frugivorous and frequently eats the main alien plants (more than 80% frequency of food items). Sites with alien species, such as Clidemia hirta, providing fruits throughout the year supported more birds than sites providing fruits, such as Schinus terebinthifolius, seasonally. The birds facilitated seed germination by removing the pulp of fruit: the final per cent germination (FG) of cleaned seeds was higher than those within the fruit for three of the four plant species and in some cases passage through birds significantly increased FG (Schinus terebinthifolius) or Coefficient of Velocity (CV) (Lantana camara).",53,Journal,ar,Article,100,5,5,Clidemia hirta | Frugivorous bird | Germination | Invasion | Mutualism | Propagation | Pycnonotus jocosus,23435,undefined,0,FALSE,2,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7944238698,SCOPUS_ID:7944238698,2-s2.0-7944238698,"Resistance of a lowland rain forest to increasing drought intensity in Sabah, Borneo",Newbery D.,Journal of Tropical Ecology,02664674,20,6,613-624,2004-11-01,November 2004,10.1017/S0266467404001750,"Occasional strong droughts are an important feature of the climatic environment of tropical rain forest in much of Borneo. This paper compares the response of a lowland dipterocarp forest at Danum, Sabah, in a period of low (LDI) and a period of high (HDI) drought intensity (1986-96, 9.98 y: 1996-99, 2.62 y). Mean annual drought intensity was two-fold higher in the HDI than LDI period (1997 v. 976 mm), and each period had one moderately strong main drought (viz. 1992, 1998). Mortality of 'all' trees ≥10 cm gbh (girth at breast height) and stem growth rates of 'small' trees 10-< 50 cm gbh were measured in sixteen 0.16-ha subplots (half on ridge, half on lower slope sites) within two 4-ha plots. These 10-50-cm trees were composed largely of true understorey species. A new procedure was developed to correct for the effect of differences in length of census interval when comparing tree mortality rates. Mortality rates of small trees declined slightly but not significantly between the LDI and HDI periods (1.53 to 1.48% y-1): mortality of all trees showed a similar pattern. Relative growth rates declined significantly by 23% from LDI to HDI periods (11.1 to 8.6 mm m-1 y-1): for absolute growth rates the decrease was 28% (2.45 to 1.77 mm y-1). Neither mortality nor growth rates were significantly influenced by topography. For small trees, across subplots, absolute growth rate was positively correlated in the LDI period, but negatively correlated in the HDI period, with mortality rate. There was no consistent pattern in the responses among the 19 most abundant species (n ≥ 50 trees) which included a proposed drought-tolerant guild. In terms of tree survival, the forest at Danum was resistant to increasing drought intensity, but showed decreased stem growth attributable to increasing water stress.",33,Journal,ar,Article,100,2,2,Borneo | Drought | Forest dynamics | Interval correction | Mortality | Tree growth | Understorey,23435,undefined,0,FALSE,3,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/7944235363,SCOPUS_ID:7944235363,2-s2.0-7944235363,"Habitat structure, wing morphology, and the vertical stratification of Malaysian fruit bats (Megachiroptera: Pteropodidae)",Hodgkison R.,Journal of Tropical Ecology,02664674,20,6,667-673,2004-11-01,November 2004,10.1017/S0266467404001737,"This study investigated the vertical stratification of Old World fruit bats (Chiroptera: Pteropodidae) in relation to habitat structure and wing morphology, in a lowland Malaysian rain forest. In total, 352 fruit bats of eight species were captured within the subcanopy of the structurally complex old-growth forest during 72 306 m2 mist net hours of sampling. Fruit bat species that were grouped in relation to capture height were also grouped in relation to wing morphology - with those species predicted to have more manoeuvrable flight (i.e. lower wing-loadings and lower aspect-ratios) captured in increasingly cluttered airspaces. Thus, small differences in wing morphology are likely to be ecologically significant to the vertical stratification of bats. Hence, habitat heterogeneity may be a key factor promoting fruit bat species diversity in old-growth palaeotropical forests.",50,Journal,ar,Article,100,4,4,Chiroptera | Habitat partitioning | Pteropodidae | Rain forest | Vertical stratification | Wing morphology,23435,undefined,0,FALSE,4,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7944231084,SCOPUS_ID:7944231084,2-s2.0-7944231084,The resorption of phosphorus is greater than that of nitrogen in senescing leaves of vascular epiphytes from lowland Panama,Zotz G.,Journal of Tropical Ecology,02664674,20,6,693-696,2004-11-01,November 2004,10.1017/S0266467404001889,NA,36,Journal,ar,Article,100,1,1,Barro Colorado Island | Lowland forest | Nutrient relations | Resorption efficiency | Resorption proficiency | Senescence,23435,undefined,0,FALSE,5,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7944230630,SCOPUS_ID:7944230630,2-s2.0-7944230630,Myrmecochory in the Zingiberaceae: Seed removal of Globba franciscii and G. propinqua by ants (Hymenoptera - Formicidae) in rain forests on Borneo,Pfeiffer M.,Journal of Tropical Ecology,02664674,20,6,705-708,2004-11-01,November 2004,10.1017/S0266467404001695,NA,11,Journal,ar,Article,100,3,3,Ant-dispersal | Aril | Diaspores | Dispersal distances | Elaiosome | Malaysia | Morphology | Mutualism | Rain-forest herb | Seed dispersal,23435,undefined,0,FALSE,6,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7944229125,SCOPUS_ID:7944229125,2-s2.0-7944229125,The effects of forest fragmentation and increased edge exposure on leaf litter accumulation,Feeley K.,Journal of Tropical Ecology,02664674,20,6,709-712,2004-11-01,November 2004,10.1017/S0266467404001828,NA,10,Journal,ar,Article,100,1,1,Edge exposure | Forest fragmentation | Leaf litter,23435,undefined,0,FALSE,7,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7944227786,SCOPUS_ID:7944227786,2-s2.0-7944227786,Leaf damage induces ant recruitment in the Amazonian ant-plant Hirtella myrmecophila,Romero G.,Journal of Tropical Ecology,02664674,20,6,675-682,2004-11-01,November 2004,10.1017/S0266467404001749,"Allomerus octoarticulatus is a plant-ant that colonizes domatia of the understorey tree Hirtella myrmecophila in the Central Amazon and forages for invertebrates, including leaf herbivores, on the host plant. We conducted manipulative experiments to study the ant's recruitment response to damaged leaves and leaf extracts of the host and to extracts of Protium hebetatum, a non-myrmecophytic sympatric tree species. Artificial damage to leaves of H. myrmecophila caused an increase in the number of recruits to the leaf. Ant response was stronger in young than in mature leaves. Recruitment was restricted to damaged leaves. No increment in recruitment rates was observed in undamaged, adjacent leaves. Different levels of leaf damage did not elicit differences in recruitment rates. Aqueous extract of leaves, placed on undamaged leaves of the host plant, also led to increased recruitment compared with water (control), and more ants were recruited to extracts from young than from mature and old leaves. Extracts of both H. myrmecophila and Protium hebetatum induced recruitment. We discuss the evolutionary importance of plant leaf components for maintenance of the ant-plant mutualism.",33,Journal,ar,Article,100,2,2,Allomerus | Amazon | Induced resistance | Mutualism | Plant resistance,23435,undefined,0,FALSE,8,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7944222853,SCOPUS_ID:7944222853,2-s2.0-7944222853,The epiphyte communities of a montane rain forest in the Andes of Venezuela: Patterns in the distribution of the flora,Kelly D.L.,Journal of Tropical Ecology,02664674,20,6,643-666,2004-11-01,November 2004,10.1017/S0266467404001671,"The dependent flora was surveyed on 20 trees at a 1.5-ha site in montane rain forest at 2600 m altitude in western Venezuela. Vascular species were recorded over the whole site and totalled 120 epiphytes, 21 climbers, 3 hemiepiphytes, 5 nomadic vines and 6 mistletoes. Non-vascular species were recorded within 95 sample plots and totalled 22 mosses, 66 liverworts and 46 macrolichens. The angiosperm species were restricted in geographical range to the Neotropics; 22.1% were endemic to Venezuela. Pteridophyte and bryophyte species were largely restricted to the Neotropics but few were endemic. Macrolichen species were mostly pantropical or cosmopolitan; only 9.6% were restricted to the Neotropics and none was endemic. Canonical Correspondence Analysis found the environmental variables most closely correlated with variation in community composition to be height above ground and a horizontal gradient reflecting differences in forest structure. The epiphytic vegetation was classified using Two-way Indicator Species Analysis into a Syrrhopodon gaudichaudii-Elaphoglossum hoffmannii group of lower trunks, an Omphalanthus filiformis-Maxillaria miniata group of intermediate levels and an Usnea-Parmotrema group of upper crowns. Diversity increased with height above ground; non-vascular diversity was greatest in upper crowns whereas vascular diversity was greatest at intermediate levels. Similarity levels were low among sample plots of the same community, whereas between-tree and between-stand similarities were relatively high.",45,Journal,ar,Article,100,6,6,Andes | Bryophytes | Cloud forest | Diversity | Epiphytes | Lichens | Montane forest | Neotropics | Rain forest | Venezuela,23435,undefined,0,FALSE,9,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/7944221686,SCOPUS_ID:7944221686,2-s2.0-7944221686,Influence of its associated ant species on the life history of the myrmecophyte Cordia nodosa in French Guiana,Dejean A.,Journal of Tropical Ecology,02664674,20,6,701-704,2004-11-01,November 2004,10.1017/S026646740400183X,NA,17,Journal,ar,Article,100,6,6,Allomerus | Ant-plant mutualism | Azteca | Cardia | Myrmecophytes | Plant protection,23435,undefined,0,FALSE,10,NA,NA
