@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0021534686,SCOPUS_ID:0021534686,2-s2.0-0021534686,An assessment of techniques for measuring herbivory: is rainforest defoliation more intense than we thought?,Lowman M.,Biotropica,00063606,16,4,264-268,1984-01-01,1984,10.2307/2387934,"Amounts of leaf material grazed by insect herbivores in Australian rainforest canopies were measured obver 3 yr. Long-term observations of labelled leaves and shoots measured losses up to 5 times larger than estimates obtained by the more conventional technique of measuring missing leaf area on single occasions. Long-term observations gave higher but more accurate rates since they incorporated a temporal component to grazing activities and also accounted for leaves lotally eaten. Annual leaf area losses of 26, 22 and 14.6% were measured in Australian cool temperate, warm temperate, and subtropical rainforests, respectively.-from Author",130,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,1
true,https://api.elsevier.com/content/abstract/scopus_id/0021534613,SCOPUS_ID:0021534613,2-s2.0-0021534613,Dioecy and monoecy in the flora of Puerto Rico and the Virgin Islands: ecological correlates.,Flores S.,Biotropica,00063606,16,2,132-139,1984-01-01,1984,10.2307/2387845,"Of the 2037 species in the total flora, 6.1% are dioecious, 10.5% are monoecious, 2.4% are andromonecious, 2.0% are gynomonoecious and 78.9% are hermaphrodites. Endemics are not disproportionately represented among dioecious or monoecious species. There is no association between monoecy and growth habit, either for genera or species, but dioecy is significantly more common than expected in trees, and less common in herbs, at both generic and species levels. For the entire flora, dioecious genera and species are significantly associated with fleshy fruits, but monoecious taxa are not. For trees and shrubs, dioecious species are significantly associated with fleshy fruits, while monoecious species are significantly associated with dry fruits. On the generic level, there is no association between fruit type and sexual system for trees and shrubs. Dioecious trees and shrubs contain more genera and species with one-seeded, fleshy fruits and fewer genera and species with many-seeded, fleshy fruits than expected. Monoecious trees and shrubs contain fewer genera and species with many-seeded, fleshy fruits and more genera and species with many-seeded, dry fruits than expected.-from Authors",32,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,2
true,https://api.elsevier.com/content/abstract/scopus_id/0021534612,SCOPUS_ID:0021534612,2-s2.0-0021534612,A hypothesis to explain the reduced distribution of the mangrove Pelliciera rhizophorae Tr. &amp; Pl.,Jimenez J.,Biotropica,00063606,16,4,304-308,1984-01-01,1984,10.2307/2387939,Pelliciera rhizophorae had a wide distribution in the Caribbean area until at least the beginning of the Miocene. By the early Pliocene its distribution had been reduced drastically. This reduction in range and its present distribution appears to be related to the influence of past and present climates on soil salinity regimes within the mangrove ecosystems. Intolerance of the species to soil salinities higher than 37per mille may explain its absence in the dry areas of the E Pacific coast. Abundant runoff from more humid uplands and localized areas of high rainfall have allowed survival of small P. rhizophorae populations on the Caribbean coasts of Central and South America.-Author,40,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,3
true,https://api.elsevier.com/content/abstract/scopus_id/0021534611,SCOPUS_ID:0021534611,2-s2.0-0021534611,Geographic differences in herbivore impact: do Pacific herbivores prevent Caribbean seaweeds from colonizing via the Panama Canal?,Hay M.,Biotropica,00063606,16,1,24-30,1984-01-01,1984,10.2307/2387890,"Several dominant, shallow-water seaweeds from the Caribbean are physiologically capable of transmitting the freshwater of the Panama Canal, surviving both the marked salinity changes and the required time spent in freshwater. Some of these species are known to settle and grow on boat bottoms. However, they are rare or absent on the Pacific coast. The primary barrier to the successful transport and establishment of these species appears to be herbivore activity and the lack of reef-generated refuge areas on the Pacific coast.-from Authors",10,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,4
true,https://api.elsevier.com/content/abstract/scopus_id/0021534541,SCOPUS_ID:0021534541,2-s2.0-0021534541,Changes in soil properties during tropical wet forest succession in Costa Rica.,Werner P.,Biotropica,00063606,16,1,43-50,1984-01-01,1984,10.2307/2387893,"Whilst physical properties of the volcanic soil were stable throughout, chemical properties showed 4 successional patterns: 1) a temporary peak of organic matter and related total N, NH4-N, and PO4-P at c8 yr; 2) a longer persisting peak of exchangeable Fe, Al and H between 8-16 yr; 3) an inverse trend for nutrient cations and NO3-N reflecting easy leaching after the original vegetation had been cut; and 4) the persistence of low values until 31 yr for deficient Ca and Mg possibly reflecting uptake by the regenerating vegetation.-from Author",38,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,5
true,https://api.elsevier.com/content/abstract/scopus_id/0021534431,SCOPUS_ID:0021534431,2-s2.0-0021534431,"Bay-winged cowbirds ( Molothrus badius) remove ectoparasites from their brood parasites, the screaming cowbirds (M. rufoaxillaris).",Fraga R.,Biotropica,00063606,16,3,223-226,1984-01-01,1984,10.2307/2388055,"Bay-winged cowbirds remove ectoparasitic larvae of botflies from their nestlings and those of their brood parasite, screaming cowbird. The host also removes other ectoparasites like mites. -from Author",28,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,6
true,https://api.elsevier.com/content/abstract/scopus_id/0021534157,SCOPUS_ID:0021534157,2-s2.0-0021534157,"Herbivory, foliar enzyme inhibitors, nitrogen and leaf structure of young and mature leaves in a tropical forest.",Cooke F.P.,Biotropica,00063606,16,4,257-263,1984-01-01,1984,10.2307/2387933,"In Bako National Park, Sarawak, leaf damage, enzyme inhibition, condensed tannins, total nitrogen and leaf structure were studied in young and mature leaves of Eugenia ochneocarpa and 3 species of Shorea. Amount of leaf removed by herbivores was 3.8% in young leaves and 6.2% in mature leaves for E. ochneocarpa, and was 12.1% in young leaves and 13.4% in mature leaves for Shorea spp. The relative importance of the three guilds of herbivores examined was edge-grazing, mining, then holing, in both taxa. Young leaves of both taxa had higher enzyme inhibition than mature leaves; young leaves of E. ochneocarpa were >5 times more inhibitory than those of Shorea spp. Leaf nitrogen (per area) was lower in young leaves than in mature leaves for both taxa. Concentrations of condensed tannins were similar in young and mature leaves for both species, but higher in E. ochneocarpa than Shorea spp. For young leaves, though not for mature leaves, increased damage was associated with increased leaf N, and decreased enzyme inhibition and condensed tannin.-from Authors",21,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,7
true,https://api.elsevier.com/content/abstract/scopus_id/0021534099,SCOPUS_ID:0021534099,2-s2.0-0021534099,Parasitism of trees by marmosets in a central Brazilian gallery forest.,Lacher T.,Biotropica,00063606,16,3,202-209,1984-01-01,1984,10.2307/2388053,"Callithrix jacchus penicillata living in a gallery forest depend heavily on exudates as a food. The marmosets gnaw holes in the bark of certain tree species, and all exudate collection takes place at these holes. Marmosets thus forage as ectoparasites on these trees. In all, 14 species of trees were parasitized by the marmosets, but almost all activity was concentrated on Vochysia pyramidalis, Callisthene major and Tapirira guianensis. -from Authors",39,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,8
true,https://api.elsevier.com/content/abstract/scopus_id/0021534048,SCOPUS_ID:0021534048,2-s2.0-0021534048,The causes and consequences of synchronous flushing in a dry tropical forest.,Lieberman D.,Biotropica,00063606,16,3,193-201,1984-01-01,1984,10.2307/2388052,"The seasonal pattern of leaf production and fate of leaf cohorts were assessed in 59 species of woody plants over a period of 28 months in a Ghanaian dry forest. Leaves were produced in synchronous flushes. Flushing patterns varied between species and between individuals within species, but all flushing activity was restricted to wet periods. Damage to leaves by folivorous insects was largely confined to newly flushed leaves. Insects inflicted severe damage to 13% of new leaf cohorts. Species having potential deterrents to folivore attack (hairy leaves or secondary compounds) were attacked less frequently than species without apparent protection. Prolonged flushing activity brought about an added risk of insect attack in species lacking such protection. Drought is the most important single factor affecting growth, distribution and phenology of woody species in this forest. The restriction of leaf production to short, synchronous flushing periods is adequately explained in terms of physiological constraints relating to the avoidance of moisture stress. A consequence of this rapid flushing, however, may be escape from folivory.-from Authors",74,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,9
true,https://api.elsevier.com/content/abstract/scopus_id/0021534047,SCOPUS_ID:0021534047,2-s2.0-0021534047,Tropical fruit-eating birds and their food plants: a survey of a Costa Rican lower montane forest.,Wheelwright N.,Biotropica,00063606,16,3,173-192,1984-01-01,1984,10.2307/2388051,"In the lower montane forests of Monteverde, at least 70 bird species rely on fruits to different degrees. The frequency with which birds visited plants and the characteristics of the fruits (dimensions, color patterns, nutritional traits) are described. The number of bird species recorded feeding on the fruits of a particular plant species was positively correlated with the size of the plant and with its commonness. Plants in five genera (Acnistus, Citharexylum, Ficus, Hampea, Sapium) attract >20 bird species; < 3 bird species were found at c1/2 all plant species.-from Authors",147,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,10
