@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/85126067039,SCOPUS_ID:85126067039,2-s2.0-85126067039,Effects of the submerged macrophyte Ceratophyllum demersum (Ceratophyllaceae) and the cladoceran Moina micrura (Cladocera: Moinidae) on microalgal interactions,De Souza V.R.,Revista de Biologia Tropical,00347744,22152075,69,4,1276-1288,2021-10-01,Oct./Dec. 2021,10.15517/rbt.v69i4.42589,"Introduction: Cyanobacterial blooms in tropical water bodies are increasingly common, because of eutrophication and rising temperatures. Consequently, many freshwater systems are affected, by reducing water quality, biodiversity, and ecosystem services. With the increased frequency of harmful algal blooms, the development of biological tools to improve water quality is an urgent issue. Objective: To evaluate the effects of a submerged macrophyte and a cladoceran on the microcystin-producing cyanobacteria Microcystis aeruginosa (NPLJ-4) and the chlorophyte Raphidocelis subcapitata (BMIUFRPE-02) in mixed cultures. Methods: Two parallel experiments were carried out for ten days to evaluate the effects of the submerged macrophyte Ceratophyllum demersum and the cladoceran Moina micrura on microalgal interactions. Microalgal strains were cultivated in the ASM1 culture medium, under controlled laboratory conditions. The first experiment presented four treatments: M (C. demersum), Z (M. micrura), MZ (C. demersum and M. micrura), and C (control). Meanwhile, the second experiment consisted of five treatments, in which the microalgae were cultivated together at different Microcystis:Raphidocelis ratios: 1:0, 3:1, 1:1, 1:3, and 0:1. Biomass and growth rates of the strains were evaluated every two days, which were statistically treated with three-way or two-way repeated-measures ANOVA. Results: In the first experiment, M. aeruginosa was significantly inhibited in M and MZ treatments from the second day, and Z from the fourth, while R. subcapitata showed no reduction in its biomass in any treatment. On the other hand, R. subcapitata was stimulated from the eighth and tenth days in M treatment and only on the eighth day in Z treatment. In the second experiment, M. aeruginosa was significantly inhibited when cultivated with R. subcapitata in low ratios (Microcystis:Raphidocelis ratio of 1:3) throughout the experiment, while the chlorophyte was stimulated in that treatment. Conclusions: The coexistence of a cyanobacterium with a green alga did not alter the main negative response of M. aeruginosa to the submerged macrophyte and zooplankton but stimulated the green alga. Accordingly, the introduction of submerged macrophytes and cladocerans already adapted to eutrophic conditions, both isolated and combined, proved to be a good method to control cyanobacterial blooms without negatively affecting other coexisting phytoplankton species.",0,Journal,ar,Article,100,3,3,Allelopathy | Biomanipulation | Competition | Grazing | Microalgal blooms,13567,CNPq,ID 305829/2019-0,Conselho Nacional de Desenvolvimento Científico e Tecnológico,1,TRUE,all,All Open Access,1
true,https://api.elsevier.com/content/abstract/scopus_id/85126050971,SCOPUS_ID:85126050971,2-s2.0-85126050971,Abundance of shorebirds (Charadriiformes: Scolopacidae) and its relationship with water temperature in a wetland in Peru (2013-2019),Podestá J.,Revista de Biologia Tropical,00347744,22152075,69,4,1322-1332,2021-10-01,October-December 2021,10.15517/rbt.v69i4.48080,"Introduction: Scolopacidae family (Order: Charadriiformes) is one of the most abundant families found in coastal wetlands. La Arenilla coastal wetland has a historical record of 20 scolopacid species; climatic events could affect the distribution and migration of the several species of this taxonomic family, reducing their species richness and abundance. Objective: The aim of the present study was to determine the relationship between richness and abundance of the species belonging to the Scolopacidae family and both Sea Surface Temperature (SST) and the coastal El Niño index (ICEN) in La Arenilla Coastal Wetland, La Punta, Callao. Methods: Sampling were carried out twice a month, between January 2013 and January 2019 using the Total Count Method in order to determine species abundance (N = 292). A Spearman correlation analysis between abundance, species richness, SST and ICEN was performed, and beta diversity was calculated through the Whittaker index (βw) to analyze both the annual turnover for each season and the seasonal turnover within each year. Results: Two significant correlations were obtained: Between SST and abundance and between ICEN and species richness. On the other hand, the ANOSIM test showed seasonal differences in abundance, and the SIMPER test showed that the greatest difference in abundance between seasons was between autumn and spring (Bray-Curtis dissimilarity = 81.57%), and the minimum difference between winter and spring (Bray-Curtis dissimilarity = 49.86%). Conclusions: The ecological dynamics of scolopacid communities in La Arenilla coastal wetland face important changes according to the variations in the environmental thermal parameters related to climate change.",0,Journal,ar,Article,100,2,2,Abundance | Climate change | Coastal wetland | Migratory | Scolopacidae | Species richness,13567,NA,undefined,NA,1,TRUE,all,All Open Access,2
true,https://api.elsevier.com/content/abstract/scopus_id/85126050738,SCOPUS_ID:85126050738,2-s2.0-85126050738,Bibliometrics of Latin American research on COVID-19 in the first year of the pandemic: The main trends,Chiu W.T.,Revista de Biologia Tropical,00347744,22152075,69,4,1306-1321,2021-10-01,October-December 2021,10.15517/rbt.v69i4.48189,"Introduction: An outbreak of the COVID-19 was appended in the central Chinese city of Wuhan in December 2019. Lots of related papers were published in the world since then. Objective: This study aimed to identify and analyze the characteristics of COVID-19 publications in the Science Citation Index Expanded (SCI-EXPANDED) published by Latin Americans in 2020. Methods: Documents including searching keywords in their title, abstract, or author keywords from SCI-EXPANDED were assessed. The analyzed aspects covered characteristics of document types, languages, Web of Science categories, and journals. Publication performances of countries and institutions were evaluated by six publication indicators and two citation indicators. Results: A lower percentage of articles and a higher percentage of Spanish language were found. Web of Science category of general and internal medicine published the most articles. The Clinics was the most popular journal. The Cadernos de Saude Publica and Revista da Associacao Medica Brasileira published the most publications and reviews, respectively. Brazil took a leading position in the six publication indicators. The University of São Paulo in Brazil was the most productive institution. Based on the number of citations from the Web of Science Core Collection since publication to the end of 2020, 10 most frequently cited publications were presented. In addition, the analysis of words in publication titles, author keywords, and KeyWords Plus was performed to find the main research focuses. Conclusions: In 2020, a total of 3 056 COVID-19 documents in SCI-EXPANDED were published by Latin Americans mainly in the Web of Science categories of ‘general and internal medicine’ and ‘public, environmental and occupational health’. More letters and editorial materials and fewer articles were published in the first year of its outbreak. A higher percentage of Spanish and Portuguese publications was found. Brazil dominated the six publication indicators. The University of São Paulo in Brazil ranked top in all the six publication indicators while the Technological University of Pereira in Colombia had a higher impact for their first- and corresponding-author publications. Health and infection were the main research focuses.",0,Journal,ar,Article,100,2,2,Coronavirus | Front page | Pandemic | Research trends | SARS-CoV-2,13567,NA,undefined,NA,1,TRUE,all,All Open Access,3
true,https://api.elsevier.com/content/abstract/scopus_id/85126042989,SCOPUS_ID:85126042989,2-s2.0-85126042989,Trap rebuilding by Myrmeleon brasiliensis larvae (Neuroptera: Myrmeleontidae) in response to flooding: The effect of body,Sandoval Ramírez J.L.,Revista de Biologia Tropical,00347744,22152075,69,4,1233-1241,2021-10-01,Oct-Dec 2021,10.15517/rbt.v69i4.46689,"Effect of nest relocation on the reproductive success of the marine turtle Lepidochelys olivacea (Testudinata: Cheloniidae)Introduction: In order to increase the number of sea turtle hatchlings, it is necessary to improve conservation strategies, such as nest incubation in hatchery conditions that counteract the effects of extreme climatic conditions. Objective: To compare five reproductive success parameters (hatching success, eggs with no apparent embryonic development, dead hatchlings, embryonic mortality, and incubation period) of the sea turtle Lepidochelys olivacea. Methods: The incubation of nests was evaluated under two periods of nest relocation, P1 ~28.8 °C (August and September) and P2 ~27.1 °C (October and November), average ambient temperature, under hatchery condition, in 2018 in Guerrero, Mexico. Results: Significant differences were found in hatching success and embryonic mortality between nest relocation periods (P < 0.001). In P1, lower values of hatching success (77.0% P1 vs 88.6% P2) and higher values of embryonic mortality (13.7% P1 vs 3.3% P2) were observed compared to those of P2. It’s important pointing that, in the present study, embryonic mortality occurred at a late stage of development, that is, in almost fully developed embryos. No differences were found between periods regarding the parameters eggs with no apparent embryonic development, dead hatchlings and incubation period. Conclusions: The differences between the environmental conditions during the first period of nest relocation compared to the second period, respectively, seem to affect the hatching success and embryonic mortality of L. olivacea. Therefore, it is important to take action on this issue during this incubation stage to try to improve the incubation of nests under hatchery conditions.",0,Journal,ar,Article,100,6,6,Embryonic mortality | Hatching success | Nest incubation | Reproductive success | Sea turtle,13567,NA,undefined,NA,1,TRUE,all,All Open Access,4
true,https://api.elsevier.com/content/abstract/scopus_id/85126040996,SCOPUS_ID:85126040996,2-s2.0-85126040996,Trap rebuilding by Myrmeleon brasiliensis larvae (Neuroptera: Myrmeleontidae) in response to flooding: The effect of body,De Oliveira Leite V.G.,Revista de Biologia Tropical,00347744,22152075,69,4,1224-1232,2021-10-01,Oct-Dec 2021,10.15517/rbt.v69i4.44478,"Introduction: Immature forms of the antlion Myrmeleon brasiliensis (Neuroptera, Myrmeleontidae) build traps in dry sandy soil to capture prey. Objective: The aim of the present study was to investigate how the waterlogging of the soil due to rain affects the trap rebuilding and relocation behavior of M. brasiliensis of different sizes. Methods: The study was conducted between July and December 2019. Larvae M. brasiliensis were observed and collected from a forest reserve in the municipality of Aquidauana in the state of Mato Grosso do Sul, Brazil. Results: In the natural environment, most larvae rebuilt their traps in the same location seven days after the simulation of rain, with a smaller diameter than that observed prior to the simulation of rain. In the laboratory, the movements of M. brasiliensis larvae and rebuilding of the traps after the waterlogging of the soil was affected by body size. Larger larvae moved more and were more likely to rebuild their traps. Conclusions: The saturation of the soil affects the foraging of M. brasiliensis larvae, which are impeded from rebuilding their traps for a period. In situations of long periods of saturated soil, the mortality rate of the larvae is high and rebuilding of the traps occurs after the soil dries out, but with a smaller trap size. These data suggest that changes in the rainfall pattern can affect the population structure of M. brasiliensis larvae, with the selection of larger individuals in situations of more severe rains. In this process, the smaller larvae are more affected, as their foraging is impeded.",0,Journal,ar,Article,100,4,4,Antlion | Construction behaviour | Foraging | Myrmeleontinae | Rainfall,13567,NA,undefined,NA,1,TRUE,all,All Open Access,5
true,https://api.elsevier.com/content/abstract/scopus_id/85126025504,SCOPUS_ID:85126025504,2-s2.0-85126025504,Bioinformatics advances in Costa Rica: Retrospective view and perspectives,Campos-Sanchez R.,Revista de Biologia Tropical,00347744,22152075,69,4,1204-1223,2021-10-01,Oct-Dec 2021,10.15517/rbt.v69i4.46873,"Introduction: The scientific discipline of bioinformatics has the potential to generate innovative applications for human societies. Costa Rica, small in size and population compared to other Latin American countries, has been progressively adopting the discipline. Recognizing progress makes it possible to determine where the country can go in this field, as well as its contribution to the Latin American region. Objective: This manuscript reports evidence of the evolution of bioinformatics in Costa Rica, to identify weak¬nesses and strengths allowing future actions plans. Methods: We searched databases of scientific publications and sequence repositories, as well as information on training activities, networks, infrastructure, web pages and funding sources. Results: Important advances have been observed since 2010, such as increases in training opportunities and the number of publications, significant contributions to the sequence databases and connections through networks. However, areas such as critical mass and financing require further development. The scientific community and its sponsors should promote bioinformatics-based research, invest in graduate student training, increase profes¬sional training, create career opportunities in bioinformatics, and promote international collaborations through networks. Conclusions: It is suggested that in order to experience the benefits of bioinformatics applications, three key aspects must be strengthened: The scientific community, the research infrastructure, and funding opportunities. The impact of such investment would be the development of ambitious but feasible projects and extended collaborations within the Latin American region and abroad. This would allow significant contributions to address global challenges and the implementation of new approaches to research, innovation and knowledge transfer for the development of the economy, within an ethics of research framework.",1,Journal,ar,Article,100,7,7,Data analysis | Education | ENA (European Nucleotide Archive) | NGS-next generation sequencing | PubMed | SRA (Sequence Read Archive) | Web of Science,13567,NA,undefined,NA,1,TRUE,all,All Open Access,6
true,https://api.elsevier.com/content/abstract/scopus_id/85126024543,SCOPUS_ID:85126024543,2-s2.0-85126024543,"Genetic connectivity of the metapopulation of the coral Pocillopora verrucosa (Scleractinia: Pocilloporidae) in multi-use marine protected areas of the Gulf of California, and management implications",Aranceta-Garza F.,Revista de Biologia Tropical,00347744,22152075,69,4,1164-1178,2021-10-01,Oct./Dec. 2021,10.15517/rbt.v69i4.45936,"Introduction: Estimates of contemporary connectivity of the broadcast spawning coral Pocillopora verrucosa between multi-use marine protected areas (MUMPAs) are required to assess MUMPA effectiveness and their ability to enhance resilience against disturbances.Objective: To determine the genetic structure and connectivity patterns between P. verrucosa demes inside the Gulf of California and evaluate the role and effectiveness of established MUMPAS in their protection and resilience.Methods: We assessed P. verrucosa connectivity along its peninsular range (∼350 km), including five locations and three MUMPAs in the Gulf of California using six microsatellite genetic markers.Results: Population structure was significant (FST = 0.108***) when demes included clonal replicates; however, when these clones were removed from the analysis, the sexual individuals comprised a metapopulation panmixia (FST = 0.0007 NS). To further understand connectivity patterns, an assignment test was carried out which identified ten recent between-deme migrants with a mean dispersal distance of 116.6 km (± 80.5 SE). No long-distance dispersal was detected. These results highlight the ecological importance of the Bahía de La Paz region, including Archipiélago de Espíritu Santo MUMPA. This region, located at the center of the species peninsular range, exports larva to downstream sink demes such as the Loreto (northwardly) and Cabo Pulmo (southwardly) MUMPAs. Of importance, inter-MUMPA spacing was larger than the mean larval dispersal by ~56 km, suggesting thar the designation of intermediate ‘no-take’ zones would enhance short-distance connectivity.Conclusion: This study contributes as a baseline for policymakers and authorities to provide robust strategies for coral ecosystem protection and suggest that protection efforts must be increased towards peninsular intermediate reefs to promote metapopulation resilience from natural and anthropogenic factors.",0,Journal,ar,Article,100,4,4,Connectivity | Eastern Tropical Pacific | Metapopulation | Mexico | Microsatellite | Molecular marker | Reproduction | Scleractinian coral,13567,CONACYT,37528-B,Consejo Nacional de Ciencia y Tecnología,1,TRUE,all,All Open Access,7
true,https://api.elsevier.com/content/abstract/scopus_id/85126004213,SCOPUS_ID:85126004213,2-s2.0-85126004213,Anti-leishmanial activity of 29 daily sessions of intralesional-pentavalent antimony administration on Leishmania (Viannia)-infected BALB/c mice,Maria Vera A.,Revista de Biologia Tropical,00347744,22152075,69,4,1179-1188,2021-10-01,October-December 2021,10.15517/rbt.v69i4.47368,"Introduction: Intralesional-pentavalent antimonials (IL-SbV) are recommended for simple cutaneous leishmani¬asis (CL). Few treatment sessions (1-5) and drug volumes (1-5 ml each), relative to lesion size (LS), are recom¬mended. There is not a validated IL-SbV protocol using doses calculated as mg/kg body weight and administered over a large number of IL-sessions, with small injection volumes. Objective: The study aim was to determine the efficacy of different concentrations of IL-SbV administered in 29 daily sessions of 100 ^L each, on CL infected mice. Methods: Leishmania (Viannia) panamensis and L. (V.) braziliensis--infected mice (N = 6) were treated with 150, 50, and 16.6 mgSbV/kg/day x 29 days. Percentage of lesion area reduction, aesthetic and final (no lesions, no parasites) efficacy and effective dose (ED)50 were determined. In vitro-SbV activity against parasites was evaluated for both species. Results: The ED50 values were 72.2 and 66.3 (at the end of treatment), 54.3 and 37.7 (15-days pt.), and 145.3 and 148.6 (60-days pt.) for each species, respectively. Differences were observed between Leishmania species at 15-days pt., but not later. At 60-day pt., IL-SbV-150 mg showed final cure rates of 66.6% for L. (V.) panamensis and 33.3% for L. (V.) braziliensis-infected mice. After 15 days pt., lesion reactivation was observed in some “aesthetically cured” mice. Glucantime was not active in in vitro assays. Conclusions: The IL-SbV use with a dose calculated as mg/kg body weight and administered over a large num¬ber of IL-sessions, with small injection volumes each day could be effective against L. (V.) panamensis and L. (V.) braziliensis-CL infection. An appropriate SbV-dose (higher than 150 mg/kg/day x less than 29 days) must be evaluated.",0,Journal,ar,Article,100,3,3,Glucantime | Intralesional drugs | Leishmania braziliensis | Leishmania panamensis | New World cutaneous leishmaniasis,13567,NA,undefined,NA,1,TRUE,all,All Open Access,8
true,https://api.elsevier.com/content/abstract/scopus_id/85125999035,SCOPUS_ID:85125999035,2-s2.0-85125999035,Population structure of Avicennia germinans trees (Acanthaceae) in a disturbed mangrove in the Gulf of Mexico,De Basáñez Muñoz A.J.,Revista de Biologia Tropical,00347744,22152075,69,4,1264-1275,2021-10-01,Oct./Dec. 2021,10.15517/rbt.v69i4.47353,"Introduction: Globally, mangroves are declining; characterizing their structure and regeneration at different disturbance levels can help understand their responses to stressful situations. Objective: The study’s primary goal was to analyze the mangrove community structure and to estimate the populations’ trajectories of Avicenia germinans at different mangrove sites that present three levels of disturbance. Methods: Eight transects of approximately 500 m in length and laid perpendicular to the Tamapamchoco lagoon, Veracruz, intersected three levels of disturbance currently present on the mangrove forest. On each transect, 10 x 10 m, 5 x 5 m, and 1 x 1 m quadrants served to account for all mangrove trees by species and stage of maturity in 2017 and 2018. Results: The most abundant species was: A. germinans followed by Rhizophora mangle and Laguncularia racemosa. Based on their abundance, we found significant differences for the three levels of disturbance (ANOSIM R = 0.6, P < 0.001) presented in a non-metric ordination (nMDS). A life table for A. germinans allowed a population analysis that showed an intrinsic rate of population increase (r) that was negative at the disturbed sites (-0.0027 and -0.0774) and positive (0.0289) at the apparently undisturbed site. Seedling to juvenile stage survival ranged from 50% at the undisturbed site to 5 and 4% at the disturbed sites. Conclusions: Measures to increase the survival of seedlings are necessary to reverse the decreasing population trajectories at the disturbed sites; otherwise, the mangrove will have reduced viability in the medium term.",0,Journal,ar,Article,100,6,6,Disturbance | Fragmentation | Life tables | Mangrove | Perturbation | Population dynamics | Size classes,13567,NA,undefined,NA,1,TRUE,NA,NA,9
true,https://api.elsevier.com/content/abstract/scopus_id/85125385852,SCOPUS_ID:85125385852,2-s2.0-85125385852,"Possibilities of social promotion for the coastal inhabitants of Playas del Coco, Guanacaste, Costa Rica, using Sustainable Marine Tourism",Palacios-Martínez G.E.,Revista de Biologia Tropical,00347744,22152075,69,NA,S29-S35,2021-10-01,Oct 2021,10.15517/rbt.v69is2.48740,"Introduction: Fishermen in Playas del Coco, Guanacaste, Costa Rica, are vulnerable due to the mismanagement of fishing resources and illegal fishing; excluding them from benefits granted by the State. This means that they do not have many options that allow them to grow both economically and socially. Objective: Determine a social promotion strategy for people in social exclusion in Playas del Coco. Methods: From February to September 2018, participatory action and critical research were applied, through semi-structured and open interview, and participant observation to members of the Development Association, community leaders and fishermen in the area, ranging in age between 17 and 40 years old. Results: Theoretical and practical bases were established for an interdisciplinary work between social work, tourism and marine biology through the intervention strategy for fishermen of Playas del Coco based on the Socio-educational Promotional Model and the current situation of the inhabitants was documented. Conclusions: The incursion of social science in environmental issues is viable, by social promotion of the inhabitants of Playas del Coco developing sustainable marine tourism through a socio-educational model.",0,Journal,ar,Article,100,2,2,Conservation | Entrepreneurship | Human rights | Marine resources | Social theories,13567,NA,undefined,NA,0,FALSE,NA,NA,10
