@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0024264357,SCOPUS_ID:0024264357,2-s2.0-0024264357,Heritability of oviposition preference and its relationship to offspring performance within a single insect population,Singer M.C.,Evolution,00143820,42,5,977-985,1988-01-01,1988,10.1111/j.1558-5646.1988.tb02516.x,"Within a population of Euphydryas editha (Lepidoptera: Nymphalidae) that oviposits predominantly on 2 host species, heritable variation in postalighting oviposition preference was found. Oviposition preference of adult females was correlated with offspring performance (growth). There was a significant tendency for offspring to perform better on the host species that their female parent preferred. -from Authors",185,Journal,ar,Article,100,3,3,22104,undefined,0,FALSE,1,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024259023,SCOPUS_ID:0024259023,2-s2.0-0024259023,Adaptive plasticity in development of Scaphiopus couchii tadpoles in desert ponds,Newman R.A.,Evolution,00143820,42,4,774-783,1988-01-01,1988,10.1111/j.1558-5646.1988.tb02495.x,"Couch's spadefoot toads breed in ephemeral desert ponds that are highly variable in duration. Rapid development is expected to be advantageous in short-duration ponds, but slower development, allowing more time for growth, may be advantageous in ponds of longer duration. There was no evidence for genetic variation in plasticity of development; all sibships exhibited faster development and decreased larval period in ponds of short duration. Plasticity in development appears to be adaptive, as size at metamorphosis was correlated with duration of larval period. The slowest developing sibship, however, suffered higher mortality compared to other sibships in short duration ponds. Sibships did not differ in growth or size at metamorphosis in short-duration ponds, but the slowest developing sibship metamorphosed at the largest size in long duration ponds, resulting in a significant genotype × environment interaction for size at metamorphosis. Thus, there appears to be genetic variation for plasticity in growth, and a genetically determined trade-off between fitness in short-duration ponds (via rapid development) and fitness in long duration ponds (via large size at metamorphosis). This may explain the existence of both phenotypic plasticity and genetic variation in development. -from Author",201,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,2,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0024257376,SCOPUS_ID:0024257376,2-s2.0-0024257376,Sexual allocation strategy in wind-pollinated plants,Burd M.,Evolution,00143820,42,2,403-407,1988-01-01,1988,10.1111/j.1558-5646.1988.tb04145.x,"Proposes that allocation patterns found in anemophilous species can be understood in the context of current theory if the relation between male fitness and male investment is not linear but, rather, follows a pattern of saturation or diminishing marginal returns. In particular, the rate of saturation should be determined largely by the height of a plant because, other factors being equal, pollen-flight distances (and thus access to mates) are dependent on the height of the pollen-emitting source. A diminutive plant with a restricted pollen shadow might be able to fertilize most or all of the few available ovules even at low levels of pollen production. Allocation to additional polliniferous flowers would not alter the dispersal range or ovule pool and so would merely increase the local mating competition (LMC) among sib pollen. In contrast, a taller individual should experience reduced LMC and have a less saturating male-fitness curve, due to wider dispsersal of its pollen. Thus, contrary to the traditional expectation of greater female effort in larger plants, larger wind-pollinated plants should have relatively greater male investment. Data on the tropical monoecious grass, teosinte (Zea spp.) support this hypothesis. -from Authors",79,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,3,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024256618,SCOPUS_ID:0024256618,2-s2.0-0024256618,Extinction and recolonization: their effects on the genetic differentiation of local populations,Wade M.J.,Evolution,00143820,42,5,995-1005,1988-01-01,1988,10.1111/j.1558-5646.1988.tb02518.x,"Investigates the genetic effects of extinction and recolonization for a species whose population structure consists of an array of local demes with some migration among them. In particular, the conditions are considered under which extinction and recolonization might enhance or diminish gene flow and increase or decrease the rate of genetic differentiation relative to the static case with no extinctions, explicitly taking into account the age-structure that is established within the array of populations by the extinction and colonization process. Two different models of the colonization process are also considered; the so-called ""migrant pool' and ""propagule pool' models. Theoretical studies indicate that the genetic effects of extinction and colonization depend upon the relative magnitudes of K, the number of individuals founding new colonies, and 2Nm, twice the number of migrants moving into extant populations. These genetic effects are insensitive to the extinction rate. In order to assess the genetic effects of the population dynamics, one must first answer an important empirical question that is essentially ecological: is colonization a behavior distinct from migration? -from Authors",506,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,4,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0024254795,SCOPUS_ID:0024254795,2-s2.0-0024254795,A negative maternal effect in springtails,Janssen G.M.,Evolution,00143820,42,4,828-834,1988-01-01,1988,10.1111/j.1558-5646.1988.tb02503.x,"Studied components of fitness (clutch size, age and weight at maturity) in Orchesella cincta (Collembola) collected in pine plantations in the Netherlands. -from Authors",35,Journal,ar,Article,100,4,4,22104,undefined,1,TRUE,5,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0024254403,SCOPUS_ID:0024254403,2-s2.0-0024254403,Intrapopulation differentiation in annual plants. III. The contrasting effects of intra- and interspecific competition,Linhart Y.B.,Evolution,00143820,42,5,1047-1064,1988-01-01,1988,10.1111/j.1558-5646.1988.tb02523.x,"In nature, each Veronica peregrina population spans an environmental gradient across the center and sides of a temporary, vernal pool in California. Individuals at the center are subjected to intense intraspecific competition produced by high densities (to 30 seedlings/cm2) generated by quasi-simultaneous germination (90% of seeds germinate in one week). Individuals at the periphery are subjected to interspecific competition with grasses, which shade out the Veronica 4-6 wk after onset of winter growth. Greenhouse experiments confirmed the predictions that 1) when grown under immediate intraspecific competition offspring of plants from the central subpopulation would grow larger and produce more seeds than those from the periphery and that 2) when grown under delayed interspecific competition provided by Agrostis tenuis and Lolium multiflorum, offspring of plants from the periphery would perform better than those from the center. There were 4 additional significant differences between the central and peripheral subpopulations. 1) The faster germination rate in central plants can be advantageous under immediate intraspecific competition. The slower rate in peripheral plants can be advantageous under conditions of erratic and unpredictable soil moisture. 2) Central plants were more sensitive to N-deficiency, peripheral plants more sensitive to P-deficiency. 3) Central plants allocated a greater proportion of biomass to seeds, peripheral plants to leaves under all growing conditions. 4) At the seedling stage, central plants have longer roots; at the adult stage, peripheral plants have longer roots (but not more root mass). -from Author",51,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,6,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0024252575,SCOPUS_ID:0024252575,2-s2.0-0024252575,"Dispersal and population-genetic structure of the cooperative spider, Agelena consociata, in West African rainforest",Roeloffs R.,Evolution,00143820,42,1,173-183,1988-01-01,1988,10.1111/j.1558-5646.1988.tb04117.x,"There was no evidence for active dispersal by reproductives or any age class of this spider. Nest fragmentation by falling tree limbs and storms is the cause of new nest formation within local areas, while passive dispersal by vertebrate carriers that either have some association with the nests (bats) or move through them is indicated as the probable mode of longer-distance dispersal. The population-genetic structure supports the data obtained on dispersal. Kin selection or some type of family-group selection may have been important in the evolution of cooperative behavior in the species. -from Authors",56,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,7,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024250681,SCOPUS_ID:0024250681,2-s2.0-0024250681,Physiological and behavioral adaptation to varying environments: a mathematical model,Castillo-Chavez C.,Evolution,00143820,42,5,986-994,1988-01-01,1988,10.1111/j.1558-5646.1988.tb02517.x,"The model, which explores the evolution of habitat selection and physiological adaptation in a heterogeneous environment, assumes 1) a panmictic population of infinite size; 2) prereproductive individuals mobile enough to move between patches; 3) alleles at one locus code for absence or presence of adaptation to detrimental patches; 4) alleles at a 2nd locus code for absence or presence of behavior(s) that cause avoidance of the detrimental patches; 5) additive effects of alleles controlling physiology and behavior; 6) frequency-independent fitness. Results indicate that nontrivial, polymorphic equilibria do not exist. The pattern of genotypic fitnesses and the initial allelic frequencies can influence whether the population adapts by physiological or behavioral mechanisms, or by both. Linkage between the 2 loci can alter the outcome of evolution, given specified genotypic fitness values and initial allelic frequencies. -from Authors",37,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,8,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0024249854,SCOPUS_ID:0024249854,2-s2.0-0024249854,A comparison of genetic and phenotypic correlations,Cheverud J.M.,Evolution,00143820,42,5,958-968,1988-01-01,1988,10.1111/j.1558-5646.1988.tb02514.x,Much of the dissimilarity between phenotypic- and genetic-correlation estimates seems to be due to imprecise estimates of genetic correlations. Phenotypic correlations are likely to be fair estimates of their genetic counterparts in many situations. Genetic and environmental causes of phenotypic variation tend to act on growth and development in a similar manner. -from Author,573,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,9,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0024249833,SCOPUS_ID:0024249833,2-s2.0-0024249833,How mammals produce large-brained offspring,Pagel M.D.,Evolution,00143820,42,5,948-957,1988-01-01,1988,10.1111/j.1558-5646.1988.tb02513.x,Species differences in relative neonatal brain size reflect different life-history tactics rather than constraints imposed by metabolic rate. -from Authors,88,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,10,all,All Open Access
