@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0021085445,SCOPUS_ID:0021085445,2-s2.0-0021085445,The demography of Bromus tectorum: variation in time and space ( Washington).,Mack R.N.,Journal of Ecology,00220477,71,1,69-93,1983-01-01,1983,10.2307/2259964,"Amplitude in the variation of recruitment, survivorship and fecundity was examined for the introduced annual grass Bromus tectorum in 3 habitat types in eastern Washington for 3 consecutive generations. Recruitment was usually concentrated in late summer and autumn, but occurred at any time until mid-May of the following year. Most of any population experienced low death risk until June, although some cohorts emerging in late summer were devastated (Deevey Type III curve) during periods of drought or extended snow cover. Most plants survived to produce seed. Loss of seed production from devastated autumn-emergent plants was offset by the reproduction of late winter-spring recruits. B. tectorum persists under the vagaries of steppe environments by its ability to behave simultaneously on the same site as an ephemeral monocarpic, annual monocarpic and winter annual monocarpic species. Year-to-year variation in weather and predator activity overrode the intrinsic differences along a 200km transect of varying moisture availability often producing considerable amplitude in population attributes (recruitment, survivorship and fecundity). Characterization of any species as a colonizer, etc., on the basis of life history traits alone may be erroneous; knowledge of the variation in such population attributes is also necessary.-Authors",183,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,1,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021085441,SCOPUS_ID:0021085441,2-s2.0-0021085441,Female predominant sex ratios and physiological differentiation in arctic willows.,Crawford R.M.M.,Journal of Ecology,00220477,71,1,149-160,1983-01-01,1983,10.2307/2259968,A survey of plants in flower of Salix polaris in Spitsbergen and S. herbacea in Iceland revealed in both species similar female-biased sex ratios of 59:41. The similarity of the degree of (non-random) female predominance in S. polaris and S. herbacea suggests that there is an optimal proportion and a common mechanism for the excess of female over male plants. A possible control mechanism is discussed where the advantage gained from increased seed production due to an excess of female plants is progressively reduced as the effective poulation size diminishes with the departure of the sex ratio from equality.-from Authors,65,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,2,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021081538,SCOPUS_ID:0021081538,2-s2.0-0021081538,Plant geometry and self-thinning.,Lonsdale W.,Journal of Ecology,00220477,71,1,285-297,1983-01-01,1983,10.2307/2259977,"Monocultures of Agrostemma githago, Cichorium endivium and Festuca pratensis were grown at high densities. Whilst populations of all three species followed the -3/2 power law when weight was plotted against density on logarithmic scales, the intercepts were different and fell in the order Festuca > Agrostemma > Cichorium. These differences are related to plant geometry. The mean volume of canopy available to each plant was also related to density by the -3/2 power law. However, the intercepts for a number of species on a volume-density plot on logarithmic scales all fell within one order of magnitude in comparison with 2 orders of magnitude on a weight-density plot. The biomass which could be packed into a given volume of space generally increased with canopy height, but the range was nevertheless relatively narrow (1.5-5.2 kg m-3) for the 3 species. Only part of the variation in intercept between species on a weight-density plot could be related to differences in biomass packing. Variation in the biomass per unit volume through time means that the gradient of the thinning line on a weight-density plot may be different to that on a volume plot. The -3/2 power law might be better stated in terms of canopy volume rather than weight.-from Authors",69,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,3,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021075687,SCOPUS_ID:0021075687,2-s2.0-0021075687,Phytoplankton production and winter mixing: contrasting effects in two oligotrophic lakes.,Vincent W.,Journal of Ecology,00220477,71,1,1-20,1983-01-01,1983,10.2307/2259960,"Lake Waikaremoana, North Island, New Zealand, followed, in its thermal stratification, the classic pattern for temperate warm-monomictic lakes. During winter circulation, light availability to the phytoplankton was reduced by a factor of at least 13 relative to that in spring and summer, and there was no increased supply of P. Concentrations of algal biomass and algal production rates were low, but rose rapidly with increased irradiance in spring. Lake Taupo experienced similar thermal stratification and mixing, but concentrations of algal biomass and algal photosynthetic production rose to maxima for the year during winter isothermy when temperatures were at their annual minimum and when mixing extended to the bottom of the lake. Winter circulation brought an increased supply of P, and N which later controlled the amount of algal growth in the euphotic zone. This increased availability of potentially limiting nutrients offset the effects of low light availability and low temperature. Lake Taupo, and other nearby lakes which behave similarly, form intermediates between temperate lakes with typical winter minima of algal production and many tropical lakes which experience maximum phytoplankton production during storm-induced mixing.-from Author",50,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,4,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021069525,SCOPUS_ID:0021069525,2-s2.0-0021069525,Germination ecology of Veronica arvensis.,Baskin J.,Journal of Ecology,00220477,71,1,57-68,1983-01-01,1983,10.2307/2259963,"A high proportion of the freshly-matured seeds of Veronica arvensis were dormant at maturity in late May. During the summer after-ripening period, the proportion and the rate of germination increased, and the range of temperature at which seeds could germinate widened. Seeds required light for germination, and they germinated equally well at constant and alternating temperatures, but none germinated at 25oC or at the simulated August field temperature regime of 35/20oC. Seeds in an unheated glasshouse on soil kept at field capacity and on soil that was alternately wetted and dried during summer had a low germination; 3 and 1%, respectively, in the 1st summer after planting, and none during the 2nd and 3rd summers. This lack of germination during the summer was probably because the temperature was above that required for germination. By September and October the temperature in the field has fallen sufficiently to allow a high proportion of the seeds to germinate if light and soil moisture are adequate. Seeds that do not germinate during the 1st autumn after dispersal may germinate during the following spring or in some subsequent autumn or spring. -from Authors",31,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,5,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021069519,SCOPUS_ID:0021069519,2-s2.0-0021069519,"Ecological studies in four contrasting lowland rain forests in Gunung Mulu National Park, Sarawak. I. Forest environment, structure and floristics.",Proctor J.,Journal of Ecology,00220477,71,1,237-260,1983-01-01,1983,10.2307/2259975,"Sites of 1 ha were established in each of 4 contrasting types of primary lowland rain forest: alluvial forest (AF); dipterocarp forest (DF); heath forest (HF) and forest over limestone (LF). The total above-ground forest biomass (t ha-1 dry weight) was calculated as: AF,250; DF,650; HF,470; LF,380. There were at least 223 species ha-1 in the AF; 214 in the DF; 123 in the HF; and 78 in the LF. The AF soil was heterogenous, with gley soils of high base status in the lower, occasionally flooded, part and podzols and peats in the higher part. The DF soil was acid and very low in Ca. It was lower in total exchangeable bases than the very acid podzolic soils of the HF. The LF soils were shallow, highly organic, of high base status, and neutral to mildly acid pH. The species-rich DF occurred on very poor soils but there was no simple relationship between soil nutrient element concentrations and biomass of species richness. The causes of the distinctive sclerophyllous leaves of the heath forest are discussed. Extreme soil acidity in the organic soils may limit N-mineralization and low levels of biologically active nitrogen favour sclerophylly. Features of heat forest which reduce transpiration may be important in reducing the mass flow of soil toxins to the root surfaces.-from Authors English",226,Journal,ar,Article,100,4,4,29602,undefined,0,FALSE,6,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021058838,SCOPUS_ID:0021058838,2-s2.0-0021058838,Nutrient use by evergreen and deciduous shrubs in southern California. I. Community nutrient cycling and nutrient-use efficiency.,Gray J.,Journal of Ecology,00220477,71,1,21-41,1983-01-01,1983,10.2307/2259961,"The chaparral was a pure stand of the evergreen shrub Ceanothus megacarpus; the coastal sage was co-dominated by the drought-deciduous shrubs Salvia leucophylla and Artemisia californica. Above-ground nutrient pools, annual accumulation, and annual return were greater in the chaparral. Foliar nutrient concentrations were greater and more variable in the drought-deciduous shrubs than in Ceanothus. In the non-flowering year, there was luxury consumption of N, P and K in the leaves of Ceanothus, in which excess nutrients were accumulated in leaves during growth and translocated to the stems and roots later. The leaves of Artemisia and Salvia had a greater susceptibility to the loss of elements by leaching. Throughfall and stemflow losses were proportionately greater in the coastal sage scrub than in the chaparral during winter. Nutrient-use efficiency was higher in the chaparral for all major elements. Annual nutrient turnover was lower in the chaparral than in the coastal sage scrub. Nutrient use by the Ceanothus was comparatively self-regulated and conservative, suggesting that its growth may be less dependent upon soil nutrient availability on both a seasonal and annual basis compared with deciduous shrubs.-from Author",72,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,7,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021055638,SCOPUS_ID:0021055638,2-s2.0-0021055638,"Nutrient use by evergreen and deciduous shrubs in southern California. II. Experimental investigations of the relationship between growth, nitrogen uptake and nitrogen availability.",Gray J.,Journal of Ecology,00220477,71,1,43-56,1983-01-01,1983,10.2307/2259962,"Experiments were conducted to test the hypothesis that growth of the drought-deciduous shrub, Salvia leucophylla is more closely coupled to soil N availability than growth of the evergreen chaparral shrub, Ceanothus megacarpus. Seedlings were grown in sand culture for 50 days. Salvia had a greater relative growth rate, dry matter yield, leaf area, and concentration of N in its tissues than Ceanothus. Salvia also exhibited a linear response to increasing N concentration in terms of yield, leaf area, N content, and root absorption rate, whereas Ceanothus showed an asymptotic response to increasing N concentration. Salvia showed a greater response during recovery from N stress and when supplied with a N flush, in terms of growth rate, N concentration, and root absorption rates. Its responsive, opportunistic pattern of growth and nutrient uptake appear to be adaptive to the nutrient conditions in the coastal sage scrub, the community in which it is common. The limited response of Ceanothus to varying N concentration suggests an uncoupling of growth from N availability.-from Authors",68,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,8,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021054078,SCOPUS_ID:0021054078,2-s2.0-0021054078,Element nutrition of two contrasted dune annuals.,Ernst W.,Journal of Ecology,00220477,71,1,197-209,1983-01-01,1983,10.2307/2259972,"Biomass and nutrient-element allocation of Erodium glutinosum and Phleum arenarium were analysed during complete life cycles. Both had high translocation rates of N and P from ageing vegetative tissue to fruits. Nutrient surpluses increased the period of vegetative growth of P. arenarium but shortened that of E. glutinosum. Results are discussed in relation to niche differentiation, efficiency of nutrient use and the interaction between water and nutrient supplies.-from Author Erodium glutinosum Phleum arenarium",27,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,9,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021050879,SCOPUS_ID:0021050879,2-s2.0-0021050879,Studies in the vegetational history of the northern Pennines. III. Variations in the composition of the mid- Flandrian forests.,Turner J.,Journal of Ecology,00220477,71,1,95-118,1983-01-01,1983,10.2307/2259965,"Data on frequencies of pollen grains in peat have been collected from 38 sites in the northern Pennines, northern England for the period corresponding to pollen assemblage zone VIIa or Flandrian II. Temporal variations in pollen frequencies reflect the well-documented course of Flandrian forest history. Most of the variation, however, is spatial and can be explained by differing local climatic and edaphic conditions. Most of the spatial variation relates to the composition of the forests at low altitudes on Millstone Grits in the NE of the region, which now has a particularly cloudy climate. There was more Betula, Pinus, Salix and Melampyrum, and less Ulmus and Corylus than in other parts of the region. Tilia was more abundant in the S of the region, probably because its northern extension was limited, as now, by low summer temperatures. Fraxinus was also more abundant in the S, probably owing partly to edaphic factors. Little of the variation appears to be anthropogenic, although the tendency of Fraxinus, Gramineae and Potentilla-type pollen to have high frequencies in the mid- altitude range 450-680m, could be attributed to Mesolithic hunting and burning.-from Authors",15,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,10,NA,NA
