@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0345161428,SCOPUS_ID:0345161428,2-s2.0-0345161428,"Seed mass, seedling emergence, and environmental factors in seven rain forest Psychotria (Rubiaceae)",Horacio P.,Ecology,00129658,80,5,1594-1606,1999-01-01,July 1999,10.1890/0012-9658(1999)080[1594:smseae]2.0.co;2,"We examined the effects of seed mass on performance between the time of seed dispersal and emergence within seven sympatric rain forest woody species of Psychotria in two contrasting natural habitats: gaps and shaded forest. We determined the effects of seed mass on emergence (the total proportion of emerged seedlings) and on the speed of emergence (the time necessary to reach 50% total emerged seedlings) in both greenhouse and field conditions, and we observed the effects of seed mass on the risk of removal by animals in the field. The effects of seed mass on performance were specific to species and habitat. For example, in two species, seed mass had a positive effect on emergence, while another showed a negative effect; for most of the species, effects on performance restricted to only one habitat (shaded forest or gap). Similarly, the results for effects of seed mass on the risk of removal were species- and habitat-specific. In the greenhouse, seed mass did not affect either emergence or the speed of emergence under either high or low light conditions. Our results suggest that: (i) seed mass did not have a general effect on emergence success and (ii) the effects of seed mass on seedling emergence are driven by external ecological factors more than by intrinsic effects of seed mass. Seed-removing animals appear to be an important ecological agent operating on intraspecific seed mass variation.",67,Journal,ar,Article,100,3,3,Germination | Neotropical rain forest | Psychotria | Rubiaceae | Seed mass | Seed mass variation | Seed size | Seed size variation | Seedling emergence,20308,undefined,0,FALSE,1,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0345161425,SCOPUS_ID:0345161425,2-s2.0-0345161425,Bidirectional facilitation and interference between shrubs and annuals in the Mojave Desert,Claus Holzapfel A.,Ecology,00129658,80,5,1747-1761,1999-01-01,July 1999,10.1890/0012-9658(1999)080[1747:bfaibs]2.0.co;2,"Composition and structure of plant communities can be strongly influenced by plant interactions. Interactions among plants commonly comprise positive and negative effects operating simultaneously and bidirectionally. Thus, a thorough understanding of plant interactions requires experimental separation and quantitative assessment of the bidirectional positive and negative effects that add up to the net effects of plant interactions. Using the close spatial association of annual plants with a desert shrub (Ambrosia dumosa) in a sandy area of the Mojave Desert of California as a test system, we separated and quantified negative and positive effects of annuals on shrubs and of shrubs on annuals. We achieved the separation of negative and positive effects with an experimental design that included reciprocal removals of neighbors and simulations of physical effects of neighbors using artificial structures. All experimental manipulations were conducted on space originally occupied by Ambrosia shrubs to focus on immediate effects of neighbors on water availability rather than on long-term microenvironmental effects (e.g., nutrient accumulation). We quantified positive effects by calculating the difference between performance parameters of neighbors growing with artificial structures (thatch to mimic the physical effects of the presence of annuals and artificial canopies to mimic the physical effects of shrubs) and those of neighbors growing alone (removals). We estimated negative effects by calculating the difference between plant performance on control plots (shrubs and annuals growing together) and performances of plants growing with the artificial structures. Annuals had simultaneously strong negative and weak positive effects on shrub water status, growth, and reproductive output. Annuals also had an impact on the sex expression of shrubs by inducing shifts toward a higher male proportion in inflorescences of monoecious Ambrosia. In contrast, we found strong positive and weak or no negative effects of the shrubs on survival, biomass production, and seed production of the entire annual community and of selected annual species (the abundant native Chaenactis fremontii and the two dominant introduced annual species Bromus madritensis ssp. rubens and Schismus barbatus). Overall, in net effect, the interaction between shrubs and annuals can be described as facilitation or positive net effects of shrubs on annuals, and interference or negative net effects of annuals on shrubs. However, during the growing season, the ratios between positive and negative effects shifted. Annual plants benefited from the presence of shrubs to the greatest extent early in the growing season, and initial negative effects of annuals on shrubs declined as annuals senesced later in the season. Results of this study support the view that an experimental resolution of bidirectional positive and negative effects is necessary to achieve an accurate, mechanistic understanding of species interactions.",307,Journal,ar,Article,100,2,2,"Ambrosia dumosa | Coexistence | Competition | Desert | Desert annuals and shrubs | Facilitation | Interference | Mojave Desert, California | Phenology | Species interaction",20308,undefined,0,FALSE,2,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0344958698,SCOPUS_ID:0344958698,2-s2.0-0344958698,Importance of primary and secondary seed dispersal in the Malagasy tree Commiphora guillaumini,Böhning-Gaese K.,Ecology,00129658,80,3,821-832,1999-01-01,April 1999,10.2307/177020,"We studied the dispersal system of the tree Commiphora guillaumini (Burseraceae) in a dry deciduous forest of western Madagascar by measuring tree visitation, fruit consumption, and seed dispersal rates of primary dispersers and the modification of the primary seed shadow by secondary dispersers. The seed dispersal system of C. guillaumini is unusually simple because primary seed dispersal and secondary seed dispersal are each effectively carried out by a single species: primary dispersal by the Lesser Vasa Parrot, Coracopsis nigra, and secondary dispersal by the ant Aphaenogaster swammerdami. The quality of seed dispersal by each disperser was measured by comparing seed distributions with seedling distributions. Although parrots dispersed only 7.9 ± 6.0% (mean ± 1 SD) of the seeds away from the crown, these seeds had a probability of becoming established as seedlings that was 35.4 times higher than that of seeds that were dropped beneath the crown or that simply fell from the crown. Ants secondarily dispersed 45.1 ± 23.2% of the seeds. However, ants increased the establishment success of seedlings more weakly and less consistently than did parrots. Establishment success of seeds dispersed by ants was 4.5 times higher in one year but only 1.1 times higher in another year than that of seeds not dispersed by ants. Although secondary seed dispersal by ants played an important role in the redistribution of seeds and affected the establishment of seedlings, the importance of primary dispersers exceeded that of secondary dispersers by an order of magnitude.",86,Journal,ar,Article,100,3,3,Ants | Commiphora guillaumini | Deciduous trees | Dispersal effectiveness | Madagascar | Parrots | Seed dispersal | Tropical dry forest,20308,undefined,0,FALSE,3,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0344780910,SCOPUS_ID:0344780910,2-s2.0-0344780910,Causes and consequences of territory change and breeding dispersal distance in the Black Kite,Forero M.,Ecology,00129658,80,4,1298-1310,1999-01-01,June 1999,10.1890/0012-9658(1999)080[1298:CACOTC]2.0.CO;2,"Factors affecting individual variation in between-year territory change and dispersal distance were measured in a long-term study of Black Kites (Milvus migrans) living in an area of ~100 000 ha in and around Donana National Park in southern Spain. Adult birds (N = 210) and fledglings (N = 3061) were individually marked, and breeding birds were monitored annually during 1989-1996 to detect banded individuals. Of these 3271 birds, 652 breeding birds were resighted, and 164 of them were sexed through copulatory behavior. Nests were checked annually to monitor breeding performance. Frequencies of return between years were 83.1% for breeding males and 89.5% for breeding females. Frequencies of territory change were 25.6% and 32.8%, respectively. Females >8 yr old rarely changed territories. Dispersing birds departed significantly more from low-quality territories (evaluated through breeding success variables). Breeding failure and mate loss (divorce or death) favored breeding dispersion, both in males and females, but females changed territories more frequently after nest predation. We did not detect effects of resource availability, conspecific breeding density, or mate quality on the frequency of territory change. When all the variables were included into a Generalized Linear Model (GLM), only breeding success, mate loss, and the interaction between the two had significant effects on territory change. Dispersal distance of birds that had changed territory was similar for males and females (median = 302 m). Ninety percent of individuals moved <5 km, and none moved > 10 km. Distance moved depended on the bird's age and territory quality, but a GLM model retained only age as a significant variable: older birds (males and females) dispersed shorter distances. These results indicate that breeding territory change and dispersal distance are different individual decisions and are determined by different selective pressures. Dispersal consequences were significant only for females: they tended to change to territories with a lower risk of predation and obtained higher breeding success in the new location. Moreover, individuals in the new territories had higher breeding success than those occupying abandoned territories the same year. Dispersal distances were not correlated with the new territory quality and probability of breeding failure. Black Kites remained close to their former breeding places; individual competitive abilities may determine the final dispersal distance. Short-distance movements in dispersal are probably related to benefits of philopatry (ecological and genetic) and dispersal costs associated with finding a new territory in a saturated population, such as the one studied.",154,Journal,ar,Article,100,4,4,Age and sex patterns in dispersal | Black Kite | Breeding dispersal | Breeding performance | Dispersal distance | Mate change | Milvus migrans | Spain | Territory fidelity,20308,undefined,0,FALSE,4,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0344517087,SCOPUS_ID:0344517087,2-s2.0-0344517087,Within-season variability of pupal period in the autumnal moth: A bet-hedging strategy?,Tammaru T.,Ecology,00129658,80,5,1666-1677,1999-01-01,July 1999,10.1890/0012-9658(1999)080[1666:WSVOPP]2.0.CO;2,"Pupal period is highly variable in Epirrita autumnata (Lepidoptera, Geometridae) lasting from about one to over three months. We aimed to find proximate and ultimate explanations for the high variability, including the possibility that variation in eclosion time represents a diversified bet-hedging strategy. Patterns of variation in pupal period, both among and within populations, were analyzed in several common environment experiments, including one with a half-sib design. We further assessed possible selective forces on eclosion date and its variance using an empirical simulation model. Latitudinal among-population differences in pupal period were shown to have a genetic basis. Within populations, there was a considerable among-sibship variance in this trait that suggests high heritabilities of pupal period. The environmental component of the variance was unlikely to result from a deterministic reaction norm, neither adaptive nor constraint-based, and may thus represent a type of variance on which a bet-hedging strategy can be based. Importantly, there were significant among-sibship differences in the variance itself, and a significant sire effect on offspring variability in the half-sib design. This suggests a possibility for the variance in pupal period to be selected for as such, and for increased random environmental variance (a bet-hedging strategy) to evolve via natural selection. We assumed that seasonal changes in night temperatures and predation rate determine the optimal timing of adult flight period in E. autumnata. Results of modeling suggested that there are apparently flat fitness profiles in relation to eclosion date, which is the probable reason for maintenance of high genetic diversity in pupal period. Unpredictable temperature during adult flight period has a potential to select for high variance in eclosion dates, although the selective pressure appears to be weak. Genetic variance in variance of pupal period may thus be largely selectively neutral in the studied system.",29,Journal,ar,Article,100,3,3,Adaptation | Bet-hedging | Emergence distribution | Empirical modeling | Environmental variance | Epirrita autumnata | Geometridae | Half-sib design | Heritability | Lepidoptera | Pupal period,20308,undefined,0,FALSE,5,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0344258332,SCOPUS_ID:0344258332,2-s2.0-0344258332,Validity of extrapolating field CO<inf>2</inf> experiments to predict carbon sequestration in natural ecosystems,Yiqi L.,Ecology,00129658,80,5,1568-1583,1999-01-01,July 1999,10.1890/0012-9658(1999)080[1568:voefce]2.0.co;2,"One of the ultimate goals of ecosystem carbon dioxide (CO2) experiments is to infer the capacity of terrestrial ecosystems to sequester carbon (C) in a CO2-enriched world. This modeling study examines C sequestration (C(seq)) in natural ecosystems based on CO2 experiments. Most experiments are conducted by a step increase in CO2 concentration, whereas natural ecosystems are experiencing a gradual increase in atmospheric CO2 (C(a)). To examine the effects of a step vs. gradual CO2 increase on ecosystem responses, we have developed a terrestrial C sequestration (TCS) model that focuses on C and nitrogen (N) interactions in regulating C(seq). We used the model to: (1) compare C(seq) and N demand in response to the step vs. gradual increase in CO2; (2) identify mechanisms underlying different ecosystem responses to the step vs. gradual CO2 forcing; (3) examine key parameters in controlling C(seq); and (4) explore three hypothesized N supply mechanisms in regulating photosynthetic acclimation and C(seq). Application of this model to simulate responses of a forest ecosystem with gross primary productivity of 1200 g C·m-2·yr-1 suggested that a step increase in CO2 from 350 to 700 ppm resulted in C(seq) of 263 g C·m-2·yr-1 in the first year. A gradual C(a) increase led to the C(seq) rates of 27 and 58 g C·m-2·yr-1 in 1987 and 2085 when CO2 reached 350 and 700 ppm, respectively. The model predicted that N demand required to balance the additional C influx was 4.1 g N·m-2·yr-1 in the step CO2 increase and only 0.6 and 1.7 g N·m-2·yr-1 in 1987 and 2085, respectively, in the gradual C(a) increase. The contrasting differences in C(seq) and N demand between the two increase scenarios reflected the nature of C fluxes that were controlled by the sizes of donor pools (i.e., donor-controlled system). Our modeling analysis of four ecosystems (forest with high productivity [HP]; grassland with HP; forest with low productivity [LP]; and grassland with LP) indicated that additional C influx and C relaxation time are the key parameters in determining ecosystem C(seq). The additional C influx varied with ecosystem productivity and N regulation, while C relaxation time differed between the forests and grasslands due to woody tissues and litter in the forests. We conclude that in spite of the fact that the step experiment is one of the most effective approaches in ecosystem studies, its results cannot be directly extrapolated to predict terrestrial C(seq) in natural ecosystems responding to a gradual C(a) increase. In order to develop predictive understanding from the step experiments, we need not only to improve experimental design and measurement plans, but also to develop new approaches, such as deconvolution and inverse modeling, for data analysis and interpretation.",148,Journal,ar,Article,100,2,2,"Deconvolution | Duke Forest, North Carolina | Extrapolation of experimental results | Global change | Inverse modeling | Net ecosystem productivity | Photosynthesis | Plant and soil carbon | Relaxation time | Residence times",20308,undefined,0,FALSE,6,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0344096574,SCOPUS_ID:0344096574,2-s2.0-0344096574,Effects of population density on individual growth of brown trout in streams,Jenkins T.,Ecology,00129658,80,3,941-956,1999-01-01,April 1999,10.1890/0012-9658(1999)080[0941:EOPDOI]2.0.CO;2,"Some studies suggest that lotic populations of brown trout (Salmo trutta) are regulated through density-dependent mortality and emigration to the extent that mean growth rates of resident survivors are unrelated to trout densities. To test this, we studied the relationship between density and growth, mortality, and emigration of brown trout in two alpine streams and a set of stream channels in eastern California. We sampled trout at the scale of 'segments' (5-31 m long riffles, runs, and pools) and 'sections' (340-500 m in length) of Convict Creek over a 3-yr period. Trout were also sampled during 6 yr in seven 90-m sections of Mammoth Creek. For 2 yr, we manipulated trout densities in Convict Creek by removing trout from two sections and adding trout to two other sections. We also manipulated densities in seven 50-m stream channels, using a natural size distribution of trout in one year and underyearlings only in a second year. In both streams, average size (body length or mass) of underyearlings in fall was negatively related to trout density and was furthermore affected by sampling location and year. The strong, negative relationship between individual mass and density of trout could be detected at the spatial scale of whole sections, but not at the scale of individual segments. The Convict Creek and stream channel experiments also revealed strong negative effects of density on average mass of underyearlings in fall, and on proportional mass increase of yearling and older trout from spring to fall. In contrast, mortality and emigration were unrelated to initial stocking densities in the channels. In all our data, the negative effects on growth were most pronounced at densities <1 trout/m2 and the growth-density relationships were well described by negative power curves. Large individuals were always less affected by increasing trout density than were small individuals, suggesting a competitive advantage of large over small trout that increased with density. We conclude that individual growth of brown trout in streams can be affected by trout density to an extent that suggests a substantial influence on population regulation. Results from our multiyear, multiscale, and experimental study indicate that density dependence in the growth of stream salmonids will be difficult to detect in purely observational data, especially in systems with relatively high fish densities (where the growth-density relationship has a flat slope), when data are collected and analyzed at small spatial scales, and when insufficient information is collected to assess the contribution of interannual variation in growth.",279,Journal,ar,Article,100,4,4,Coefficient of variation of mass | Density dependence | Emigration | Individual growth | Mortality | Population regulation | Salmo trutta | Salmonids | Sierra Nevada | Spatial scale | Streams | Trout,20308,undefined,0,FALSE,7,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0343550463,SCOPUS_ID:0343550463,2-s2.0-0343550463,"Individual differences, longevity, and reproductive senescence in bighorn ewes",Bérubé C.H.,Ecology,00129658,80,8,2555-2565,1999-01-01,December 1999,10.1890/0012-9658(1999)080[2555:IDLARS]2.0.CO;2,"Within individual iteroparous mammals, a high rate of reproduction in early life may occur at the cost of decreased reproduction near the end of life, leading to reproductive senescence. Using long-term data on marked individuals from two populations of bighorn sheep (Ovis canadensis), we tested for the existence of reproductive senescence and of trade-offs between longevity and early reproductive success in ewes, which have an observed maximum life-span of 19 yr. Lamb production decreased in older ewes, while weaning success for parous ewes was independent of age in one population and decreased with age in the other. The age-related decrease in lamb production followed a slight decrease in body mass, which began at ~11 yr of age. Reproductive senescence in this species appears to begin 6-7 yr after the onset of survival senescence. Longevity was positively related to late-summer body mass at 6 yr. Contrary to reproductive cost theories, there was no negative relationship between early and late reproductive success or between early reproductive success and longevity; instead, those relationships tended to be weakly positive. Longevity had a strong positive influence on lifetime reproductive success in both populations. Since the longest lived ewes were among the heaviest as young adults and had high reproductive success throughout their lifetime, longevity appears to be state-dependent; only ewes of higher phenotypic quality survived long enough to reach reproductive senescence. Models that assume that survival to old age is random with respect to phenotype are therefore not applicable to reproductive senescence in bighorn sheep.",203,Journal,ar,Article,100,3,3,Bighorn sheep | Early reproductive success | Life history theory | Longevity | Ovis canadensis | Population density | Reproductive success | Senescence | Trade-offs,20308,undefined,0,FALSE,8,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0343161756,SCOPUS_ID:0343161756,2-s2.0-0343161756,"Trade-offs in phenolic metabolism of silver birch: Effects of fertilization, defoliation, and genotype",Keinänen M.,Ecology,00129658,80,6,1970-1986,1999-01-01,September 1999,10.1890/0012-9658(1999)080[1970:TOIPMO]2.0.CO;2,"We examined the chemical responses of 10 silver birch (Betula pendula) clones to fertilization and defoliation in a field experiment. In defoliation, every second leaf was removed from the saplings. Three days later, two undamaged short-shoot leaves were collected, air-dried, and analyzed for condensed tannins and 34 nontannin phenolic compounds by high-performance liquid chromatography. The clones showed substantial variation in phenolic composition of the leaves and in chemical responses to fertilization and defoliation. A cluster analysis by UPGMA indicated that the phenolic profiles of birch leaves were affected more by genotype than fertilization or defoliation, and the clones could thus be distinguished from each other. In addition, on the basis of their overall phenolic composition, the clones were clustered loosely in three clone groups. The leaves of fertilized saplings contained lower levels of condensed tannins than controls, as predicted by carbon/nutrient balance (CNB) hypothesis. However, fertilization had no effect on the total amount of nontannin phenolics. The concentrations of (+)catechin, 3,4'-dihydroxypropiophenone 3-glucoside (DHPPG), 3-cinnamoylquinic acids, and flavone aglycones were lower in fertilized saplings, whereas the opposite was true for 5-cinnamoylquinic acids and the total amount of flavonol glycosides. Although our results provide support for the CNB hypothesis, they also show that the accumulation of phenolic compounds in birch leaves is strongly coordinated. Different branches of the biosynthetic pathway of phenolic compounds may compete for substrates, and such internal metabolic trade-offs may explain the differential accumulation of the compounds. In fertilized saplings, the concentration of condensed tannins was also negatively correlated with the amount of triterpenoid resin droplets measured from the same saplings. We suggest that a linkage via malonyl-CoA between the biosynthetic routes to terpenoids and flavonoid derivatives, such as condensed tannins, may explain the different responses to fertilization reported for terpenoids and phenolics. Undamaged leaves of partially defoliated saplings contained more DHPPG and flavone aglycones and less cinnamic acid derivatives and (+)-catechin than did leaves of control saplings. The induction of DHPPG and flavonoid aglycones was significantly and negatively correlated with the concentration of myricetin glycosides in fertilized saplings, which may indicate a trade-off between induced and constitutive defense. Moreover, in fertilized saplings, the three clone groups formed by UPGMA clustering differed significantly in the magnitude of induction of DHPPG and flavone aglycones. Different birch genotypes may thus have different modes of chemical defense, and the magnitude of chemical response of a genotype may partly depend on resource availability. In general, our results show that new insights in the theory of chemical defense can be gained by accomplishing studies on plant-herbivore interaction with high chemical resolution.",122,Journal,ar,Article,100,6,6,Betula pendula | Carbon/nutrient balance | Clonal variation | Defoliation | Fertilization | Flavonoids | Induced defense | Phenolic compounds | Plant-herbivore interaction | Secondary metabolism | Tannins,20308,undefined,0,FALSE,9,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0342994163,SCOPUS_ID:0342994163,2-s2.0-0342994163,Generalization vs. Specialization in the pollination system of Hormathophylla spinosa (Cruciferae),Gómez J.M.,Ecology,00129658,80,3,796-805,1999-01-01,April 1999,10.1890/0012-9658(1999)080[0796:gvsitp]2.0.co;2,"This study describes the interaction between Hormathophylla spinosa, a crucifer shrub, and its pollinators, analyzing the spatiotemporal variability of the pollinator assemblage as well as the foraging behavior and effectiveness of the common pollinators. The study was carried out in the high mountains of the Sierra Nevada, Spain, over four years (1988-1991). We selected three populations of H. spinosa located along a wide altitudinal gradient. This plant species was visited during the four years of the study by at least 70 species of insects belonging to five orders and 19 families. The assemblage of floral visitors of H. spinosa was composed mainly of ants and different species of solitary bees and flies, although most pollinators were comparatively rare. There were striking similarities between most pollinator species in the distributions of flight distance between consecutive flowers, which were leptokurtic and highly skewed. Moreover, almost all visitors acted as pollinators, depositing pollen grains enough for seed production. Insects visiting flowers of H. spinosa can be divided into two guilds: nectarivores (small flies and ants) and pollinivores (bees and hoverflies), which differ in pollination attributes. Flower-visitation rates were quite different between the faster pollinivores and the slower nectarivores. All nectarivorous species moved almost exclusively between flowers of the same plant, whereas pollinivores sometimes moved between plants; and pollinivores deposited more pollen grains per visit than did nectarivores. H. spinosa interacted most frequently with the nectarivorous Proformica longiseta, Fannia scalaris, and Exechia dorsalis in the two lowest elevation populations of Sierra Nevada, and with the pollinivorous Colletes sp. and Eristalis tenax in the highest elevation population. The mutualistic interaction between H. spinosa and its pollinators is a generalized system, where the traits of the flower allow almost every floral visitor to act as a true, effective, pollinator. The lack of differences in per-visit pollination effectiveness and the functional equivalence of very different pollinators may help to maintain this generalized system.",138,Journal,ar,Article,100,2,2,"Cruciferae, generalization in pollination system | Guild | High-mountain ecology | Hormathophylla spinosa | Mutualism | Pollination ecology | Pollinator effectiveness and foraging behavior",20308,undefined,0,FALSE,10,NA,NA
