@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/17144446442,SCOPUS_ID:17144446442,2-s2.0-17144446442,"Accumulation and depuration of aldrin in the oyster Crassostrea rhizophorae, of the Ciénaga Grande de Santa Marta (Colombian Caribbean)",Gómez L.,Revista de biología tropical,00347744,43,1-3,161-172,1995-01-01,1995 Apr-Dec,"Laboratory experiments were conducted at different salinities (35, 26 and 17/1000) to determine accumulation and depuration rates of the organochlorine compound aldrin by the oyster Crassostrea rhizophorae, Ciénaga Grande de Santa Marta (Colombian Caribbean). Residual levels were detected in tissues after 24 hours of exposure, showing increases directly related to the exposure concentration. For all the exposure concentrations the highest retention values were measured at 26/1000 salinities, followed by 17/1000, and the lowest values at the highest salinity. The highest bioconcentration values were 96115.5 (at 26/1000), 37938.9 (at 17/1000), and 22605.1, (35/1000) times the environmental concentration. The depuration process varied across salinity levels. At 26/1000 there was a clear decrease in the residual levels during the first five days, eliminating in this period the same amount as oysters kept at 17/1000 for 20 days and surpassing the amount eliminated by those kept at 35/1000 for 20 days. A rapid decrease in the amount of residues is followed by a slow elimination of the aldrin remaining in tissues.",0,8728759,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,1
true,https://api.elsevier.com/content/abstract/scopus_id/0042135576,SCOPUS_ID:0042135576,2-s2.0-0042135576,Karyotyping of fetal cells in the prenatal diagnosis in Costa Rica,Castro Volio I.,Revista de biología tropical,00347744,43,1-3,31-37,1995-01-01,1995 Apr-Dec,"The results of 182 genetic amniocenteses between 14 and 37 weeks gestation, from 1986 to 1992, and of two cordocenteses in 1992, are reported. There were two main reasons for referral: maternal age 35 years and older and abnormal ultrasound assessment. Fetal cells were closed cultured and mass harvested. In 3.7% of cases fetal chromosomes were defective. Turn around time was about three weeks up to and including 1991 and two weeks in 1992, culture failure rate was 7% that year. No cytogenetic misdiagnosis and no complication or sequelae related to the amniocenteses were detected. We conclude this is a safe and reliable procedure to obtain fetal karyotypes and to improve obstetric management of high-risk pregnancies.",3,8728757,Journal,ar,Article,100,6,6,13567,undefined,0,FALSE,2
true,https://api.elsevier.com/content/abstract/scopus_id/0029279729,SCOPUS_ID:0029279729,2-s2.0-0029279729,Risk factors for Ureaplasma diversum infections in cattle of a tropical environment,León B.,Revista de biología tropical,00347744,43,1-3,21-25,1995-01-01,1995 Apr-Dec,"A case-control study, determined the influence of breed, age and number of deliveries as risk factors for Ureaplasma genital infections in Costa Rica dairy cattle. The animals with none or one delivery had a risk of infection 2.99 times higher than those with several parturition, regardless of breed. The risk was 1.95 times higher in Jersey than in Holstein, and decreased progressively until three deliveries. In cows with four deliveries there was a significant increase in the amount of animals infected and also a significant difference in the rate of infection between Holstein (27%) and Jersey (64%). Ureaplasma isolation was rare in cows with more than six deliveries.",8,8728755,Journal,ar,Article,100,4,4,13567,undefined,0,FALSE,3
true,https://api.elsevier.com/content/abstract/scopus_id/0029279656,SCOPUS_ID:0029279656,2-s2.0-0029279656,"A case of human bite by the pelagic sea snake, Pelamis platurus (Serpentes: Hydrophiidae).",Solórzano A.,Revista de biología tropical,00347744,43,1-3,321-322,1995-01-01,1995 Apr-Dec,NA,5,8728766,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,4
true,https://api.elsevier.com/content/abstract/scopus_id/0029279634,SCOPUS_ID:0029279634,2-s2.0-0029279634,Nutrition of juvenile prawn Macrobrachium carcinus (Crustacea: Decapoda) with diets of vegetable and marine residues,Casas-Sánchez R.,Revista de biología tropical,00347744,43,1-3,251-256,1995-01-01,1995 Apr-Dec,"Juvenile prawn Macrobrachium carcinus were fed two different diets: restaurant by-products (diet I) and fish and vegetable market by-products (diet II). These diets were evaluated by proximal analysis, assimilation efficiency and the factor conversion rate (FCR). Diet I registered a higher efficiency, but there was no difference in the growth rate. The growth mean (G. L.) for three months was 0.254 +/- 0.13 cm (diet I) and 0.191 +/- 0.1 cm (diet II). The conversion rate was good for both, suggesting that 6 to 7 kg of food are needed to obtain 1 kg of prawn. Survival was 76% and 100% for diets I and II, respectively.",4,8728761,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,5
true,https://api.elsevier.com/content/abstract/scopus_id/0029279593,SCOPUS_ID:0029279593,2-s2.0-0029279593,"Biometry of Modiolus capax (Bivalvia: Mytilidae) in Playa Ocotal, Guanacaste, Costa Rica",Cabrera Peña J.,Revista de biología tropical,00347744,43,1-3,173-176,1995-01-01,1995 Apr-Dec,"155 specimens of mussels (Modiolus capax) were gathered during March 1993 in a subtidal bed, located in northern Ocotal, Guanacaste, Costa Rica. For each individual in the random sample, shell length, breadth and height were measured and total weight, shell weight empty and meat weight were controlled. Analysis of data determined relationships of length to weight, length to breadth and length to height of Lt = 1.31977 Pt + 29.05478, Lt = 0.36605 D + 3.98744 and Lt = 0.50434 A + 2.73786. The mean Conditional Index for the population was 39 +/- 0.07.",9,8728760,Journal,ar,Article,100,4,4,13567,undefined,0,FALSE,6
true,https://api.elsevier.com/content/abstract/scopus_id/0029279524,SCOPUS_ID:0029279524,2-s2.0-0029279524,"Oxybelis wilsoni, a new species of vine snake from Isla de Roatán, Honduras (Serpentes: Colubridae).",Villa J.,Revista de biología tropical,00347744,43,1-3,297-305,1995-01-01,1995 Apr-Dec,"A new species of Oxybelis is described from Isla de Roatán, Honduras. It differs from all species of Oxybelis in its tan to golden yellow coloration, in having a higher number of subcaudals as well as in other details of color and scutellation. The new species is closely related to O. fulgidus and is thought to be derived from a fulgidus-like ancestor (i.e., is the sister species to fulgidus) that has been isolated in the area of its present range probably since the very late Pliocene. The presence of a yellow population of Oxybelis on Isla de Roatán, Honduras, has long been known (Keiser 1969). The status of this insular population has remained uncertain pending the acquisition of additional material (Keiser 1969, Wilson and Meyer 1985). We recently visited Isla de Roatán a number of times and obtained a large series of additional specimens. After examining this new material, and the previously known specimens from this island, we believe that this population represents an undescribed taxon, which should be known as.",7,8728764,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,7
true,https://api.elsevier.com/content/abstract/scopus_id/0029279496,SCOPUS_ID:0029279496,2-s2.0-0029279496,Age influence in the natural resistance of white rat and mice to the protozoan Toxoplasma gondii.,Guerrero O.,Revista de biología tropical,00347744,43,1-3,27-30,1995-01-01,1995 Apr-Dec,"Groups of 1, 5, 10, 15 and 30 day old rats (Sprague Dawley) and Wistar mice were infected per os with different inocula of Toxoplasma gondii oocysts from an avirulent strain. Infection pattern was followed by determination of survival time, tissue lesions, parasite presence and serology. Although all the animals survived the total experimental period (30 day), there were important differences between both rodents regarding to Toxoplasma natural resistance. Brain cysts, as well as tachyzoites in other organs were regularly present in mice but not in rats. On the other hand, most of the organs from mice presented characteristic T. gondii lesions, while in rats a normal tissues were observed, with the exception of an acute reaction found in the brain of a 15d old animal.",5,8728756,Journal,ar,Article,100,4,4,13567,undefined,0,FALSE,8
true,https://api.elsevier.com/content/abstract/scopus_id/0029279494,SCOPUS_ID:0029279494,2-s2.0-0029279494,The effect of food and frozen storage on the nutrient composition of some African fishes.,Omotosho J.,Revista de biología tropical,00347744,43,1-3,289-295,1995-01-01,1995 Apr-Dec,"Specimens of Tilapia zillii, Clarias lazera, Channa obscura, Synodontis schali, and Scomberomus tritor were collected between January and December 1990, covering the dry and rainy seasons. According to stomach analysis they were classified as either herbivorous, carnivorous, omnivorous, plankton consumers or invertebrate feeders. The crude protein, lipid and moisture contents were determined both for pre- and post frozen storage, with the exception of S. tritor (only post storage data). The percentage of total lipid and protein decreased significantly after each succeeding frozen storage, and the moisture content shows a trend similar to other parameters in all the species. Fresh fish is of the highest nutritional value. The feeding habit had some relationship with the muscle protein, fat and moisture content.",9,8728763,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,9
true,https://api.elsevier.com/content/abstract/scopus_id/0029279485,SCOPUS_ID:0029279485,2-s2.0-0029279485,"Reproduction and feeding behavior of Oxybelis wilsoni, a new species of vine snake (Serpentes: Colubridae).",Groves J.,Revista de biología tropical,00347744,43,1-3,307-309,1995-01-01,1995 Apr-Dec,NA,2,8728765,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,10
