@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0018055402,SCOPUS_ID:0018055402,2-s2.0-0018055402,"Population structure and consaguinity in Dota, Costa Rica, 1888-1962",Barrantes R.,Revista de biologia tropical,00347744,26,2,347-357,1978-12-01,December 1978,"A study of consanguinity and population structure was carried out in a sample of 498 consanguineous (MC) and 570 non-consanguineous matings (MNC) in the Parrish of Dota, Costa Rica, during a period of 75 years. The inbreeding coefficient (F) shows fluctuations in time (476 to 194 x 10(-5) with an increase from 1888 to 1917, followed by a decrease in the last years but remains high in nonmigrant marriages. There is a high frequency of unions among second cousins. The endogamy percentage is high, greater in MC (80%) than in MNC (61%). Exogamy tends to diminish with time among both types of union. Effects of age distributions in the groups was not found. Marital and migrational distances are short and tend to become shorter in the final periods. There is a positive correlation (r = 0.71; p less than 0.05) between these distances in MC but not in MNC; distances are shorter in MC. Immigration is minimal and reduced to short distances. Post-marital movement is intense (37%) and involves greater distances. Emigratory behavior is identical in MC and MNC.",4,756975,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,1
true,https://api.elsevier.com/content/abstract/scopus_id/0018051151,SCOPUS_ID:0018051151,2-s2.0-0018051151,Criteria in evaluating the nutritional status of the child in Costa Rica,Mata L.,Revista de biologia tropical,00347744,26,2,415-430,1978-12-01,December 1978,"The present discussion reveals the need to review and substitute certain criteria currently used in Costa Rica in regards to: a) nutritional recommendations; b) standards of weight; and c) classification and evaluation of the nutritional status. Such concepts will lead to the adoption of alternate criteria and standards for a better assessment of malnutrition in children. Computation of the adequacy of the diet should be made as a function of the child's weight and not of his age (Sukhatme approach). The adoption of the Weight for Height and Height for Age criteria are recommended as a substitute for Weight for Age. The normal curves of weight and height of the National Center for Health Statistics (NCHS, USA) would be more accurate criteria. Systematic collections of weights and heights at the national level should be made, and the data processed by simple and rapid programs to discover and assess growth deficiencies. The philosophy and orientation, scientific basis, definition of target population, infrastructure and logistics of the nutrition intervention programs of Costa Rica, should be critically revised in the light of the present report. This particularly applies to the Program of Social Development and Family Allowances.",5,117518,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,2
true,https://api.elsevier.com/content/abstract/scopus_id/0018049455,SCOPUS_ID:0018049455,2-s2.0-0018049455,"Admissions for protein-calorie malnutrition at the National Children's Hospital, Costa Rica, 1975",López M.,Revista de biologia tropical,00347744,26,2,451-465,1978-12-01,December 1978,"The hospital records of 478 children with protein-calorie malnutrition (PCM) were reviewed. These represented all children diagnosed as malnourished during 1975 (3.6 per cent of all hospital admittances in the National Children's Hospital); 52% of the cases were infants less than 6 months of age; 28% had low birth weight, a rate much in excess of the prevalence of low birth weight in the general population of Costa Rica (7%). In general, malnourished children had been weaned early, 75% during the first month of life. A considerable number of children belonged to ""malnourishing families"" which have particular characteristics favorable to establishment of malnutrition in the family. Thus, 36% of their siblings had also been admitted with malnutrition at a previous date to that of this study.",0,117519,Journal,ar,Article,100,5,5,13567,undefined,0,FALSE,3
true,https://api.elsevier.com/content/abstract/scopus_id/0018045038,SCOPUS_ID:0018045038,2-s2.0-0018045038,"Food consumption of children under 5 in rural communities of Costa Rica, 1977",Brenes H.,Revista de biologia tropical,00347744,26,2,467-483,1978-12-01,December 1978,"Six Costa Rican communities of different ecological settings were selected for the study of food intake in children under 5 years of age. Intake was expressed as calorie and protein adequacy. Calorie deficiency was more prevalent than protein defficiency. Practically there were no differences in adequacy by age, although 4 year-olds had a slightly greater deficiency than observed in a relatively more advanced rural region 4 years earlier. Only 13 per cent of the children selected at random were covered by Social Development and Family Allowances programs which provide for two ""hot meals"" per day. Calorie deficiencies of children benefiting from this program were of similar magnitude as those of children not attending the food distribution centers. These observations point to the need to carry out further investigation of the actual effectiveness and drawbacks of such programs.",0,117520,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,4
true,https://api.elsevier.com/content/abstract/scopus_id/0018044868,SCOPUS_ID:0018044868,2-s2.0-0018044868,"Human fetal growth in Costa Rica, 1970-1975",Mata L.,Revista de biologia tropical,00347744,26,2,431-450,1978-12-01,December 1978,"Costa Rica has experienced a marked reduction in infant mortality--both in the neonatal and post-neonatal components--in the last decade. The decline could be related to improvements in the pattern of fetal growth. The present report analyses the birth weight of newborns from a random sample of all births in the Republic of Costa Rica during 1970 and 1975. While the average birth weight in that period was 3100 grams, the prevalence of low birth weight neonates decreased from 9 to 7 per cent in five years. The provinces of Limon and San Jose exhibited the highest frequency of low birth weight. Women 20 to 29 years old had babies with better or optimal body weight. Age, marital status and occupation of the mother appeared correlated with birth weight. A relationship between changes in fetal growth and changes in maternal, perinatal and neonatal mortality is apparent. The present situation of birth weight places Costa Rica among the countries in transition with a clearer perspective to attain an even higher infant survival in the near future. In this regard, several measures oriented toward prevention of low birth weight are recommended.",1,574658,Journal,ar,Article,100,4,4,13567,undefined,0,FALSE,5
true,https://api.elsevier.com/content/abstract/scopus_id/0018044846,SCOPUS_ID:0018044846,2-s2.0-0018044846,Development of Golgi apparatus ultrastructure during meiosis and spermiogenesis in the hamster (Mesocricetus auratus),Ureña F.,Revista de biologia tropical,00347744,26,2,371-383,1978-12-01,December 1978,"During meiosis and espermiogenesis the Golgi apparatus shows the greatest morphological and physiological changes. During the second meiotic division it appears as a very large organelle, formed by prominent dictyosomes and by two types of vesicles: one in the external part of the body with diameters that range from 40--100 nm, and the other in the central part of the organelle, larger in size, from 200 to 500 nm. The acrosome, once formed, is spheric (1600 nm in diameter) with the glucoproteins forming a round and dense body occupying its central zone. Later the acrosome moves against the nuclear membrane. These morphological changes occur within a very short time, while the spermatid practically continues occupying the same position in the cellular association of the seminiferous tubule.",1,756976,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,6
true,https://api.elsevier.com/content/abstract/scopus_id/0018042720,SCOPUS_ID:0018042720,2-s2.0-0018042720,Program for the production of mollusks in Venezuela,Antunes S.,Revista de biologia tropical,00347744,26,1,53-63,1978-11-01,November 1978,"This paper discusses an integrated project in Venezuela, planned and designed to ascertain the best procedures required for production of large quantities of shellfish, including: selection and maintenance of pollution-free growing areas; the best harvesting methods; and the safest and most economical marketing procedures. The major problems involved in producing safe, wholesome and nutritious shellfish are primarily those of sanitation and adequate preservation of the foods until they finally reach the consumer. Therefore, it is essential that these products be produced and handled in a sanitary manner on a continuous basis. There are numerous codes of recommended handling practices for shellfish, most developed only after many technical conferences were organized to evaluate all of the available scientific evidence. Therefore, for producing safe shellfish in Venezuela, this publication recommends the adoption of these sanitary and handling practices, designed and tested by the faculty and staff personnel of Universidad Simón Bolívar.",0,751106,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,7
true,https://api.elsevier.com/content/abstract/scopus_id/0018041949,SCOPUS_ID:0018041949,2-s2.0-0018041949,Marine food production: problems and prospects for Latin America.,May R.,Revista de biologia tropical,00347744,26,1,167-189,1978-11-01,November 1978,NA,0,751105,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,8
true,https://api.elsevier.com/content/abstract/scopus_id/0018041695,SCOPUS_ID:0018041695,2-s2.0-0018041695,Microbiologic quality of fish on sale in the City of Guatermala,'de Le'on R.,Revista de biologia tropical,00347744,26,1,153-163,1978-11-01,November 1978,"A sanitary microbiological survey of fresh and processed fish on sale in Guatemalan markets and supermarkets was carried out. Samples of tables, floor and freezer surfaces, and of the water, ice and liquid drippings of the different stands were also taken and analyzed. Aerobic counts exceeded 10(6)/g in 72% of the samples, and 16% had more than 40 fecal coliforms/g. Coagulase-positive Staphylococcus aureus were never higher than 100/g in fish. The bacterial counts were higher in the ice and liquid drippings.",0,375326,Journal,ar,Article,100,6,6,13567,undefined,0,FALSE,9
true,https://api.elsevier.com/content/abstract/scopus_id/19244384263,SCOPUS_ID:19244384263,2-s2.0-19244384263,"Biology of Protospirura muricola Gedoelst, 1916 and Mastophorus muris (Gmelin, 1790) Nematoda: Spiruridae), in Costa Rica. II. Definitive host",Campos M.,Revista de biologia tropical,00347744,26 Suppl 1,NA,199-211,1978-07-01,July 1978,NA,7,108770,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,10
