@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0032753659,SCOPUS_ID:0032753659,2-s2.0-0032753659,"The use of conspecific reproductive success for breeding habitat selection in a non-colonial, hole-nesting species, the collared flycatcher",Doligez B.,Journal of Animal Ecology,00218790,68,6,1193-1206,1999-11-01,November 1999,10.1046/j.1365-2656.1999.00362.x,"1. Breeding habitat quality strongly affects fitness. Therefore, individuals are likely to select their breeding habitat after gathering information on quality of potential breeding patches. In the study reported in this paper, we investigated whether local reproductive success of conspecifics in a patch (patch reproductive success, PRS) could be used to assess habitat quality and make dispersal decisions in a non colonial, hole-nesting, passerine bird, the collared flycatcher (Ficedula albicollis). 2. Assumptions for such a breeding habitat selection mechanism were met: the habitat patches were of different quality, as measured by PRS, with relative quality varying between years, and PRS was autocorrelated in time. 3. As in many other species, breeding dispersal was related in both sexes to individual reproductive success before dispersal: unsuccessful individuals were more likely to disperse than successful ones. 4. Additively, PRS influenced both breeding and natal dispersal. This effect depended on sex. Dispersal was negatively related to PRS in females, and positively in males with low competitive ability (juvenile and unsuccessful adult males). 5. Breeding dispersal was positively related to flycatcher density in males, but negatively in females. Moreover, when included in the analyses, laying date of the previous breeding attempt (which should be correlated with competitive ability) replaced the effect of PRS in adult males. 6. The observed patterns can be explained by PRS (or another variable correlated with PRS) being used to assess different components of habitat quality in each sex, in relation to intraspecific competition pressure. We suggest that males of low competitive ability may either use PRS to assess the level of expected intraspecific competition the following year, and choose to disperse from high PRS woodlands, or be forced to disperse when PRS is high because of strong competition. Females might use PRS to assess the expected reproductive output if breeding in the patch the following year.",140,Journal,ar,Article,100,4,4,Conspecific cues | Dispersal | Environment predictability | Habitat quality | Spatial scale,29544,undefined,1,TRUE,all,All Open Access,1
true,https://api.elsevier.com/content/abstract/scopus_id/0032752225,SCOPUS_ID:0032752225,2-s2.0-0032752225,Viruses of the Serengeti: Patterns of infection and mortality in African lions,Packer C.,Journal of Animal Ecology,00218790,68,6,1161-1178,1999-11-01,November 1999,10.1046/j.1365-2656.1999.00360.x,"1. We present data on the temporal dynamics of six viruses that infect lions (Panthera leo) in the Serengeti National Park and Ngorongoro Crater, Tanzania. These populations have been studied continuously for the past 30 years, and previous research has documented their seroprevalence for feline herpesvirus, feline immunodeficiency virus (FIV), feline calicivirus, feline parvovirus, feline coronavirus and canine distemper virus (CDV). A seventh virus, feline leukaemia virus (FeLV), was absent from these animals. 2. Comprehensive analysis reveals that feline herpesvirus and FIV were consistently prevalent at high levels, indicating that they were endemic in the host populations. Feline calici-, parvo- and coronavirus, and CDV repeatedly showed a pattern of seroprevalence that was indicative of discrete disease epidemics: a brief period of high exposure for each virus was followed by declining seroprevalence. 3. The timing of viral invasion suggests that different epidemic viruses are associated with different minimum threshold densities of susceptible hosts. Furthermore, the proportion of susceptibles that became infected during disease outbreaks was positively correlated with the number of susceptible hosts at the beginning of each outbreak. 4. Examination of the relationship between disease outbreaks and host fitness suggest that these viruses do not affect birth and death rates in lions, with the exception of the 1994 outbreak of canine distemper virus. Although the endemic viruses (FHV and FIV) were too prevalent to measure precise health effects, there was no evidence that FIV infection reduced host longevity.",152,Journal,ar,Article,100,9,9,Epidemic | Population density | Seroprevalence | Susceptibles | Virulence,29544,undefined,1,TRUE,all,All Open Access,2
true,https://api.elsevier.com/content/abstract/scopus_id/0032746093,SCOPUS_ID:0032746093,2-s2.0-0032746093,Species response to global environmental change or why ecophysiological models are important: A reply to Davis et al.,Hodkinson I.,Journal of Animal Ecology,00218790,68,6,1259-1262,1999-11-01,November 1999,10.1046/j.1365-2656.1999.00372.x,NA,76,Journal,re,Review,100,1,1,NA,29544,undefined,1,TRUE,all,All Open Access,3
true,https://api.elsevier.com/content/abstract/scopus_id/0032729043,SCOPUS_ID:0032729043,2-s2.0-0032729043,Host diet affects extinctions and colonizations in a parasitoid metapopulation,Van Nouhuys S.,Journal of Animal Ecology,00218790,68,6,1248-1258,1999-11-01,November 1999,10.1046/j.1365-2656.1999.00365.x,"1. In the Aland islands of SW Finland, the parasitoid Cotesia melitaearum (Wilkonson) is a specialist on the Glanville fritillary butterfly, Melitaea cinxia (L.), which uses two host plants, Plantago lanceolata (L.) and Veronica spicata (L.). 2. Extensive survey data on the butterfly and parasitoid populations collected in 1994-97 were used to examine possible associations of parasitoid colonizations and extinctions, with host population isolation, host population size, and host diet (plant species). 3. The likelihoods of parasitoid colonization and host patch occupancy were found to increase with decreasing isolation from other parasitoid populations, increasing host population size and an increasing fraction of host larvae on V. spicata. The likelihood of parasitoid population extinction increased with decreasing host population size and decreasing fraction of hosts on V. spicata. The pattern of association was exceptional in one area of high-density parasitoid populations as well as during a year of many extinctions but few colonizations. 4. Among host populations occupied by C. melitaearum, the fraction of host larval groups parasitized was higher in host populations using the more rare host plant, V. spicata. If host larval groups were present on both host plant species within one host population, then the larval groups on V. spicata were more likely to be parasitized. 5. The large-scale population dynamics of the parasitoid wasp are influenced by the distribution of the two host plants of the butterfly, by host-plant-dependent parasitoid behaviour and by host butterfly oviposition preference. 6. Possible explanations for the apparent superiority of V. spicata for C. melitaearum as the host butterfly's host plant are discussed. These include host larval group size, larval web structure, plant spatial aggregation, plant chemistry, and host larval physiology and phenology.",43,Journal,ar,Article,100,2,2,Cotesia melitaearum | Foraging behaviour | Population dynamics | Population extinction | Tritrophic,29544,undefined,1,TRUE,all,All Open Access,4
true,https://api.elsevier.com/content/abstract/scopus_id/0032728643,SCOPUS_ID:0032728643,2-s2.0-0032728643,Immunocompetence and condition-dependent sexual advertisement in male house sparrows (Passer domesticus),Gonzalez G.,Journal of Animal Ecology,00218790,68,6,1225-1234,1999-11-01,November 1999,10.1046/j.1365-2656.1999.00364.x,"1. We tested the condition-dependent hypothesis of sexual advertisement in house sparrows (Passer domesticus). Male house sparrows have a bib of black feathers which serves as both a badge of social status and as a cue for female choice. We manipulated environmental conditions during the premoult period of juvenile house sparrows kept in outdoor aviaries. Birds were assigned to two treatments differing in the amount of dietary proteins, which are known to affect the expression of immune response in birds. We tested whether birds in the protein-rich group had better immune responses and developed larger bibs than birds reared on a protein-poor diet. We also checked whether immune response was a predictor of survival and parasite resistance. 2. Individuals with higher cellular immune response at capture had greater probability to survive during the 3 months of the experiment, and they had a higher probability to recover from infection with Haemoproteus sp. (a blood parasite). Conversely, birds with high immunoglobulin concentrations at capture had a higher probability of mortality. 3. Birds on the protein-rich diet had a higher cellular immune response compared to birds in the protein-poor treatment. Humoral immune response showed the opposite pattern, being higher for birds in the protein-poor treatment. We did not find any effect of food quality on the development of the badge, assessed as the size of the trait and its colour properties. 4. In conclusion, our results support the view that immune defences are important for survival and parasite resistance in natural populations, and that they might be costly to produce. On the other hand, we did not find support for the condition-dependent hypothesis of sexual advertisement, suggesting that the badge may not be a costly trait to produce. However, badge size could reflect other aspects of condition. The kind of pigments involved in colour signals may be the key factor determining the production costs of such traits.",193,Journal,ar,Article,100,6,6,Immune response | Immunoglobulins | Parasite resistance | Sexual signals | Survival | T-cell response,29544,undefined,1,TRUE,all,All Open Access,5
true,https://api.elsevier.com/content/abstract/scopus_id/0032723645,SCOPUS_ID:0032723645,2-s2.0-0032723645,Interaction between phenology and density effects on mortality from natural enemies,Hunter A.,Journal of Animal Ecology,00218790,68,6,1093-1100,1999-11-01,November 1999,10.1046/j.1365-2656.1999.00356.x,"1. The gypsy moth is one of many early spring-feeding Lepidoptera that have outbreaks. Previous work has revealed that mortality from natural enemies varied between egg hatch dates separated by only a few weeks. However, this phenology effect was confounded with density differences caused by differential dispersal and early larval survival of the releases. 2. Five different densities of larvae were released at two different times in early spring, and monitored for the causes and amount of mortality in the field. We thus sought to separate the effects of timing and density on mortality. 3. Mortality in the larval stages due to parasitoids, disease and physiological causes was density-dependent for both release date treatments, but the slope of the mortality vs. density line was much steeper for the early release. Total mortality over the entire generation, which included additionally mortality from predation, was density-dependent for the early release but not for the late release. 4. The timing of egg hatch thus affects fecundity, mortality from natural enemies and the form of the relationship between density and mortality. These compounding effects may help explain why spring-feeding insects are liable to have outbreaks.",18,Journal,ar,Article,100,2,2,Density dependence | Parasitoids | Population dynamics,29544,undefined,1,TRUE,all,All Open Access,6
true,https://api.elsevier.com/content/abstract/scopus_id/0032723644,SCOPUS_ID:0032723644,2-s2.0-0032723644,Flexible niche partitioning via a foraging mode shift: A proposed mechanism for coexistence in stream-dwelling charts,Nakano S.,Journal of Animal Ecology,00218790,68,6,1079-1092,1999-11-01,November 1999,10.1046/j.1365-2656.1999.00355.x,"1. Foraging behaviour, diet and interference competition were examined for two morphologically similar charrs, Salvelinus malma (Dolly Varden) and S. leucomaenis (white-spotted charr), under varying food resource conditions over four summers in a Japanese mountain stream. Data were used to test predictions from a mechanistic model of resource partitioning developed from an earlier field experiment. 2. The charrs adopted one of two distinct foraging modes, ambushing drifting invertebrates from relatively fixed foraging positions or actively searching for benthic prey over large areas. The proportion of benthos foragers increased markedly when drifting prey declined, and was much greater in S. malma than S. leucomaenis when drift was lean, upholding predictions made from our earlier experiment. 3. For drift foragers of both species, frequency of foraging attempts decreased as drift rate declined, and aggressive encounters increased. In contrast, for benthos foragers of both species the frequency of foraging attempts was essentially constant across the range of benthos biomass measured, and aggressive encounters remained low. 4. Salvelinus leucomaenis ate larger drifting prey than S. malma, even though the former charr were smaller. In contrast, S. malma foraged on benthic prey at a higher rate than S. leucomaenis, although there was no difference in prey mass. Thus, the optimal point to shift to benthic foraging is at a higher drift threshold for S. malma than S, leucomaenis, most probably due to differences in jaw morphology. Moreover, because dominance for favourable drift foraging positions was based on size alone, S. malma shifted to benthos foraging at a larger size than S. leucomaenis, as predicted by a simple model. 5. Charr consumed distinct prey types according to their foraging mode. Drift foragers primarily ate terrestrial invertebrates, whereas benthos foragers ate mainly chironomid larvae. Consequently, diet overlap was high when drift was abundant and both species were drift foragers, but declined as drift declined and S. malma shifted to benthos foraging. Therefore, species-specific differences in foraging mode shifts across the resource gradient explained the flexible resource partitioning we observed, and probably account for the coexistence of these congeneric charrs in zones of sympatry in northern Japan.",156,Journal,ar,Article,100,3,3,Behavioural mechanisms of interference competition | Foraging mode shifts | Mechanistic approach | Resource partitioning | Stream salmonids,29544,undefined,1,TRUE,all,All Open Access,7
true,https://api.elsevier.com/content/abstract/scopus_id/0032721589,SCOPUS_ID:0032721589,2-s2.0-0032721589,Threat from deforestation to montane and lowland birds and mammals in insular South-east Asia,Brooks T.,Journal of Animal Ecology,00218790,68,6,1061-1078,1999-11-01,November 1999,10.1046/j.1365-2656.1999.00353.x,"1. A reduction in forest area should result in a reduction of its number of species and, moreover, do so in a characteristic way according to the familiar species-area relationship. Brooks, Pimm and Collar (1997) applied this formula to the losses in forest area in the Philippines and Indonesia. Independently derived totals of the number of endemic bird species that are threatened with extinction broadly agree with these predicted losses. In some cases, however, predicted losses overestimate or underestimate the actual numbers of threatened species. 2. Within an island, the proportionate deforestation to date might be most extensive where there are many endemic species, or where there are few. To test this possibility, we obtained recent forest cover data for the region. We separated lowland (< 1000 m a.s.l.) from montane (> 1000 m a.s.l.) forest cover by overlaying topographic maps. From these data, we predict separately the numbers of montane and lowland endemic bird species likely to become extinct as a result of deforestation. We then compared these totals with the numbers considered threatened in the latest Red List. 3. Our predictions based on deforestation closely match the numbers of threatened endemic birds in the lowlands, but underestimate them in montane regions. 4. Our predictions based on deforestation underestimate the number of threatened montane mammal species even more seriously. 5. Lowland faunas of insular South-east Asia are under extreme threat because of massive deforestation. The region's montane faunas appear seriously threatened even by low levels of deforestation.",89,Journal,ar,Article,100,4,4,Indonesia | Philippines | Red Lists | Species-area relationship | Tropical deforestation,29544,undefined,1,TRUE,all,All Open Access,8
true,https://api.elsevier.com/content/abstract/scopus_id/0032721259,SCOPUS_ID:0032721259,2-s2.0-0032721259,Does large size make daughters of the blue-footed booby more expensive than sons?,Torres R.,Journal of Animal Ecology,00218790,68,6,1133-1141,1999-11-01,November 1999,10.1046/j.1365-2656.1999.00357.x,"1. In species where size dimorphism emerges during parental care, individuals of the larger sex are presumably more expensive to produce than individuals of the smaller sex. 2. We evaluated whether female offspring of the blue-looted booby, because of their larger size, require greater parental feeding expenditure than males. 3. A field experiment compared growth rates of sons and daughters when hand-fed the same amount of food, and a descriptive field study compared the parental feeding rates to fledgling sons and daughters. 4. Females maintained greater rates of mass and ulna increase than males when fed the same amount of food. 5. First-hatched chicks had higher probability to be fed than second-hatched chicks. However, male and female fledglings were fed at similar rates by their parents. 6. No evidence that daughters of the blue-footed booby receive a greater feeding expenditure than sons was found. Faster motor development of males in this facultatively siblicidal species might explain why they grow more slowly than females with the same food budget.",61,Journal,ar,Article,100,2,2,Feeding investment | Hand-fed | Parental care | Size dimorphism | Sula nebouxii,29544,undefined,1,TRUE,all,All Open Access,9
true,https://api.elsevier.com/content/abstract/scopus_id/0032703057,SCOPUS_ID:0032703057,2-s2.0-0032703057,Alternative perspectives on consumer-resource dynamics: A reply to Ginzburg,Berryman A.A.,Journal of Animal Ecology,00218790,68,6,1263-1266,1999-11-01,November 1999,10.1046/j.1365-2656.1999.00397.x,"1. Ginzburg (1998) proposes that models of predator-prey interactions should conform to what he calls the 'biomass conversion principle', that consumer reproduction should be directly linked to resource consumption. 2. I argue that consumer-resource models can be built from two different perspectives - biomass conversion or individual survival - and that, as Ginzburg's principle only applies to the first, it should not be used to judge the plausibility of individual survival models. 3. I also suggest that a failure to understand and preserve the distinction between biomass consumption and individual survival may be responsible for much of the confusion and controversy in predator-prey theory.",6,Journal,ar,Article,100,1,1,Biomass conversion | Functional response | Individual survival | Logistic equation | Predator-prey models,29544,undefined,1,TRUE,all,All Open Access,10
