@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0024258630,SCOPUS_ID:0024258630,2-s2.0-0024258630,"Population biology of snowshow hares. III. Nutrition, plant secondary compounds and food limitation",Sinclair A.,Journal of Animal Ecology,00218790,57,3,787-806,1988-01-01,1988,10.2307/5093,"Lepus americanus were studied in the Kluane Lake region, Yukon. Digestibility of dry matter of winter food plants was 40% in the more preferred species and 20% in less preferred species. Faecal protein from wild hares was used as an index of mean food quality consumed by hares. Faecal protein was lower in winter than summer. In the winters of peak numbers (1978-82), some animals obtained food of a quality lower than necessary to maintain body weight, indicating food limitation. On food-supplemented areas, protein indicated there was adequate food in all years except 1980. Since the hare population declined in these areas in 1982 in the presence of adequate food, food limitation was not a necessary cause of the decline on the scale of these experiments. Plant secondary compounds declined through the increase, peak and decline phases of the hare cycle. Phenols increased 2 yr after hare numbers dropped due to new growth of juvenile shoots. Results are contrary to the hypothesis that fluctuations in secondary compounds cause the hare cycle. The proportion of juvenile twigs in the available food, containing high amounts of secondary compounds, remained low during the decline and first year of low hare density, contrary to the plant structure hypothesis which predicts that juvenile twigs should be predominant in the decline and first 2-3 yr of the low phase. Predation is a necessary cause of the hare cycle and in some circumstances, it may be the only cause. The hare cycle is constant in period but variable in amplitude. Food limitation may occur as a consequence of high amplitude rather than a cause of it. -from Authors",86,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,1,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024258617,SCOPUS_ID:0024258617,2-s2.0-0024258617,The impact of predation on boreal tetraonids during vole cycles: an experimental study,Marcstrom V.,Journal of Animal Ecology,00218790,57,3,859-872,1988-01-01,1988,10.2307/5097,"When predators were killed, tetraonid brood sizes averaged 5.52 in August, and 77% of hens had chicks. When predator were not killed, broods averaged 3.29 chicks and 59% of hens had chicks. Counts of adult capercaillie Tetrao urogallus and black grouse T. tetrix during July and August increased by 56-80% after 2 yr of predator removal. Counts at leks increased by 166-174%. Removing foxes Vulpes vulpes and martens Martes martes had no significant effect on vole abundance during two 4-yr cycles. When predators were not removed, tetraonid brood sizes and the proportion of females that bred successfully were each positively correlated with vole abundance in summer. There were most chicks per adult hen when vole numbers were high and increasing slowly from summer to autumn. When foxes and martens were killed, neither brood size nor subsequent adult numbers were significantly correlated with vole abundance in summer, although losses of whole broods increased slightly when vole numbers grew most rapidly from summer to autumn. Large vole populations thus resulted in large autumn grouse populations mainly because they reduced predation on breeding grouse. Vole numbers and increase rates associated with high grouse breeding success in one summer were also associated with low counts of adult grouse the next year, and thus with an increase in grouse losses from one summer to the next. -from Authors",189,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,2,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024258601,SCOPUS_ID:0024258601,2-s2.0-0024258601,Arthropod guild structure during early old field succession in a new and old world site,Hendrix S.,Journal of Animal Ecology,00218790,57,3,1053-1065,1988-01-01,1988,10.2307/5111,"The Old World site was at Silwood Park Berkshire, UK; the New World site was in Johnson County, Iowa. Both sites were rapidly colonized by all 6 guilds, but phytophages and ""tourists' were dominant. Generally, abundance of arthropods in all guilds was greater at the Old World site. Vegetation at the New World site was considerably more complex, and when arthropod abundance was weighted with a measure of vegetation structure differences between sites was accentuated. The relatively low abundance of arthropods, especially phytophages, at the New World site is likely to be due to the dominance of the plant community by introduced species. Taxonomic composition of the phytophage guild varied considerably between sites, reflecting differences in the species and life-form composition of the plant communities. The percentage distribution of arthropods in the different guilds indicates greater constancy of guild structure within sites than between. -from Authors",26,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,3,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024258230,SCOPUS_ID:0024258230,2-s2.0-0024258230,Foraging behaviour in four sympatric cormorants,Wilson R.,Journal of Animal Ecology,00218790,57,3,943-955,1988-01-01,1988,10.2307/5103,"Air-breathing aquatic animals that feed on benthic prey should attempt to maximize bottom time with respect to transit time between the water's surface and the bottom and recovery time. The foraging behaviour of white-breasted Phalacrocorax carbo, bank P. neglectus, cape P. capensis and crowned P. coronatus cormorants was studied. Durations of dive were proportional to water depth in all species, but time spent searching for prey on the sea bed increased with water depth (transit time) in crowned and cape cormorants, and was apparently independent of water depth in bank and white-breasted cormorants. Theoretically, time spent at the water's surface recovering from dives is critical in determining the relationship between bottom time and depth. At given depths, distribution of bottom times was normal for white-breasted, bank and crowned cormorants but positively skewed for cape cormorants. This might be explained by differential prey densities. Cormorants foraged along the sea bed at mean speeds of 0.3-1.45 ms-1. Foraging speed was dependent on bottom topography and, in white-breasted cormorants, positively correlated with depth. -from Authors",92,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,4,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024258047,SCOPUS_ID:0024258047,2-s2.0-0024258047,Reproductive success of natterjack toads Bufo calamita in two contrasting habitats,Banks B.,Journal of Animal Ecology,00218790,57,2,475-492,1988-01-01,1988,10.2307/4919,"Adult natterjack population density and toadlet production per 100 m2 of breeding water were substantially higher (5-fold and 2-9-fold, respectively) on a eutrophic (dune) habitat than on an oligotrophic (heathland) study site. Key factors in mortality during development were desiccation of shallow, natural dune slacks and saltmarsh pools and predation of tadpoles by invertebrates in all pool types. Developmental failure of spawn was caused primarily by Saprolegnia infestation at low temperatures or by pH <6. Metamorphic success was correlated with high tadpole growth rates. These rates were determined primarily by temperature and food supply, and the latter was a function of water chemistry. Tadpoles grew faster in the more eutrophic pools, though low pH reduced growth rates irrespective of food supply. Major predators of natterjack larvae were dytiscid water beetles; others of significance included Notonecta species, Odonata larvae and newt Triturus cristatus. Toadlet production varied inversely with respect to numbers of invertebrate predators in the breeding pools; these in turn varied as a function of pond permanence. Deeper artificial pools exhibited lower tadpole mortality from desiccation but correspondingly higher mortality from invertebrate predation. -from Authors",76,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,5,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024255509,SCOPUS_ID:0024255509,2-s2.0-0024255509,Functional response of a small mammalian herbivore: the disc equation revisited,Lundberg P.,Journal of Animal Ecology,00218790,57,3,999-1006,1988-01-01,1988,10.2307/5107,"A laboratory study of bank voles Clethrionomys glareolus feeding on willow shoots during winter showed a decelerating (Type II) functional response of the voles to increasing shoot density. The ""disc' equation showed the best fit to the data with respect to number of shoots attacked. The disc equation and the ""random parasitoid' equation showed equally good fit to the data with respect to biomass consumption. In no case could the ""random predator' equation produce realistic estimates of handling time. The predator mode of foraging is an inappropriate way of modelling many herbivore foraging patterns. -from Author",37,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,6,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024255350,SCOPUS_ID:0024255350,2-s2.0-0024255350,Demographic characteristics of the stored-products moth Cadra cautella,Gordon D.,Journal of Animal Ecology,00218790,57,2,627-644,1988-01-01,1988,10.2307/4929,"Duration of the egg and pupal stages was constant and independent of the density of any other stage. Larval mortality and stage duration increased with increasing larval density. Larval mortality appeared to be due to starvation as a result of food exhaustion, with total larval mortality being determined by the effects of larval density on the time at which food exhaustion occurred. Increased larval stage duration with increasing density resulted from effects of starvation and effects of larval density on larval growth rates. The density at which larvae were reared influenced imago weight at emergence. Imago fertility and life-span decreased with increases in the density at which larvae were reared. Imago density had little effect on either imago life-span or fertility. Survival of eggs and 1st instar larvae was significantly reduced when they were reared in the presence of larvae dune to cannibalism. -from Authors",7,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,7,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024255348,SCOPUS_ID:0024255348,2-s2.0-0024255348,Control of fecundity in Pieris rapae. V. Comparisons between populations,Gilbert N.,Journal of Animal Ecology,00218790,57,2,395-410,1988-01-01,1988,10.2307/4913,"Australian, British, Canadian, French, Italian and Spanish P. rapae have the same temperature thresholds, development rates and pupal weights: but there are intrinsic differences between populations for adaptation to host plants, and for timing of entry into (and emergence from) diapause. In insects, the temperature thresholds and heat requirements for development and for postdiapause emergence, obey general rules. The empirical results, in this and previous papers, contradict the orthodox theory of natural selection, which considers only the genetic variation between individuals. An extended theory, incorporating a 2nd level of genetic variation, accounts for the ecological observations and for the widespread occurrence of sexual reproduction. -from Author",18,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,8,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024252545,SCOPUS_ID:0024252545,2-s2.0-0024252545,"Population dynamics and adaptive sexual strategies in a brackish water crustacean, Gammarus duebeni",Naylor C.,Journal of Animal Ecology,00218790,57,2,493-507,1988-01-01,1988,10.2307/4920,"Males are produced in long day photoperiods and females in short days. Populations are characterized by fluctuating sex ratios and marked sexual size dimorphism. Males are always larger than the female they carry in precopula. The life cycle of G. duebeni in N England is annual and is restricted by temperature. Overwintering adults breed early in the year and die by August. Generations do not overlap. Sex ratio during breeding is female biased, then becomes male biased due to massive recruitment of young males early in the year. Recruitment late in the year is exclusively female. Sex ratio changes are due to sex differential production rather than differences in growth or mortality. Larger females produce more eggs and larger males are paired with larger females, but because of the mating pattern, males benefit relatively more from large size than do females. Early produced animals have a long growth period and will be large in the next year; they maximize fitness by becoming male. Late animals are growth restricted and minimize loss of fitness by becoming female. -from Authors",54,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,9,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024251547,SCOPUS_ID:0024251547,2-s2.0-0024251547,Host effects on functional and ovipositional responses of Bracon hebetor,Taylor A.,Journal of Animal Ecology,00218790,57,1,173-184,1988-01-01,1988,10.2307/4771,"Describes the effects of host species (Anagasta kuhniella and Plodia interpunctella: Lepidoptera, Pyralidae) and size on the ""functional' and ""ovipositional' responses of the gregarious parasitoid Bracon hebetor (Hymenoptera: Braconidae) and its preferences between these host types. Attack rates followed a Type II functional response, with strong interference among parasitoids, but both number of hosts oviposited on per wasp and number of eggs laid per wasp were essentially independent of host and wasp densities. There were no significant differences in the response to different sizes of a given host species. There were also not any significant preferences between host sizes, though there was a trend towards preference for the larger, more suitable hosts. The ""handling time' for A. kuhniella was greater than for P. interpunctella, and there was an active preference for attacking the latter; both results may be due to the defensive writhing of the former species. More eggs were laid on each parasitized A. kuhniella, which are larger and so can support more larvae, but there were no differences in the numbers of each species oviposited on. -from Author",35,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,10,NA,NA
