@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0020469794,SCOPUS_ID:0020469794,2-s2.0-0020469794,Fruit flags: two hypotheses.,Stiles E.,American Naturalist,00030147,120,4,500-509,1982-01-01,1982,10.1086/284007,"Signals that identify the presence and availability of fruits ready for dispersal probably increase the rates of seed dissemination for bird-dispersed seeds. Two hypotheses illustrate how fruit flags may increase conspicuousness of fruiting species thereby increasing visitation by frugivorous birds. In temperate deciduous forests, foliar fruit flagging species lose energy from photosynthesis by changing leaf color early, but create a large contrasting signal. The contrasting leaves may attract migrant frugivores that are unfamiliar with resource locations at any given stopover point along their migratory route. Contrasting long-distance fruit flags may also be important for some tropical plant species. Preripening fruit flags do not create a long- distance signal but rather alert resident frugivores to the presence of fruit that will soon ripen. This increases the probability that resident frugivores will remove the fruit and disseminate the seeds before the fruits are rendered unacceptable through microbial attack. This pattern is found in both tropical and temperate systems.-Author",82,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,1
true,https://api.elsevier.com/content/abstract/scopus_id/0020468936,SCOPUS_ID:0020468936,2-s2.0-0020468936,Genetic evolution of sex ratios in eusocial Hymenoptera: allele frequency simulations.,Pamilo P.,American Naturalist,00030147,119,5,638-656,1982-01-01,1982,10.1086/283940,"The colony sex ratio may well have nonzero variance at the populational equilibrium, and the equilibrial population sex ratio determined by the specific sex ratio genes may be in conflict with that predicted on the basis of the genetic relatednesses of the rest of the genome. The main results of simulations are: 1) Under gyne control the population sex ratio will rapidly approach the 1:1 equilibrium, which may be obtained with widely varying allele frequency arrays. 2) Worker control of the colony sex ratios biases the population equilibrium in favor of females, the exact value depending on the interaction of genetic dominance relationships and solution of the worker-worker conflict in nests with differing worker phenotypes. Multiallele and multilocus models gave congruent results. 3) The gyne-worker conflict with caste-specific loci always led to the 1:1 population sex ratio, because one half of the nests produce only males and the other half females. 4) The solution of the gyne-worker conflict with a single multiallele locus expressed in both gynes and workers varies from complete worker control to complete gyne control. Results depend on the characteristics of the model (genetic dominance, worker-worker conflict, mechanism of worker control) and the initial frequency of the all-male allele. -from Author",38,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,2
true,https://api.elsevier.com/content/abstract/scopus_id/0020467605,SCOPUS_ID:0020467605,2-s2.0-0020467605,Defence of ripe fruit from pests: its significance in relation to plant-disperser interactions.,Herrera C.,American Naturalist,00030147,120,2,218-241,1982-01-01,1982,10.1086/283984,"Ripe fruits of vertebrate-dispersed plants are susceptible to irreversible damage by pathogens and invertebrates while they are attached to the parent plant 'waiting' for the visit of a dispersal agent. Adaptations of plants to decreasing fruit damage include temporal escape from pests, reducing exposure time, and decreasing fruit profitability to pests by means of secondary compounds and reduced and/or unbalanced nutrient content. Toxic fruits containing poisonous substances that potentially are defensive agents against pests may be very frequent, but such fruits are at a competitive disadvantage relative to nontoxic ones. A hierarchy of fruit defense methods should exist, with the least desirable ones selected for only when better mechanisms are precluded or rendered ineffective. Nutritionally unbalanced fruits or those with secondary compounds probably serve indirectly as a means of increasing the potential for plant coexistence through their diversifying effects on diet selection by individual frugivores.-from Author",163,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,3
true,https://api.elsevier.com/content/abstract/scopus_id/0020465941,SCOPUS_ID:0020465941,2-s2.0-0020465941,The compartmentation of real and assembled ecosystems.,Yodzis P.,American Naturalist,00030147,120,5,551-570,1982-01-01,1982,10.1086/284013,"The dominant cliques of graph theory provide an unambiguous compartmentation for ecosystems. It might make ecological sense to regard dominant cliques as something like 'trophic guilds'. The dominant clique structure of 40 real food webs collected from the published literature by Briand (1982) is investigated. Food webs from environments classified by Briand as 'fluctuating' differ significantly, both in number and in average size of dominant cliques, from food webs from environments classified by Briand as 'constant'. Food web intervality (Cohen 1978) is associated with poverty in dominant cliques. Adding constraints on dominant clique number to 'assembled' food web models (Yodzis 1981) yields mathematical food web universes which predict the observed frequency of interval food webs. -Author",37,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,4
true,https://api.elsevier.com/content/abstract/scopus_id/0020458580,SCOPUS_ID:0020458580,2-s2.0-0020458580,"Complexity, stability, and functional response.",Abrams P.,American Naturalist,00030147,119,2,240-249,1982-01-01,1982,10.1086/283905,"Argues, with examples, that stabilizing functional responses do not guarantee increasing stability-complexity relationships, though it is still reasonable to ask whether increasing stability-complexity relations might be more likely when consumers have stabilizing functional responses. -P.J.Jarvis",12,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,5
true,https://api.elsevier.com/content/abstract/scopus_id/0020458578,SCOPUS_ID:0020458578,2-s2.0-0020458578,Environs: relativistic elementary particles for ecology.,Patten B.,American Naturalist,00030147,119,2,179-219,1982-01-01,1982,10.1086/283903,"Argues the case for the adoption of the 'environ' as the 'elementary particle' in ecology, the term encompassing the entire system of interrelations associated with each natural entity. The centre of an environ and its system uniquely define it within the context of the whole system. The environ lends itself to mathematical systems analysis. Conceptual and analytical aspects of the environ are developed and illustrated, and an argument is presented for its particulate status and its status as a unit of evolution.-P.J.Jarvis",206,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,6
true,https://api.elsevier.com/content/abstract/scopus_id/0020458237,SCOPUS_ID:0020458237,2-s2.0-0020458237,Tests for species interactions: breeding phenology and habitat use in subarctic ducks.,Toft C.,American Naturalist,00030147,120,5,586-613,1982-01-01,1982,10.1086/284015,"Lesser scaup Aythya affinis, ring-necked duck A. collaris, American wigeon Anas americana, green-winged teal A. crecca carolinensis, and mallard A. platyrhynchos differed significantly in the time of hatching of broods and in their use of pond sizes. Abundance of broods was significantly correlated with pond perimeter. Hens with broods appeared to be more selective of pond sizes than breeding pairs. The degree of overlap among species is proportional to intensity of competition. Interspecific competition, past and present, is presumably responsible for the differential use of pond sizes by ducks, the complementary occurrence of certain species on equivalent ponds, and in part, the divergence of early and late life history patterns.-from Authors",31,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,7
true,https://api.elsevier.com/content/abstract/scopus_id/0020457805,SCOPUS_ID:0020457805,2-s2.0-0020457805,Activity and prey selection in the sea otter: influence of population status on community structure.,Estes J.,American Naturalist,00030147,120,2,242-258,1982-01-01,1982,10.1086/283985,"Enhydra lutris at Amchitka Island spent 55% of daylight hours foraging; there were distinct early morning and late afternoon peaks in foraging activity; and fish made up over 60% of their overall diet by volume. The more recently established populations at Attu Island and off the coast of Oregon are far below equilibrium density. At both Attu and in Oregon, sea otters spent 17% of daylight hours foraging; there was no peak in foraging activity; and herbivorous macroinvertebrates made up their entire diet. Subsequent to overexploitation of sea otters, uncontrolled populations of herbivorous sea urchins greatly reduced or eliminated sublittoral kelp assemblages. In areas only recently reoccupied by otters, sea urchins are abundant and easily accessible as prey. Otters in these areas invest relatively little effort in foraging, and distribute that effort uniformly throughout the day. Where otters are abundant sea urchins are scarce, in turn promoting the growth of kelp beds and an associated fish fauna. Consequently otters at Amchitka invest more time in pursuit of more elusive prey (fish), and distribute that effort disproportionally toward morning and evening to correspond with availability of kelp bed fishes. -from AuthorsEnhydra lutris Amchitka Island Attu Island Oregon",75,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,8
true,https://api.elsevier.com/content/abstract/scopus_id/0020454442,SCOPUS_ID:0020454442,2-s2.0-0020454442,Arthropod encounter rate: a null model based on random motion.,De Vita J.,American Naturalist,00030147,119,4,499-510,1982-01-01,1982,10.1086/283928,"There exists the need for a basic model of encounter rate, ie. a model which can serve as a null model of random search and movement. Such a model is described, based on a statistical mechanics approach, which includes the variables of animal density, speed and size. The basic model can be modified to incorporate such behaviours as attraction/repulsion and reactive fields. Field and laboratory experiments revealed that intraspecific encounter rates can be predicted in a fairly accurate manner with the use of such models, the observed/predicted ratios of encounter rate being .82 for the mite Balaustium sp., .99 for the beetle Tribolium confusum, 1.11 for the mite Tyrophagus putrescentiae, and 2.45 for the mite Proctolaelaps hurlbutti. The models presented, as well as their 2-species analogues, can be interfaced with a variety of models currently employed in ecological theory, such as those of optimal foraging, predator/prey strategies and population growth. -from Authors",13,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,9
true,https://api.elsevier.com/content/abstract/scopus_id/0020453278,SCOPUS_ID:0020453278,2-s2.0-0020453278,"Optimal life histories, optimal notation and the value of reproductive value.",Goodman D.,American Naturalist,00030147,119,6,803-823,1982-01-01,1982,10.1086/283956,"In the optimal life history, the reproductive value at every age represents the solution to a constrained maximization problem. This holds true regardless of trade-offs across age classes. This paper considers maximization over segments of the life history, maximization over segments taken in reverse sequence, maximization of terms of a decomposition into instantaneous contributions at a given age, and maximization of reproductive value over alternative states such as the sexes. To clarify the relation between the maximization procedure and the constraints, a simple iterative approach to achieving maximization and simultaneously satisfying the constraints is described. To arrive at the instantaneous decomposition, it is shown that reproductive value arises as an adjoint variable in an optimal control formulation, where effects across age classes are explicitly incorporated in a variable representing physiological state. In considering alternative states, this paper defines a male reproductive value and concludes that at equilibrium sex composition, the reproductive values of each sex will be equal at any age where a sex change is possible. Some common errors in the discrete time formulation of reproductive value and Lotka's equation are also corrected.-from Authors",425,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,10
