@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0027884038,SCOPUS_ID:0027884038,2-s2.0-0027884038,Evidence for multiple origins and sympatric divergence of trophic ecotypes of smelt (Osmerus) in northeastern North America,Taylor E.B.,Evolution,00143820,47,3,813-832,1993-01-01,1993,10.1111/j.1558-5646.1993.tb01236.x,"Rainbow smelt Osmerus mordax exhibits extensive life-history diversity throughout watersheds of NE North America. There are both sea-run (anadromous) and lake-resident (lacustrine) populations and the latter have diversified further into ""dwarf-' and ""normal-sized' life-history types. Anadromous and lacustrine smelt may inhabit the same watershed and there are several instances where dwarf and normal populations reside within the same lake. The authors assayed variation among smelt for morphological traits linked to feeding performance in fishes to see if trophic ecology might promote life-history diversity. They also examined mitochondrial DNA (mtDNA) restriction site variation among forms to assess their evolutionary interrelationships. Conclusions are 1) that trophic ecology is an important factor promoting differentiation in smelt life histories; 2) that smelt ecotypes are polyphyletic and there have been multiple, independent divergences of Osmerus life-history types throughout NE North America; and 3) that the biological mtDNA differences between coexisting dwarf and normal lake smelt argue strongly that their genetic isolation may have developed sympatrically. -from Authors",123,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,1
true,https://api.elsevier.com/content/abstract/scopus_id/0027881424,SCOPUS_ID:0027881424,2-s2.0-0027881424,"Gene flow, refugia, and evolution of geographic variation in the song sparrow (Melospiza melodia)",Zink R.M.,Evolution,00143820,47,3,717-729,1993-01-01,1993,10.1111/j.1558-5646.1993.tb01228.x,"Despite marked geographic variation in size and plumage color, mtDNA variation was not geographically structured. Subspecies were not identifiable by mtDNA analysis. Postglaciation dispersal may have scattered mtDNA haplotypes across the continent. Evolution of size and plumage coloration has probably proceeded faster than mtDNA evolution, leading to the well-structure continental pattern of morphological variation. The nonordered geographic distribution of haplotypes may reflect the recency of population establishment following completion of range expansion. Dispersal distance was estimated from the mtDNA data at 6.1km per generation, an order of magnitude greater than that (0.3km) estimated from demographic data. Rooting the haplotype cladogram with a putative primitive haplotype identified Newfoundland and the Queen Charlotte Islands as potential sites of recent refugia. -from Authors",132,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,2
true,https://api.elsevier.com/content/abstract/scopus_id/0027879846,SCOPUS_ID:0027879846,2-s2.0-0027879846,"Criteria of female mate choice in Drosophila littoralis, D. montana, and D. ezoana",Hoikkala A.,Evolution,00143820,47,3,768-777,1993-01-01,1993,10.1111/j.1558-5646.1993.tb01232.x,"Behavior of the females was observed, when they were courted by a single male producing normal sounds, or by a single wing-manipulated male producing abnormal sounds; and when they were courted by one or both of these males in a choice situation. The females usually accepted short-winged (but not wingless) males producing abnormal sounds, if they had no alternatives, but if they heard the sound produced by a normal male, they rejected the deficient male. Drosophila littoralis and D. ezoana females selected between two wing-manipulated males with different wing areas. Results suggest that the females choose their mates on the basis of relative criteria if the signals emitted by the courting males are within the range of acceptable cues. -from Authors",40,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,NA,NA,3
true,https://api.elsevier.com/content/abstract/scopus_id/0027871619,SCOPUS_ID:0027871619,2-s2.0-0027871619,Survival of hybrids in a mosaic hybrid zone,Howard D.J.,Evolution,00143820,47,3,789-800,1993-01-01,1993,10.1111/j.1558-5646.1993.tb01234.x,"The ground crickets Allonemobius fasciatus and A. socius meet in a mosaic hybrid zone that stretches from New Jersey at least as far west as Illinois. Within mixed populations from the contact zone, ""pure' species individuals predominate. To determine whether hybrids are less viable than pure-species individuals, and to assess whether the high proportion of pure-species individuals in mixed populations results from hybrid inviability, the authors performed a cohort analysis. The relative survival of A. socius was greater than the relative survival of members of the other two groups in four of five populations. The relative viability of A. fasciatus was greater than that of hybrids in one population, approximately equal to that of hybrids in two populations, and less than that of hybrids in two populations. Results not only shed light on an important component of fitness, viability from hatching to adulthood, but they demonstrate that loss of hybrid individuals during the course of the field season will not explain deviations from random mating expectations present in mixed populations in late summer. The deviations must be due to assortative mating or to a reproductive barrier operating prior to egg hatch. -from Authors",53,Journal,ar,Article,100,4,4,22104,undefined,1,TRUE,all,All Open Access,4
true,https://api.elsevier.com/content/abstract/scopus_id/0027837953,SCOPUS_ID:0027837953,2-s2.0-0027837953,Effects of different levels of inbreeding on fitness components in Mimulus guttatus,Willis J.H.,Evolution,00143820,47,3,864-876,1993-01-01,1993,10.1111/j.1558-5646.1993.tb01240.x,"Determined whether synergism exists for genes affecting fitness components in two partially selfing populations of monkey flower. For each wild population, a large randomly mated base population was constructed and many independent lines, inbred to differing degrees, were extracted from this base populations. Lines with expected inbreeding coefficients of 0, 0.25, 0.5, and 0.75 were raised simultaneously and were scored for germination, flowering, flower production, and pollen viability. All fitness traits except germination success declined with increased inbreeding, but in spite of the substantial inbreeding depression found in this study, relatively little evdience of synergistic epistasis was found. The only trait that showed evidence of synergism was pollen viability. -from Author",139,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,NA,NA,5
true,https://api.elsevier.com/content/abstract/scopus_id/0027835533,SCOPUS_ID:0027835533,2-s2.0-0027835533,Does increased mortality favor the evolution of more rapid senescence?,Abrams P.A.,Evolution,00143820,47,3,877-887,1993-01-01,1993,10.1111/j.1558-5646.1993.tb01241.x,"Presents a simple theoretical analysis of how extrinsic mortality should affect the rate of senescence (the rate at which probability of mortality increases with age) under different evolutionary and population dynamical assumptions. If population dynamics are density independent, extrinsic mortality should not alter the senescence rate favored by natural selection. If population growth is density dependent and populations are stable, the effect of extrinsic mortality depends on the age specificity of the density dependence and on whether survival or reproduction (or both) are functions of density. It is possible that higher extrinsic mortality wil increase the rate of senescence at all ages, decrease the rate at all ages, or increase it at some ages while decreasing it at others. -from Author",215,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,6
true,https://api.elsevier.com/content/abstract/scopus_id/0027830256,SCOPUS_ID:0027830256,2-s2.0-0027830256,Differential success of pollen donors in a self-compatible lily,Rigney L.P.,Evolution,00143820,47,3,915-924,1993-01-01,1993,10.1111/j.1558-5646.1993.tb01244.x,"If pollen donors are equally effective at siring seeds, the presence of equal proportions of pollen from two pollen donors on a stigma will lead to equal proportions of seeds sired by each pollen donor. Variation in germination rates, pollen-tube growth, and embryo viability may cause one donor to sire more seed than another. The authors looked for differential donor success in the field by simultaneously applying equal amounts of pollen from two pollen donors, using Erythronium grandiflorum. Following simultaneous application of self and outcross pollen, significantly more seeds were sired by outcross pollen donors. Seed set following simultaneous application of two outcross donors was also nonrandom. Pollen donors from 100 m were more likely to sire seeds when competing with pollen from plants nearby (1 m). Outcross pollen was applied 3 or 24 h after self pollen. In spite of this time delay, most seeds were again sired by outcross pollen. There was no significant difference in the amount of seeds sired by self pollen between the two delay treatments. This suggests that mechanisms operating after ovule fertilization may contribute to the discordance between the proportions of the pollen present and the proportions of seeds sired. -from Authors",61,Journal,ar,Article,100,4,4,22104,undefined,0,FALSE,NA,NA,7
true,https://api.elsevier.com/content/abstract/scopus_id/0027804747,SCOPUS_ID:0027804747,2-s2.0-0027804747,Contribution of cryptic incompatibility to the mating system of Eichhornia paniculata (Pontederiaceae),Cruzan M.B.,Evolution,00143820,47,3,925-934,1993-01-01,1993,10.1111/j.1558-5646.1993.tb01245.x,"Tristylous populations of the annual aquatic Eichhornia paniculata have high levels of outcrossing and intermorph mating despite being fully self- and intramorph compatible. Experimental studies of pollen germination, pollen-tube growth, and pollinations with mixtures of genetically marked pollen were used to determine whether postpollination processes contribute to the observed mating patterns. Differences in pollen germination were small and did not contribute to differences in pollen siring ability. The fraction of pollen tubes first entering the ovary, however, was greater for legitimate outcross pollen than for either of the other two pollen types (self or outcross illegitimate pollen) in all recipient morphs. Moreover, legitimate pollen had higher siring success when in competition with illegitimate pollen types (self or outcross) in each recipient style morph. The ability to produce mostly outcrossed progeny when pollinators are abundant, but to reliably produce seed under a variety of environmental and demographic conditions may be favored in E. paniculata because of its colonizing life history and occurrence in ephemeral habitats. -from Authors",65,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,all,All Open Access,8
true,https://api.elsevier.com/content/abstract/scopus_id/0027801602,SCOPUS_ID:0027801602,2-s2.0-0027801602,Genetics of host-cactus response and life-history evolution among ancestral and derived populations of cactophilic Drosophila mojavensis,Etges W.J.,Evolution,00143820,47,3,750-767,1993-01-01,1993,10.1111/j.1558-5646.1993.tb01231.x,"The extent of host-specific genetic variation for two life-history traits, egg to adult developmental time and viability, and one morphological trait closely tied to fitness, adult thorax size, was exposed by employing a nested half-sib/full-sib breeding design with Baja and mainland populations of Drosophila mojavensis. This study was motivated by the presence of substantial variation in life histories among populations of D. mojavensis that use the fermenting tissues of particular species of columnar cacti for feeding and breeding in the Sonoran Desert. No strong pattern of genetic correlation emerged among fitness components suggesting that host-range expansion has not been accompanied by formation of coadapted life histories, yet the ability to estimate genetic correlations and their standard errors was compromised by the unbalanced nature of the data set. Genetic correlations in performance across cacti were slightly positive, evidence for ecological generalism among populations explaining the observed pattern of multiple host cactus use within the species range of D. mojavensis. -from Author",47,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,all,All Open Access,9
true,https://api.elsevier.com/content/abstract/scopus_id/0027800378,SCOPUS_ID:0027800378,2-s2.0-0027800378,Genetic constraints and the phylogeny of insect-plant associations: responses of Ophraella communa (Coleoptera: Chrysomelidae) to host plants of its congeners,Futuyma D.J.,Evolution,00143820,47,3,888-905,1993-01-01,1993,10.1111/j.1558-5646.1993.tb01242.x,"Ophraella communa feeds chiefly, and in E North America exclusively, on Ambrosia (Asteraceae). The authors screened for genetic variation in feeding responses to and larval survival on its own host and on seven other plants that are hosts (or, in one case, closely related to the host) of other species of Ophraella. There was evidence for genetic variation in feeding responses to five of the seven test plants, other than the natural host, but no evidence of genetic variation in feeding responses to two plant species, nor in capacity for larval survival on six. Results are interpreted in the context of a provisional phylogeny of, and a history of host shifts within, the genus. By far the greatest potentiality for adaptation to a congener's host was evinced in responses to Iva frutescens, which not only is related and chemically similar to Ambrosia, but also is the host of a closely related species of Ophraella that may have been derived from an Ambrosia-associated ancestor. Results offer support for the hypothesis that the evolution of host shifts has been guided in part by constrained genetic variation. -from Authors",84,Journal,ar,Article,100,3,3,22104,undefined,1,TRUE,all,All Open Access,10
