@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/7344253053,SCOPUS_ID:7344253053,2-s2.0-7344253053,"Maternal and birth colony effects on survival of Weddell seal offspring from McMurdo Sound, Antarctica",Hastings K.,Journal of Animal Ecology,00218790,67,5,722-740,1998-09-01,September 1998,10.1046/j.1365-2656.1998.00242.x,"1. Maternal and birth colony effects on offspring survival to weaning and to reproductive age were examined for Weddell seals using mark-recapture models and over 25 years of mark-resight data from McMurdo Sound, Antarctica. 2. Pre-weaning mortality (proportion of the total pups found dead on the ice surface) varied significantly with maternal age and was significantly higher for primiparous mothers than for multiparous mothers. 3. Offspring survival to reproductive age also increased significantly with maternal age and experience. Survival of offspring from birth to 6 years of age increased significantly with maternal body length only for male offspring. 4. Increased survivorship of offspring with maternal age was only evident for offspring of multiparous (rather than primiparous) mothers. This suggests that the age when mothers have their first pup may not affect survival of offspring, although lack of effect of age on offspring survival for primiparous mothers may be due to insufficient variation in age of first reproduction in our sample for us to detect a trend. 5. Pre-weaning survival of offspring also varied significantly among pupping colonies. In 1983, a year of low reproduction and low first-year survival for the McMurdo population (Testa 1987b; Hastings 1996), first-year survival was lower for offspring born in Outer Erebus Bay (west of 166·7°E) than for offspring born in Inner Erebus Bay (east of 166·7°E). 6. Maternal effects on offspring survival may be related to quality of breeding site. Maternal age and experience varied significantly among pupping colonies. That pup population size was stable at all colonies over the study period suggests non-random age-distribution of mothers may not be an artefact of population growth, but instead result from intraspecific competition for space in good pupping colonies. 7. Offspring survival, pup population size, and mean maternal age at colonies were significantly positively correlated. This suggests that favourable environmental conditions and high maternal or paternal quality may interact to enhance survival of offspring at larger colonies.",44,Journal,ar,Article,100,2,2,Birth colony | Leptonychotes weddellii | Maternal effects | Offspring survival | Pinnipeds,29544,undefined,0,FALSE,1,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031717321,SCOPUS_ID:0031717321,2-s2.0-0031717321,Examination of the nitrogen limitation hypothesis in non-cyclic populations of cotton rats (Sigmodon hispidus),Schetter T.A.,Journal of Animal Ecology,00218790,67,5,705-721,1998-09-01,September 1998,10.1046/j.1365-2656.1998.00240.x,"1. Nitrogen-containing nutrients have long been considered a frequently limiting resource to the growth of herbivore populations (nitrogen limitation hypothesis). To explore this hypothesis, we examined the relationships between availability of essential amino acids and concentrations of phenolics in the diets of hispid cotton rats (Sigmodon hispidus) in central Oklahoma and the intrinsic characteristics of their non-cyclic populations. We posited that lower quality proteins (i.e. essential amino acid composition) and elevated phenolic levels (protein digestion inhibitors) in diets of cotton rats from low-compared to high-density populations, especially during the breeding season, would be supportive of the nitrogen limitation hypothesis. Replicated low- and high-density populations were censured by live-trapping at 3-month intervals. Samples of stomach digesta were collected from cotton rats in similar habitats adjacent to trapping grids to determine the botanical and nutrient composition of their diets. 2. During the breeding season, concentrations of essential amino acids were as much as 43% greater in diets of cotton rats from high-density populations. Dicots, typically higher in protein than monocots, were an important component of diets and were preferred forage in all seasonal collections. Seeds and arthropods were frequently utilized by cotton rats as additional high-quality sources of essential amino acids. Concentrations of total phenolics in the diet (greater in diets from low-density populations) were consistent with the nitrogen limitation hypothesis. 3. Density was consistently higher in the high-density populations throughout the study. Other demographic and body condition parameters were similar between low and high-density populations in the non-breeding season, but reproductive activity was greater in high-density populations during the breeding season. Total number of juveniles recruited into the trappable population over the entire study was about five times greater in high- compared low-density populations. 4. Our data did not refute the nitrogen limitation hypothesis where levels of essential amino acids and phenolic compounds in the diet during the breeding season may determine annual peak densities of cotton rats that can be supported in their habitat. However, we could not rule out the involvement of other environmental variables such as overhead cover (as well as other unmeasured variables) as contributing factors to determining annual peak densities.",29,Journal,ar,Article,100,5,5,Amino acids | Cotton rat | Food quality | Herbivore nutrition | Nitrogen limitation | Phenolics | Population dynamics | Sigmodon hispidus,29544,undefined,1,TRUE,2,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0031717245,SCOPUS_ID:0031717245,2-s2.0-0031717245,Mortality during dispersal and the cost of host specificity in parasites: How many aphids find hosts?,Ward S.A.,Journal of Animal Ecology,00218790,67,5,763-773,1998-09-01,September 1998,10.1046/j.1365-2656.1998.00238.x,"1. For a full assessment of explanations for the evolution of host-specificity it is necessary to estimate the probability that a dispersing parasite finds a host. We develop a method of estimating this success rate from samples of dispersing parasites and populations resident on hosts. 2. Applying this method to data on the bird cherry-oat aphid, Rhopalosiphum padi (L.), from southern Scotland in 1984-92, we estimate that 0.6% of the autumn migrants find hosts. 3. With such a low success rate, there should be selection for a broadening of host range, to include any host on which the colonist's fitness is more than about 0.6% of that on the normal hosts. We argue that neither nutrition nor the need for 'enemy-free space' are sufficient explanations of the host-specificity of this animal, and propose instead that it is the host's role as a rendezvous for mating that constrains the migrants to their costly host-specificity. 4. We also discuss the implications of this low success rate for the hypothesis that aphids speciate sympatrically through the formation of host races.",111,Journal,ar,Article,100,4,4,"Host alternation | Migration | Overwintering | Rhopalosiphum padi, sympatric speciation",29544,undefined,1,TRUE,3,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0031712983,SCOPUS_ID:0031712983,2-s2.0-0031712983,What changed the demography of an introduced population of an herbivorous lady beetle?,Ohgushi T.,Journal of Animal Ecology,00218790,67,5,679-688,1998-09-01,September 1998,10.1046/j.1365-2656.1998.00225.x,"1. The population dynamics of an introduced population of Epilachna niponica (Lewis) (Coleoptera: Coccinellidae) was investigated for a 7-year period following its introduction to a site outside of its natural range. A population from Asiu Experimental Forest was introduced to Kyoto University Botanical Garden, 10 km south of its natural distribution. 2. Arhropod predation was much lower in the introduced than in the source population. As a result of the lower predation in the Botanical Garden, larvae reached densities five times higher than in the Asiu Forest and host plants were frequently defoliated. Food shortage caused larval deaths from starvation and increased dispersal. 3. The density of the introduced population was much more variable than that of the source population. The variation in population density in both the introduced and source populations is limited by density-dependent reduction in fecundity and female survival. However, variation in the introduced population's density was increased due to host plant defoliation that resulted in overcompensating density-dependent mortality. In years with high larval density plants were defoliated and this increased adult mortality during the prehibernation period. Besides, the density-dependent regulatory mechanisms that produce population stability were weaker in the introduced population than in the source population.",14,Journal,ar,Article,100,2,2,Epilachna niponica | Host plant defoliation | Introduction experiment | Natural enemies | Population dynamics,29544,undefined,1,TRUE,4,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0031697942,SCOPUS_ID:0031697942,2-s2.0-0031697942,"Aerial distribution, flight behaviour and eggload: Their inter- relationship during dispersal by the sweetpotato whitefly",Isaacs R.,Journal of Animal Ecology,00218790,67,5,741-750,1998-09-01,September 1998,10.1046/j.1365-2656.1998.00236.x,"1. The aerial distribution of Bemisia tabaci Gennadius (the sweetpotato whitefly) was studied during the early ascent phase of flight, to test the degree to which dispersal patterns reflect the flight behaviour of individuals. 2. Marked whiteflies were trapped at four heights between 0 and 7.2 m above fallow ground, and at six distances between 0 and 100 m from the insect source. Insects were trapped during a 2-3 h period after the initiation of flight activity during the summers of 1995 and 1996. 3. Analysis of trap catch data revealed a clear negative exponential relationship between height and aerial distribution, and a slightly weaker negative power relationship between distance and aerial distribution. Marked insects were caught in the uppermost traps adjacent to the source, indicating that a portion of the population had a strong capacity for ascent out of the flight boundary layer. 4. Eggload decreased with the height, but not the distance, at which whiteflies were trapped. Mean eggload close to the ground was significantly greater than that for those trapped at 4.8 and 7.2m, supporting the hypothesis that there is a trade-off between flight and oogenesis in weak-flying insects. 5. Air temperatures during the trapping periods were positively correlated with the proportion of male and female B. tabaci caught in the highest traps, but not in the most distant traps. 6. The significance of these results for accurate prediction of whitefly dispersal is discussed, and the importance of individual's behaviour in determining dispersal patterns of small insects is emphasized.",66,Journal,ar,Article,100,2,2,Egg | Insect ecology | Migration | Reproduction | Trade-off | Weather,29544,undefined,0,FALSE,5,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031697068,SCOPUS_ID:0031697068,2-s2.0-0031697068,Geographic expansion of an increasing brown bear population: Evidence for presaturation dispersal,Swenson J.,Journal of Animal Ecology,00218790,67,5,819-826,1998-09-01,September 1998,10.1046/j.1365-2656.1998.00248.x,"1. The distribution of brown bears (Ursus arctos L.) expanding into suitable habitat in Sweden following near extermination was estimated using harvest data from the period 1981-93. Core areas were defined as female concentration areas, where 90% of the hunter-killed females were taken. 2. Three predictions were tested, based on results of earlier bear dispersal studies, which show that females are extremely philopatric. Prediction 1: the relative density of females declines more rapidly from the centre of a core area towards the edge than for males. Prediction 2: males dominate in the peripheral areas, especially males in the age of most active dispersal (2-4 years of age). Prediction 3: females in the periphery are found closer to the edge of the core area than males. 3. The results of the present study supported Predictions 1 and 2, but not Prediction 3. This indicates that males were more prone to disperse from the core areas than females. However, females that did disperse did not differ from males in distance from the core areas, and females were found up to 80-90km from them. Such long-distance female dispersal has apparently not been previously documented in other bear populations that are stable or declining. The results strongly suggest that presaturation dispersal, i.e. dispersal occurring before the carrying capacity of the habitat has been reached, is occurring in this increasing population. This phenomenon might be more common in increasing populations of large mammals than was previously thought. Regarding conservation of bears, this result is positive for gene flow and metapopulation dynamics and negative for livestock losses in formerly bear-free areas. 4. Core and peripheral areas can be identified based on the age and sex of shot bears. This allowed us to rashly Norway as a peripheral area. Bear density appears difficult to estimate near an expansion front because of large differences in densities over short distances.",166,Journal,ar,Article,100,3,3,Brown bear | Population expansion | Presaturation dispersal | Sweden | Ursus arctos,29544,undefined,1,TRUE,6,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0031697066,SCOPUS_ID:0031697066,2-s2.0-0031697066,Rarity in the tropics: Latitudinal gradients in distribution and abundance in Australian mammals,Johnson C.,Journal of Animal Ecology,00218790,67,5,689-698,1998-09-01,September 1998,10.1046/j.1365-2656.1998.00232.x,"1. In many groups of species, range size and population density are positively correlated (the 'distribution-abundance relationship) and range size is positively correlated with latitude ('Rapoport's Rule'). This study investigated these two relationships among Australian forest mammals, and also tested for the existence of a relationship between population density and latitude in the same fauna. 2. All three relationships were significant, with the distribution-abundance relationship the strongest pattern of the three, and Rapoport's Rule the weakest. Partial correlation analysis showed that: (i) range size and population density remained positively correlated when latitude was held constant; and (ii) population density and latitude remained positively correlated when range size was held constant; but (iii) latitude and range size were not significantly correlated when population density was held constant. For (i) and (ii), partial correlation did not reveal stronger relationships than were revealed by simple correlation. These results suggest that the distribution-abundance relationship is conditioned by latitude to produce small ranges and low population densities in the tropics, and that tropical species tend to have low population densities relative to range size. 3. Body mass accounted for little variation in population density, and for no variation in range size and latitudinal position. The small ranges and low population densities of tropical species were not related to a latitudinal gradient in species richness, which did not occur in this fauna. 4. The latitudinal gradient in population density held within widespread species as well as among species. The effect of Bergmann's Rule (the tendency for organisms in cool environments to be larger bodied than organisms in warm environments) meant that in some species, population energy use rose more steeply with latitude than did population density. 5. I argue that all three relationships might be due to a tendency for the foraging efficiency of animals to be lower in tropical than in temperate ecosystems, as a result of a lower concentration of nutrients in tropical ecosystems. For resource-limited species, foraging efficiency should influence both range size and population density. Differences in foraging efficiency may therefore produce the distribution-abundance relationship as well as latitudinal gradients in range size and population density.",52,Journal,ar,Article,100,1,1,Distribution-abundance relationship | Marsupials | Rapoport's Rule | Rodents | Species richness,29544,undefined,0,FALSE,7,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031692071,SCOPUS_ID:0031692071,2-s2.0-0031692071,The form of the curves: A direct evaluation of Macarthur and Wilson's classic theory,Manne L.,Journal of Animal Ecology,00218790,67,5,784-794,1998-09-01,September 1998,10.1046/j.1365-2656.1998.00241.x,"1. We calculate the yearly numbers of bird species immigrating to-and becoming extinct on-13 small islands of the British Isles, using a long and relatively complete data record. 2. We estimate the size of the colonist pool for each island using four methods. 3. We assume that immigrations and extinctions are distributed binomially, and use a maximum likelihood method to fit concave immigration and extinction functions to the data, utilizing all four species pool estimates. 4. Extinction rates increase significantly and consistently with increasing numbers of breeding species on each island. For nine of the 13 islands the extinction functions are significantly concave. 5. Immigration rates decrease consistently with increasing numbers of breeding species on each island. Seven islands have significantly concave immigration functions. 6. Immigration rates and extinction rates decline consistently, but not significantly, with island distance and island size, respectively. The number of breeding species does not always reflect the number of species likely to have reached an island. Moreover, some species may choose not to breed when their chance of extinction is high. These factors, plus the modest range of island areas and distances in our database, reduce our chances of finding the theoretically predicted effects of area and distance on extinction and immigration rates.",19,Journal,ar,Article,100,4,4,Colonist pool | Extinction | Immigration | Island biogeography | Model,29544,undefined,0,FALSE,8,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0031688569,SCOPUS_ID:0031688569,2-s2.0-0031688569,The relative role of density-dependent and density-independent survival in the life cycle of atlantic salmon Salmo salar,Jonsson N.,Journal of Animal Ecology,00218790,67,5,751-762,1998-09-01,September 1998,10.1046/j.1365-2656.1998.00237.x,"1. Density-dependent factors appeared important for the survival of juvenile Atlantic salmon in the River Imsa whilst density-independent factors were more important for the older fish at sea. In fresh water, density dependence was indicated by a stock-recruitment relationship with increasing loss-rates from eggs to smolts and from eggs to adults as egg density increased. 73% of the loss-rates were explained by variation in egg density. At sea, density independence was indicated by the lack of a significant relationship between loss-rates and smolt densities. 2. The relationship between smolt density and initial egg density was best described by an asymptotic 'Cushing' type relationship with a plateau at densities higher than approximately 60 000 eggs for the total fiver areas of 10 000 m2. The number of smolts developed from the eggs spawned varied between 350 and 2400. 3. The relationship between smolt biomass in wet mass (kg 10 000 m-2) or energy (kJ 10 000 m-2) and the amount of salmon eggs in the River Imsa increased asymptotically. Annual smolt biomass ranged from 13 to 88 kg 10 000 m-2, or 66 000 and 431 000 kJ 10 000m-2. Variation in egg density accounted for approximately 45% of the variation in smolt biomass (mass or energy). 4. Total wet mass and energy of adults (kg 10 000 m-2 and kJ 10 000 m-2) produced in relation to the amount of eggs at the start of the year-class, were not significantly correlated, due to a high variation among years. The biomass of adults ranged from 73 kg 10 000 m-2 to 655 kg 10 000 m-2 and in energy from 370 000 kJ 10 000 m-2 to 3 270 000 kJ 10 000 m-2. 5. Total adult biomass (adults caught at sea and in rivers) and the returning adults to the River Imsa in mass or energy were correlated with the size of the smolt cohort from which they originated. Yearly total adult biomass ranged between 240 and 3711 kg 10 000 m-2, when the number of smolts ranged from 397 to 2751, respectively. The biomass of adults returning to the River Imsa was between 59 and 614 kg, produced from between 672 and 1621 smolts.",155,Journal,ar,Article,100,3,3,Adults | Eggs | Energy | Key-factor analysis | Smolts | Stock recruitment | Wet mass,29544,undefined,1,TRUE,9,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0031686914,SCOPUS_ID:0031686914,2-s2.0-0031686914,"Sampling effort, regression method, and the shape and slope of size-abundance relations",Griffiths D.,Journal of Animal Ecology,00218790,67,5,795-804,1998-09-01,September 1998,10.1046/j.1365-2656.1998.00244.x,"1. Despite a substantial body of work there remains much disagreement about the form of the relationship between organism abundance and body size. In an attempt at resolving these disagreements the shape and slope of samples from simulated and real abundance-mass distributions were assessed by ordinary least squares regression (OLS) and the reduced major axis method (RMA). 2. It is suggested that the data gathered by ecologists to assess these relationships are usually truncated in respect of density. Under these conditions RMA gives slope estimatess which are consistently closer to the true slopes than OLS regression. 3. The triangular relationships reported by some workers are found over smaller mass and abundance ranges than linear relations. Scatter in slope estimates is much greater and positive slopes more common at small sample sizes and sample ranges. These results support the notion that inadequate and truncated sampling is responsible for much of the disagreement reported in the literature. 4. The results strongly support the notion that density declines with increasing body mass in a broad, linear band with a slope around -1. However there is some evidence to suggest that this overall relation results from a series of component relations with slopes which differ from the overall slope.",44,Journal,ar,Article,100,1,1,Linear or triangular relationships | Ordinary least squares regression | Reduced major axis method | Sampling artefacts,29544,undefined,0,FALSE,10,NA,NA
