@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0342902337,SCOPUS_ID:0342902337,2-s2.0-0342902337,Atlantic forest butterflies: Indicators for landscape conservation,Brown K.S.,Biotropica,00063606,32,4 B,934-956,2000-12-01,Dec-00,10.1111/j.1744-7429.2000.tb00631.x,"The Atlantic Forest region (wide sense) includes very complex tropical environments, increasingly threatened by extensive anthropogenic conversion (>90%). Ecologically specialized, short-generation insects (butterflies) are evaluated here as indicators for monitoring community richness, landscape integrity, and sustainable resource use in the region. The > 2100 butterfly species in the Atlantic Forest region have been censused in many sites over 35 years, giving comparable daily, weekly, monthly, and long-term site lists. The 21 most thoroughly studied sites include 218-914 species, of which half can be censused in a week or less. The butterfly communities are divided into six relatively distinct faunal regions, centered in the northeast, the central coastal tablelands, the southeast coastal plain, the mountains plus interior of the southeastern states, the central plateau, and the southern states. Species richness shows the highest values in coastal mountains from 15 to 23°S. Local butterfly communities show a high turnover, with 20 to 40 percent of the species, especially small Lycaenidae and Hesperiidae, recorded only as unstable populations or ""tourists."" Easily sampled species in the family Nymphalidae, and especially its bait-attracted subfamilies, are best correlated with the entire butterfly fauna and can be used as surrogates for species diversity. In most butterfly groups, species richness is well predicted by landscape connectivity alone, or by composite indices of environmental heterogeneity, natural disturbance, and (negatively) anthropogenic disturbance. Principal components and redundancy analyses showed that the richness and proportions of different butterfly groups in the local fauna are variably explained by disturbance, seasonality, temperature, vegetation, soils, and landscape connectivity. Various groups thus can be used as rapid indicators of different types of change in the community, its environment, and the landscape. Threatened and rare species also can be used as indicators of the most unique Atlantic Forest communities (paleoenvironments), which need special attention.",192,Journal,ar,Article,100,2,2,Atlantic Forests | Brazil | Butterflies | Canonical ordination of environments and faunas | Censuses | Conservation | Correlations | Indicator taxa | Monitoring | PCA,13817,undefined,0,FALSE,1,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035023671,SCOPUS_ID:0035023671,2-s2.0-0035023671,Biogeography of South American forest mammals: Endemism and diversity in the Atlantic Forest,Costa L.P.,Biotropica,00063606,32,4 B,872-881,2000-12-01,Dec-00,10.1111/j.1744-7429.2000.tb00625.x,"We used parsimony analysis of endemicity (PAE) to investigate the distribution patterns of South American lowland forest mammals, focusing on centers of endemism and diversity. We utilized distribution data available for species of marsupials, rodents, and primates that occur in South America. Two grids were superimposed on the distribution maps: a larger one encompassing tropical and subtropical South America, and a smaller and more precise grid covering the Atlantic Forest only. Also, the number of species per quadrat was estimated. The results support the idea that the distribution of this fauna is structured in the form of centers of endemism. In addition, there is good congruence between the areas identified here and those proposed by other authors, reinforcing the value of PAE in this kind of analysis. The hierarchical relationships among areas, however, are not clear and sometimes discordant with other biogeographic analyses.",155,Journal,ar,Article,100,4,4,Areas of endemism | Atlantic forest | Biogeography | Distribution | Mammals | Neotropical region | Parsimony analysis of endemicity | South America,13817,undefined,0,FALSE,2,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035020228,SCOPUS_ID:0035020228,2-s2.0-0035020228,The use of fruits and seeds by ants in the Atlantic forest of Southeast Brazil,Pizo M.A.,Biotropica,00063606,32,4 B,851-861,2000-12-01,Dec-00,10.1111/j.1744-7429.2000.tb00623.x,"Given the abundance of litter-foraging ants and fallen fleshy diaspores on the floor of tropical forests, interactions involving them should be common and may render important consequences for the biology of the diaspores. In this study, we surveyed the interactions between ants and non-myrmecochorous diaspores along a 5-km transect in a lowland Atlantic rain forest of southeast Brazil. A diaspore is defined as any seed, fruit, or infructescence that constitutes the unit of dispersal of the plant. During two years of monthly samplings of naturally fallen diaspores, 886 ant-diaspore interactions involving 36 ant species and 56 different species of diaspores (range = 0.05-29.5 g) were recorded. The number of interactions was significantly and positively correlated with rainfall but not with mean temperature. The number of ant species recorded in the interactions was positively associated with both rainfall and temperature. Lipid-rich diaspores attracted a larger ant assemblage than those with lower contents of lipids. The seasonal pattern for ant - diaspore interactions in the Atlantic rain forest is predicted by well known seasonal patterns in ant activity and diaspore production. Other factors that also may affect the observed pattern are the massive and episodic fruiting of some plant species in which diaspores are especially attractive to ants, and a preference for lipidrich arillate seeds. Interactions between ants and fallen non-myrmecochorous diaspores may be especially common in lowland rain forests in which the abundance of ants is coupled with the year-round availability of fleshy diaspores.",69,Journal,ar,Article,100,2,2,Ant-fruit/seed interaction | Ant-plant interaction | Atlantic forest | Brazil | Seed dispersal,13817,undefined,0,FALSE,3,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035018614,SCOPUS_ID:0035018614,2-s2.0-0035018614,Population viabilities and conservation implications for muriquis (Brachyteles arachnoides) in Brazil's Atlantic Forest,Strier K.B.,Biotropica,00063606,32,4 B,903-913,2000-12-01,Dec-00,10.1111/j.1744-7429.2000.tb00628.x,"Muriquis (Brachyteles arachnoides) are endemic to the Atlantic Forest of southeastern Brazil, where an estimated 1200 individuals are distributed unevenly among only 19 populations. Despite the fact that over two-thirds of all muriquis live at low densities in large and protected, undisturbed forests, virtually nothing is known about the demography of these populations. Consideration of the mechanisms underlying the low extinction probabilities simulated for muriquis inhabiting the small, disturbed forest at the Estação Biologica de Caratinga (EBC), Minas Gerais, where long-term demographic and behavioral studies have been conducted, provides disturbing predictions about the viability of other populations living at lower densities. Local resource competition may be responsible for the female-biased infant sex ratio documented at the EBC under the female-biased dispersal regime exhibited by muriquis. At lower population densities, however, release from competition may lead to male-biased infant sex ratios, and correspondingly slower population growth rates. High densities at the EBC also result in frequent intergroup encounters, permitting muriquis there to avoid close inbreeding through extra-group copulations; but at low densities, opportunities to avoid inbreeding may be more limited. Finally, habitat heterogeneity at the EBC, particularly the greater dietary diversity supported by secondary and regenerating vegetation in disturbed forests, not only may support higher muriqui densities but also provide greater dietary buffers against catastrophic fruit scarcities compared to undisturbed forests. Comparative demographic data on muriqui populations inhabiting undisturbed forests are critically needed to evaluate these predictions and to develop informed management plans for this endangered primate.",40,Journal,ar,Article,100,1,1,Atlantic forest | Brachyteles | Habitat heterogeneity | Inbreeding | Muriqui | Population density | Population viability | Sex ratio,13817,undefined,0,FALSE,4,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035017263,SCOPUS_ID:0035017263,2-s2.0-0035017263,"The avifauna of Rio Doce valley, southeastern Brazil, a highly fragmented area",Machado R.B.,Biotropica,00063606,32,4 B,914-924,2000-12-01,Dec-00,10.1111/j.1744-7429.2000.tb00629.x,"We analyzed the avifauna from four areas of the Rio Doce basin (the municipal districts of Nova Era [NE], Antônio Dias [AD], Caratinga [BSC], and Marliéria [RDSP]) located in eastern Minas Gerais state. Based on captures with mist nets, 75 bird species belonging to 15 families were inventoried; however, the species composition varied greatly among the study areas. Fifty species and 231 of the 466 individuals recorded during this study were captured at NE. In the AD area, 33 species and 132 individuals were captured. The other two areas, BSC and RDSP, contributed only 103 captures and 22 species. By analyzing species composition as a function of altitude of the study areas, it was verified that a variation of 500 m altitude was sufficient in determining the difference in existing bird communities. Formicariidae species, such as Drymophila squamata, Thamnophilus punctatus, and Conopophaga melanops, were captured exclusively in the BSC and RDSP areas, located below the 500 m altitude limit while their congeners (D. ochropyga, T. caerulescens, and C. lineata) were found exclusively in the highest areas (NE and AD). Significant seasonal variations in the species composition were observed (Green's test: Q = 12.79 in NE, 12.84 in AD, 12.4 in BSC, and 20.68 in RDSP; P < 0.05), and we believe that such variations could be associated with seasonal movements between the highest and lowest areas of the Rio Doce basin. As such, the impacts of fragmentation to the Atlantic Forest along this stretch of the Rio Doce basin may have affected the natural dynamics of avian movements. The destruction of > 90 percent of the original Atlantic Forest vegetation cover already may have seriously compromised the population viabilities of birds endemic to this area.",20,Journal,ar,Article,100,2,2,Altitudinal gradient | Atlantic Forest | Bird communities | Birds | Brazil | Conservation | Fragmentation | Habitat,13817,undefined,0,FALSE,5,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035013194,SCOPUS_ID:0035013194,2-s2.0-0035013194,Reproductive modes of Atlantic Forest hylid frogs: A general overview and the description of a new mode,Haddad C.F.B.,Biotropica,00063606,32,4 B,862-871,2000-12-01,Dec-00,10.1111/j.1744-7429.2000.tb00624.x,"This paper reports a new reproductive mode in anurans, observed for the green treefrog, Hyla leucopygia, a species from the Atlantic Forest of Brazil and a member of the H. albosignata group. The reproductive mode of H. leucopygia is defined as follows: aquatic eggs and embryos in subterranean constructed nests; subsequent to flooding, feeding tadpoles in ponds or streams. We suggest that the new reproductive mode is widespread among the species in the H. albosignata group. The specialized courtship behaviors of H. leucopygia, characterized by vocalizations and a stereotyped sequence of mutual touches between male and female, are described. A review of the reproductive modes of hylid frogs is provided, with 11 modes recognized for the Atlantic Forest hylids and 12 modes for hylids around the world.",82,Journal,ar,Article,100,2,2,Anura | Atlantic forest | Hyla leucopygia | Hylidae | New reproductive mode | Reproductive behavior | Subterranean nest,13817,undefined,0,FALSE,6,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035010865,SCOPUS_ID:0035010865,2-s2.0-0035010865,Phenology of Atlantic rain forest trees: A comparative study,Morellato L.P.C.,Biotropica,00063606,32,4 B,811-823,2000-12-01,Dec-00,10.1111/j.1744-7429.2000.tb00620.x,"This paper describes the phenology of leaf, flower, and fruit phenology in the Atlantic rain forests of southeastern Brazil. For 17 months, we observed the phenological patterns of trees from two Atlantic forest types at four sites: premontane forest (Sites I and IV; the ""typical"" Atlantic rain forest) and coastal plain forest (Sites II and III). All sites experience a nonseasonal, tropical wet climate, characterized by an annual rainfall usually > 2000 mm and lacking a dry season. We tested for the occurrence (or absence) of seasonal phenological patterns within each site and compared the patterns detected among the four different forest sites using circular statistics. The expected weakly seasonal phenological patterns were not observed for these forests. Flowering and leaf flush patterns of Atlantic rain forest trees were significantly seasonal, concentrated at the beginning of the wettest season, and were significantly correlated with day length and temperature. These results stress the influence that seasonal variation in day length has on ever-wet forest tree phenology. Fruiting phenologies were aseasonal in all four forests. Flowering patterns did not differ significantly among three of the four forest sites analyzed, suggesting the occurrence of a general flowering pattern for Atlantic rain forest trees.",385,Journal,ar,Article,100,6,6,Atlantic Forest | Brazil | Flowering | Fruiting | Leaf fall | Leaf flush | Phenology | Seasonality | Tropical forest,13817,undefined,0,FALSE,7,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035009508,SCOPUS_ID:0035009508,2-s2.0-0035009508,Frugivory by toucans (Ramphastidae) at two altitudes in the Atlantic Forest of Brazil,Galetti M.,Biotropica,00063606,32,4 B,842-850,2000-12-01,Dec-00,10.1111/j.1744-7429.2000.tb00622.x,"Toucans are prominent components of the tropical American avifauna. Although these birds are very conspicuous, there are few ecological studies focusing on them. In this study, the diets of four sympatric toucans (Ramphastos vitellinus, R. dicolorus, Selenidera maculirostris, and Baillonius bailloni) were assessed by recording feeding bouts at two altitudes in the Atlantic Forest of southeast Brazil. Our results show that toucans are predominantly frugivorous birds (96.5% of the 289 feeding bouts were on fruits). In the lowlands (70 m elev.), only fruits (48 species, 27 families) were recorded, while in the highlands (700 m elev.), toucans were observed feeding on fruits (25 species, 22 families), flowers, leaves, and insects. Non-fruit items were recorded only in the highlands, most of them eaten by B. bailloni. Cecropia glaziovii and Euterpe edulis, two abundant plants in the highland and lowland sites, respectively, and Virola oleifera, a plant that produces lipid-rich arillate fruits, were eaten heavily by the toucans. The number of feeding bouts recorded for R. vitellinus in the lowlands was positively correlated with lipid content of the fruits eaten. The diameters of fruits eaten by toucans varied greatly (range = 0.4-25.0 mm). While the large Ramphastos species not only ate tiny fruits (e.g., Hyeronima alchorneoides) but also large ones (e.g., Virola gardneri), the toucanets ate piecemeal the large fruits that exceeded their gape width, suggesting that gape size did not limit the use of any fruit by the toucans at our study sites.",89,Journal,ar,Article,100,3,3,Atlantic Forest | Frugivory | Gape size | Ramphastidae | Seed dispersal | Toucan,13817,undefined,0,FALSE,8,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035009264,SCOPUS_ID:0035009264,2-s2.0-0035009264,"Cave faunas in the Atlantic tropical rain forest: Composition, ecology, and conservation",Trajano E.,Biotropica,00063606,32,4 B,882-893,2000-12-01,Dec-00,10.1111/j.1744-7429.2000.tb00626.x,"I present a comparative analysis of the cave fauna composition for two karst areas in the Atlantic tropical rain forest: the extensively studied Ribeira Valley, southeastern Brazil, and the small and poorly known Rio Pardo region, southern Bahia state, northeastern Brazil. These regions also are compared to other Brazilian karst areas. The cave fauna from Rio Pardo appears to be more similar to the fauna of other tropical caves in the Caatinga and Cerrado domains than to the cave fauna of the subtropical Ribeira Valley. Ecological data, including probable trophic relationships, are presented, and special conservation problems related to karst areas, with examples from the Atlantic rain forest cave taxa, are discussed.",49,Journal,ar,Article,100,1,1,Atlantic rain forest | Cave fauna | Conservation,13817,undefined,0,FALSE,9,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035006888,SCOPUS_ID:0035006888,2-s2.0-0035006888,Hummingbird-pollinated floras at three Atlantic forest sites,Buzato S.,Biotropica,00063606,32,4 B,824-841,2000-12-01,Dec-00,10.1111/j.1744-7429.2000.tb00621.x,"We studied 86 species of hummingbird-pollinated flowers and their pollinators at a coastal lowland site and two highland rain forest sites in southeastern Brazil. The Jaccard index for hummingbird-pollinated floras showed greater floristic similarity between the two highland communities than between floras of high altitudes and that of near sea level. The lowland site had slightly greater richness than either of the two highland sites. Bromeliaceae was the most important family, accounting for ca 36 percent of the bird-pollinated species and comprising 33 percent of the richest flowers. The plant populations bloomed annually for the most part. Both the wet lowland and the dry highland floras showed flowering seasonality, whereas the cloud highland flora had aseasonal flowering. A hermit hummingbird was the major pollinator in the lowland community. A hermit and a non-hermit hummingbird shared most of the floral resources in the two highland communities. Hermit hummingbirds are the major pollinators of hummingbird-pollinated floras in the Atlantic rain forests of southeastern Brazil. These areas may be as rich as Central and other South American areas in hummingbird-pollinated flowers, and altogether present an older development history when compared to the North American flora.",184,Journal,ar,Article,100,3,3,Atlantic Rain Forest | Bird-pollinated flowers | Hummingbird pollination | Southeastern Brazil,13817,undefined,0,FALSE,10,NA,NA
