@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/18144432487,SCOPUS_ID:18144432487,2-s2.0-18144432487,Toxicity and neutralization of venoms from Peruvian snakes of the genera Bothrops and Lachesis (Serpentes: Viperidae),Incio Ruiz R.,Revista de biología tropical,00347744,41,3 A,351-357,1993-01-01,Dec 1993,"The lethal potencies (Median Lethal Dose) of the venoms of Peruvian snakes (Bothrops atrox, Bothrops barnetti, Bothrops pictus and Lachesis muta muta) were determined in mice by using intravenous and intraperitoneal routes of injection. In addition, the neutralizing ability of three antivenoms (bothropic polyvalent, bothropic bivalent and lachetic) was studied by preincubation-type experiments. B. pictus venom had the highest lethality by the intraperitoneal route whereas B. atrox venom had the highest lethality when tested by the intravenous route. The three antivenoms were effective in neutralizing lethality of the homologous venoms. Bivalent antivenom was more effective than polyvalent antivenom in the neutralization of B. pictus venom. On the basis of these findings, the use of bivalent bothropic antivenom is recommended in the Pacific coastal regions of Perú, whereas polyvalent bothropic antivenom is recommended in the oriental jungle regions of the country.",6,7701074,Journal,ar,Article,100,5,5,13567,undefined,0,FALSE,1
true,https://api.elsevier.com/content/abstract/scopus_id/0348211555,SCOPUS_ID:0348211555,2-s2.0-0348211555,"Chemical and nutritional composition in the marine snail Strombus gracilior (Mesogastropoda: Strombidae) of various sizes and sexes in Playa Panamá, Costa Rica",Jiménez-Arce G.,Revista de biología tropical,00347744,41,3 A,345-349,1993-01-01,Dec 1993,"74 individuals of ""cambute"" (Strombus gracilior), were collected in Playa Panamá (10 degrees 35' 45""N, 85 degrees 40' 09"" W), Costa Rica. The sex ratio was 1:1 and the size range 70-80mm (total length). The yield was 80% of edible meat. The average values of the macroconstituents to both sizes were: water 72.6% males and 70.9% females; 19.09g% protein in males and 26.89g% in females; carbohydrates 1.85g% males and 1.35g% females; 0.44g% crude fiber both males and females; within ashes there wre variations (2.30-3.71g%) among size and sex. Fat reached a maximum value of 0.94 and 0.91g% (length 80mm) for males and females respectively. In minerals, maximum values for the Na and K of 1440.88 and 1898.33 micrograms/g respectively were obtained for 80mm males; females of the same size showed values of 1376.97 micrograms/g for the Na and of 2393.09 micrograms/g for K; the other minerals (Cu, Mg, Fe) had lower values in relation to the above but the normal according to the literature.",7,7701073,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,2
true,https://api.elsevier.com/content/abstract/scopus_id/0027903701,SCOPUS_ID:0027903701,2-s2.0-0027903701,Mesophilic clostridia from soil of the Central Plateau of Costa Rica,Rodríguez E.,Revista de biología tropical,00347744,41,3 A,365-369,1993-01-01,Dec 1993,"Thirty soil samples from the Central Plateau of Costa Rica yielded 710 isolates of 34 clostridia species. These were Clostridium lituseburense, C. oceanicum and C. sardiniense (100, 73, and 60%, respectively). The toxigenic species of the genus were present in at least one sample, except for C. botulinum, C. chauvoei and C. spiroforme. Diversity per sample (4-12 species) exceeded what has been reported in similar studies. No correlation has been found between the presence of a species and soil characteristics (organic matter, type of soil, pH, precipitation, altitude).",4,7701076,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,3
true,https://api.elsevier.com/content/abstract/scopus_id/0027903639,SCOPUS_ID:0027903639,2-s2.0-0027903639,A new Coelomomyces pathogenic to mosquitoes in Costa Rica.,Lichtwardt R.,Revista de biología tropical,00347744,41,3 A,407-410,1993-01-01,Dec 1993,"A new species of fungus belonging to the lethal genus Coelomomyces, C. neotropicus, is described and illustrated. It was found parasitizing larvae of two species of Culicidae, Culex pilosus and Aedes sp., in a lowland tropical wet forest swamp in northeast Costa Rica.",4,7701081,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,4
true,https://api.elsevier.com/content/abstract/scopus_id/0027903535,SCOPUS_ID:0027903535,2-s2.0-0027903535,Effects of lyophilization on four biological activities of Bothrops atrox venom (Serpentes: Viperidae),Villegas L.,Revista de biología tropical,00347744,41,3 B,851-853,1993-01-01,Dec 1993,"Fresh venom was obtained by milking both sexes of adult Bothrops atrox snakes. Four biological activities were studied in both fresh and freeze dried venom: local hemorrhagic in guinea pig skin, proteolytic upon casein (caseinolytic), esterasic upon TAME and fibrinogen clotting activity. All activities were detected in fresh venom: Hemorrhagic (DHM = 0.93, DHR = 9.75 micrograms protein), caseinolytic (0.25 U kunitz/mg protein), esterasic (0.70 U/mg protein) and clotting activity (75.7 U NIH/mg protein). After freeze drying, all the biological activity of B. atrox venom enzymes decreased: hemorrhagic, caseinolytic and clotting activity in 50% and the esterasic activity only in 15%. Our results show that lyophylization decreases several important biological activities in snake venom related to a decrease in the venom enzymatic activities.",5,7886256,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,5
true,https://api.elsevier.com/content/abstract/scopus_id/0027902590,SCOPUS_ID:0027902590,2-s2.0-0027902590,Contamination of bovine milk with residues of inhibitory substances in Costa Rica.,Monge R.,Revista de biología tropical,00347744,41,3 B,855-856,1993-01-01,Dec 1993,NA,3,7886257,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,6
true,https://api.elsevier.com/content/abstract/scopus_id/0027902477,SCOPUS_ID:0027902477,2-s2.0-0027902477,Genetic diversity and racial mixture in Amerindians from Costa Rica and Panama,Barrantes R.,Revista de biología tropical,00347744,41,3 A,379-384,1993-01-01,Dec 1993,"The genetic diversity of nine Amerindian tribes (Boruca, Bokota, Bribrí, Cabecar, Guatuso, Guaymí, Huetar, Kuna and Teribe) from Costa Rica and Panama were analyzed using 48 loci of enzymatic systems, blood groups and serum proteins. The average heterozygosity (H) and the frequency of polymorphisms (P) for this assemblage are relatively low (H = -0.055; P = 0.217). The genetic differentiation within tribes is also low with the exception of the Cabecar (Gst = 0.049). However it is high between tribes (Gst = 0.073). These populations have some racial admixture and negro and caucasian genes are present in different frequencies (1-30%) depending on their ecological and cultural background. Mating systems and random genetic drift should explain these results. In a broad sense the genetic diversity of these Chibchan tribes are similar to others from South America which use different languages.",14,7701078,Journal,ar,Article,100,1,1,13567,undefined,0,FALSE,7
true,https://api.elsevier.com/content/abstract/scopus_id/0027902462,SCOPUS_ID:0027902462,2-s2.0-0027902462,Clostridium botulinum in Costa Rica soils,Gamboa M.,Revista de biología tropical,00347744,41,3 A,359-363,1993-01-01,Dec 1993,"Thirty soil samples from the Pacific Dry Forest, the Caribbean lowlands and the Central Plateau of Costa Rica yielded seven cases with botulinal toxins. Of these, five were type C, one A and one B. Type C samples were from the Dry Pacific coastal area, others from the Caribbean lowlands. C. botulinum was isolated from three out of seven positive soil samples. The main reason for the poor recovery of C. botulinum from toxigenic samples is attributable to a low concentration of spores in the samples, because the toxin detection method required ten bacterial spores. An association was found between the presence of C. botulinum and low contents of organic matter (p < 0.05), but not with pH or soil type (p > 0.05).",6,7701075,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,8
true,https://api.elsevier.com/content/abstract/scopus_id/0027902403,SCOPUS_ID:0027902403,2-s2.0-0027902403,The swarming phenomenon of Clostridium tetani.,Hernández F.,Revista de biología tropical,00347744,41,3 B,857-859,1993-01-01,Dec 1993,NA,6,7886258,Journal,ar,Article,100,2,2,13567,undefined,0,FALSE,9
true,https://api.elsevier.com/content/abstract/scopus_id/0027901571,SCOPUS_ID:0027901571,2-s2.0-0027901571,Reactivity of sera from Chagas patients to extracts of mexican Trypanosoma cruzi isolates,Monteón V.M.,Revista de biología tropical,00347744,41,3 B,861-865,1993-01-01,Dec 1993,"An antigenic extract prepared from four different Mexican isolates of Trypanosoma cruzi cultured on BHI (three came from human cases-Agripina, Fidelfa and Ninoa, and other from triatoma-Cocula) were assayed with human sera. ELISA results always were consistent with clinical diagnosis. Sera from patients with a diagnosis of Chagas disease were reactive and non-chagasic sera were negative. Western blot of chagasic sera recognized antigens of molecular weight > 81 kd, 81 kd, 54 kd, 42 kd, and 26 kd. Sera with high OD in ELISA reacted with more peptide bands. The soluble extract antigens prepared from Mexican isolates of T. cruzi and from the Brazilian Y strain have an homogenous and similar reactivity.",7,7886259,Journal,ar,Article,100,3,3,13567,undefined,0,FALSE,10
