@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0024944735,SCOPUS_ID:0024944735,2-s2.0-0024944735,Territory selection in a desert grasshopper: the maximization of conversion efficiency on a chemically defended shrub,Greenfield M.D.,Journal of Animal Ecology,00218790,58,3,761-771,1989-01-01,1989,10.2307/5122,"Ligurotettix coquilletti (Acrididae: Gomphocerinae) is an oligophagous grasshopper found mostly on creosote bush Larrea tridentata in the deserts of SW North America. Adult males defend individual host-plants as mating territories. Preferred shrubs, used as territories each year, are distinguished by low concentrations of the phenolic compound nordihydroguaiaretic acid. Adult males suffered high mortality on ""avoided' shrubs due to starvation and consequent desiccation. Mortality of females did not differ between preferred and ""avoided' shrubs, but between 7-14 days post-eclosion females grew at significantly slower rates on avoided shrubs. The low growth rates of females on avoided shrubs were attributable to low conversion rates of digested food. Adult males that survived on ""avoided' shrubs, and both male and female nymphs, showed similar reduction in conversion rates of digested food. Certain substances in the foliage of ""avoided' Larrea shrubs presumably have a toxic effect on metabolic processes in L. coquilletti. Variation in host-plant quality had both a direct effect on the growth of male L. coquilletti and an indirect effect on their expected encounter rates with females. Consequently, a high degree of inter-male competition occurs over the territorial ownership of preferred shrubs. -from Authors",17,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,1
true,https://api.elsevier.com/content/abstract/scopus_id/0024943939,SCOPUS_ID:0024943939,2-s2.0-0024943939,Resource utilization and territoriality in group-living capybaras (Hydrochoerus hydrochaeris),Herrera E.,Journal of Animal Ecology,00218790,58,2,667-679,1989-01-01,1989,10.2307/4855,"Groups of capybaras living in the seasonally flooded savannas of Venezuela showed seasonal shifts in habitat use in relation to changes in availability of favourable habitat (mainly grassland) caused by the alternation of drought and flooding. Group home-ranges were stable; certain activities (eg resting, grazing, wallowing) were largely restricted to specific localities within each range. Although groups fed on the most favourable habitat in relation to its availability, individuals fed for similar amounts of time in this habitat irrespective of its availability per head. Groups of capybaras were territorial. Territory size varied between 5-16 ha (10.4±3.7 ha) and was positively correlated with group size. All home-ranges (1 exception) had a section of each of 4 major habitat types. The areas of 2 of these habitat types (bush scrub and low-lying grassy patches) correlated significantly with group size. The area of bushy scrub in each home-range correlated with the reproductive success of females occupying it. These 2 habitats are essential for survival in the dry season (grassy patches) and wet season (bushy scrub). Capybaras depend upon access to permanent surface water. Where there is such water, territories are configured to encompass sufficient resources to ensure survival under widely different seasonal conditions. -from Authors",101,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,2
true,https://api.elsevier.com/content/abstract/scopus_id/0024932655,SCOPUS_ID:0024932655,2-s2.0-0024932655,Survival of eggs in the gypsy moth Lymantria dispar. II. Oviposition site selection in changing environments,Higashiura Y.,Journal of Animal Ecology,00218790,58,2,413-426,1989-01-01,1989,10.2307/4839,"Geographical variation in oviposition site of the gypsy moth was studied in 5 regions in Japan. Eggs were laid in tree canopies in the regions without snow, but both above and beneath the snow in snowy regions. In snowy regions, oviposition sites beneath the snow had the benefit of producing higher egg mass survival only under high levels of avian predation. Predation pressure on egg masses created unpredictably changing oviposition environments for females, which deposit only one mass in summer. A simple model, based on the Levins fitness set approach, is described for anlysing the pattern of geographical variation. The new approach to oviposiiton site selection focuses away from the use of instantaneous fitness values as a measure of adaptiveness and towards the use of long-term fitness values measured in unpredictably changing environments. Females seemed to have the same probability of oviposition above the snow in each regional population. Avian predation was regarded as a selective mechanism in the oviposition behaviour of the gypsy moth. -from Author",25,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,3
true,https://api.elsevier.com/content/abstract/scopus_id/0024931657,SCOPUS_ID:0024931657,2-s2.0-0024931657,Movement patterns and morphometrics in giant tortoises,Swingland I.,Journal of Animal Ecology,00218790,58,3,971-985,1989-01-01,1989,10.2307/5136,"Intraspecific differences in movement and body shape in Aldabran tortoises Geochelone gigantea were investigated. Individuals are generally faithful to a particular movement pattern; individuals which migrate to the coast are longer and narrower than those that are relatively sedentary; and individuals of both shapes die inland but only those that are shorter and wider die on the coast. These latter animals are all near the age of sexual maturity (c23 yr). The proportion of migratory tortoises changes with age; the proportion of migrators in the older and young/immature age groups appearing higher than in middle-aged groups. Males migrate to the coast in proportionally larger numbers. Although we cannot distinguish differences in shell shape in immature tortoises, which migrate in quite significant numbers, such differences are apparent in older animals. Shape differences are probably principally associated with the influence of habitat (or lifetime track) rather than simply a function of age. There are 4 possible models which may explain a system controlling the determination of an individual's movement pattern: a mixed strategy within an individual (an individual mixed strategy), a mixed strategy within a population (a genetic polymorphism), a conditional strategy or a learnt movement pattern. -from Authors",15,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,4
true,https://api.elsevier.com/content/abstract/scopus_id/0024928561,SCOPUS_ID:0024928561,2-s2.0-0024928561,Food quality for detritivores in streams of contrasting pH,Groom A.,Journal of Animal Ecology,00218790,58,3,863-881,1989-01-01,1989,10.2307/5129,"Leaves of alder Alnus glutinosa and beech Fagus sylvatica were conditioned in an acid and a circumneutral stream. Respiration rate of microbes on leaf surfaces conditioned in circumneutral water was greater than on those from acid water for the first 8-16 days of exposure in the same stream; this corresponded to differences in microbial biomass. C:N ratios were lower in the neutral conditioned leaves of both species. For alder, differences due to leaf conditioning persisted for c14 days of exposure in the same stream. Aluminium, scarce at first, accumulated markedly on all leaves during conditioning. During further exposure Al content increased in alder only, the rate being greater in the acid stream. Invertebrate animals colonized the leaf bags in both streams, although erratically in the circumneutral stream. In the acid stream, there was faster colonization of neutral than there was of acid-conditioned alder over the first 8 days of exposure. Feeding on acid or neutral-conditioned leaves of both species produced no significant difference in growth of the caddis Lepidostoma hirtum but the stonefly Nemurella pictetii grew faster on neutral-conditioned litter. Reduction in food quality could account for the reduced productivity of acid streams, and also for some of the differences in their invertebrate species composition, but the distribution of N. pictetii is not due to food quality. -from Authors",69,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,5
true,https://api.elsevier.com/content/abstract/scopus_id/0024928145,SCOPUS_ID:0024928145,2-s2.0-0024928145,Serial effects of host infestation on egg allocation by the Mediterranean fruit fly: a rule of thumb and its functional significance,Papaj D.,Journal of Animal Ecology,00218790,58,3,955-970,1989-01-01,1989,10.2307/5135,"Prior infestation of host kumquats Fortunella japonica with the eggs of Ceratitis capitata had a number of effects on the oviposition behaviour of conspecific flies. Overall, infestation markedly reduced the rate at which clutches were laid by a female searching within a host tree. Egg infestation decreased the probability that a female 1) bored with her ovipositor after landing on a fruit and 2) deposited a clutch once oviposition-boring was initiated, and 3) deposited additional clutches at new sites on the fruit before leaving. Egg infestation also decreased duration of an oviposition (and thus probably clutch size) and tended to decrease the persistence with which a female foraged on fruit. Infestation had no effect on the persistence with which a female foraged within a tree or on the rate at which a female landed on fruit. A simple rule of thumb for response by Mediterranean fruit flies to egg infestation is presented. This rule implies that different foraging traits such as clutch size and giving up time are mechanistically related and should not be treated independently in foraging theory. Both survival to pupation and the expected fecundity of survivors decreased progressively as egg density in host fruit was artificially increased, suggesting that progeny deposited in egg-infested fruit have lower fitness than progeny deposited in uninfested fruit. -from Authors",45,Journal,ar,Article,100,3,3,29544,undefined,0,FALSE,6
true,https://api.elsevier.com/content/abstract/scopus_id/0024927793,SCOPUS_ID:0024927793,2-s2.0-0024927793,Intraspecific life-history variation in Lymnaea peregra (Gastropoda: Pulmonata). I. Field study,Lam P.,Journal of Animal Ecology,00218790,58,2,571-588,1989-01-01,1989,10.2307/4849,"By comparing the dynamics of 3 neighbouring populations (Sheaf, Rivelin and Don) of Lymnaea peregra, the extent to which interpopulation differences in life history are due to environmental factors was examined. The Don population started breeding earlier, and had longer breeding seasons than the Sheaf and Rivelin populations. The Sheaf population was bivoltine while the Rivelin and Don populations were univoltine. Members of the summer cohort of the Sheaf population had higher growth rates and reproductive outputs. Sheaf and Rivelin snails had higher mortality rates than Don snails in winter. Lower temperatures and faster currents accounted for the higher mortality rates at the Sheaf and Rivelin sites. Food availability was important for growth rates and number of breeding bouts per year. -from Authors",32,Journal,ar,Article,100,2,2,29544,undefined,0,FALSE,7
true,https://api.elsevier.com/content/abstract/scopus_id/0024927221,SCOPUS_ID:0024927221,2-s2.0-0024927221,A model of population dynamics for the fruit fly Drosophila melanogaster with density dependence in more than one life stage and delayed density effects,Rodriguez D.,Journal of Animal Ecology,00218790,58,2,349-365,1989-01-01,1989,10.2307/4835,"Pre-adult survival decreased with pre-adult density. Adult fecundity decreased with both pre-adult density and adult crowding. These effects were used to construct a model of density-dependent population dynamics, which predicts the number of pre-adults for each generation in a population with 2 life stages and non-overlapping generations. Populations of small size and non-overlapping generations were maintained for 9 generations. Numbers of eggs and adults showed sustained, erratic fluctuations. A deterministic version of the dynamical model predicts rapid approach to equilibrium and cannot explain such fluctuations. Predictions of a stochastic version of the dynamical model, however, agree with the observed behaviour of the experimental populations. Oscillations in numbers are interpreted as a consequence of random fluctuations. -from Author",28,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,8
true,https://api.elsevier.com/content/abstract/scopus_id/0024924144,SCOPUS_ID:0024924144,2-s2.0-0024924144,"Population regulation in the wood mouse, Apodemus sylvaticus. I. Density dependence in the annual cycle of abundance",Montgomery W.,Journal of Animal Ecology,00218790,58,2,465-475,1989-01-01,1989,10.2307/4842,"The annual dynamics of Apodemus sylvaticus in woodland were remarkably consistent with numbers decreasing in spring, remaining relatively stable during early summer, and increasing in late summer and autumn, in 87%, 71% and 88% of the available data, respectively. Stability in population size in summer was produced by low densities. Instantaneous rate of population change per week was negatively correlated with initial population size during periods when numbers normally increased. Density dependence accounted for up to 61% of variation in instantaneous rate of population change. Intrinsic mechanisms contributing to this effect are likely to include variation in rates of reproduction and dispersal with density of overwintered males and females. Following greater peak abundance the rate of decline over winter was less severe, atrributable to the positive influence of increased food supply on abundance in autumn and early winter and survival of mice over winter. There was no evidence of density dependence in the chronology of the termination of the spring decline or the onset of autumn increase. The end of the autumn increase was negatively related to initial autumn density, ie peak abundance was later following lower densities in late summer. Density-dependent effects during the increase phase of the annual cycle are sufficient to regulate population size by promoting population recovery from very low summer densities and limiting peak abundance in early winter. In years of maximum seed production, however, density dependence may be overridden. -from Author",43,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,9
true,https://api.elsevier.com/content/abstract/scopus_id/0024921994,SCOPUS_ID:0024921994,2-s2.0-0024921994,"Individual differences, parasites, and the costs of reproduction for bighorn ewes (Ovis canadensis)",Festa-Bianchet M.,Journal of Animal Ecology,00218790,58,3,785-795,1989-01-01,1989,10.2307/5124,"In SW Alberta, ewes that raised sons did not experience a decrease in reproductive sucess the following year, but their faecal output of lungworm (Protostrongylus spp.) larvae increased relative to ewes that raised daughters. Ewes were seldon known to produce sons in consecutive years. This result could be explained by either an alteration of the birth sex ratio, or differential mortality of sons born in the year after their mother had produced a son. Ewes that lactated at 2yr of age appeared to be in better condition, and were more likely to lactate at 3 yr of age, than ewes that did not lactate at 2 yr. Overall, reproductive success in one year did not aversely affect reproduction the following year. Lactating ewes had greater faecal counts of lungworm larvae than non-lactating ewes. Ewes that had produced a lamb at 2 yr of age were more likely to diet during a pneumonia epizootic that ewes that had not lambed at 2 yr. A decrease in resistance to parasites and pathogens appears to be a consequence of reproduction. -from Author",180,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,10
true,https://api.elsevier.com/content/abstract/scopus_id/0024921897,SCOPUS_ID:0024921897,2-s2.0-0024921897,"Ecology: where genes and geography meet. Presidential address to the British Ecological Society, December 1988",Berry R.,Journal of Animal Ecology,00218790,58,3,733-759,1989-01-01,1989,10.2307/5121,"The detection and analysis of pattern has long been a major preoccupation of ecologists, and significant advances in understanding have resulted, but many patterns reduce to little more than the effect of fairly trivial ordering processes operating on randomness. There is a sense in which ecological succession is simply an expression of island biogeography, or vice versa. Opportunism is probably much more important in natural systems than is generally appreciated. It is clearly manifest in colonization and founder differentiation; it is just as important in selection response (eg when disease or climatic stress strikes). Optimization theory has contributed to a better understanding of many ecological areas, eg life-history theory and, feeding strategy, but needs generalizing to include the overall concept of biotic interactions with habitat templets. All organism-habitat interactions are dependent on genetic factors, and can be modified by genetic change. Although it is possible to derive complex coevolutionary models, it is simpler and perhaps more useful to regard all such interactions as straightforward gene-environment ones. Four landmarks to guide our dissection are: faith that general principles can be deduced and that we are not inevitably subject to an inchoate morass of data; that ability to make predictions is not necessarily the only proper goal in ecology; that ecology is an ""unrestricted science', and we neglect variation at our peril; but above all, a recognition that ecology, like evolutionary biology, is a synthesis of disciplines. -from Author",19,Journal,ar,Article,100,1,1,29544,undefined,0,FALSE,11
true,https://api.elsevier.com/content/abstract/scopus_id/0024921736,SCOPUS_ID:0024921736,2-s2.0-0024921736,Long-term decline in fecundity in a snow goose population: evidence for density dependence?,Cooch E.,Journal of Animal Ecology,00218790,58,2,711-726,1989-01-01,1989,10.2307/4858,"A population of lesser snow goose Chen caerulescens caerulescens has been studied at the breeding colony at La Perouse Bay, Manitoba. Annual mean clutch size, adjusted for annual variation in mean laying data and intraspecific nest parasitism, has declined significantly by 0.72 eggs, or 16% of the initial annual mean, from 1968 to the present. Annual rates of egg loss due to predation, egg hatchability, and fledging success have remained unchanged. The rate of the long-term decline in mean clutch size was independent of female age and breeding experience, and was not related to systematic changes in the age structure of the breeding population. Individual females had clutch size declines parallel to the decline of the population mean. Mean clutch size is negatively correlated with the size of both the breeding colony and the total flyway population, both of which have increased significantly. The decline in clutch size may reflect increased intraspecific competition for food during spring migration. -Authors",59,Journal,ar,Article,100,4,4,29544,undefined,0,FALSE,12
