@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0023529262,SCOPUS_ID:0023529262,2-s2.0-0023529262,"Variations in soil phosphorus in the fynbos biome, South Africa",Witkowski E.,Journal of Ecology,00220477,75,4,1159-1171,1987-01-01,1987,10.2307/2260320,The phosphorus status of the soils of the south-western Cape excluding the Fernwood soils of the strandveld and the alluvial soils of limestone lowland fynbos is low. -from Authors,91,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,1
true,https://api.elsevier.com/content/abstract/scopus_id/0023519804,SCOPUS_ID:0023519804,2-s2.0-0023519804,"Dominance and suppression, size-dependent growth and self- thinning in a natural Impatiens capensis population.",Schmitt J.,Journal of Ecology,00220477,75,3,651-665,1987-01-01,1987,10.2307/2260197,"At natural density, size distributions became more hierarchical as the plants grew, while in thinned plots there was no such increase: size distributions therefore became significantly more hierarchical in control plots than in thinned plots. In control plots, the relative growth rate of individuals was positively correlated with initial plant size and many of the smaller plants had negative growth rates. In thinned plots, relative growth rate was negatively correlated with plant size and all plants had positive growth rates. Survivorship was significantly lower in control plots. Individual longevity increased with plant size in both treatments, but the relationship was much stronger at natural density. Dominance and suppression thus influence size-hierarchy development in dense, natural Impatiens capensis populations. Small, suppressed plants lose biomass through leaf abcission and senesce more rapidly than large plants during self-thinning.-from Authors",112,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,2
true,https://api.elsevier.com/content/abstract/scopus_id/0023519794,SCOPUS_ID:0023519794,2-s2.0-0023519794,Conifer and angiosperm fine-root biomass in relation to stand age and site productivity in Douglas-fir forests.,Vogt K.,Journal of Ecology,00220477,75,3,857-870,1987-01-01,1987,10.2307/2260210,"Fine-root biomass were determined in an age sequence (range 13-160 yr) of 8 high-productivity and 7 low-productivity Pseudotsuga menziesii stands in W Washington. No significant changes in total (conifer plus angiosperm) root biomass occurred among the different stand ages within each productivity class. Of the total fine-root biomass, however, the proportion of angiosperm to conifer roots varied significantly when stands were in the 'tree initiation' and 'competitive tree-stem exclusion' stages of stand development. Conifer fine-root biomass reached a peak at canopy-closure in both low- and high-productivity stands. After canopy closure, conifer fine-root and foliage biomass levelled off as basal area continued to increase in the low-productivity stands, but conifer fine-root biomass decreased as basal area increased and foliage biomass levelled off in the high-productivity stands. At all stand ages, the low-productivity stands had significantly more total (conifer plus angiosperm) fine-root biomass than those of high-productivity. At canopy closure and later stages of stand development, a significantly higher conifer fine-root biomass was maintained in low-productivity compared to high-productivity stands. Conifer fine-root biomass was positively related to litterfall lignin content, litterfall lignin:N ratio and forest-floor N content in low-productivity stands.-from Authors",122,Journal,ar,Article,100,6,6,29602,undefined,0,FALSE,3
true,https://api.elsevier.com/content/abstract/scopus_id/0023519180,SCOPUS_ID:0023519180,2-s2.0-0023519180,"Soil and vegetation of the Keen of Hamar serpentine, Shetland.",Carter S.P.,Journal of Ecology,00220477,75,1,21-42,1987-01-01,1987,10.2307/2260534,"Vegetation was classified by TWINSPAN into 9 groups. Groups, I, II, IV and V were closed vegetation of pasture and heath types; Groups VI-IX were open debris type vegetation; Group III had intermediate characteristics between the closed and open vegetation groups. Some soils are derived from serpentine drift material and others from bedrock. The drift soils were formerly more widespread on the Keen but are now restricted to the lower slopes. Vegetation groups I, II, IV and V occur drift-derived soils; VI-IX on bedrock-derived soils; and III on both. The open debris vegetation is maintained because colonization of the debris is retarded. The unusual weathering of the dunite serpentine rock produces shallow coarse-textured skeletal soils. The physical nature of these soils and absence of groundwater are likely to result in frequent drought for plants and this factor is emphasized as being an important likely cause of retarded colonization of debris.-from Authors",27,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,4
true,https://api.elsevier.com/content/abstract/scopus_id/0023518881,SCOPUS_ID:0023518881,2-s2.0-0023518881,Fire and flood at Holme Moss: erosion processes in an upland blanket mire.,Tallis J.,Journal of Ecology,00220477,75,4,1099-1129,1987-01-01,1987,10.2307/2260317,"Quantitative estimates of the frequency of leaves of Sphagnum and Racomitrium lanuginosum in the various peat cores are compared, with the aid of a dating template based on the pollen diagrams, and used to infer conditions on the mire surface at different times in the past. Pollen-stratigraphic data indicate that peat erosion has been active on Holme Moss for 4-5 centuries, and has involved several distinct episodes. The current mire vegetation has developed subsequent to these episodes of erosion, and represents the effects of air pollution and intense sheep grazing superimposed on an already eroded ecosystem. The main peat gullies probably originated following clearance of forest from the surrounding hillslopes in the 11th century, but certain gullies were probably not incised until the 18th or 19th century; and considerable areas of Holme Moss were still unaffected by gullying when renewed Sphagnum growth in the 16th century led to the formation of a Sphagnum-dominated mire surface over much of the W half of the moss. A freak cloudburst in July 1977 may have caused extensive damage to the margins of the peat blanket, and accentuated existing erosion features. The significance of burning is also suggested.-from Author",64,Journal,ar,Article,100,1,1,29602,undefined,0,FALSE,5
true,https://api.elsevier.com/content/abstract/scopus_id/0023518255,SCOPUS_ID:0023518255,2-s2.0-0023518255,Changes in litterfall along a gradient in altitude.,Reiners W.,Journal of Ecology,00220477,75,3,629-638,1987-01-01,1987,10.2307/2260195,"Above-ground litterfall was measured in stands along a 700 m gradient in altitude in the White Mountains, New Hampshire. Vegetation changed along this gradient from deciduous forest, to coniferous forest, to krummholz. The pattern of change with altitude for annual deposition of deciduous leaf, total leaf and total fine litterfall was an initial steep decline from 670-870 m, associated with the decrease in deciduous trees. From 1000-1295 m, deposition of these litterfall components remained constant. A 2nd steep decline occurred between 1295-1370 m where the mainly coniferous forest became reduced to low krummholz. In contrast, coniferous leaf litterfall incresed steeply from 670-870 m, was roughly flat to 1295 m, and then also declined in the krummholz zone. This pattern reflected the distribution of coniferous trees across the gradient.-from Authors",23,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,6
true,https://api.elsevier.com/content/abstract/scopus_id/0023517937,SCOPUS_ID:0023517937,2-s2.0-0023517937,"Temporal and environmental patterns of reproduction in Zamia skinneri, a tropical rain forest cycad.",Clark D.,Journal of Ecology,00220477,75,1,135-149,1987-01-01,1987,10.2307/2260540,"At the La Selva Biological Station, Costa Rica, the ability to reproduce and the sex of reproductive Zamia plants were related to plant size (females > males > non-reproductives) and to the amount of incident light, as indicated by the openness of the surrounding canopy. For females, cone size, length of the receptive period and frequency of cone production were greater for larger plants. Larger males produced more numerous and larger cones, released pollen over a longer period and produced cones more frequently. Males began releasing pollen before the 1st female was receptive. Individual males were reproductively active for longer periods than individual females were receptive. In primary forest, potential reproductive success of males was related to a temporal aspect of reproductive effort. Males with more cones shed pollen over a longer period and overlapped temporally with more females. In primary forest, there were 2 major reproductive episodes in 6yr of adult-sized plants, <20% produced cones in each episode. Only 26% of adult-sized plants produced cones during the 6yr. The sex ratio of reproductively-active plants in primary forest was strongly male-biased. In secondary forest, where incident light was higher, a much higher proportion of the adult-sized individuals produced cones during the 6yr period (73% vs 26% in primary forest), and there were 3 major reproductive episodes.-from Authors",86,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,7
true,https://api.elsevier.com/content/abstract/scopus_id/0023516633,SCOPUS_ID:0023516633,2-s2.0-0023516633,A test for spatial pattern in vegetation using a Monte-Carlo simulation.,Galliano E.F.,Journal of Ecology,00220477,75,4,915-924,1987-01-01,1987,10.2307/2260303,Monte-Carlo simulation allows the testing of null hypotheses and the estimation of confidence intervals for any previously defined pattern analysis statistics. The test was applied with Hill's local variance and Galiano's new local variance analyses to 6 artificial sets of data and to data from Spanish oligotrophic grasslands in 3 different stages of ecological succession.-from Authors,12,Journal,ar,Article,100,3,3,29602,undefined,0,FALSE,8
true,https://api.elsevier.com/content/abstract/scopus_id/0023516355,SCOPUS_ID:0023516355,2-s2.0-0023516355,Some considerations for the use of visual estimates of plant cover in biomonitoring.,Kennedy K.,Journal of Ecology,00220477,75,1,151-157,1987-01-01,1987,10.2307/2260541,The magnitude of changes required to detect air pollution effects was determined by an error analysis of visual estimates of plant cover in a Pinus contorta var. latifolia stand in W Canada. Changes in the vegetation need to be >20% before they can be attributed to factors other than annual fluctuation and measurement error. This uncertainty may be a limiting factor in the utilization of plant cover estimates for biomonitoring. -from Authors,114,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,9
true,https://api.elsevier.com/content/abstract/scopus_id/0023516298,SCOPUS_ID:0023516298,2-s2.0-0023516298,Forty years of change in Lady Park Wood: the old growth stands.,Peterken G.,Journal of Ecology,00220477,75,2,477-512,1987-01-01,1987,10.2307/2260429,"The 35-ha stand of mixed native broadleaves at Lady Park Wood, Forest of Dean, Gloucestershire, was designated as an unmanaged nature reserve in 1944. It had for centuries been treated as coppice or coppice-with-standards to survive unaffected by significant planting. Most of the stand has been largely untouched since 1902, and is dominated by trees dating from 1800-1900; this old growth stand is the subject of this paper. Until the 1970s the stand remained undisturbed, increasing in basal area and decreasing in density. Beech Fagus sylvatica steadily increased in dominance by faster growth, lower mortality or both than other trees. The shrub stratum was almost eliminated. Only on the precipitous lower slopes, where beech was uncommon and the stand was perpetually disturbed by trees falling from insecure footholds, were other species generally dominant and the shrub layer vigorous. In the early 1970s disease struck the elms Ulmus spp and thus further opened the woodland on the lower slopes. In the openings created by this and earlier falls, regeneration has been patchy. The severe summer drought of 1976 killed many mature beeches and greatly reduced the vigour of the rest. As a result, the canopy of the stand on the dry upper slope has disintegrated in patches and openings have been increased by windthrow. This process was still continuing in 1983, by which date regeneration had not started. The succession towards beech dominance has been abruptly halted, and the most likely beneficiaries are ash Fraxinus excelsior and lime Tilia spp. -from Authors",65,Journal,ar,Article,100,2,2,29602,undefined,0,FALSE,10
