@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0020462341,SCOPUS_ID:0020462341,2-s2.0-0020462341,Vertical habitat use by Eleutherodactylus frogs ( Leptodactylidae) at two Costa Rican localities.,Miyamoto M.,Biotropica,00063606,14,2,141-144,1982-01-01,1982,10.2307/2387744,"Three patterns of space/time use were recognized: diurnal and ground-active, nocturnal and ground-active, and noctural and aboreal. Juveniles and adults of each species characteristically followed similar patterns. At both localities, diurnal frogs were exclusively ground-active, whereas at night all individuals were arboreal (except for the rugulosus group). This shift may be tied to physiological constraints (humidity) during the day and selection for call sites at night. -from Author",14,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,1
true,https://api.elsevier.com/content/abstract/scopus_id/0020450597,SCOPUS_ID:0020450597,2-s2.0-0020450597,Reproductive biology of an andromonoecious Solanum (S. palinacanthum Dunal).,Coleman J.,Biotropica,00063606,14,1,69-75,1982-01-01,1982,10.2307/2387763,"Solanum palinacanthum is andromonoecious and self-sterile. Pollination is by bees, the probable principal pollinating genera being Xylocopa, Centris, Eulaema and Oxaea. The principal floral attractants are color, and aroma. Pollen is the only pollinator reward. The relative frequencies of male and hermaphroditic flowers undergo a seasonal variation which is caused primarily by a decreased production of male flowers during the latter half of the season. The high frequency of male flowers coincident with the peak flowering period may be adaptive in preventing excessive fruit set. Cross-pollination is promoted by the flower structure and the strongly asynchronous flowering pattern of individuals in association with the andromonoecious condition.-from Authors",26,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,2
true,https://api.elsevier.com/content/abstract/scopus_id/0020447975,SCOPUS_ID:0020447975,2-s2.0-0020447975,"The pattern of colonization of epiphytes on calabash trees ( Crescentia alata HBK.) in Guanacaste Province, Costa Rica.",Yeaton R.,Biotropica,00063606,14,2,137-140,1982-01-01,1982,10.2307/2387743,"Four orchid species were dominant in the epiphyte community, showing a distinct order of colonization of calabash trees, with Oncidium cebolleta colonizing first, Encyclia cordigera second, Brassavola nodosa third, and Laelia rubescens fourth. This colonization pattern may be due to the quantity of propagules produced by each species. -from Authors",50,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,3
true,https://api.elsevier.com/content/abstract/scopus_id/0020435133,SCOPUS_ID:0020435133,2-s2.0-0020435133,"Singing schedules and sites for a tropical burrowing cricket ( Anurogryllus muticus) ( Fort Sherman, Panama).",Walker T.,Biotropica,00063606,14,3,220-227,1982-01-01,1982,10.2307/2388028,"Collectively males of A. muticus at Fort Sherman, Panama, called throughout the night; however, individual males seldom called >3 hr. Some males called close to their burrows and retreated into them when approached; others called on the ground away from any burrow and usually moved 1-6 m at intervals during their calling period. Males remained faithful to type of calling site on consecutive nights, and burrow-calling males used approximately the same calling periods. Individualized specialization as to time or calling may result from calling being energy costly and receptive females flying during most of the night. -from Authors",19,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,4
true,https://api.elsevier.com/content/abstract/scopus_id/0020432589,SCOPUS_ID:0020432589,2-s2.0-0020432589,Food-foraging behavior of male Euglossini ( Hymenoptera: Apidae): vagabonds or trapliners?,Ackerman J.,Biotropica,00063606,14,4,241-248,1982-01-01,1982,10.2307/2388080,"The nectar-foraging behavior of male euglossine bees was studied at a population of Calathea latifolia (Marantaceae) on Barro Colorado Island, Panama. Several marked males of Exaerete smaragdina and Euglossa imperialis foraged at C. latifolia on a daily basis. Immigration rates were low, and the site fidelity of bees was high. Selection of inflorescences by the marked individuals was not random. The bees learned specific locations of inflorescences at which they consistently foraged and ignored nearby inflorescences. The sequence of inflorescences visited was not the same within or between days nor were the foraging routes uni-directional. Foraging bouts of both male and female bees did not conform to rigid time schedules. Thus, male euglossine bees are not necessarily as transient and vagabond as previously portrayed. Those males that are site-constant forage in a fashion reminiscent of the traplining behavior once described for females. Euglossine bees may change their foraging habits as shifts in resource availability and dispersion occur. -from Authors",68,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,5
true,https://api.elsevier.com/content/abstract/scopus_id/0020432422,SCOPUS_ID:0020432422,2-s2.0-0020432422,"An analysis of prey consumed by the anuran, Leptodactylus fallax, from Dominica, West Indies.",Brooks G.,Biotropica,00063606,14,4,301-309,1982-01-01,1982,10.2307/2388091,"The major food item, a cricket (Amphiacusta sp.), occurred in 59% of all frogs and comprised 21% of all items and 31% of total dry weight of food. Millipedes, coleopterans and gastropods were also important groups of prey. Estimated mean caloric intake was higher in females (2.45 Kcal) than in males (2.10 Kcal) but was similar when adjusted for body weight. There was no appreciable difference between sexes in the mean length and mean number of prey items per frog. Frogs collected during the dry season contained more opilionids and vertebrates than those collected during the wet season; other types of prey were eaten in comparable amounts in both seasons. Mean prey length per frog in both sexes and mean dry weight of prey per frog, in females only, were positively, significantly correlated with mouth width; mean number of items per frog in both sexes was not. The largest frogs consumed a higher percentage of large items (= or >40 mm) than smaller frogs, yet, in addition, consumed many small items (= or <15 mm). Possible competition between large and small individuals and the lack of cannibalism are discussed. -from Author",10,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,6
true,https://api.elsevier.com/content/abstract/scopus_id/0020432217,SCOPUS_ID:0020432217,2-s2.0-0020432217,Successional patterns associated with slash-and-burn agriculture in the upper Rio Negro region of the Amazon Basin.,Uhl C.,Biotropica,00063606,14,4,248-254,1982-01-01,1982,10.2307/2388082,"Weeds established just as readily in plots with Manihot esculenta (the principal crop plant of the region) present as in plots with M. esculenta removed. Repeated farm-plot weedings caused woody plants to decline in numbers and biomass and herbaceous plants to increase. Forbs and grasses dominated immediately following farm site abandonment, but by one year these had begun to senesce and fast-growing successional woody species (particularly Vismia spp) were common. Standing crop biomass at one year was 773 g dry weight m-2. Several microhabitat types were present on abandoned farm sites. Grasses and forbs showed no microhabitat preference, whereas successional woody individuals had their best establishment near slash and under fruit trees. -Authors",99,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,7
true,https://api.elsevier.com/content/abstract/scopus_id/0020431740,SCOPUS_ID:0020431740,2-s2.0-0020431740,Bite force as a basis for niche differentiation between rain forest peccaries ( Tayassu tajacu and T. pecari) ( Peru).,Kiltie R.,Biotropica,00063606,14,3,188-195,1982-01-01,1982,10.2307/2388025,"A lever model of jaw action indicates that the maximum bite force of white-lipped peccary Tayassu pecari should be at least 1.3 times that of collared peccary T. tajacu on food items of a given size. This prediction is consistent with the measured resistances of seeds and nuts that are eaten by the 2 species at a rain forest site in SE Peru. Such a difference in bite force, in association with differences in group size and digging ability, may be a basis for coexistence of species in Neotropical rain forests. -from Author",122,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,8
true,https://api.elsevier.com/content/abstract/scopus_id/0020429438,SCOPUS_ID:0020429438,2-s2.0-0020429438,Temporal variability in atmospheric nutrient influx to a tropical ecosystem.,Kellman M.,Biotropica,00063606,14,1,1-9,1982-01-01,1982,10.2307/2387753,"The daily input of plant macronutrients in bulk precipitation was measured at Siguatepeque, Honduras. Total annual inputs of all elements were small relative to those recorded elsewhere in the tropics, a difference attributed to the low rainfall of the area, elevation, and remoteness from the ocean. Input patterns were highly irregular, with most of the annual influx of each element taking place on only a few rain days. A major influx of all elements was recorded at the start of each wet season; one period of exceptionally high cation input during the wet season is tentatively attributed to volcanic activity. Effective capture of nutrients by ecosystems probably requires rapid plant uptake. -from Authors",41,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,9
true,https://api.elsevier.com/content/abstract/scopus_id/0020429435,SCOPUS_ID:0020429435,2-s2.0-0020429435,Leaf structure of Jamaican upper montane rain-forest trees.,Tanner E.,Biotropica,00063606,14,1,16-24,1982-01-01,1982,10.2307/2387756,Leaves of 50 tree species from five montane rain-forest types at c.1500 m in Jamaica were examined microscopically. -from Authors,35,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,10
