@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0034495837,SCOPUS_ID:0034495837,2-s2.0-0034495837,"Short-term effects of cyclone impact and long-term recovery of tropical rain forest on Kolombangara, Solomon Islands",Burslem D.F.R.P.,Journal of Ecology,00220477,88,6,1063-1078,2000-12-01,2000,10.1046/j.1365-2745.2000.00517.x,"1 We evaluate the effects of large-scale disturbance on tropical tree communities by examining the population dynamics of all individuals > 4.9 cm in diameter at breast height (d.b.h.) of 12 tree species over 30 years (1964-94) in lowland tropical rain forest on Kolombangara, Solomon Islands. 2 During the study period Kolombangara was struck by four cyclones between 1967 and 1970. The last cyclone caused most damage to canopy structure. Mortality in the 6-month interval spanning the first cyclone was 7.0% of all trees, while mean annual mortality for all other intervals (including those spanning other cyclones) was 1.4-2.2% year-1. Mortality varied between species but was independent of topography and geographical location. 3 Recruitment increased from very low rates (median 0.0% year-1) before the first cyclone to median values of 1.6-3.2% year-1 during 1971-79, i.e. following a lag period of 3.5-8 years after the first cyclone. Recruitment rates were higher on plots showing greater mortality rates during this cyclone. Recruitment and mortality rates were still higher in 1994 than they had been before the 1967-70 cyclones. 4 Mean annual mortality rates were positively correlated with mean annual recruitment rates across species. This relationship reflects a continuum of life-history characteristics and contributes to constancy in the relative abundance of the 12 species when the same sets of plots are compared over all measurement intervals up to 30 years. 5 We conclude that cyclone impacts have only short-term effects on the relative abundance of common tree species on Kolombangara, and do not therefore prevent the establishment of an equilibrium rank abundance hierarchy or create spatial variation in tree species composition. Differences in forest composition across Kolombangara are more likely to have been caused by differential anthropogenic disturbance linked to settlement patterns.",100,Journal,ar,Article,100,3,3,Cyclone | Demography | Disturbance | Human impact | Long-term measurement | Relative abundance | Solomon Islands | Tropical rain forest,29602,undefined,1,TRUE,all,All Open Access,1
true,https://api.elsevier.com/content/abstract/scopus_id/0034495790,SCOPUS_ID:0034495790,2-s2.0-0034495790,Macrophyte decline in Danish lakes and streams over the past 100 years,Sand-Jensen K.,Journal of Ecology,00220477,88,6,1030-1040,2000-12-01,2000,10.1046/j.1365-2745.2000.00519.x,"1. Freshwater habitats in cultivated and densely populated lowland regions of Europe have experienced profound changes during the last 100 years. We take advantage of the long interest in aquatic plants in Denmark to compare the submerged flora in lakes and streams in 1896 and 1996. 2. Most of the lakes which contained a diverse submerged vegetation 100 years ago now have the high phytoplankton biomasses and summer transparencies below 2.0 m characteristic of eutrophication. The majority of 17 lakes included in both old and recent studies have lost all or most of their submerged species. Species richness for those lakes that were vegetated did not, however, differ significantly between old and recent studies. 3. Species richness declined markedly in the 13 streams included in both studies. Over all sites, there was also a significant decline of species richness per locality. Potamogeton species declined from 16 to 9, despite an 8-fold increase in the number of sites surveyed. 4. Similar compositions and rank-abundances of Potamogeton species in lakes and streams studied 100 years ago reflect suitable growth conditions and mutual exchange of propagules. Today, low habitat diversity and frequent disturbance in streams and low recruitment from lakes favours only robust, fast-growing species capable of regrowth following weed cutting and dredging. 5. A positive interspecific relationship observed in the contemporary stream vegetation between mean local abundance and number of occupied sites was probably promoted by redistribution of plants as a result of disturbance and efficient dispersal in the interconnected stream network. 6. The freshwater macrophyte flora in north-west Europe presently includes a high proportion of rare species which are threatened by extinction. Both species typical for oligotrophic conditions (e.g. P. filiformis and P. polygonifolius) and another group of large, slow-growing species (e.g. P. alpinus, P. lucens, P. praelongus and P. zosterifolius), were once common but are now infrequent, while other transient species have remained rare (e.g. P. acutifolius, P. colouratus, P. densus and P. rutilus). The presence of many species that barely survive in small and distant populations will make re-assembly of submerged aquatic communities difficult.",201,Journal,ar,Article,100,4,4,Disturbance | Eutrophication | Freshwater macrophytes | Historical changes,29602,undefined,1,TRUE,all,All Open Access,2
true,https://api.elsevier.com/content/abstract/scopus_id/0034495789,SCOPUS_ID:0034495789,2-s2.0-0034495789,Shifts in trait-combinations along rainfall and phosphorus gradients,Fonseca C.R.,Journal of Ecology,00220477,88,6,964-977,2000-12-01,2000,10.1046/j.1365-2745.2000.00506.x,"1 If different factors inhibiting plant growth, e.g. low rainfall or low soil nutrients, were to select for species that have similar constellations of traits, then the unfavourable factors might usefully be grouped together as 'stress'. 2 We offer a method for assessing this issue. A species mixture at a site is described by a point on a plane with two traits as axes. Change along an environmental gradient is then represented as a trajectory across the trait-plane. Trajectories along different environmental gradients are compared. 3 We measured leaf width, specific leaf area (SLA) and mature canopy height for the 386 perennial species found at 46 sites spread along rainfall and soil total phosphorus gradients in south-eastern Australia. Each trait was lognormally distributed across species within sites, hence the mean of log10(trait) satisfactorily described the species mixture at each site. 4 Combinations of assemblage-mean leaf width with SLA followed similar trajectories as rainfall and soil total P decreased. For these traits in this setting, the method indicated that low rainfall and low soil P favour similar trait-combinations. 5 Mature plant height also decreased along both rainfall and soil P gradients, and thus was positively correlated with leaf width and SLA at the level of assemblage means. The rainfall trajectories involving height behaved differently from the soil P trajectories, especially at rainfalls below c. 400 mm year-1, where assemblage-mean height declined much further than at low soil P. 6 Across all species, traits were only very loosely correlated (r2 from 0.04 to 0.17). For leaf width and SLA, evolutionary divergences were positively correlated, both before and after cross-correlation with divergence in rainfall and soil P Was removed. This latter measures evolutionary divergence correlation within habitat. For height the picture was more complicated. Considering these within-habitat divergence correlations, species that were taller at maturity tended to have lower SLA and leaf width. This pattern is the reverse of the broad geographical correlation of assemblage means, showing that the patterns across assemblages result from species being selectively sifted from the regional flora into sites, not from evolutionary or cross-species correlations. 7 The trait-combination trajectory approach showed some commonalities between low soil nutrient and low rainfall habitats with regard to traits favoured in species occurring there, but also some differences. The approach has potential for clarifying which environmental factors can usefully be grouped together as 'stress', and which trait combinations can usefully be regarded as part of a syndrome favoured by stress.",333,Journal,ar,Article,100,4,4,Ecological strategies | Environmental gradients | Leaf width | Plant height | Sclerophylly | Specific leaf area | Stress | Trade-offs,29602,undefined,0,FALSE,NA,NA,3
true,https://api.elsevier.com/content/abstract/scopus_id/0034495691,SCOPUS_ID:0034495691,2-s2.0-0034495691,Spatial growth and population dynamics of a perennial tussock grass (Achnatherum calamagrostis) in a badland area,Guàrdia R.,Journal of Ecology,00220477,88,6,950-963,2000-12-01,2000,10.1046/j.1365-2745.2000.00504.x,"1 Achnatherum calamagrostis (L.) Beauv. is a perennial, tussock forming grass which is conspicuously successful as a pioneer in badlands in submediterranean areas. We analysed its population dynamics using a matrix population model that is intermediate between traditional demographic models and fully spatially explicit models. 2 Tussocks are considered as a set of spatial units, each classified according to the number and state (seedling, juvenile or adults) of the tillers it contains. The growth rate (Λi) determined from the model estimates the spatial spread of A. calamagrostis as a rate of increase in the number of occupied quadrats. 3 We constructed six projection matrices from data for populations on two substrate types, in 2 years with differing climatic conditions and considering the whole life cycle or eliminating sexual reproduction or vegetative multiplication. 4 All the matrices predicted growth rates greater than one. Sexual reproduction was an important process for spatial spread in A. calamagrostis, unlike many other perennial grasses. In contrast, new colonization by vegetative reproduction contributed little to spatial growth of populations, although some expansion may still be possible in the absence of sexual reproduction. 5 A. calamagrostis, like other tussock-forming plants, exhibits a conservative tactic of slow spread. Tiller dynamics serve mainly for consolidation and maintenance of the plant in already occupied space and sexual reproduction is the main way to ensure colonization of new safe-sites. Climatic conditions influenced growth rates which increased during non-drought years above the near maintenance value seen in drought years.",32,Journal,ar,Article,100,3,3,Clone | Elasticity analysis | Matrix models | Sexual reproduction | Temporal variability,29602,undefined,0,FALSE,NA,NA,4
true,https://api.elsevier.com/content/abstract/scopus_id/0034494758,SCOPUS_ID:0034494758,2-s2.0-0034494758,Below-ground ectomycorrhizal community structure in a recently burned bishop pine forest,Grogan P.,Journal of Ecology,00220477,88,6,1051-1062,2000-12-01,2000,10.1046/j.1365-2745.2000.00511.x,"1 The effects of wildfire ash on ectomycorrhizal (EM) associations were investigated by sampling bishop pine (Pinus muricata, D. Don) seedlings from control and ash-removed plots 1.5 years after a severe fire in a northern Californian P. muricata forest. The below-ground community composition of EM at the site was characterized using molecular techniques (PCR-RFLP and nucleotide sequencing). 2 A total of 30 fungal taxa were observed, many of which differed in their distribution between treatment and control seedlings. However, most of the taxa that were distinctive to either treatment or control seedlings occurred only once across the site, precluding statistical detection of potential ash effects on EM community composition. There were no significant effects of ash removal on plot-level mycorrhizal community richness or diversity, and there were no distinct treatment-related clusters in a principal components analysis. 3 Analysis of the combined data indicated that numbers of fungal taxa per seedling, numbers of successive root depth increments colonized by the same taxon, and distances to neighbouring seedlings colonized by the same taxon, were randomly distributed across the site for the majority of mycorrhizal fungi. These distributional patterns suggest that the post-fire mycorrhizal community structure on P. muricata arose primarily from Successful colonization by randomly distributed point-source fungal inocula within the upper mineral soil layer of the forest floor. 4 By comparison with pre-fire studies from similar P. muricata sites nearby, our data indicate that severe wildfire disturbance resulted in marked changes in mycorrhizal community composition, and a sharp increase in the relative biomass of ascomycetous fungi.",124,Journal,ar,Article,100,3,3,Ash | Diversity | Fire | Fungi | Mycorrhizas | P. muricata | Spatial distribution,29602,undefined,1,TRUE,all,All Open Access,5
true,https://api.elsevier.com/content/abstract/scopus_id/0034493855,SCOPUS_ID:0034493855,2-s2.0-0034493855,Influence of pressurized ventilation on performance of an emergent macrophyte (Phragmites australis),Vretare V.,Journal of Ecology,00220477,88,6,978-987,2000-12-01,2000,10.1046/j.1365-2745.2000.00505.x,"1 Pressurized ventilation, which increases gas exchange between aerial and submerged plant parts, has been found in various emergent macrophyte species. We investigated the potential for this mechanism to affect growth, morphology and biomass allocation in Phragmites australis in glasshouse experiments. 2 Inhibition of pressurized ventilation by perforation of stems above the water surface resulted in decreased oxygen concentrations in stem bases and rhizomes. Perforation caused little mechanical damage. 3 Allometric methods were used to evaluate treatment effects on biomass allocation and morphology. 4 Inhibition of pressurized ventilation resulted in decreased allocation to below-ground weight and decreased rhizome penetration into the substrate in two of three experiments. Treatment also decreased growth rate, rhizome length and number of rhizomes when substrate had a high organic content. In the third experiment, growth clearly decreased in deep water, although inhibition of pressurized ventilation did not affect growth, biomass allocation or morphology at either of the water depths tested. 5 Decreased allocation to below-ground parts and decreased rhizome lengths may be adaptations to allow the oxygen concentration in roots and rhizomes to be maintained above a critical level when the oxygen supply is low. 6 Pressurized ventilation may improve the performance of P. australis but only under certain conditions (e.g. not when growth rate is low or the substrate has a high redox potential).",30,Journal,ar,Article,100,2,2,Allometry | Biomass allocation | Convective flow | Oxygen | Rhizome architecture,29602,undefined,0,FALSE,NA,NA,6
true,https://api.elsevier.com/content/abstract/scopus_id/0034493801,SCOPUS_ID:0034493801,2-s2.0-0034493801,The role of Equisetum in nutrient cycling in an Alaskan shrub wetland,Marsh A.S.,Journal of Ecology,00220477,88,6,999-1011,2000-12-01,2000,10.1046/j.1365-2745.2000.00520.x,"1 Although plants of Equisetum spp. are generally thought to be of little value to ecosystems, a study of a cold-temperate Alaskan shrub wetland showed that they acquired and cycled phosphorus and other nutrients more efficiently than other plant community members. While Equisetum plants represented only 5% of the above- and below-ground biomass in the community, they contained 16% of the P and 24% of the K. 2 Equisetum plants accounted for 29% of the P and 39% of the K in annual community foliage litterfall. Over a 2-year period, losses from Equisetum litter contributed 55, 41, and 75% of the P, K and Ca litter inputs into soil nutrient pools. 3 The ability of different species of Equisetum to acquire nutrients is linked to their deep rooting habit. While the majority of their roots and rhizomes, and particularly the fine roots, were located in the C horizon, the majority of roots and rhizomes of other species were located in the overlying O horizon. The biomass of Equisetum plants was also correlated with edaphic characteristics of the C horizon. 4 The absorption of nutrients from the C horizon by Equisetum helped bring P and other minerals to the soil surface, increasing the amount of minerals in the O horizon and thus making them potentially available to other species, including Myrica gale, Salix spp., and Carex spp. Productivity in this community is limited by P and N, and the ability of Equisetum to act as a nutrient pump may help explain why its net primary productivity is high for a cold-temperate wetland.",37,Journal,ar,Article,100,4,4,Biogeochemistry | Decomposition | Horsetail | Phosphorus | Potassium | Root distribution,29602,undefined,0,FALSE,NA,NA,7
true,https://api.elsevier.com/content/abstract/scopus_id/0034493079,SCOPUS_ID:0034493079,2-s2.0-0034493079,Plant diversity affects culturable soil bacteria in experimental grassland communities,Stephan A.,Journal of Ecology,00220477,88,6,988-998,2000-12-01,2000,10.1046/j.1365-2745.2000.00510.x,"1 Utilization of carbon sources by culturable soil bacteria can be assessed with BIOLOG microtiter plates (contain 31 C sources). We used this technique to investigate bacterial community structure at various levels of plant diversity. Plant diversity levels were replicated and we investigated the influence of three plant functional groups, grasses, legumes and non-leguminous herbs, as well as the influence of individual plant species. 2 Catabolic activity and catabolic diversity of culturable soil bacteria were used to estimate their density (abundance) and functional diversity, respectively. Both increased linearly with the logarithm of plant species number and with the number of plant functional groups in experimental grassland ecosystems. These effects may have been caused by an increased diversity and quantity of material and energy flows to the soil. They may also have been mediated by increased diversity of soil microhabitats via a stimulation of the soil fauna. 3 The presence of particular plant species or functional groups in the different experimental communities stimulated the activity and functional diversity of the culturable soil bacteria in addition to their contribution via plant diversity. The legume Trifolium repens had the strongest effect and may be regarded as a keystone species with regard to plant-microbial interactions in the systems studied.",209,Journal,ar,Article,100,3,3,Bacterial activity | Bacterial diversity | BIODEPTH | Keystone species | Log-linear diversity effect | Plant diversity,29602,undefined,0,FALSE,NA,NA,8
true,https://api.elsevier.com/content/abstract/scopus_id/0034492950,SCOPUS_ID:0034492950,2-s2.0-0034492950,Myrica gale L.,Skene K.,Journal of Ecology,00220477,88,6,1079-1094,2000-12-01,2000,10.1046/j.1365-2745.2000.00522.x,NA,36,Journal,ar,Article,100,4,4,NA,29602,undefined,0,FALSE,NA,NA,9
true,https://api.elsevier.com/content/abstract/scopus_id/0034491586,SCOPUS_ID:0034491586,2-s2.0-0034491586,"Population dynamics of Vulpia ciliata: Regional, patch and local dynamics",Watkinson A.,Journal of Ecology,00220477,88,6,1012-1029,2000-12-01,2000,10.1046/j.1365-2745.2000.00507.x,"1. Data on the population dynamics of the annual grass Vulpia ciliata were collected at three levels, from the scale of the regional population down to small (10 × 10 cm) patches. We use these data to explore the degree to which fine scale processes influence large scale patterns of abundance. 2. Populations were characterized by their persistence, despite their small size. The mean half-life of populations was estimated to be around 45 years. Most populations are small (a few m2) in area, with only a few as large as a hectare in size. 3. Population regulation occurs as a consequence of density-dependent seedling recruitment. This reduces population growth by up to 87%. The nature of this density dependence appeared to be essentially the same across sites and years. 4. Interactions with perennial vegetation also significantly affected population dynamics, through reducing seedling recruitment and survival, and on average depressed population growth by a further 30% at one site and by up to 96% in another population. 5. Plants were aggregated and densities were positively spatially autocorrelated. This tends to buffer patches against extinction. Mean seed production per plant, was also significantly spatially autocorrelated; however, the strength of this was minor. 6. Data on small-scale extinction showed that disturbance is an important determinant of the distribution of numbers of plants within subplots. Comparison of the distribution of subplot densities with the results of a spatial simulation model suggested that disturbance at a relatively large scale (at least 20 × 20 cm) impacts on dynamics at the population scale. 7. An integro-difference equation model for patch expansion shows that populations are constrained to an area no larger than around 100m2 on a time-scale relevant to the dynamics of this species (about 20 years). 8. We conclude that the most characteristic features of dynamics at the regional scale, namely the persistence and very small spatial size of individual populations, can be readily explained by processes operating at small spatial scales.",46,Journal,ar,Article,100,3,3,Density dependence | Interspecific competition | Metapopulation dynamics | Population regulation | Spatial dynamics,29602,undefined,1,TRUE,all,All Open Access,10
