@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0022856436,SCOPUS_ID:0022856436,2-s2.0-0022856436,A zone of overlap and hybridization between two ground cricket species.,Howard D.J.,Evolution,00143820,40,1,34-43,1986-01-01,1986,10.1111/j.1558-5646.1986.tb05715.x,"Allonemobius fasciatus and A. socius (Orthoptera: Gryllidae) meet in a contact zone of variable width that extends from the East Coast to at least Ohio. In the Allegheny Mountains, where appropriate habitats for a species adapted to a northern climate and a species adapted to a southern climate are patchily distributed and widely intermingled, the zone is at least 200 km. Along the coastal plain of New Jersey, where appropriate habitats are not as widely intermingled, the zone is 5-100 km. Where the zone is broader, levels of hybridization appear reduced. -from Author",127,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,1,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022855599,SCOPUS_ID:0022855599,2-s2.0-0022855599,Sex-ratio manipulation in color-banded populations of zebra finches.,Burley N.,Evolution,00143820,40,6,1191-1206,1986-01-01,1986,10.1111/j.1558-5646.1986.tb05744.x,"In Poephila guttata, significant correlations were found between attractiveness of leg-band color and sex ratio of offspring. Parents effect secondary sex-ratio manipulation through selective rejection of young, usually within 6 days of hatching.-from Author",141,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,2,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022855344,SCOPUS_ID:0022855344,2-s2.0-0022855344,Patterns of fruit-set: what controls fruit-flower ratios in plants?,Sutherland S.,Evolution,00143820,40,1,117-128,1986-01-01,1986,10.1111/j.1558-5646.1986.tb05723.x,"Fruit-set values for 447 species of plants were examined for variations due to compatibility, breeding system, life form, latitude, type of fruit, and type of pollination. Results indicate significant differences between self-compatible and self-incompatible species in terms of 1) average fruit-set and 2) the effect of the independent variables. Breeding system, life form, and latitude were the only significant independent variables for self-incompatible species; fruit type and latitude were found to be significant for self-compatible plants. Selective-abortion and bet-hedging hypotheses may be important factors contributing to the low fruit-set in self-incompatible plants, while the male-function hypothesis may explain the lower fruit-flower ratios in hermaphrodites. -from Author",210,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,3,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022854638,SCOPUS_ID:0022854638,2-s2.0-0022854638,"Reproductive cost, age-specific survival and a comparison of the reproductive strategy in two European tits (genus Parus).",Ekman J.,Evolution,00143820,40,1,159-168,1986-01-01,1986,10.1111/j.1558-5646.1986.tb05727.x,"Verified a survival cost for willow tit Parus montanus males; nonbreeding males survived better than males attending a brood. Theory also predicts a smaller clutch size in birds that are less successful in transforming reproductive investments into mature offspring. As predicted, crested tits P. cristatus, suffering a higher nest predation rate, laid smaller clutches than willow tits. The generally lower survival rate of willow tit adults may largely be attributed to their higher reproductive commitment (larger willow tit clutch size). In willow tits there was a positive correlation between average clutch size and juvenile survival rate (density-dependent) the ensuing year, suggesting that willow tits may adjust clutch size in response to changing survival prospects for their young by using the breeding density as a cue.-from Authors",53,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,4,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022851857,SCOPUS_ID:0022851857,2-s2.0-0022851857,Linkage disequilibrium and a contact zone in Plethodon cinereus on the Del-Mar-Va Peninsula.,Wynn A.H.,Evolution,00143820,40,1,44-54,1986-01-01,1986,10.1111/j.1558-5646.1986.tb05716.x,"Based on the presumed nature of regional climates during the late Pleistocene, it is suggested that the climate was inhospitable for P. cinereus on the Del-Mar-Va Peninsula at the Wisconsin maximum. It is postulated that, after the Laurentide ice sheet receded c 14 000 yr BP, the peninsula was invaded by populations of P. cinereus form the N and S. When the 2 forms of P. cinereus met, a secondary zone of contact was produced. -from Author",8,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,5,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022850455,SCOPUS_ID:0022850455,2-s2.0-0022850455,"Genetic analysis of a hybrid zone between the fire-bellied toads, Bombina bombina and B. variegata, near Cracow in southern Poland.",Szymura J.M.,Evolution,00143820,40,6,1141-1159,1986-01-01,1986,10.1111/j.1558-5646.1986.tb05740.x,Analysis suggests a barrier to gene flow of 220 (48-415) km. This would substantially delay neutral introgression but would have little effect on advantageous alleles; the 2 taxa need not evolve independently. Strong selection is needed to maintain such a barrier: hybrid populations must have their mean fitness reduced by a factor of 0.65 (0.60-0.77). This selection must be spread over a large number of loci to account for the concordant patterns and the observed cline widths. -from Authors,387,Journal,ar,Article,100,2,2,22104,undefined,0,FALSE,6,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022850452,SCOPUS_ID:0022850452,2-s2.0-0022850452,Clinal variation associated with edaphic ecotones in hybrid populations of Gaillardia pulchella.,Heywood J.S.,Evolution,00143820,40,6,1132-1140,1986-01-01,1986,10.1111/j.1558-5646.1986.tb05739.x,"The variety pulchella of the outcrossing annual composite Gaillardia pulchella consists of 2 edaphic races in central Texas which are divergent for 1 morphological and 4 electrophoretic characters. Recent proliferation on roadsides and in pastures has led to hybridization between races. Analysis of character variation revealed significant clinal variation associated with edaphic ecotones. The width of these clines varied among characters in a consistent pattern. This pattern is probably the result of different characters experiencing different effective selection regimes, with narrower clines reflecting greater differentials in effective selection. -from Author",22,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,7,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022849468,SCOPUS_ID:0022849468,2-s2.0-0022849468,"Some models for development, growth, and morphometric correlation.",Riska B.,Evolution,00143820,40,6,1303-1311,1986-01-01,1986,10.1111/j.1558-5646.1986.tb05753.x,"Genetic and phenotypic correlations between morphometric traits can be a direct consequence of shared developmental history and common systems of growth regulation. Correlation between traits, therefore, need not imply direct functional or adaptive constraints on those traits. Useful models of the developmental origins of correlations will consider mechanisms that can reduce initially high correlation of traits that arise from a single developmental precursor. Several models presented here predict such correlations for different modes of fission of a precursor. Timing of developmental events may also affect correlations and respond to selection on adult traits. -from Author",115,Journal,ar,Article,100,1,1,22104,undefined,0,FALSE,8,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0022849457,SCOPUS_ID:0022849457,2-s2.0-0022849457,Variation in male reproductive investment and male reproductive success in white spruce.,Schoen D.J.,Evolution,00143820,40,6,1109-1120,1986-01-01,1986,10.1111/j.1558-5646.1986.tb05737.x,"Results support an assumption made in theoretical models of selection on mating system modifiers regarding the relationship between male investment and male reproductive success. They also support the hypothesis that male reproductive success in wind-pollinated species, such as Picea glauca, continues to increase substantially with increasing male reproductive investment. -from Authors",112,Journal,ar,Article,100,2,2,22104,undefined,1,TRUE,9,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0022848270,SCOPUS_ID:0022848270,2-s2.0-0022848270,Variable selection on the timing of germination in Collinsia verna ( Scrophulariaceae).,Kalisz S.,Evolution,00143820,40,3,479-491,1986-01-01,1986,10.1111/j.1558-5646.1986.tb00501.x,"Overall, selection favored early-germinating plants in the 1st year. The primary determinant of the relationship of the timing of germination to fitness was fecundity selection, rather than viability selection on seedlings. Fecundity selection was responsible for 54-80% of the change in the mean time of germination. Significant disruptive selection characterized the 2nd field season, again mediated mainly through fecundity selection. There was also temporal and spatial heterogeneity in selection on this character. -from Author",185,Journal,ar,Article,100,1,1,22104,undefined,1,TRUE,10,all,All Open Access
