@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/84979085510,SCOPUS_ID:84979085510,2-s2.0-84979085510,Anatomical changes in roots and hypocotyls of Prosopis ruscifolia (Fabaceae) seedlings exposed to saline stress,Bravo S.,Revista de Biologia Tropical,00347744,22152075,64,3,1007-1017,2016-09-01,September 2016,10.15517/rbt.v64i3.21705,"Prosopis ruscifolia is a pioneer tree species in flooding or saline areas. The aim of this work was to assess anatomical changes in roots and hypocotyls of P. ruscifolia seedlings induced to saline stress under controlled conditions. Seeds, collected in natural forests of Western Chaco region in Argentina, were sown on paper towels moisturized with saline solutions of 100, 200 and 300 mM of NaCl, and a control group with distilled water. Four repetitions of 50 seeds per treatment were sown, located in hermetic polystyrene boxes, and included in a seeding chamber, at 27 ºC and 12 hours photoperiod. Were studied 35 seedlings from each saline concentration; these seedlings were processed 12 days after sown to obtain microscopic samples. The anatomical variables measured in roots and hypocotyls were the following: main root diameter (μm), bark thickness (μm), number of cell strata in bark, central cylinder diameter (μm), pith diameter (μm), number of cell strata in the pericycle and the tangential diameter of vessels (μm). ANOVA analysis were performed with hypocotyl and root diameters as the dependent variable, and bark thickness (μm), number of cell strata in the bark, the central cylinder diameter (μm), the pith diameter (μm), number of cell strata in the pericycle, the tangential diameter of vessels and the saline concentration as independent variables. Results showed that the root diameter decreased with increasing saline concentrations (P < 0.0001). The bark thickness decreased at 100 mM (P < 0.0001) and the number of cell strata of bark increased to 300 mM (P < 0.0002). The central cylinder diameter decreased at 100 mM saline concentration (P < 0.0001) and the number of cell strata of the pericycle and the pith diameter reduced progressively until 300 mM. The tangential diameter of vessels decreased at 300 mM. These anatomical changes suggested alterations in the expansion and cell division caused by the salinity, and could limit lateral roots formation and reserves storage. Hypocotyls did not show significant anatomical changes in response to increasing salinity, with exception of stomata position and an increase of the hypodermis thickness. These changes indicated that the water stress imposed by low osmotic potential is caused by increasing saline concentration. The seedlings of P. ruscifolia experienced anatomical changes in response to tested saline concentrations in traits related to reserve storage, the absorption and conduction of water, and lateral roots formation.",1,29461766,Journal,ar,Article,100,5,5,Prosopis ruscifolia | Salinity tolerance | Seedlings | Semiarid chaco region | Trees,13567,undefined,1,TRUE,all,All Open Access,1,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84979080380,SCOPUS_ID:84979080380,2-s2.0-84979080380,Nesting habits of Centris (Hemisiella) dichrootricha (Hymenoptera: Apidae) in the Northern Cerrado of Brazil,Carvalho G.C.A.,Revista de Biologia Tropical,00347744,22152075,64,3,1041-1056,2016-09-01,September 2016,10.15517/rbt.v64i3.17196,"The Neotropical bee Centris (Hemisiella) dichrootricha is a solitary bee that nests in pre-existing cavities that occur in the rain forest. This study describes the nesting biology of C. dichrootricha and its preference for nesting in Cerrado and gallery forest habitats. The study was conducted from January 2012 and December 2013, in Mirador State Park in the municipality of Formosa da Serra Negra, Maranhão State, Brazil. For this, wooden trap-nests of 6, 8, 10, 12, 14 and 16 mm in diameter were used; a total of 300 trap-nests were placed in the gallery forest and Cerrado areas, respectively. Traps were monitored monthly and all completed nests were collected and replaced with empty ones. The nests were then taken to the laboratory to analyze bee development and emergence, nests characteristics and parasites presence. The species used 29 of the trap-nests, which had diameters of 8, 10, 12 and 14 mm. A total of 87 C. dichrootricha specimens emerged. The nests were parasitized by two bee species, Mesocheira bicolor (Apinae) and Coelioxys sp. (Megachilinae), and one fly species, Antrax sp. (Diptera). The highest nesting incidence of 72.4 % was observed in the gallery forest, whereas only 27.6 % in the Cerrado; this difference in habitat use was significant (χ2 = 5.56; p < 0.05; DF = 1). For the nests that were built in the gallery forest, 80.9% of the soil originated from the Cerrado. The females were significantly larger than the males (F1,76 = 595.19; p < 0.001). There were 11 pollen types that belonged to six families. Pollen of the family Malpighiaceae was most frequently used, with four species represented (Byrsonima crassifolia, B. rotunda, B. spicata and Heteropterys sp.). C. dichrootricha showed a preference for nesting in cavities of various diameters in gallery forest sites. The present study provides a novel description of the nesting habits and biology of C. dichrootricha in habitats of Central/Southern Maranhão. C. dichrootricha primarily used resources from the Cerrado, including soil to build their nests, pollen and floral oils; we concluded that gallery forest and Cerrado areas are intrinsically related to the maintenance of local populations of this species.",7,29461769,Journal,ar,Article,100,4,4,Centris | Gallery forest | Pollen analysis | Solitary bee | Trap-nests,13567,undefined,1,TRUE,all,All Open Access,2,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84979073638,SCOPUS_ID:84979073638,2-s2.0-84979073638,"Effect of forest management on the herpetofauna of a temperate forest of western Oaxaca, Mexico",Aldape-López C.,Revista de Biologia Tropical,00347744,22152075,64,3,931-943,2016-09-01,September 2016,10.15517/rbt.v64i3.21525,"The development of silvicultural techniques has as main objective to maximize the production of timber, whereas at the same time minimize the impact generated during and after forest intervention in the local diversity. However, these activities change local climate, and this, in turn, alter the composition of natural communities. The effect of these changes may be greater in those taxonomic groups with high sensitivity to habitat disturbance, such as amphibians and reptiles, which are the unique terrestrial ectothermic vertebrates. The present study aims to know the differences in diversity of amphibians and reptiles in a temperate forest under two silvicultural treatments, one of low and the other of high intensity, as well as from one, five and ten years of regeneration since the last logging event, Sierra Sur of Oaxaca, Mexico. Records of 21 species of herpetofauna (six amphibians and 15 reptiles) were obtained. The total species richness was similar in both treatments; however, the composition varied between sites with different recovery times. Higher abundance of amphibian was presented on sites with the low-intensity treatment, while reptiles were more abundant at sites with intensive treatment. Compared to a mature forest without management, sites with intensive treatment have more rare species, although the values of true diversity of amphibians were similar between treatments with different intensities, while for reptiles sites under treatment showed less diversity that unmanaged site: 33 % for intensive treatment and 28 % at sites with low intensity with respect to one control site. Complementary Analysis showed a difference of 86 % between the compositions of species in sites with intensive treatment. The treatment intensity was associated with an increase in the number of species, but the way they respond to changes in habitat depends largely on the population characteristics of each species and its ability to adapt to new conditions.",5,29461027,Journal,ar,Article,100,2,2,Abundance | Diversity | Herpetofauna | Impact | Logging | Oaxaca,13567,undefined,1,TRUE,all,All Open Access,3,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84979072992,SCOPUS_ID:84979072992,2-s2.0-84979072992,"Capture and selectivity of zooplankton by Utricularia foliosa (Lentibulariaceae) in the Ciénaga de Paredes, Santander, Colombia",Solís-Parra J.S.,Revista de Biologia Tropical,00347744,22152075,64,3,1297-1310,2016-09-01,September 2016,10.15517/rbt.v64i3.21387,"Utricularia is a genus of carnivorous plants that capture a wide range of aquatic organisms. Most of these plants grow in environments with nutrients deficiency and have the ability to change the conditions of their microenvironment. The aim of this research was to study the selectivity in the zooplankton capture by Utricularia foliosa in the Ciénaga de Paredes. Our study was undertaken between February and November, 2014. We tried to determine if there is selection in the plant’s food resources by the Czekanowski’s index, and the selection degree by the Savage and Ivlev’s indexes. Additionally, we studied the possible relation between the patterns of zooplankton capture and selection, with physicochemical variables in the swamp. The Czekanowski’s index showed a food selection in plant resources throughout the flood pulse, with values between 0.28 and 0.41. We also found a significant positive selection with Savage’s index for Lecane sp., Alona sp., Ceriodaphnia sp., and Bosmina sp. (p < 0.05); similar results were obtained with Ivlev’s index. The intensity in the selection of each captured genus varied significantly between hydrological periods and between high and low water levels in the swamp. It was possible to identify some changes in the ammonia and nitrate concentration and some variability in the electric conductivity of the swamp, which influenced the captures made by U. foliosa. This is the first paper that allows an approach to understand the selection of food resources for the species, using a selectivity index, and one of the few for the genus.",3,29462545,Journal,ar,Article,100,2,2,Carnivorous plant | Ciénaga de paredes | Hydrobiology | Lentibulariaceae | Selectivity index | Utricularia foliosa,13567,undefined,1,TRUE,all,All Open Access,4,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84979072193,SCOPUS_ID:84979072193,2-s2.0-84979072193,"Dung removal by dung beetles (Coleoptera: Scarabaeidae) and macrocyclic lactone use on cattle ranches of Yucatan, Mexico",Basto-Estrella G.,Revista de Biologia Tropical,00347744,22152075,64,3,945-954,2016-09-01,September 2016,10.15517/rbt.v64i3.21044,"The expanded use of macrocyclic lactones (ML) to treat endo- and ectoparasites in cattle in tropical regions, can reduce dung beetle populations, and thus interrupt the dung removal process in cattle pasture ecosystems. During the reproductive period (the rainy season) of two functional groups of dung beetles (paracoprid and telocoprid Scarabaeinae), we compared dung removal amount in ranches where ML are and are not used in Yucatan, Mexico, through exclusion traps baited with 500 g of ML-free cow dung. On each ranch, two transects (separated by 500 m) with six traps each, were set up for 24 hours. After this time, all the dung remnants in each trap were obtained and weighed in order to record the dung removal. Results showed that dung removal amounts were similar in ranches with and without ML use. Dung beetles removed 40.1 % of all cow dung weighed. Paracoprids removed 87.46 % and telocoprids 12.54 % of all the dung that was removed. Our results indicated that the ecological function of dung beetles in the pastures studied, does not seem to be affected by the ML use, and that paracoprid species removed most of the dung. For both types of ranch, further studies that take into account the population dynamics and movement of the most important dung beetle species in the region are required, coupled with laboratory studies evaluating the effect of ML on their reproductive success. This could give some light on the effect of ML on the ecological function of this important insect group in the sustainability of cattle production systems.",10,29461028,Journal,ar,Article,100,6,6,Ivermectin | Paracoprid | Pastureland | Telocoprid,13567,undefined,1,TRUE,all,All Open Access,5,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84979071820,SCOPUS_ID:84979071820,2-s2.0-84979071820,"Spontaneous spawning, ontogeny and growth in captivity of Cynoscion squamipinnis (Perciformes: Sciaenidae)",Boza-Abarca J.,Revista de Biologia Tropical,00347744,22152075,64,3,991-1005,2016-09-01,September 2016,10.15517/rbt.v64i3.20785,"The croakers or drums are commercial species, which have been overfished in the Nicoya Gulf, Costa Rica. This study aimed to describe, for the first time, the reproduction and the ontogeny of weakfish, Cynoscion squamipinnis in captivity, in order to perform restocking and mariculture projects. Wild fish (n= 6, 1-2 Kg) were captured and maintained in the Estación de Biología Marina Juan Bertoglia Richards (Puntarenas, Costa Rica) for a two years period (October 2006- December 2008). During this period, maturation stage was monitored periodically by cannula samples in the females (n= 3) and gentle massage in males (n= 3). All fish were stocked in an 18 t tank, with aeration, 33-35 ups of salinity, and a constant temperature (29 ± 1 °C). The spawning period occurred from January to March 2009, producing 162 000 eggs in three spontaneous spawns. The fertilization percentage was 50-60%, and survival after hatching was 60-85%. The egg diameter was 0.852 mm (Standard deviation (SD)= 0.039), and oil drop of 0.269 mm (SD= 0.016). In the embryonary development, the first mitotic division (MD) was observed one hour after spawning (has), the second MD was 1:30 has, the third MD was 2:00 has, the fourth MD was 2:30 has, and fifth MD at 3:00 has. Morule was observed 3:30 has, the blastule 4:30 has, the gastrule 8:30 has, C shape at 10:00 has, and C shape at 12:00 has. After 19 has hatching larvae occurred. The total length (TL) of the larvae was 2.234 mm (SD= 0.122), and the nothochordial length (NL) was 2.179 mm (SD= 0.119). Preflexion stage was observed 49 has, flexion stage was 11 days after spawn (das) (3.767 mm LT (SD= 0.209)), and postflexion stage was 14 das (4.015 mm LT (SD= 0.302)). After 45 das, the juvenile weights 3.68 g (SD= 1.09). Hatch time of the weakfish larvae was minor than of others croaker species. The stages times of embrionary development were a little different from others croaker species, and probably respond to genetic characteristics of each species and the eggs incubation temperature. The spontaneously spawning without broodstock hormonal applications, and the juveniles production in captivity showed that weakfish is a potential species for restocking programs and mariculture projects.",0,29461765,Journal,ar,Article,100,5,5,Cynoscion squamipinnis | Ontogeny | Rearing larvae | Reproduction | Weakfish,13567,undefined,1,TRUE,all,All Open Access,6,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84979071480,SCOPUS_ID:84979071480,2-s2.0-84979071480,Cranial osteology of the genus Sclerurus (Passeriformes: Furnariidae),Guzzi A.,Revista de Biologia Tropical,00347744,22152075,64,3,1155-1170,2016-09-01,September 2016,10.15517/rbt.v64i3.21094,"The Furnariidae encompasses 293 species and has been recognized as an example of continental adaptive radiation. They inhabit biomes from deserts to humid forests at all strata and show morphological heterogeneity unparalleled among birds at any taxonomic level. Sclerurus is a uniform genus of cryptic, mainly dark brown furnariids, with short black tails which are found solitary on or near the ground inside humid forest. The aim of the present study was to describe and to compare the cranial osteology of all six Sclerurus species (S. scansor, S. mexicanus, S. guatemalensis, S. caudacutus, S. rufigularis, and S. albigularis) to identify osteological characters that are (1) unique to each species, (2) shared among species, and (3) that are exclusive to the genus when compared to other members of Furnariidae. For this, bone structures and measurements were done following standard methodologies. The results showed that Sclerurus differs from other Furnariidae in the following characteristics: a narrowed caudal portion of the nostril with a more rounded shape allowing upper’s jaw greater mobility, used when foraging on soft substrates; the development of the post-orbital process may be related to digging behavior, as the presence of a short parsphenoid rostrum projection, a reduced cerebellar prominence, and the tapered caudal portion of the nostrils. Among the species, the interorbital width is larger in S. caudacutus and S. rufigularis, than in the remaining species. The development of the post-orbital process may be related to the behavior of digging nests in earthen banks; the narrowing of the caudal portion of the nostril allows for the greater mobility of the superior maxilla, which is used by Sclerurus when foraging in soft substrates on forest grounds.",2,29461790,Journal,ar,Article,100,3,3,Anatomy | Ovenbirds | Scleruridae | Systematic,13567,undefined,1,TRUE,all,All Open Access,7,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84979057675,SCOPUS_ID:84979057675,2-s2.0-84979057675,Pollen resource and seasonal cycle of Thygater aethiops (Hymenoptera: Apidae) in an urban environment (Bogotá-Colombia),Pinilla-Gallego M.,Revista de Biologia Tropical,00347744,22152075,64,3,1247-1257,2016-09-01,September 2016,10.15517/rbt.v64i3.20909,"Thygater aethiops is a native bee that can be found in parks and gardens in diverse urban areas such as those in the city of Bogotá (Colombia). However, little is known about its biology as well as ecological adaptations to urban areas. This study aimed to describe the seasonal cycle and daily foraging activities of T. aethiops, as well as identify the pollen resources used by this bee over a year in a population nesting in an aggregation in the “Parque Nacional Enrique Olaya Herrera” in Bogotá. Changes in the nest activity were monitored weekly by counting the number of active nests in the aggregation between December/2012 and February/2014. To determine the daily foraging activity, the numbers of bees entering their nests over a period of 10 minutes every hour between 8:00 and 14:00 h were recorded. Females with pollen loads entering to their nest were captured weekly, between September/2012 and August/2013, and their pollen loads analyzed. Three nesting peaks occurred after the precipitation peaks, but the number of active nests was not correlated with precipitation. The nesting activities stopped in a large number of the active nests (20-50 % of nests) after an anthropic disturbance was registered in the nesting area. Bees forage for nectar and pollen between 8:00 and 14:00 h, with a peak at 10:00 h. Daily foraging activity changed during the study period due to anthropic disturbance. There was not a significant relationship between air temperature and the number of females entering their nests. Foraging activities did not change between the dry and rainy seasons. A total of 26 pollen types were found in 169 pollen loads. Ulex europaeus (Fabaceae) and Solanum laxum (Solanaceae) were the most abundant plants represented on the pollen load across the study period. According to these results, T. aethiops would be considered a mesolectic species. The ability of T. aethiops to use different pollen resources both native and exotic, as well as to presumably recover its population after disturbances, are characteristics that may have allowed this bee to adapt to urban environments. Knowledge on the floral resources as well as other biological features of this bee species is important to promote its conservation in urban areas.",1,29462541,Journal,ar,Article,100,3,3,Conservation | Eucerini | Solanum laxum | Ulex europaeus | Urban bees,13567,undefined,1,TRUE,all,All Open Access,8,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84979031504,SCOPUS_ID:84979031504,2-s2.0-84979031504,Micromorphology of pejibaye leaflets Bactris gasipaes (Arecaceae) var. Diamonds-10,Chacón E.S.,Revista de Biologia Tropical,00347744,22152075,64,3,1273-1285,2016-09-01,September 2016,10.15517/rbt.v64i3.19718,"Bactris gasipaes is widely cultivated for the consumption of palm hearts and fruits. The present work describes the micro morphological characteristics of leaflets from adult plants of B. gasipaes, thornless variety Diamantes-10, collected in the Diamantes Experimental Station in Guápiles, Costa Rica. We collected 25 leaflets and analyses were performed with a combination of microscopy techniques: light microscopy, scanning electron microscopy and transmission electron microscopy to study their structure. Our results showed that leaflets have abundant epicuticular wax on adaxial and abaxial surfaces. Analyses from the epidermis indicated that it is composed of isodiametric cells, and it is also evident that hypodermis cells have rectangular shape and are larger than the other epidermal cells. We observed stomata on both surfaces, but they were more abundant in the abaxial surface. On the other hand, the epidermis showed the presence of trichomes with three different morphologies. In the parenchyma, cells are large and not well defined, and we observed the presence of astroesclereids, and compact groups of fiber bundles between parenchyma cells. The central vein has several vascular bundles, arranged in a continuous manner, and they are surrounded by sclerotic tissue; some of these fibers presented live protoplasts. All minor veins showed the same anatomy as the central vein. In these veins, the vessel elements of protoxylem and metaxylem showed scalariform ornaments on their walls. Phloem is located towards the adaxial surface of the vein and we observed sieve and companion cells surrounded by fibers and parenchyma cells. The companion cells presented branched plasmodesmata attached to a sieve element, and in these elements we found protein bodies called P-protein. The main anatomical difference in the leaflets of the var. Diamantes-10, compared to the other varieties of B. gasipaes K, is the lack of thorns; the other morphological features seem to be conserved.",2,29462543,Journal,ar,Article,100,4,4,Diamantes-10 | Leaflets | Palm hearts | Peach palm | Ultrastructure | Var,13567,undefined,1,TRUE,all,All Open Access,9,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/84979025596,SCOPUS_ID:84979025596,2-s2.0-84979025596,Biomass allocation and gas exchange are affected by light conditions in endangered Cedrela salvadorensis (Meliaceae) seedlings,Antonio Guzmán Q. J.,Revista de Biologia Tropical,00347744,22152075,64,3,1143-1154,2016-09-01,September 2016,10.15517/rbt.v64i3.19606,"The determination of favorable light habitat conditions per species and life stage is transcendental, for both ex situ and in situ conservation strategies of endangered forest tree species, and for their utilization as plantation trees. This becomes especially important when planting material is scarce. We studied the multivariate responses in biomass allocation and in gas exchange to light and to CO2 in Cedrela salvadorensis seedlings, grown under similar light conditions as those this species faces in nature. During a period of 135 days, groups of ten seedlings were put under 75, 45, 15 and 3.5 % of full sun exposure obtained with neutral shade cloth, under nursery conditions. A series of biomass allocation variables and detailed gas exchange parameters (photosynthesis response curves to light and to internal carbon concentration) were measured at the end of the growth period in plants of the four treatments. According to the principal component analyses, highest values of gas exchange response were associated with the lower values of biomass allocation traits. These changes can be associated with resource-conservative and resource-acquisitive strategies, where the C. salvadorensis seedlings acclimatize their traits for the exploration and exploitation of light, to high or to dim light environment, respectively. The multivariate analyses also showed that the plants had a high performance at 45 % of light environments. These results suggest that 45 % of light environment was the optimal light habitat of this species at the tested developing stage. Our results have important implications to choose the best natural habitat for a successful establishment of C. salvadorensis. We propose practical considerations for programs of reforestation or reintroduction where this species be involved.",2,29461789,Journal,ar,Article,100,3,3,CO  response curve 2 | Endangered tree species | Light preferences | Light responses curve | Tropical trees,13567,undefined,1,TRUE,all,All Open Access,10,NA,NA
