@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0035667662,SCOPUS_ID:0035667662,2-s2.0-0035667662,Integrating vital rate variability into perturbation analysis: An evaluation for matrix population models of six plant species,Zuidema P.A.,Journal of Ecology,00220477,89,6,995-1005,2001-12-01,2001,10.1046/j.0022-0477.2001.00621.x,"1. Matrix population models are usually constructed by employing average values of vital rates (survival, growth and reproduction) for each size category. Perturbation analyses of matrix models assess the influence of vital rates or matrix elements on population growth rate. They consider the impact of either an unstandardized (sensitivity analysis) or a mean-standardized (elasticity analysis) change in a model component. Certain vital rates are intrinsically more variable than others. This variation can be taken into account in variance-standardized perturbation analysis, which applies changes to vital rates in proportion to their variability. 2. We applied variance-standardized perturbation analysis to six plant species with different life histories (a forest understorey herb, two tropical forest palms and three tropical forest trees). 1500 random values were drawn from observed frequency distributions of each vital rate in each size category, and population growth rates (λ) were calculated for each of the simulations. 3. Variability differed widely between vital rates, being particularly high for growth and reproduction. Vital rate variation was negatively correlated with its effect on λ (measured by either sensitivity or elasticity). The variation in λ resulting from the sampling procedure differed between species (with higher values in shorter-lived plants) and vital rates (with particularly high values due to variation in growth rates). 4. The relationships between λ and vital rates were close to linear. Therefore, the product of sensitivity (or elasticity) and degree of variability of a vital rate was a good estimator of the variation in λ, explaining 95% of the variation in λ in the six study species. 5. Thus, a reliable estimation of the 95% confidence interval of λ due to variation in one of the vital rates can be calculated as the product of the 95% confidence interval of the vital rate and its sensitivity. 6. Our results suggest that variance-standardized perturbation analyses are a useful tool to determine the impact of vital rate variation on population growth rate.",53,Journal,ar,Article,100,2,2,Demographic variation | Plant demography | Population growth rate | Sensitivity analysis | Variance-standardized perturbation,29602,undefined,0,FALSE,1,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035667661,SCOPUS_ID:0035667661,2-s2.0-0035667661,Root system size and precision in nutrient foraging: Responses to spatial pattern of nutrient supply in six herbaceous species,Wijesinghe D.,Journal of Ecology,00220477,89,6,972-983,2001-12-01,2001,10.1046/j.0022-0477.2001.00618.x,"1. An experiment was carried out to test the hypotheses that in heterogeneous environments: (i) the size of species' root systems will be negatively correlated with their ability to place roots precisely in nutrient-rich patches; (ii) precision of root placement will be less affected by distance to nutrient patches in species with large root systems; (iii) species with greater precision in root placement will show greater variation in biomass (sensitivity) in response to heterogeneity in nutrient supply; and (iv) plants will be less precise in root placement, and will invest more biomass in above-ground structures or in fitness-related attributes, when in association with mycorrhizas. 2. Single plants of six herbaceous species (Arrhenatherum elatius, Festuca ovina, Plantago lanceolata, Campanula rotundifolia, Papaver rhoeas and Sonchus oleraceus) were grown in pots with mycorrhizas either present or absent. The same amount of nutrients was supplied either homogeneously or heterogeneously at different distances from the plants. Pots received the same quantity of nutrients in all treatments. 3. There was a significant negative correlation between species' root system biomass and precision. Several species, including some with large root systems, showed small but highly significant differences in precision between the various treatments. Only the high-precision species Papaver and the low-precision species Campanula exhibited sensitivity in biomass produced in response to different patterns of heterogeneity. 4. The precision with which roots were placed in nutrient-rich patches was affected by distance from patches in Papaver, the smallest-rooted species used in the experiment, and in Plantago, one of the larger-rooted species. There was no evidence to support the hypothesis that precision would be affected more by distance from nutrient patches in small-rooted species than in large-rooted species. 5. The presence of mycorrhizas did not affect precision of root placement in any species. However, allocation of biomass to roots was significantly lower in Arrhenatherum, and allocation to reproductive structures was significantly higher in Campanula, when mycorrhizas were present. 6. This study confirms that there are differences between species in precision of nutrient foraging that are related to root system size. It also shows that there is variation in precision within species in response to the location of nutrient-rich patches, and that the ability of a species to display precision in nutrient foraging is dependent on its environmental setting.",143,Journal,ar,Article,100,4,4,Environmental heterogeneity | Morphological plasticity | Nutrient acquisition | Root distribution,29602,undefined,1,TRUE,2,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0035666999,SCOPUS_ID:0035666999,2-s2.0-0035666999,Disturbance and climate warming infiuences on New Zealand Nothofagus tree-line population dynamics,Cullen L.,Journal of Ecology,00220477,89,6,1061-1071,2001-12-01,2001,10.1046/j.0022-0477 .2001.00628.x,"1. We used forest stand history reconstruction to infer the relative roles of disturbance and climate warming on the population dynamics of Nothofagus menziesii (silver beech) dominated tree lines in north Westland, South Island, New Zealand. 2. Stem recruitment in tree line forests over the last 300 years has been episodic, has tended to occur in small, scattered parches, and has been dominated by the production of new stems from existing trees. Pulses of stem recruitment also coincide with episodes of abrupt decline in the radial growth of established trees. These patterns suggest that infrequent natural disturbances form localized canopy openings, damage trees that survive the event, and initiate the establishment of new trees and the production of new stems by surviving trees that fill these openings. 3. Climate warming in New Zealand since 1950 has had little effect on the recruitment of Nothofagus close to the tree line. There is a large seedling pool within the tree line forests, but recruitment will probably require a disturbance-related canopy opening. 4. Natural disturbances drive the population dynamics of Nothofagus tree lines and may modify their response to climate warming. Unlike many Northern Hemisphere tree lines, there has been no recent upward movement of the tree line or increase in seedling establishment. This difference could reflect the greater importance of natural disturbance for recruitment in the abrupt closed-canopy tree lines formed by light-demanding Nothofagus species in the Southern Hemisphere. However, given the ubiquity of disturbance effects in low-altitude forests in both hemispheres, future studies need to consider their role when investigating any tree line response to climate warming.",91,Journal,ar,Article,100,4,4,Beech forest | Climate change | Forest disturbance | Growth suppressions | Temporal and spatial patterns,29602,undefined,0,FALSE,3,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035666997,SCOPUS_ID:0035666997,2-s2.0-0035666997,Control of environmental variables on species density in fens and meadows: Importance of direct effects and effects through community biomass,Olde Venterink H.,Journal of Ecology,00220477,89,6,1033-1040,2001-12-01,2001,10.1046/j.0022-0477.2001.00616.x,"1. We tested whether patterns of species density are controlled not only by variations in community biomass but also by variations in environmental conditions, which may be related or unrelated to community biomass. Environmental variables (soil characteristics, acidity, water regime, nutrient availabilities) were measured in 46 sites in wet meadows and fens, and related to above-ground biomass and to densities of all vascular plants and of threatened species. 2. Both meadows and fens showed a hump-backed species density-biomass relationship, although there was much variability and the study did not include very highly productive sites. In fens a significant quadratic relationship was observed (R2 = 0.42). 3. Environmental factors could explain 57% (in meadows) and 40% (in fens) of variation in species density. The majority of the variance explained was attributable to factors that were not related to community biomass (increasing pH in meadows) or the organic soil-mineral soil gradient in fens. 4. Density of threatened species vs. biomass was also consistent with a hump-back curve covering a narrow biomass range. Density of threatened species increased with decreasing P availability, regardless of whether P availability was related to biomass (as in meadows) or not (fens).",65,Journal,ar,Article,100,4,4,Acidity | Hydrology | Mineralization | Nutrient availability | Productivity | Species pool | Species richness | Wetland vegetation,29602,undefined,0,FALSE,4,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035666995,SCOPUS_ID:0035666995,2-s2.0-0035666995,Tree mortality rates and longevity in mature and old-growth hemlock-hardwood forests,Lorimer C.,Journal of Ecology,00220477,89,6,960-971,2001-12-01,2001,10.1046/j.0022-0477.2001.00619.x,"1. Efforts to understand and forecast long-term forest dynamics are often hindered by limited data on mortality rates and longevity of trees in older stands. In this study, mortality data were analysed from 11-year permanent plot records in 10 tracts of hemlock-hardwood forest with little past human disturbance in the upper Great Lakes region, USA. 2. We compared tree size-mortality trends in mature stands (canopy trees mostly 100-170 years old) with those in true old-growth stands (canopy trees mostly 200-350 years old). Stem sections were also cut from 71 recently fallen trees to determine average and maximum longevity for canopy trees of each species. 3. All five mature stands had descending monotonic size-mortality trends for shade-tolerant species, with low rates of mortality (generally much less than 1% per year) for trees > 18 cm d.b.h. In contrast, all five old-growth stands had U-shaped mortality functions, with annual mortality rates of 1.5-2.9% for trees > 66 cm d.b.h. These size-mortality trends are biologically consistent with 'rotated sigmoid' size distributions observed for major species, although mortality rates were nearly size-invariant for trees between 18 and 66 cm d.b.h. 4. Both late-successional and gap-phase species had fairly high mortality rates for saplings (2-10 cm d.b.h.) of 25-34% over the 11-year period, which suggests that size distributions with moderately steep negative slopes are needed to compensate for mortality and ensure population sustainability. 5. Average age at time of death for canopy trees was 216 years for sugar maple (Acer saccharum) and 301 years for hemlock (Tsuga canadensis), suggesting that the biological transition from mature to old-growth forest probably doesn't occur on these sites until a stand age of about 180-250 years.",133,Journal,ar,Article,100,3,3,Forest models | Old-growth definitions | Population sustainability | Tree life tables,29602,undefined,1,TRUE,5,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0035666114,SCOPUS_ID:0035666114,2-s2.0-0035666114,Global change and arctic ecosystems: Is lichen decline a function of increases in vascular plant biomass?,Cornelissen J.H.C.,Journal of Ecology,00220477,89,6,984-994,2001-12-01,2001,10.1046/j.1365-2745.2001.00625.x,"1. Macrolichens are important for the functioning and biodiversity of cold northern ecosystems and their reindeer-based cultures and economies. 2. We hypothesized that, in climatically milder parts of the Arctic, where ecosystems have relatively dense plant canopies, climate warming and/or increased nutrient availability leads to decline in macrolichen abundance as a function of increased abundance of vascular plants. In more open high-arctic or arctic-alpine plant communities such a relationship should be absent. To test this, we synthesized cross-continental arctic vegetation data from ecosystem manipulation experiments simulating mostly warming and increased nutrient availability, and compared these with similar data from natural environmental gradients. 3. Regressions between abundance or biomass of macrolichens and vascular plants were consistently negative across the subarctic and mid-arctic experimental studies. Such a pattern did not emerge in the coldest high-arctic or arctic-alpine sites. The slopes of the negative regressions increased across 10 sites as the climate became milder (as indicated by a simple climatic index) or the vegetation denser (greater site above-ground biomass). 4. Seven natural vegetation gradients in the lower-altitude sub- and mid-arctic zone confirmed the patterns seen in the experimental studies, showing consistent negative relationships between abundance of macrolichens and vascular plants. 5. We conclude that the data supported the hypothesis. Macrolichens in climatically milder arctic ecosystems may decline if and where global changes cause vascular plants to increase in abundance. 6. However, a refining of our findings is needed, for instance by integrating other abiotic and biotic effects such as reindeer grazing feedback on the balance between vascular plants and lichens.",341,Journal,ar,Article,100,22,22,Arctic | Ecosystem manipulation experiment | Macrolichen | Nutrient availability | Vascular plant | Warming,29602,undefined,1,TRUE,6,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0035664391,SCOPUS_ID:0035664391,2-s2.0-0035664391,Nitrogen uptake and nutrient limitation in six hill moorland species in relation to atmospheric nitrogen deposition in England and Wales,Kirkham F.W.,Journal of Ecology,00220477,89,6,1041-1053,2001-12-01,2001,10.1046/j.0022-0477.2001.00626.x,"1. Samples of shoot tissue of six hill moorland species were obtained from upland sites in England and Wales in 1996 and 1997 and analysed for nitrogen (N) content, annual accumulated N per hectare and nitrogen to phosphorus (N : P) ratio. The species sampled were: Calluna vulgaris in four growth phases (pioneer, building, mature and degenerate), Vaccinium myrtillus, Molinia caerulea, Nardus stricta, Eriophorum vaginatum and Agrostis/Festuca. 2. Sites dominated by each species were sampled in eight upland regions from North-umberland in the north-east to Dartmoor and Exmoor in the south-west, and shoot N variables were related to atmospheric N deposition data by regression analysis. For each species and Calluna type in each year, separate analyses were carried out against oxidized N (NOx) deposition, reduced N (NHx) and total N deposition. Shoot N variables were also tested for the influence of altitude and temperature. 3. None of the plant tissue variables tested was significantly correlated with NHx deposition and only Nardus N : P ratios were correlated with total N deposition. However, for all species except Nardus, Eriophorum and Molinia, shoot N concentration and/or assimilated N per hectare were significantly correlated with NOx deposition in at least one of the two years, as were N : P ratios for Calluna, Vaccinium and Nardus. 4. Most of the significant relationships were recorded with material sampled in 1997, rather than in 1996. 5. In terms of increased shoot N concentration, the response of mature Calluna was lower than that shown by previous work encompassing a different range of locations in the United Kingdom. 6. Increases in the amount of N per hectare accumulated in the current season's Calluna shoots exceeded corresponding increases in estimated annual deposition rates by several-fold, implying that N deposition has enhanced the accumulation of organic N in upland soils, leading to an increased pool of mineralizable N. 7. Significant relationships between N deposition and N : P ratios in shoot tissue suggested that this accumulation has changed a substantial proportion of Calluna-dominated uplands from N-limited ecosystems into P-limited ones. This could favour species such as Molinia that are better adapted to P limitation.",56,Journal,ar,Article,100,1,1,Atmospheric nitrogen deposition | Calluna | Nutrient limitation | Uplands,29602,undefined,0,FALSE,7,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035664373,SCOPUS_ID:0035664373,2-s2.0-0035664373,"Forest dynamics in Westland, New Zealand: The importance of large, infrequent earthquake-induced disturbance",Wells A.,Journal of Ecology,00220477,89,6,1006-1018,2001-12-01,2001,10.1046/j.0022-0477.2001.00594.x,"1 Large, infrequent disturbances can exert a dominant influence on the structure and dynamics of forested landscapes and in Westland, New Zealand there is evidence of at least three massive earthquakes within the last 650 years. We reconstructed the history of forest disturbance in two study areas, totalling 1412 ha, to quantify the role of such disturbance in structuring the conifer/hardwood forests. 2 We divided the study area into different land-surface types, aged trees on each land surface and identified cohorts of trees established in response to past disturbance. The type of disturbance (tree fall or erosion/sedimentation event) that initiated cohort establishment was determined from the type of land surface and other physical evidence. We also dated abrupt growth releases or suppressions in tree rings to aid disturbance history reconstruction. 3 Erosion and sedimentation events dominated the disturbance regime, affecting 86% of the study area in the last 650 years. Catchment-wide episodes of forest cohort-initiating disturbances were centred around 1820-30, 1710-20, 1610-20 and 1460 AD. Of the 51 cohorts identified in the study area, 47 were initiated during one of these episodes, when disturbance by erosion or sedimentation affected from 10-50% of the study area. Consequently, over 80% of the forested area currently comprises simple, first generation cohorts of trees established after catastrophic disturbance. Only 14% of the study area is more complex, all-aged forest. 4 Three disturbance episodes coincide with the three most recent Alpine fault earthquakes (c. 1717, 1630 and 1460 AD), while one coincides with earthquakes recorded to the south of the study catchment in 1826 AD. Age structures from throughout Westland show that extensive, similar-aged, post-earthquake cohorts of trees are a feature of the region, suggesting that infrequent, massive earthquakes are the dominant coarse-scale disturbance agent, triggering episodes of major erosion and sedimentation and leaving a strong imprint on the forest structure.",99,Journal,ar,Article,100,3,3,Age/forest cohort | Disturbance history reconstruction | Erosion and sedimentation | Landslides | Terraces | Tree rings,29602,undefined,0,FALSE,8,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0035664161,SCOPUS_ID:0035664161,2-s2.0-0035664161,Seedling recruitment patterns over 4 years in an Australian perennial grassland community with different fire histories,Morgan J.W.,Journal of Ecology,00220477,89,6,908-919,2001-12-01,2001,10.1046/j.0022-0477.2001.00617.x,"1. Seedling recruitment was followed from 1993 to 1996 in four remnant Themeda triandra grassland sites in south-eastern Australia subjected to different long-term fire histories (1-, 2-, 4-year fire intervals, unburnt > 10 years). Multivariate analyses were used to separate the effects of site and year on recruitment and community dynamics. 2. Exotic species (mostly annual monocots such as Aira spp., Briza minor and Juncus capitatus) dominated the seedling flora at all sites in all years. Seedlings of most native species were absent or rare in all years, despite their abundance in the standing flora. 3. Seedling recruitment (richness and density) in the long unburnt grassland was significantly less than in burnt sites in all years. Hence, the seedling floristic composition of this site was substantially different from all other sites on PCA axis 1, which did not differ in all years. 4. Amongst burnt sites, some differences in the annual seedling cohort were evident on PCA axes 2 and 3, but these were due to small differences in the relative abundance rather than the composition of recruiting species. Seedling recruitment was not cued or promoted by fire but rather, seedling density was influenced by, and interacted with, yearly (presumably rainfall) variation. 5. Amongst the native species seen as seedlings, yearly emergence occurred in some cases (14 of 24 species) but always at low densities (< 10 seedlings/0.25 m2). Seedling survival amongst native species varied from nil (0%) to high (> 60%), with most mortality occurring in early summer. 6. The temporal and spatial variation observed in seedling regeneration suggests that long-term native species coexistence may be promoted by differences in the 'regeneration niche'. Seedling regeneration, however, has minimal impact on the short-term dynamic of this community, whose conservation requires maintenance of the existing 'bud- and tuber-bank' of native species.",47,Journal,ar,Article,100,1,1,Australia | Climatic variation | Multivariate analysis | Themeda triandra,29602,undefined,1,TRUE,9,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0035663850,SCOPUS_ID:0035663850,2-s2.0-0035663850,Change of fire frequency in the eastern Canadian boreal forests during the Holocene: Does vegetation composition or climate trigger the fire regime?,Carcaillet C.,Journal of Ecology,00220477,89,6,930-946,2001-12-01,2001,10.1046/j.0022-0477.2001.00614.x,"1. Studies on the variability of natural fire regimes are needed to understand plant responses in a changing environment. Since vegetation changes might follow or trigger changes in fire frequency, climate models suggest that changes in water balance will accompany current global warming, and the response of fire regimes to Holocene hydro-climate changes and vegetation switches may thus serve as a useful analogue for current change. 2. We present high-resolution charcoal records from laminated cores from three small kettle lakes located in mixed-boreal and coniferous-boreal forest. Comparison with some pollen diagrams from the lakes is used to evaluate the role of the local vegetation in the fire history. Fire frequency was reconstructed by measuring the separation of peaks after detrending the charcoal accumulation rate from any background. 3. Several distinct periods of fire regime were detected with fire intervals. Between c. 7000-3000 cal. year BP, fire intervals were double those in the last 2000 years. Fire frequency changed 1000 years earlier in the coniferous-boreal forest than in the mixed-boreal forest to the south. The absence of changes in combustibility species in the pollen data that could explain the fire frequency transition suggests that the vegetation does not control the long-term fire regime in the boreal forest. 4. Climate appears to be the main process triggering fire. The increased frequency may be the result of more frequent drought due to the increasing influence of cool dry westerly Pacific air-masses from mid to late Holocene, and thus of conditions conducive to ignition and fire spread. In east Canada, this change matches other long-term climate proxies and suggests that a switch in atmospheric circulation 2-3000 years ago triggered a less stable climate with more dry summers. Future warming is moreover likely to reduce fire frequency.",213,Journal,ar,Article,100,6,6,Boreal forest | Charcoal | Climate | Fire frequency | Holocene | Laminated sediments | Pollen | Quebec,29602,undefined,1,TRUE,10,all,All Open Access
