@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number,fund-acr,fund-sponsor
true,https://api.elsevier.com/content/abstract/scopus_id/36549088998,SCOPUS_ID:36549088998,2-s2.0-36549088998,The cost of reproduction induced by body size at birth and breeding density,Oksanen T.,Evolution,00143820,15585646,61,12,2822-2831,2007-12-01,December 2007,10.1111/j.1558-5646.2007.00245.x,"Body size at birth has implications for the quality of individuals throughout their life. Although large body size is generally considered an advantage, the relationship between body size at birth and long-term fitness is often complicated. Under spatial or temporal variation in environmental conditions, such as the seasonally changing densities of Fennoscandian vole populations, selection should favor variation in offspring phenotypes, as different qualities may be beneficial in different conditions. We performed an experiment in which a novel hormonal manipulation method was used to increase phenotypic variance in body size at birth in the bank vole (Myodes glareolus). The effects of body size on the future fitness of young males and females were then studied at varying population densities in outdoor enclosures. Our results show that small body size at birth and high breeding density increase the survival costs of reproduction. However, there was no interaction between the effects of body size and density on survival, which suggests that the fitness effects of body size were strong enough to persist under environmental variation. Moreover, litter size and the probability of breeding were more sensitive to variation in breeding density than offspring size. Therefore, it is unlikely that individual fitness could be optimized by adjusting offspring body size to the prevailing population density through adaptive maternal effects. Our results highlight the significance of the costs of reproduction in the evolution of life-history traits, and give strong experimental support for the long-term fitness effects of body size at birth. © 2007 The Author(s).",26,17924957,Journal,ar,Article,100,4,4,Birth size | Density-dependent selection | Life-history | Litter size | Maternal effect | Trade-off,22104,undefined,1,TRUE,all,All Open Access,1,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/36549087653,SCOPUS_ID:36549087653,2-s2.0-36549087653,"Absolute fitness, relative fitness, and utility",Orr H.,Evolution,00143820,15585646,61,12,2997-3000,2007-12-01,December 2007,10.1111/j.1558-5646.2007.00237.x,"It is well known that (1) natural selection typically favors an allele with both a large mean fitness and a small variance in fitness; and (2) investors typically prefer a portfolio with both a large mean return and a small variance in returns. In the case of investors, this mean-variance trade-off reflects risk aversion; in the case of evolution, the mathematics is straightforward but the result is harder to intuit. In particular, it is harder to understand where, in the mathematics of natural selection, risk aversion arises. Here I present a result that suggests a simple answer to this question. Although my answer is essentially identical to one offered previously, my path to it differs somewhat from previous approaches. Some may find this new approach easier to intuit. © 2007 The Author(s).",39,17971169,Journal,ar,Article,100,1,1,Finance | Geometric mean | Mean-variance criterion | Natural selection | Risk aversion,22104,R01GM051932,1,TRUE,all,All Open Access,2,NIGMS,National Institute of General Medical Sciences
true,https://api.elsevier.com/content/abstract/scopus_id/36549087172,SCOPUS_ID:36549087172,2-s2.0-36549087172,Do we need an extended evolutionary synthesis?,Pigliucci M.,Evolution,00143820,15585646,61,12,2743-2749,2007-12-01,December 2007,10.1111/j.1558-5646.2007.00246.x,"The Modern Synthesis (MS) is the current paradigm in evolutionary biology. It was actually built by expanding on the conceptual foundations laid out by its predecessors, Darwinism and neo-Darwinism. For sometime now there has been talk of a new Extended Evolutionary Synthesis (EES), and this article begins to outline why we may need such an extension, and how it may come about. As philosopher Karl Popper has noticed, the current evolutionary theory is a theory of genes, and we still lack a theory of forms. The field began, in fact, as a theory of forms in Darwin's days, and the major goal that an EES will aim for is a unification of our theories of genes and of forms. This may be achieved through an organic grafting of novel concepts onto the foundational structure of the MS, particularly evolvability, phenotypic plasticity, epigenetic inheritance, complexity theory, and the theory of evolution in highly dimensional adaptive landscapes. © 2007 The Author(s).",255,17924956,Journal,re,Review,100,1,1,Epigenetic inheritance | Evolutionary novelties | Extended evolutionary synthesis | Modern Synthesis | Paradigm shift | Phenotypic plasticity,22104,undefined,1,TRUE,all,All Open Access,3,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/36549079517,SCOPUS_ID:36549079517,2-s2.0-36549079517,Mitochondrial introgression and incomplete lineage sorting through space and time: Phylogenetics of crotaphytid lizards,McGuire J.A.,Evolution,00143820,15585646,61,12,2879-2897,2007-12-01,December 2007,10.1111/j.1558-5646.2007.00239.x,"We investigate the roles of mitochondrial introgression and incomplete lineage sorting during the phylogenetic history of crotaphytid lizards. Our Bayesian phylogenetic estimate for Crotaphytidae is based on analysis of mitochondrial DNA sequence data for 408 individuals representing the 12 extant species of Crotaphytus and Gambelia. The mitochondrial phylogeny disagrees in several respects with a previously published morphological tree, as well as with conventional species designations, and we conclude that some of this disagreement stems from hybridization-mediated mitochondrial introgression, as well as from incomplete lineage sorting. Unidirectional introgression of Crotaphytus collaris (western collared lizard) mitochondria into C. reticulatus (reticulate collared lizard) populations in the Rio Grande Valley of Texas has resulted in the replacement of ancestral C. reticulatus mitochondria over approximately two-thirds of the total range of the species, a linear distance of ∼270 km. Introgression of C. collaris mitochondria into C. bicinctores (Great Basin collared lizard) populations in southwestern Arizona requires a more complex scenario because at least three temporally separated and superimposed introgression events appear to have occurred in this region. We propose an ""introgression conveyor"" model to explain this unique pattern of mitochondrial variation in this region. We show with ecological niche modeling that the predicted geographical ranges of C. collaris, C. bicinctores, and C. reticulatus during glacial maxima could have provided enhanced opportunities for past hybridization. Our analyses suggest that incomplete lineage sorting and/or introgression has further confounded the phylogenetic placements of additional species including C. nebrius, C. vestigium, C. insularis, C. grismeri, and perhaps G. copei. Despite many independent instances of interspecific hybridization among crotaphytid lizards, the species continue to maintain morphological and geographic cohesiveness throughout their ranges. © 2007 The Author(s).",221,17941840,Journal,ar,Article,100,9,9,Bayesian phylogenetics | Biogeography | Crotaphytidae | Ecological niche modeling | Introgression conveyor,22104,undefined,1,TRUE,all,All Open Access,4,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/36549076445,SCOPUS_ID:36549076445,2-s2.0-36549076445,Amphibian DNA shows marked genetic structure and tracks Pleistocene climate change in northeastern Brazil,Carnaval A.,Evolution,00143820,15585646,61,12,2942-2957,2007-12-01,December 2007,10.1111/j.1558-5646.2007.00241.x,"The glacial refugia paradigm has been broadly applied to patterns of species dynamics and population diversification. However, recent geological studies have demonstrated striking Pleistocene climate changes in currently semiarid northeastern Brazil at time intervals much more frequent than the climatic oscillations associated with glacial and interglacial periods. These geomorphic data documented recurrent pulses of wet regimes in the past 210,000 years that correlate with climate anomalies affecting multiple continents. While analyzing DNA sequences of two mitochondrial genes (cytochrome b and NADH-dehydrogenase subunit 2) and one nuclear marker (cellular-myelocytomatosis proto-oncogene) in the forest-associated frogs Proceratophrys boiei and Ischnocnema gr. ramagii, we found evidence of biological responses consistent with these pluvial maxima events. Sampled areas included old, naturally isolated forest enclaves within the semiarid Caatinga, as well as recent man-made fragments of humid coastal Atlantic forest. Results show that mtDNA lineages in enclave populations are monophyletic or nearly so, whereas nonenclave populations are polyphyletic and more diverse. The studied taxa show evidence of demographic expansions at times that match phases of pluvial maxima inferred from geological data. Divergence times between several populations fall within comparatively drier intervals suggested by geomorphology. Mitochondrial and nuclear data show local populations to be genetically structured, with some high levels of differentiation that suggest the need of further taxonomic work. © 2007 The Author(s).",77,17941838,Journal,ar,Article,100,2,2,Amphibia | Atlantic forest | Ischnocnema | Phylogeography | Pleistocene | Proceratophrys,22104,undefined,1,TRUE,all,All Open Access,5,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/36549070576,SCOPUS_ID:36549070576,2-s2.0-36549070576,"Sex: Differences in mutation, recombination, selection, gene flow, and genetic drift",Hedrick P.W.,Evolution,00143820,15585646,61,12,2750-2771,2007-12-01,December 2007,10.1111/j.1558-5646.2007.00250.x,"In many instances, there are large sex differences in mutation rates, recombination rates, selection, rates of gene flow, and genetic drift. Mutation rates are often higher in males, a difference that has been estimated both directly and indirectly. The higher male mutation rate appears related to the larger number of cell divisions in male lineages but mutation rates also appear gene- and organism-specific. When there is recombination in only one sex, it is always the homogametic sex. When there is recombination in both sexes, females often have higher recombination but there are many exceptions. There are a number of hypotheses to explain the sex differences in recombination. Sex-specific differences in selection may result in stable polymorphisms or for sex chromosomes, faster evolutionary change. In addition, sex-dependent selection may result in antagonistic pleiotropy or sexually antagonistic genes. There are many examples of sex-specific differences in gene flow (dispersal) and a number of adaptive explanations for these differences. The overall effective population size (genetic drift) is dominated by the lower sex-specific effective population size. The mean of the mutation, recombination, and gene flow rates over the two sexes can be used in a population genetics context unless there are sex-specific differences in selection or genetic drift. Sex-specific differences in these evolutionary factors appear to be unrelated to each other. The evolutionary explanations for sex-specific differences for each factor are multifaceted and, in addition, explanations may include chance, nonadaptive differences, or mechanistic, nonevolutionary factors. © 2007 The Author(s).",112,17976181,Journal,re,Review,100,1,1,Effective population size | Human diseases | mtDNA | X chromosome | Y chromosome,22104,undefined,1,TRUE,all,All Open Access,6,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/36549065630,SCOPUS_ID:36549065630,2-s2.0-36549065630,Population size changes reshape genomic patterns of diversity,Pool J.,Evolution,00143820,15585646,61,12,3001-3006,2007-12-01,December 2007,10.1111/j.1558-5646.2007.00238.x,"Elucidating the forces responsible for genomic variation is critical for understanding evolution. Under standard conditions, X-linked diversity is expected to be three-quarters the level of autosomal diversity. Empirical data often deviate from this prediction, but the reasons for these departures are unclear. We demonstrate that population size changes can greatly alter relative levels of X-linked and autosomal variation: population size reductions lead to particularly low X-linked diversity, whereas growth elevates X-linked relative to autosomal diversity. Genetic variation from a diverse array of taxa supports an important role for this effect in accounting for population differences in the ratio of X-linked to autosomal diversity. Consideration of this effect may improve the inference of population history and other evolutionary processes. © 2007 The Author(s).",119,17971168,Journal,ar,Article,100,2,2,Autosomal variation | Human genome diversity | Population bottleneck | Population history | X-linked variation,22104,U01HL084706,1,TRUE,all,All Open Access,7,NHLBI,"National Heart, Lung, and Blood Institute"
true,https://api.elsevier.com/content/abstract/scopus_id/36549064653,SCOPUS_ID:36549064653,2-s2.0-36549064653,"Grandparent helpers: The adaptive significance of older, postdominant helpers in the Seychelles warbler",Richardson D.,Evolution,00143820,15585646,61,12,2790-2800,2007-12-01,December 2007,10.1111/j.1558-5646.2007.00222.x,"The possibility that older, often nonreproductive, individuals may engage in kin-directed cooperative behavior has been largely overlooked in the study of cooperative breeding. Here, we describe and investigate the adaptive significance of such ""grandparent"" helpers in the Seychelles warbler, the first bird species in which this phenomenon has been observed. On Cousin Island, over a period of 24 years, a significant proportion (13.7%) of females, but few males (3.0%), was deposed from dominant positions. Deposed females were replaced by related females. However there was no evidence that older, senescent females were stepping aside to gain greater fitness benefits by increasing the reproductive success of their offspring, rather than breeding themselves; deposed females were not postreproductive, nor was being deposed linked to age or reproductive senescence. Of the deposed females, 68% became subordinates and helped to raise group offspring, accounting for ca. 10% of subordinates in any year. Demoted females were related (r = 0.24) to the group offspring and, consequently, could gain indirect benefits through helping. As direct benefits appeared to be limited, we suggest that indirect benefits have driven the evolution of such ""grandparent helpers."" This study now provides evidence for a new route to cooperative breeding in birds. © 2007 The Author(s).",48,17894809,Journal,ar,Article,100,3,3,Cooperative breeding | Direct benefits | Grandparent helpers | Indirect benefits | Kin selection | Microsatellite markers | Relatedness,22104,undefined,1,TRUE,all,All Open Access,8,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/36549064164,SCOPUS_ID:36549064164,2-s2.0-36549064164,Anthropogenic effects on population genetics of phytophagous insects associated with domesticated plants,Alvarez N.,Evolution,00143820,15585646,61,12,2986-2996,2007-12-01,December 2007,10.1111/j.1558-5646.2007.00235.x,"The hypothesis of isolation by distance (IBD) predicts that genetic differentiation between populations increases with geographic distance. However, gene flow is governed by numerous factors and the correlation between genetic differentiation and geographic distance is never simply linear. In this study, we analyze the interaction between the effects of geographic distance and of wild or domesticated status of the host plant on genetic differentiation in the bean beetle Acanthoscelides obvelatus. Geographic distance explained most of the among-population genetic differentiation. However, IBD varied depending on the kind of population pairs for which the correlation between genetic differentiation and geographic distance was examined. Whereas pairs of beetle populations associated with wild beans showed significant IBD (P < 10 -4), no IBD was found when pairs of beetle populations on domesticated beans were examined (P = 0.2992). This latter result can be explained by long-distance migrations of beetles on domesticated plants resulting from human exchanges of bean seeds. Beetle populations associated with wild beans were also significantly more likely than those on domesticated plants to contain rare alleles. However, at the population level, beetles on cultivated beans were similar in allelic richness to those on wild beans. This similarity in allelic richness combined with differences in other aspects of the genetic diversity (i.e., IBD, allelic diversity) is compatible with strongly contrasting effects of migration and drift. This novel indirect effect of human actions on gene flow of a serious pest of a domesticated plant has important implications for the spread of new adaptations such as resistance to pesticides. © 2007 The Author(s).",22,17971171,Journal,ar,Article,100,5,5,Acanthoscelides obvelatus | Bruchidae | Drift | Host dispersal | Isolation by distance | Migration,22104,undefined,1,TRUE,all,All Open Access,9,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/36549060068,SCOPUS_ID:36549060068,2-s2.0-36549060068,"Adaptive population differentiation in phenology across a latitudinal gradient in European aspen (Populus tremula, L.): A comparison of neutral markers, candidate genes and phenotypic traits",Hall D.,Evolution,00143820,15585646,61,12,2849-2860,2007-12-01,December 2007,10.1111/j.1558-5646.2007.00230.x,"A correct timing of growth cessation and dormancy induction represents a critical ecological and evolutionary trade-off between survival and growth in most forest trees (Rehfeldt et al. 1999; Horvath et al. 2003; Howe et al. 2003). We have studied the deciduous tree European Aspen (Populus tremula) across a latitudinal gradient and compared genetic differentiation in phenology traits with molecular markers. Trees from 12 different areas covering 10 latitudinal degrees were cloned and planted in two common gardens. Several phenology traits showed strong genetic differentiation and clinal variation across the latitudinal gradient, with QST values generally exceeding 0.5. This is in stark contrast to genetic differentiation at several classes of genetic markers (18 neutral SSRs, 7 SSRs located close to phenology candidate genes and 50 SNPs from five phenology candidate genes) that all showed FST values around 0.015. We thus find strong evidence for adaptive divergence in phenology traits across the latitudinal gradient. However, the strong population structure seen at the quantitative traits is not reflected in underlying candidate genes. This result fit theoretical expectations that suggest that genetic differentiation at candidate loci is better described by FST at neutral loci rather than by QST at the quantitative traits themselves. © 2007 The Author(s).",136,17908247,Journal,ar,Article,100,6,6,Clinal variation | Gene flow | Genetic markers | Local adaptation | Population structure,22104,undefined,1,TRUE,all,All Open Access,10,NA,NA
