@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0021635254,SCOPUS_ID:0021635254,2-s2.0-0021635254,Physiological and ecological consequences of sleeping-site selection by the Galapagos land iguana. ( Conolophus pallidus).,Christian K.,Ecology,00129658,65,3,752-758,1984-01-01,1984,10.2307/1938047,"In the coolest season (garua), adult land iguanas were found in sleeping sites that were warmer than the coolest sites available. This may be because the garua season (cool, overcast, and foggy) is a time when environmental conditions mitigate against rapid warm- up in the mornings, so lizards may regulate nighttime body temperatures so that it is easier to warm up to preferred daytime body temperatures. In the warmest season, adult iguanas were found in the coolest sleeping sites available, consistent with hypotheses of voluntary hypothermia, which can be advantageous in energy conservation and in avoiding detrimental effects associated with maintenance of constant body temperatures throughout the day and night. Juvenile iguanas slept in rock crevices regardless of the ambient thermal environments. Such sites are likely to be important as refugia for this life stage which, unlike the adult stage, is vulnerable to predation. -from Authors",52,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,1,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021632218,SCOPUS_ID:0021632218,2-s2.0-0021632218,"Subalpine tree reestablishment after fire in the Olympic Mountains, Washington.",Agee J.,Ecology,00129658,65,3,810-819,1984-01-01,1984,10.2307/1938054,"Rates of subalpine tree reestablishment were measured on the 1978 Hoh burn (3 yr old), the 1924 Mount Wilder burn (55 yr old), and the 1891 High Divide burn (88 yr old). All 3 sites were Abies lasiocarpa/Tsuga mertensiana forest at the time of burning. Vaccinium spp. were dominant after the fire. Tree establishment rates were higher on burned sites during periods with generally above-average to average spring/summer precipitation than during below-average periods. Highest rates of tree establishment occurred close to fire edges. Current species composition on the older burns closely reflects the composition of residual trees. Drought resistance of the residual tree species may interact with climate to affect establishment rates. Tsuga mertensiana establishes best during wet periods; Abies lasiocarpa, Pseudotsuga menziesii and Pinus monticola establish well during normal periods. These patterns are quite different from tree invasion into heather (Phyllodoce/Cassiope) meadows, which occurred during a fairly discrete 1920-1940 regional drought when extended snow-free periods apparently existed in these meadows. -Authors",75,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,2,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021626353,SCOPUS_ID:0021626353,2-s2.0-0021626353,"Energy and water metabolism of free-ranging pocket gophers, Thomomys bottae.",Gettinger R.,Ecology,00129658,65,3,740-751,1984-01-01,1984,10.2307/1938046,"Metabolic rates of adult, nonreproductive gophers did not differ significantly in summer, winter, or spring (CO2, 2.34 mL.g-1.h-1; 1416 kJ.kg-1.d-1). Efficiency of energy assimilation (54%) by gophers consuming natural diets in the laboratory did not differ between summer and winter, even though composition of the diet changed seasonally. Feeding rates (dry food, 119 g.kg-1.d-1), also did not differ with season. Harvesting rates were >2 times feeding rates. Energy budgets revealed that if annual vegetation is abundant, precluding the necessity for gophers to burrow extensively for food, energy is not limiting in any season. Gophers remained in H2O balance in all seasons, but influx was significantly greater during spring (518 mL.kg-1.d-1) than during summer or winter (256 mL.kg-1.d-1). In free-ranging gophers, H2O influx was 3-6 times the minimum H2O flux of gophers maintained on H2O-restricted diets in the laboratory. In spite of their existence in arid macroenvironments, gophers appear to be 'H2O-dependent'. Diet selection and occupation of humid burrow systems appear to be prerequisites for existence in such habitats. -from Author",44,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,3,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021626334,SCOPUS_ID:0021626334,2-s2.0-0021626334,Influences of territory composition and interspecific competition on red-tailed hawk reproductive success.,Janes S.,Ecology,00129658,65,3,862-870,1984-01-01,1984,10.2307/1938060,"In north-central Oregon, Buteo jamaicensis exhibited a high degree of stability in territory occupancy and territorial boundaries over a 10-yr period. Long-term reproductive success varied markedly among territories and was correlated primarily with the dispersion and density of perches used as foraging sites and secondarily with the abundance of ground squirrels, principally Belding's ground squirrel Spermophilus beldingi. Prey availability appears to be more important to reproductive success than absolute prey abundance. Pairs in territories with few or poorly dispersed perches did not rely more on energetically expensive aerial foraging, but poor dispersion of perches resulted in both decreased flight time and in decreased foraging energy expenditure. Thus it is likely that red-tailed hawks in territories with few or poorly dispersed foraging perches deplete the prey near the perches that are present. Territory size was not correlated with reproductive success. Red-tailed hawks coexisted with Swainson's hawks B. swainsoni and showed strong interspecific territoriality. Some pairs of red-tailed hawks lost portions of their territories to the later arriving Swainson's hawks each year. Yet the contention at territorial boundaries and loss of territory to Swainson's hawks had no observable effects upon red-tailed hawk reproductive success. -from Author",57,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,4,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021626323,SCOPUS_ID:0021626323,2-s2.0-0021626323,"Alpine annual plants: phenology, germination, photosynthesis, and growth of three Rocky Mountain species.",Reynolds D.,Ecology,00129658,65,3,759-766,1984-01-01,1984,10.2307/1938048,"Polygonum confertiflorum and P. douglasii occurred in warm, dry alpine sites which melted out early in the growing season but also dried out early; plants died by mid-August. Koenigia islandica grew in sites which melted out later, but plants remained alive later in the season since their sites did not dry out. Polygonum plants experienced higher soil surface, air, and leaf temperatures than Koenigia. Seeds of the Polygonum species required stratification before they germinated, and light increased germination. Koenigia seeds germinated equally well in light and dark, and stratification was not necessary, although it increased germination percentages. Photosynthetic responses to light were similar in all three species. Koenigia's photosynthetic temperature optimum was lower than those of the Polygonum species (27o vs. 32oC). Maximum net photosynthetic rates (CO2 uptake of whole plants) of each speices ranged from 12-17 mu mol.m-2s-1. Koenigia colonized the Rocky Mountains from the Arctic, and it inhabits the coolest, wettest alpine bogs. The Polygonum species appear to have originated at lower elevations in the temperate zone and to have colonized the warmest and driest alpine habitats. -from Author",26,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,5,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021622528,SCOPUS_ID:0021622528,2-s2.0-0021622528,Using time and energetic measures of cost in estimating prey value for fish predators.,Stein R.,Ecology,00129658,65,3,702-715,1984-01-01,1984,10.2307/1938042,"In the predator-prey interaction between redear sunfish Lepomis microlophus, and benthic, freshwater snails the authors document selective predation among genera and sizes of prey and use optimal foraging theory in an attempt to explain diet selection. Sunfish strongly selected against Oxytrema and weakly discriminated between Physa and Helisoma, with Physa most often chosen; size selection within any genus did not occur. Among genera, selection results were consistent with differences in shell strength and a time cost/benefit (C/B) construct operationally defined as handling time divided by prey dry mass. Within any genus, neither shell strength (smallest snails had weakest shells) nor time C/B (largest snails had minimal C/B) provided predictions consistent with results from selective-predation experiments. Dividing net energy of prey (E) by handling time (T) yielded values of E/T that were similar for Physa and Helisoma. Within either genus, E/T was always highest for largest snails. The lack of concurrence between theoretical predictions of how prey should be ranked by predators (ie according to energy gained per unit time expended) and experimental results suggests these constructs should be re-evaluated. -from Authors",86,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,6,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0021620268,SCOPUS_ID:0021620268,2-s2.0-0021620268,Cooperative enhancement of reproductive success in tropical wren societies.,Rabenold K.N.,Ecology,00129658,65,3,871-885,1984-01-01,1984,10.2307/1938061,"Stripe-backed wrens Campylorhynchus nuchalis live in cooperative groups of up to 14 adults in which all members share in defense of the common territory, in construction and defense of roosting and breeding nests, and in the care of young produced by a single breeding pair. In the Venezuelan savanna, breeders (principals) assisted by 2 or more nonreproductive auxiliaries have much greater reproductive success than those with less help. Per capita production of independent juveniles is also higher. Only groups with at least 2 auxiliaries successfully rear 2 clutches in a season. The proportion of nesting attempts successful in producing fledglings is much higher for groups of 4 adults or more than for smaller groups, probably because of lesser predation on the nests of large groups. Rates of food delivery to nestlings and number of fledglings per successful nest are as high for pairs and trios as for larger groups, but feeding of nestlings and fledglings by auxiliaries frees the principals from these tasks and probably makes multiple successful clutches possible. Auxiliaries directly defend the breeding nest from predators and competitors, although the principal male is most active in defense. Aid-giving by auxiliaries is explained 1) by its effectiveness in improving the reproductive success of close kin through reducing risk of predation for nestlings; 2) by the probability of reciprocation of such effective help; and 3) by the low productivity of breeding outside a large established group. -from Author",79,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,7,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021620247,SCOPUS_ID:0021620247,2-s2.0-0021620247,Competition between two spider species: experimental field study.,Spiller D.,Ecology,00129658,65,3,909-919,1984-01-01,1984,10.2307/1938064,"To test for interspecific competition between the orb-weaving spiders Metepeira grinnelli and Cyclosa turbinata, a controlled competitor-removal experiment was conducted. Metepeira prey-consumption rate and fecundity were higher in plots where Cyclosa were removed than in control plots. Cyclosa density and vertical distribution were higher in plots where Metepeira were removed than in control plots, but Cyclosa prey-consumption rate was not higher in the removals. Food was a limited resource for both species. Exploitation was probably the predominant mechanism responsible for the effects of Cyclosa on Metepeira; interference was probably the major mechanism responsible for the effects of Metepeira on Cyclosa. -from Author",55,Journal,ar,Article,100,1,1,20308,undefined,0,FALSE,8,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021620235,SCOPUS_ID:0021620235,2-s2.0-0021620235,Partial inhibition of in vitro pollen germination by simulated solar ultraviolet-B radiation.,Flint S.,Ecology,00129658,65,3,792-795,1984-01-01,1984,10.2307/1938051,Pollen from 4 temperate-latitude taxa were treated with UV radiation in a portion of the UV-B (280-320 nm) waveband during in vitro germination. Inhibition of germination was noted. -from Authors,55,Journal,ar,Article,100,2,2,20308,undefined,0,FALSE,9,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021616601,SCOPUS_ID:0021616601,2-s2.0-0021616601,Fruit choice in neotropical birds: the effect of distance between fruits on preference patterns.,Levey D.,Ecology,00129658,65,3,844-850,1984-01-01,1984,10.2307/1938058,"The influence of distance between fruiting plants on choice patterns of 4 species of tanagers and 2 species of manakins was tested in lowland rain forest in Costa Rica. Paired clusters of 2 fruit species (Miconia affinis, Urera caracasana) were presented on each of 2 perches separated by selected distances ranging from 0.3-6.4 m. When the perches were closest together, all the birds ate the preferred berries, M. affinis, on both perches before eating the less preferred U. caracasana. At the extreme perch separation distance, all but one of the birds ate both species of fruits on the first perch before flying to the second perch. The distance at which each bird switched between the 2 feeding sequences was correlated with the strength of their preference for one species of fruit over another. Manakins switched at greater separation distances than did tanagers. Since manakins take most of their fruit on the wing, the difference in switch distance is likely related to their flight pattern. In the field, less preferred items may often be taken when more preferred fruits are spaced even moderately far apart. -from Authors",83,Journal,ar,Article,100,3,3,20308,undefined,0,FALSE,10,NA,NA
