@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0345448152,SCOPUS_ID:0345448152,2-s2.0-0345448152,Strong context-dependent virulence in a host-parasite system: Reconciling genetic evidence with theory,Brown M.,Journal of Animal Ecology,00218790,72,6,994-1002,2003-11-01,November 2003,10.1046/j.1365-2656.2003.00770.x,"1. Parasites can have dramatic effects on the ecology of their hosts. Such strong host-parasite interactions are the result of either parasites with generally high virulence, or generally benign parasites that nevertheless express context-dependent virulence. Theoretically, one indication that an apparently benign parasite nevertheless has a large impact on its host should be the existence of strong genotypic interactions between host and parasite. 2. Crithidia bombi (Trypanosomatidae) is a highly prevalent but generally benign gut parasite of the bumble-bee Bombus terrestris. The demonstration of strong genotypic interactions between C. bombi and B. terrestris, however, suggests that context-dependent virulence may have a large impact on the host population. We thus investigated the effects of C. bombi across the entire life cycle of its host, including the stressful times of hibernation and colony-founding. Owing to the high prevalence and rates of transmission of the parasite in field populations, we used a large-scale laboratory experiment. 3. Under stressful hibernation, infected queens lost more mass. Infection also significantly reduced colony-founding success, colony size, male production and overall fitness, by up to 40%. These findings show that strong genotypic host-parasite interactions may indeed be a reliable indicator that apparently benign and highly prevalent parasites are nevertheless exerting a dramatic impact on their host populations.",224,Journal,ar,Article,100,3,3,Bombus terrestris | Crithidia bombi | Host-parasite interaction | Trypanosome,29544,undefined,0,FALSE,all,All Open Access,1
true,https://api.elsevier.com/content/abstract/scopus_id/0345448105,SCOPUS_ID:0345448105,2-s2.0-0345448105,The population dynamical implications of covert infections in host-microparasite interactions,Boots M.,Journal of Animal Ecology,00218790,72,6,1064-1072,2003-11-01,November 2003,10.1046/j.1365-2656.2003.00777.x,"1. The persistence of parasites that are only seen in intermittent outbreaks has intrigued ecologists. Long the subject of speculation, there is now evidence that viral insect diseases can cause covert as well as overt infections. 2. Typically, infection leads to overtly diseased individuals that are infectious and die as a result of the disease, but it can also produce other individuals that show a covert, non-infectious pathology, which is typically asymptomatic. Covertly infected individuals do not die as a result of infection, although they may be affected sublethally such that their reproductive output falls, they may transmit the covert infection vertically and, crucially, they may convert at some rate to overt infectious individuals. In this way the parasites are able to persist in host populations and can be detected only by the use of molecular techniques. 3. Here, we apply novel analytical techniques to a general host-parasite modelling framework and examine the population dynamical consequences of such covert infections. 4. The interplay between various stabilizing and destabilizing forces leads to a highly complex pattern of host dynamics, including a theoretically intriguing pinch point. Covert infections may be stabilizing or destabilizing depending on the specific characteristics of the interaction, particularly in relation to the rate of conversion from covert to overt infection. 5. In general terms, intermediate rates of conversion are stabilizing, while high and low rates may each destabilize the host population. In contrast, there is no consistent pattern for the role of vertical transmission because, in some cases, high levels are stabilizing while in others they are destabilizing. 6. Thus, our results demonstrate that relatively subtle pathogen effects such as covert infections can have important and novel dynamical impacts on the host-pathogen interaction. It also suggests that the effects of covert infection are likely to be systemspecific and information may be required on a system-by-system basis in order to make predictions.",44,Journal,ar,Article,100,6,6,Covert infection | Disease | Host-parasite | Insect | Model | Population dynamics | Stability | Sublethal,29544,undefined,1,TRUE,all,All Open Access,2
true,https://api.elsevier.com/content/abstract/scopus_id/0345139000,SCOPUS_ID:0345139000,2-s2.0-0345139000,Territorial behaviour and population dynamics in red grouse Lagopus lagopus scoticus. II. Population models,Matthiopoulos J.,Journal of Animal Ecology,00218790,72,6,1083-1096,2003-11-01,November 2003,10.1046/j.1365-2656.2003.00780.x,"1. Recent experiments on cyclic red grouse populations discovered that aggressiveness, induced by testosterone implants, depressed population density for more than a year after the implants were exhausted. 2. This confirms the observation, also made in previous studies of this territorial species, that aggressiveness can determine population density. Additionally, it hints at a form of social memory that sustains the effect of episodes of high aggressiveness after their cause has ceased to exist. 3. We explore the logical consequences of this observation with a simple model of the interaction between population density and aggressiveness. A flexible function describes how aggressiveness changes from year to year as a function of population density. At low densities animals are tolerant to conspecifics and aggressiveness falls from one year to the next. Conversely, at high densities aggressiveness rises. 4. In the model, current aggressiveness is set by aggressiveness in the previous year, and modified by last year's population density (first version) or by current population density (second version). 5. We assume no particular behavioural mechanism underlying this process but derive conditions under which changes in aggressiveness, effected by density, can generate unstable dynamics. 6. The two versions of the model give fluctuations that differ in period and amplitude but have similar conditions for unstable dynamics. Specifically, the more abrupt the transition from tolerant to intolerant behaviour with increasing density, the more likely are cycles to occur. 7. We show how a previous model of the kinship hypothesis for red grouse cycles can be recast in the current terminology, and how the new models offer a more general way of examining red grouse population dynamics.",18,Journal,ar,Article,100,5,5,Aggressiveness | Kinship hypothesis | Territorial behaviour | Unstable population dynamics,29544,undefined,0,FALSE,NA,NA,3
true,https://api.elsevier.com/content/abstract/scopus_id/0345016973,SCOPUS_ID:0345016973,2-s2.0-0345016973,Experimental manipulation of habitat structure: A retrogression of the small mammal succession,Fox B.,Journal of Animal Ecology,00218790,72,6,927-940,2003-11-01,November 2003,10.1046/j.1365-2656.2003.00765.x,"1. The habitat accommodation model for animal succession proposed that animal species enter a succession when changes in the vegetation succession reach a threshold of habitat suitable to that species. As the vegetation succession moves on, the habitat becomes less suited to that species and it is competitively excluded by species better suited to the habitat. 2. The main species in the mammalian succession following fire for wet heath in eastern Australia are rodents, with Pseudomys gracilicaudatus (eastern chestnut mouse) being followed by Rattus lutreolus (swamp rat) which becomes dominant with increasing time since fire. The abundance of both species has been shown to correlate with vegetation density, but in markedly different ways, and asymmetric interspecific competition has been demonstrated using controlled, replicated removal experiments in the field. 3. We used this system to examine if vegetation density is causal, manipulating the habitat by clipping to remove 60-70% of the vegetative cover from the 10 m x 10 m area surrounding each of six trapping stations on each grid. There were four experimental plots clipped, each with two abutting grids, one clipped and one unclipped, and a further four control plots each with two abutting grids that remained undisturbed. 4. We monitored the effects on each species with three censuses in January 1993 (summer) before clipping in early February, and on five further censuses, three in February (late summer) to assess immediate, short-term effects, one in August (winter) and one in December 1993 (early summer). 5. The abundance of Rattus lutreolus was significantly reduced by clipping the vegetation, while the abundance of Pseudomys gracilicaudatus remained relatively unchanged by the clipping. 6. Two species that are abundant on early succession stages in dry heath succession, but occurred at very low abundance on these wet heath habitats before clipping, P. novaehollandiae (New Holland mouse) and Mus domesticus (house mouse), showed marked increases in abundance on clipped and control plots soon after clipping. 7. An abundance index based on the standardized difference between clipped and control plots, was used to assess responses to habitat manipulation. Rattus lutreolus demonstrated significant negative index values, Pseudomys gracilicaudatus had index values close to zero until the winter census, P. novaehollandiae and Mus domesticus showed positive abundance indices soon after clipping. The order of significant responses to the habitat manipulation was revealed as: Mus domesticus → Pseudomys novaehollandiae → P. gracilicaudatus → Rattus lutreolus. 8. The impact of a habitat manipulation experiment on these four species of rodents produced a retrogression of the small-mammal succession. This demonstrated a causal role for vegetation density, which provided insight into the mechanisms that operate during the succession following fire, and supported the habitat accommodation model for animal succession.",65,Journal,ar,Article,100,3,3,Disturbance | Interspecific competition | Pseudomys gracilicaudatus | Rattus lutreolus | Vegetation density,29544,undefined,0,FALSE,NA,NA,4
true,https://api.elsevier.com/content/abstract/scopus_id/0345016955,SCOPUS_ID:0345016955,2-s2.0-0345016955,Sex differences in diving at multiple temporal scales in a size-dimorphic capital breeder,Beck C.,Journal of Animal Ecology,00218790,72,6,979-993,2003-11-01,November 2003,10.1046/j.1365-2656.2003.00761.x,"1. Air-breathing marine predators can modify their diving behaviour to accommodate different patterns of prey abundance and distribution and may do so at multiple temporal scales (individual dives, bouts of dives and foraging trips). 2. The grey seal, Halichoerus grypus, is a size-dimorphic, capital breeding species in which sex differences in foraging ecology have previously been found at the scale of individual dives. In this study, diving behaviour of male and female adult grey seals was examined at the temporal scales of dive bouts (41 males/46 females) and foraging trips (7 males/9 females) during the 8-month prebreeding foraging period between 1992 and 1999 to investigate whether sex differences were evident at longer temporal scales. 3. Foraging trip duration did not differ between males and females. However, females (the smaller sex) spent significantly more time diving and less time hauled-out on land between trips than males. This suggests that females are more selective than males when searching for prey. These differences are consistent with the effects of body-size dimorphism on diving behaviour. 4. Virtually all dives occurred in bouts. At this scale, males and females showed significantly different seasonal patterns of most bout characteristics, including bout duration, percentage of bout spent at depth and effort (hours spent in bouts day-1). 5. Grey seals used four different types of bouts, differing in duration, depth, percentage bout spent at depth and the shape of individual dives within the bout. Males and females differed in the proportion of each bout type used and in the seasonal and day-night distribution of bout types. 6. Few bout characteristics varied significantly among years, despite interannual variation in prey abundance. Where interannual differences did occur, both sexes behaved in a similar way. 7. Different seasonal patterns in bouts of diving by males and females could not be accounted for by body-size dimorphism or niche divergence, but were consistent with the hypothesis that females must recover condition earlier in the year than males to support the energetic costs of reproduction.",38,Journal,ar,Article,100,4,4,Bouts | Foraging trips | Grey seals | Seasonal patterns,29544,undefined,1,TRUE,all,All Open Access,5
true,https://api.elsevier.com/content/abstract/scopus_id/0345016932,SCOPUS_ID:0345016932,2-s2.0-0345016932,"Communal roosts as structured information centres in the raven, Corvus corax",Wright J.,Journal of Animal Ecology,00218790,72,6,1003-1014,2003-11-01,November 2003,10.1046/j.1365-2656.2003.00771.x,"1. Ravens (Corvus corax, L.) feed on rich but ephemeral carcasses of large animals. Non-breeding juveniles forage socially and aggregate in communal winter roosts, which may function as 'information centres' regarding food locations. 2. In a large roost in North Wales, regurgitated pellets on the forest floor contained a variety of prey remains, which were more similar for ravens that had roosted close together the same night. 3. Sheep carcasses placed at varying distances from the roost were baited with colour-coded plastic beads. These were ingested and regurgitated in pellets back at the roost in aggregations, the spatial distribution of which consistently reflected the geographical location of bait sites. 4. Aggregations of beads at the roost grew daily with an increasing radius centred upon the first pellet per carcass. This mirrored the linear increase of six birds per day in the size of groups flying between roost and carcass each morning. Rates of recruitment were greater for carcasses closer to the roost. 5. Groups were led by a single bird roosting centrally within the aggregation. When individually identifiable (37. 5% of cases), these individuals were dominant at the carcass and were among the minority of birds involved in acrobatic display flights at preroost gatherings. 6. When contrasted with data on two alternative groups of ravens peripheral to the main roost which foraged and roosted collectively, these results provide strong circumstantial evidence for raven roosts as structured information centres. The adaptive basis for competitive recruitment resulting in excessively large group sizes is also discussed.",86,Journal,ar,Article,100,3,3,Information centre hypothesis | Local enhancement | Recruitment | Scavenging | Social foraging,29544,undefined,0,FALSE,NA,NA,6
true,https://api.elsevier.com/content/abstract/scopus_id/0345016917,SCOPUS_ID:0345016917,2-s2.0-0345016917,Linking landscape patterns of resource distribution with models of aggregation in ovipositing stream insects,Lancaster J.,Journal of Animal Ecology,00218790,72,6,969-978,2003-11-01,November 2003,10.1046/j.1365-2656.2003.00764.x,"1. Many species rely on resources that are discrete patches distributed across the landscape. Models of the coexistence of such taxa often require intraspecific aggregation of individuals on some patches, brought about by choices made during dispersal and patch location. Few studies have employed spatially explicit measures of dispersion to detect whether and how any aggregation of individuals is influenced by the dispersion of resource patches in natural landscapes. 2. For two species of caddisfly (Hydrobiosidae) in two stream stretches, we mapped the spatial distribution of potential and exploited patches (emergent rocks as oviposition sites) and enumerated egg masses on each rock. Point pattern analysis, based on Ripley's K-function, was used to describe the spatial pattern of potential and exploited oviposition sites, and to test hypotheses about how site selection behaviour of females influences dispersion. 3. Emergent rocks were clumped and equally abundant in both stretches. As documented previously, egg masses of Ulmerochorema and Apsilochorema were aggregated within oviposition sites. Both species showed velocity-specific preferences for oviposition sites: oviposition of Ulmerochorema occurred most often on rocks in fast flowing water (>0.30 m s-1); oviposition of Apsilochorema on rocks in slow water (<0.30 m s-1). 4. Our perception of how caddisflies deposit eggs into the stream landscape varied with the neutral landscape model. The most informative neutral landscape compared the spatial pattern of oviposition sites with the underlying pattern of emergent rocks, while constraining the random selection of rocks to reflect species' velocity preferences. Oviposition sites of Ulmerochorema were clumped, over and above the background pattern of emergent rocks. Oviposition sites of Apsilochorema were over-dispersed. 5. Hydrobiosid caddisflies appear to make decisions about egg-laying at different scales. We propose a mechanistic explanation, based on what we know about the oviposition behaviour of these species, to explain how the observed patterns might arise. Our results emphasize the importance of quantifying resource patch use in natural (rather than artificial) landscapes.",50,Journal,ar,Article,100,3,3,Hydrobiosidae | Oviposition | Point pattern analysis | Trichoptera,29544,undefined,0,FALSE,NA,NA,7
true,https://api.elsevier.com/content/abstract/scopus_id/0345015326,SCOPUS_ID:0345015326,2-s2.0-0345015326,Recovery rates of benthic communities following physical disturbance,Dernie K.,Journal of Animal Ecology,00218790,72,6,1043-1056,2003-11-01,November 2003,10.1046/j.1365-2656.2003.00775.x,"1. Despite numerous studies that have investigated the effects of physical disturbance on marine benthic communities, deducing the ecological significance of such events has been hampered by the specificity of individual studies. Less stable habitats (coarse, clean sands) are thought to recover more quickly than stable (muddy sands and mud) habitats but so far an empirical test of this paradigm has been lacking. 2. We describe a large-scale field experiment that investigated the response of marine benthic communities within a variety of sediment types (clean sand, silty sand, muddy sand and mud) to physical disturbance. Sites were sampled for macrofauna and habitat characteristics (sediment organic content and water content, depth of water within disturbed pits) following disturbance, in order to examine any relationship between the rate of physical and biological recovery. 3. There were no detectable changes to the measured physical parameters following the disturbance with the exception of the water depth within disturbed areas. It was not possible to derive a linear relationship between the measured habitat characteristics (percentage silt and clay content) and the recovery trajectory of the associated community. However, the rate of sediment infilling of disturbed plots was strongly correlated to the recovery rate of the numbers of individuals within disturbed areas. 4. Clean sand communities had the most rapid recovery rate following disturbance, whereas communities from muddy sand habitats had the slowest physical and biological recovery rates. These findings concur with the predictions of a meta analysis of fishing disturbances for similar habitats. 5. We suggest that physical and biological recovery rates are mediated by a combination of physical, chemical and biological factors that differ in their relative importance in different habitats. Monitoring the infilling rate of physically disturbed patches of sediment has the potential to become a useful tool to predict the recovery rate of associated communities.",72,Journal,ar,Article,100,3,3,Bottom fishing | Granulometry | Marine invertebrates | Sediment parameters,29544,undefined,1,TRUE,all,All Open Access,8
true,https://api.elsevier.com/content/abstract/scopus_id/0344708501,SCOPUS_ID:0344708501,2-s2.0-0344708501,Territorial behaviour and population dynamics in red grouse Lagopus lagopus scoticus. I. Population experiments,Mougeot F.,Journal of Animal Ecology,00218790,72,6,1073-1082,2003-11-01,November 2003,10.1046/j.1365-2656.2003.00781.x,"1. According to the 'territorial behaviour' hypothesis, population cycles of red grouse are caused by delayed density-dependent changes in the aggressiveness of territorial cocks. We report here on a replicated population experiment testing assumptions of this hypothesis. 2. We used testosterone implants to increase aggressiveness of cocks for 3 months during autumn, when recruitment and territory establishment take place. On two moors located in northern England, and on two 1-km2 areas within each moor, we implanted adult cocks with testosterone on an experimental area and with sham implants on a control area. 3. During the first autumn, the testosterone treatment prevented recruitment of young cocks into the territorial populations. This reduced breeding density and altered the age ratio among territorial cocks, and possibly levels of kinship. If so, the 'kinship' hypothesis predicted that density and recruitment should continue to differ between testosterone-treated and control areas. 4. Grouse density remained significantly lower on the experimental than on the control areas for two consecutive breeding seasons. This confirmed a strong spatial structuring within grouse populations, which prevented immigration from neighbouring higher-density areas. In the second autumn, testosterone was not implanted but the recruitment rate remained significantly lower and cock density continued to decline more on the experimental than on the control areas. 5. The results suggest that cocks continued to be aggressive and to maintain large territories for at least a year after aggressiveness was increased experimentally, and therefore that autumn aggressiveness is influenced by previous territorial contests. 6. The experiment validates key assumptions of the 'territorial behaviour' hypothesis for red grouse cycles. Population models in a subsequent paper demonstrate how changes in aggressiveness can cause population cycles.",40,Journal,ar,Article,100,5,5,Experiment | Territorial behaviour | Testosterone | Unstable population dynamics,29544,undefined,0,FALSE,NA,NA,9
true,https://api.elsevier.com/content/abstract/scopus_id/0344586005,SCOPUS_ID:0344586005,2-s2.0-0344586005,Declining survival rates in a reintroduced population of the Mauritius kestrel: Evidence for non-linear density dependence and environmental stochasticity,Nicoll M.,Journal of Animal Ecology,00218790,72,6,917-926,2003-11-01,November 2003,10.1046/j.1365-2656.2003.00768.x,"1. We studied a reintroduced population of the formerly critically endangered Mauritius kestrel Falco punctatus Temmink from its inception in 1987 until 2002, by which time the population had attained carrying capacity for the study area. Post-1994 the population received minimal management other than the provision of nestboxes. 2. We analysed data collected on survival (1987-2002) using program MARK to explore the influence of density-dependent and independent processes on survival over the course of the population's development. 3. We found evidence for non-linear, threshold density dependence in juvenile survival rates. Juvenile survival was also strongly influenced by climate, with the temporal distribution of rainfall during the cyclone season being the most influential climatic variable. Adult survival remained constant throughout. 4. Our most parsimonious capture-mark-recapture statistical model, which was constrained by density and climate, explained 75.4% of the temporal variation exhibited in juvenile survival rates over the course of the population's development. 5. This study is an example of how data collected as part of a threatened species recovery programme can be used to explore the role and functional form of natural population regulatory processes. With the improvements in conservation management techniques and the resulting success stories, formerly threatened species offer unique opportunities to further our understanding of the fundamental principles of population ecology.",59,Journal,ar,Article,100,3,3,Climate | Population demography | Program MARK | Reintroduction | Threatened species,29544,undefined,1,TRUE,all,All Open Access,10
