@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0021092332,SCOPUS_ID:0021092332,2-s2.0-0021092332,Variation in niche breadth with trophic position: on the disparity between expected and observed species packing.,Glasser J.,American Naturalist,00030147,122,4,542-548,1983-01-01,1983,10.1086/284154,"The observation that more kinds of predators than prey comprise natural communities is more likely an artifact of systematic variation in the kinds of organisms that biologists distinguish at different trophic levels than a fact of nature. The opposite expectation is derived from a dynamic theory of community development. We should gather observations from which we can determine the numbers of trophic resources at different levels in natural communities. Objective methods, such as Vandermeer's (1972) grain matrix, should prove particularly useful.-from Author",11,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,1,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021091567,SCOPUS_ID:0021091567,2-s2.0-0021091567,Trophic exploitation and Arctic phytomass patterns.,Oksanen L.,American Naturalist,00030147,122,1,45-52,1983-01-01,1983,10.1086/284117,"Tested the prediction of the hypothesis of exploitation ecosystems that herbivory limits the aboveground phytomasses of moderately unproductive plant communities. Aboveground phytomasses of arctic meadows on Truelove Lowland where brown lemmings Lemmus trimucronatus do not occur are about 5 times as great as corresponding values from Barrow which is within the range of the brown lemming. The combination of Barrow data and data from tundra communities on Hardangervidda with primary production <600 g m-2 yr-1 shows no significant correlation between aboveground phytomass and primary productivity, whereas a weak positive trend is obtained from Truelove Lowland where the herbivore trophic level is impoverished. Data from Kilpisjarvi suggest an 8.4-fold increase in moss phytomasses during 7 yr of low lemming densities. Both the geographical patterns and the short-term dynamics at Kilpisjarvi are in full agreement with the predictions of the hypothesis. -from Author",60,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,2,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021091328,SCOPUS_ID:0021091328,2-s2.0-0021091328,"The introduced Hawaiian avifauna: biogeographic evidence for competition ( passeriforms, columbiforms).",Moulton M.P.,American Naturalist,00030147,121,5,669-690,1983-01-01,1983,10.1086/284094,"Discusses the patterns of introduction and extinction of the species of land birds (passeriforms and columbiforms) introduced to the Hawaiian Islands over the last century. Data are consistent with the idea that rising extinction rates will eventually match immigration rates leading to a dynamic equilibrium. Turnover in species composition is a prominent feature of the introduced Hawaiian avifauna with extinctions common even among populations that had persisted for decades. No effect of island size on extinction rate was detected. However, the per species extinction rates do increase with the number of species on the island. This suggests that the species mutually affect each other's changes of extinction. -from Authors",109,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,3,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021089988,SCOPUS_ID:0021089988,2-s2.0-0021089988,Scaling the ecological cost of transport to body mass in terrestrial mammals.,Garland T.,American Naturalist,00030147,121,4,571-587,1983-01-01,1983,10.1086/284084,"The Ecological Cost of Transport (ECT) is defined as the percentage of a free-living animal's Daily Energy Expenditure (DEE) that is attributable to transport costs. The ECT must be an increasing function of body mass, with the result that some small mammals may have a very low ECT (<1% DEE) whereas large mammals may have an ECT of 5%-15%. For small mammals, or those that move little, daily transport costs would seem to be of little energetic significance. Daily Movement Distance (DMD) scales approximately as M0.25, in contrast to home range area, which scales approximately as M1.0. This discrepancy in scaling exponents is partially explained by a model which related home range size, stomach capacity and daily food consumption to yield an estimate of Daily Foraging Distance, the latter being quite similar to the empirically derived equation for DMD. The ECT is discussed in the context of arguments concerning the energetic significance of the cost of locomotion and its relevance to the origin of locomotory-specializations. -from Author",187,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,4,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021089968,SCOPUS_ID:0021089968,2-s2.0-0021089968,Growth rate projection and life history sensitivity for annual plants with a seed bank.,Schmidt K.,American Naturalist,00030147,121,4,525-539,1983-01-01,1983,10.1086/284080,"For the typical annual with a seed bank there exists differential sensitivity of lambda to changes in the life history parameters used to project population growth, whether age structure is considered or not. In models with and without age structure lambda is more sensitive to fecundity and plant (juvenile) survivorship than to germination fraction. This implies that there could exist greater genetic variation in germination fraction than in fecundity or plant survivorship. To the extent that this variation is additive the parameters with the least sensitivity on lambda should have the highest heritability. The classic comparisons between annuals and perennials, which ignore the invariable seed banks known to exist for annual plants underestimate the required fecundity differential between these 2 life cycles. The presence of a seed bank in the annual requires an even greater fecundity to outcompete a related perennial. -Authors",13,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,5,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021088598,SCOPUS_ID:0021088598,2-s2.0-0021088598,Geographic variation of tolerance to environmental stress in Drosophila pseudoobscura.,Coyne J.,American Naturalist,00030147,122,4,474-488,1983-01-01,1983,10.1086/284150,"Geographic variation for resistance to heat, cold and desiccation were studied in 7 populations of Drosophila pseudoobscura from areas of extreme climate. Six tests of adult flies showed significant heterogeneity among populations, but in only one case was this in an apparently 'adaptive' direction. Two tests on pupae (heat and cold stress) showed less differentiation among populations, but in both cases in an apparently 'adaptive' direction. Results suggest that adaptive differentiation among populations is more pronounced for pupae than for adults, perhaps because pupae have no behavioral response to extreme climate. Such adaptive differentiation and the extensive long-distance movement previously observed in this species may indicate that other geographic variation of morphology, physiology and chromosomal inversion frequencies in D. pseudoobscura reflect local selection.-from Authors",74,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,6,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021086718,SCOPUS_ID:0021086718,2-s2.0-0021086718,Variance models in the study of life histories.,Lacey E.,American Naturalist,00030147,122,1,114-131,1983-01-01,1983,10.1086/284122,"Proposes a general model that estimates fitness from the joint effects of mean and variance. The contribution that each individual trait makes to net fitness proceeds in a stepwise fashion from the individual trait level to the fitness component and cohort fitness levels and, finally, to net fitness.-from Authors",58,Journal,ar,Article,100,4,4,12604,undefined,0,FALSE,7,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0021085647,SCOPUS_ID:0021085647,2-s2.0-0021085647,Density-regulated selection in a heterogeneous environment.,Arnold J.,American Naturalist,00030147,121,5,656-668,1983-01-01,1983,10.1086/284093,"A model is developed for density-regulated selection in a heterogeneous environment, analogous to Levene's model for selection in a subdivided environment. A protected polymorphism occurs provided that a harmonic mean over habits of the adjusted carrying capacities of each homozygote are less than a corresponding mean for the heterozygote; the adjusted carrying capacity of a genotype in a habitat is just an extension to the population level of the carrying capacity for a single habitat. The population's carrying capacity, a weighted harmonic mean of the adjusted carrying capacities of the genotypes, is maximized near population size equilibrium. Sufficient conditions for a protected polymorphism under a more general form of density-regulated selection, with the genotypic fitnesses any smooth, strictly decreasing function of population size, are also outlined. -from Authors",8,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,8,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021085592,SCOPUS_ID:0021085592,2-s2.0-0021085592,Why white-tailed deer flag their tails ( Odocoileus virginianus).,Bildstein K.,American Naturalist,00030147,121,5,709-715,1983-01-01,1983,10.1086/284096,"Odocoileus virginianus tend to tail flag toward an approaching person and, when they have the opportunity to do so, do not flag toward conspecifics only. Both single deer and deer in groups flag their tails. Deer are more likely to tail flag when they flee at safe distances and they are less likely to tail flag on their 2nd flight. The observations do not support the flash behavior and risk-prone alarm signal hypotheses but, based on a single predictive test, do support the risk-free alarm signal and cohesive signal hypotheses. The detection signal hypothesis, which states that tail flagging functions do inform the approaching predator that it has been detected, is supported by all 3 predictive tests. -from Author",41,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,9,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0021084815,SCOPUS_ID:0021084815,2-s2.0-0021084815,The role of neophobia in determining the degree of foraging specialization in some migrant warblers.,Greenberg R.,American Naturalist,00030147,122,4,444-453,1983-01-01,1983,10.1086/284148,"During the winter in Panama, ie. during the nonbreeding season, the bay-breasted warbler Dendroica castanea is a generalized forager compared to the chestnut-sided warbler D. pensylvanica. Individuals of 4 other species of Dendroica (caerulescens, coronata, magnolia, tigrina) were tested in similar experiments to see how bay- breasted and chestnut-sided warblers compared with the genus as a whole. Consistent with field observations, chestnut-sided warblers obtained hidden mealworms from fewer unfamiliar objects than did bay- breasted warblers. They approached a similar number of objects, but were more timid and ambivalent. Individuals of all 6 species of Dendroica had consistent rankings in how rapidly they fed at the model microhabitats. This variation had a species-specific component, with bay-breasted warblers feeding most rapidly and chestnut-sided warblers feeding most hesitantly. The number of microhabitats visited by a warbler is thus the result of a dynamic interaction of attraction and fear. Individuals and species with greater aversion to novel foraging situations may be more specialized than less neophobic warblers.-from Author",113,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,10,NA,NA
