@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0034490151,SCOPUS_ID:0034490151,2-s2.0-0034490151,An analysis of the floristic composition and diversity of Amazonian forests including those of the Guiana Shield,Hans Steege T.E.R.,Journal of Tropical Ecology,02664674,16,6,801-828,2000-12-01,2000,10.1017/S0266467400001735,"A large number of newly published and unpublished hectare plots in Amazonia and the Guiana Shield area allow an analysis of family composition and testing of hypotheses concerning alpha-diversity in the south American rain forest. Using data from 94 plots the family-level floristic patterns in wet tropical South America are described. To test diversity patterns, 268 plots are used in this large area. Contrary to a widely held belief, western Amazonian plots are not necessarily the most diverse. Several central Amazonian plots have equal or even higher tree diversity. Annual rainfall is not a good estimator for tree diversity in the Amazonia area and Guiana shield. Plots in the Guiana Shield area (and eastern Amazonia) usually have lower diversity than those in central or western Amazonia. It is argued that this is not because of low rainfall or low nutrient status of the soil but because of the small area of the relatively isolated rain forest area in eastern Amazonia and the Guiana Shield. The low diversity on nutrient-poor white sand soils in the Amazon basin is not necessarily due to their low nutrient status but is, at least partly, caused by their small extent and fragmented nature.",222,Journal,ar,Article,100,10,10,Amazonia | Floristic composition | Guiana Shield | Rainfall | Tree alpha diversity,23435,undefined,0,FALSE,all,All Open Access,1
true,https://api.elsevier.com/content/abstract/scopus_id/0034490011,SCOPUS_ID:0034490011,2-s2.0-0034490011,"Long-term permanent plot observations of vegetation dynamics in Budongo, a Ugandan rain forest",Sheil D.,Journal of Tropical Ecology,02664674,16,6,765-800,2000-12-01,2000,10.1017/S0266467400001772,"Species composition and turnover that have occurred in a series of permanent sample plots established during the 1930s and 1940s in Budongo, a semi-deciduous Ugandan forest, are reported. The plots were established as part of a sequence first used to describe forest succession, five of which have been maintained and which were last measured in 1992-1993. One plot (plot 7) provides 53 y of data from old-growth pristine forest. Plot 15 was established in wooded grassland at the forest edge and is now closed high forest. Evaluation of the remaining three plots is complicated by silvicultural interventions carried out in the 1950s. Forty species have been added since the first evaluations and a total of 188 tree species (over 80% of Budongo's forest tree flora, and including two exotics) has now been recorded from within the plots. The pattern of shade-tolerance in the original plot series conforms to patterns expected for succession with an increasing proportion of shade-tolerant species with development, and large stems appearing to 'lag behind' smaller stems in this respect. The time series data are less consistent, and while plot 7 increased in the proportion of shade-tolerant stems through time, the proportion of shade-tolerant species actually declines. Stem-turnover (the mean of mortality and recruitment) slowed with implied successional stage. Most species have a higher recruitment than mortality rate and stem numbers have thus increased in all plots. This is most pronounced in the putatively 'early successional' plot. Stem size structure has changed within the plots, with an increased proportion of smaller stems. Species show different rates of turnover and these vary from plot to plot and period to period. In plot 7, the overall mortality rate decreased with initial stem size. Estimates imply that some tree species may easily live longer than 500 y after reaching 10 cm DBH, and that 1000 y is possible. The importance of large trees in determining forest dynamics is illustrated by the finding that death of only seven stems in plot 7 contributed over 60% of net basal area losses recorded over the 53-y observation period. Many of the observed patterns were not predicted and could only have been found by long-term studies.",133,Journal,ar,Article,100,3,3,Africa | Composition | Disturbance | Monitoring | Monodominant | Mortality | Recruitment | Species richness | Succession | Turnover,23435,undefined,0,FALSE,NA,NA,2
true,https://api.elsevier.com/content/abstract/scopus_id/0034489837,SCOPUS_ID:0034489837,2-s2.0-0034489837,Mammal trap efficiency during the fragmentation by flooding of a neotropical rain forest in French Guiana,Fournier-Chambrillon C.,Journal of Tropical Ecology,02664674,16,6,841-851,2000-12-01,2000,10.1017/S0266467400001759,"During the flooding of primary lowland rain forest by the filling of a hydroelectric reservoir in French Guiana, live-trapping was conducted on 175 subsequently formed islands. Different factors affecting the mammal trap efficiency were analysed. The main results show the real complexity of the sampling problem and the influence of the habitat disturbance due to the flooding. The location and/or the type of traps influenced captures of Dasypus novemcinctus, Proechimys spp., Metachirus nudicaudatus and Philander opossum in relation to their foraging and/or locomotion behaviour, and to their size. The conformation of the islands (height and size) had no influence on the number of captures, nor on the species richness. The number of captures increased with the number of trapnights during the first water inflow and the level stretch. The best trapping success was observed during the wet season, when the strong habitat modification and the forest fragmentation became more significant. It resulted from the reduction of available land area and trophic resources. One year after the beginning of the water inflow, the decrease of the number of captures with the increasing number of trapnights reflected a real decrease of the number of mammals on the islands. The species richness increased with the number of trapnights in all periods, and was also the highest during the wet season.",10,Journal,ar,Article,100,6,6,Flooding | Fragmentation | French Guiana | Islands | Live-trapping | Mid-sized terrestrial mammals | Rain forest | Rescue | Trapping success,23435,undefined,0,FALSE,NA,NA,3
true,https://api.elsevier.com/content/abstract/scopus_id/0034488188,SCOPUS_ID:0034488188,2-s2.0-0034488188,Edge effects on litterfall mass and nutrient concentrations in forest fragments in central Amazonia,Sizer N.,Journal of Tropical Ecology,02664674,16,6,853-863,2000-12-01,2000,10.1017/S0266467400001760,"Forest edges bordering on pasture were created by cutting and burning the surrounding Amazonian lowland rain Forest in the dry season (June) of 1990. Litterfall was measured For 3.5 y along transects 10, 50, 100 and 250-m into the forest from the Forest edge. Litterfall along the 10-m transects increased by up to 2.5 times that on spatial controls (250-m transects) in the dry season in which the edge was created. In the second dry season after edge creation litterfall at 10-m was lower than on controls, after which it returned to control rates in the second wet season, 1.5 y after edge creation. Litterfall 50-m into the forest was less affected; there was a smaller rise in the dry season in which the edge was cut, and no significant effects after that. At 100-m there was no effect of edge creation on litterfall. Phosphorus concentrations in litterfall were elevated along 10-m transects, 10-12 wk after edge creation, possibly because of reduced retranslocation prior to abscission. The changes in litterfall described here are inextricably linked to the biomass collapse, which occurs near forest-fragment edges in the same area.",54,Journal,ar,Article,100,3,3,Amazon | Edges | Fragments | Litterfall | Mineral nutrients | Tropical rainforest,23435,undefined,0,FALSE,NA,NA,4
true,https://api.elsevier.com/content/abstract/scopus_id/0034487288,SCOPUS_ID:0034487288,2-s2.0-0034487288,Dietary relationships among four granivorous doves in Venezuelan savannas,Pérez E.,Journal of Tropical Ecology,02664674,16,6,865-882,2000-12-01,2000,10.1017/S0266467400001723,"A total of 537 crops from four coexisting granivorous doves (Columbina minula, C. passerina. C. talpacoti and Scardafella squammata), collected on seven sampling dates in a Venezuelan savanna, were examined to assess food partitioning. These closely related doves are resident birds, and overlap broadly both in daily activity patterns and habitat use; in circumstances like this, segregation in the use of food resources often occurs, it was found that: (a) differences in body dimensions did not account for variations in seed size taken by doves; they all ate seeds in the same size range and they showed high similarity in seed size preferred; (b) the importance of different seed sizes in the diets changed seasonally with similar tendencies for all four species, (c) there were differences up to 4-fold in mean seed size consumed by individuals of the same species on the same date; (d) seeds of 63 plant species were consumed by the four dove species and constituted from 98 to 99.5% of the diets: (e) high dietary overlap both in prey size and prey type was found throughout the year. The dietary relationships found in this study support the idea that these birds forage opportunistically, and that some differences found among their diets may he the result of random seed sampling from the heterogeneous seed pool available.",23,Journal,ar,Article,100,2,2,Birds | Columbina spp. | Diet overlap | Doves | Food partitioning | Granivorous assemblage | Opportunism | Savanna | Scardafella squammata | Venezuela,23435,undefined,0,FALSE,NA,NA,5
true,https://api.elsevier.com/content/abstract/scopus_id/0034486321,SCOPUS_ID:0034486321,2-s2.0-0034486321,"Defoliation of an island (Guam, Mariana Archipelago, Western Pacific Ocean) following a saltspray-laden 'dry' typhoon",Kerr A.M.,Journal of Tropical Ecology,02664674,16,6,895-901,2000-12-01,2000,10.1017/S0266467400001796,NA,15,Journal,ar,Article,100,1,1,Cyclone | Disturbance | Forest | Hurricane | Island | Micronesia | Salt damage | Storm | Wind,23435,undefined,0,FALSE,NA,NA,6
true,https://api.elsevier.com/content/abstract/scopus_id/0034485785,SCOPUS_ID:0034485785,2-s2.0-0034485785,Mosaics of canopy openness induced by tropical cyclones in lowland rain forests with contrasting management histories in northeastern Australia,Grove S.,Journal of Tropical Ecology,02664674,16,6,883-894,2000-12-01,2000,10.1017/S0266467400001784,"Tropical cyclone 'Rona' crossed tile coast of the Daintree lowlands of northeastern Australia in 1999. This study reports on its impact on forest canopy openness at six lowland rain forest sites with contrasting management histories (old-growth, selectively logged and regrowth). Percentage canopy openness was calculated from individual hemispherical photographs taken from marked points below the forest canopy at nine plots per site 3-4 mo before the cyclone, and at the same points a month afterwards. Before the cyclone, when nine sites were visited, canopy openness in old-growth and logged sites was similar, but significantly higher in regrowth forest. After the cyclone, all six revisited sites showed an increase in canopy openness, but the increase was very patchy amongst plots and sites and varied from insignificant to severe. The most severely impacted site was an old-growth one, the least impacted a logged one. Although proneness to impact was apparently related to forest management history (old-growth being the most impacted), underlying local topography may have had an equally strong influence in this case. It was concluded that the likelihood of severe impact may be determined at the landscape-scale by the interaction of anthropogenic with meteorological, physiographic and biotic factors. In the long term, such interactions may caution against pursuing forest management in cyclone-prone areas.",52,Journal,ar,Article,100,3,3,Australia | Canopy openness | Cyclone | Disturbance | Hemiphots | Management history | Patch dynamics | Rain forest | Tropical,23435,undefined,0,FALSE,all,All Open Access,7
true,https://api.elsevier.com/content/abstract/scopus_id/0033745639,SCOPUS_ID:0033745639,2-s2.0-0033745639,Epiphyte diversity and biomass in the canopy of lowland and montane forests in Ecuador,Freiberg M.,Journal of Tropical Ecology,02664674,16,5,673-688,2000-11-13,2000,10.1017/S0266467400001644,"Epiphyte diversity as well as distribution and composition of epiphytic biomass was investigated in two lowland and two montane rain forests in Ecuador. Species numbers of epiphytes per tree were slightly higher in the montane (22-41 in Los Cedros, 33-54 in Otonga) than in the lowland forests (9-43 in Yasuni, 19-32 in Tiputini), however differences were not significant. In contrast, some epiphyte families did show significant altitudinal differences. The total epiphytic biomass per branch surface decreased from the centre of the crown to the periphery, and was generally higher in the montane (6.0 kg m-2 on central branches in Los Cedros, 1.8 kg m-2 in Otonga) than in the lowland forests (1.3 kg m-2 in Yasuni and 1.8 kg m-2 in Tiputini). Especially, dry weight of bryophytes and dead organic matter was higher in the mountains. In contrast, the biomass of green parts of vascular epiphytes on central branches was about the same in all four forests (0.4-0.6 kg m-2). A comparison with literature data from other study sites of tropical moist forests supports the observation that biomass of vascular epiphytes does not significantly change with altitude. It is discussed, that the high bryophytic biomass in montane compared to lowland forests is a major reason for differences in humus biomass between these forest types.",68,Journal,ar,Article,100,2,2,Biodiversity | Biomass | Canopy | Ecuador | Epiphyte humus | Epiphytes | Tropical rain forest,23435,undefined,0,FALSE,NA,NA,8
true,https://api.elsevier.com/content/abstract/scopus_id/0033744868,SCOPUS_ID:0033744868,2-s2.0-0033744868,Leaf δ<sup>13</sup>C signatures in heath and lowland evergreen rain forest species from Borneo,Nagy L.,Journal of Tropical Ecology,02664674,16,5,757-761,2000-11-13,2000,10.1017/S0266467400001711,NA,6,Journal,ar,Article,100,2,2,δ C 13 | Borneo | Drought | Heath forest | Lowland evergreen rain forest,23435,undefined,0,FALSE,NA,NA,9
true,https://api.elsevier.com/content/abstract/scopus_id/0033744853,SCOPUS_ID:0033744853,2-s2.0-0033744853,Demography of a savanna palm tree in Ivory coast (Lamto): Population persistence and life-history,Barot S.,Journal of Tropical Ecology,02664674,16,5,637-655,2000-11-13,2000,10.1017/S0266467400001620,"Borassus aethiopum is a dioecious palm tree of African savannas. A stage-classified matrix population model has been parametrized with field data (Lamto reserve, Ivory Coast). It enabled the study of the persistence of the population, and analysis of its sensitivity to different vital rates. Age of palms in each stage were estimated to complete the description of the palm life-history. The main results are: (1) The studied populations are very close to the equilibrium but the stable stage distribution (predicted by the model) and the observed distribution are significantly different indicating a former change in the vital rates. (2) Reproduction seems to be highly delayed (first reproduction on average at 114 y), while the estimated duration of the reproductive part of the life-cycle is relatively short (22 y).",27,Journal,ar,Article,100,4,4,Age estimation | Demography | Humid savanna | Matrix population model | Palm tree | Senescence | Stage classified matrix model,23435,undefined,0,FALSE,NA,NA,10
