@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0020859810,SCOPUS_ID:0020859810,2-s2.0-0020859810,"Liana biomass and leaf area of a ' tierra firme' forest in the Rio Negro Basin, Venezuela.",Putz F.E.,Biotropica,00063606,15,3,185-189,1983-01-01,1983,10.2307/2387827,"In evergreen tropical rain forest, growing on a nutrient-poor Oxisol (lateritic soil), average total above-ground dry weight of lianas was 15.7 t.ha-1, or 4.5% of the estimated above-ground forest biomass. Average leaf area index of lianas was 1.2 m2.m-2, or 19% of total forest leaf area. In comparison to trees, liana stems are small in diameter relative to the sizes of their crowns. This difference in allometry occurs because lianas rely on other plants for support and liana stems generally have large diameter and thus efficient xylem vessels. By maintaining the conducting capacity of their vessels for longer periods of time than do trees, lianas can increase further their leaf biomass-stem diameter ratios. -from Author",244,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,1,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0020859809,SCOPUS_ID:0020859809,2-s2.0-0020859809,"Phenology, flowering synchrony, and fruit set of six neotropical shrubs.",Augspurger C.,Biotropica,00063606,15,4,257-267,1983-01-01,1983,10.2307/2387650,"Temporal patterns of flower production and level of fruit set were determined in a semi-deciduous lowland forest in Panama for Hybanthus prunifolius, Turnera panamensis, Rinorea sylvatica, Psychotria horizontalis, Etythrina costaricensis var. panamensis and Pentagonia macrophylla. The species differed in number of flowers per individual, how long the individual produced flowers, and synchrony of the individual with its conspecifics.-from Author",230,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,2,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0020859808,SCOPUS_ID:0020859808,2-s2.0-0020859808,Apparent dry-season fasting in Amazonian manatees (Mammalia: Sirenia).,Best R.,Biotropica,00063606,15,1,61-64,1983-01-01,1983,10.2307/2388000,"Trichechus inunguis, restricted to deep water areas in the larger lakes in the central Amazon during the dry season, do not have any obvious food sources until water levels rise between 1-2 m. Evidence from Lago Amana suggests almost 7 months of fasting. Manatees may eat dead vegetative matter, relying on hindgut fermentation to derive nutritive value from such material. The extremely low metabolic rate (36% of standard) and the large quantity of blubber may represent critical adaptations in survival during prolonged dry seasons.-from Author",36,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,3,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0020859758,SCOPUS_ID:0020859758,2-s2.0-0020859758,The growth pattern of two species of Schima.,Booth R.,Biotropica,00063606,15,2,142-147,1983-01-01,1983,10.2307/2387960,"The growth patterns of Schima wallichii (at 100 m and 1600 m altitude), and S. khasiana (at 1900 m) in Meghalaya, NE India, were compared. Both species conform to Rauh's model of architecture. Sylleptic lateral branches formed on S. khasiana during periods of vigorous growth of the main shoot. Although stem extension and leaf production were continuous throughout the growing season, they exhibited (endogenous?) periodicity which was most marked in S. wallichii at lower altitude. Schima wallichii at lower altitude had the fastest turnover of leaves. -Authors",7,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,4,all,All Open Access
true,https://api.elsevier.com/content/abstract/scopus_id/0020859744,SCOPUS_ID:0020859744,2-s2.0-0020859744,The significance of diurnal terrestrial emergence of green turtles ( Chelonia mydas) in the Galapagos archipelago.,Snell H.L.,Biotropica,00063606,15,4,285-291,1983-01-01,1983,10.2307/2387653,"Diurnal, nonreproductive emergence of green turtles in Galapagos apparently occurs throughout the year on several islands. Turtles on beaches have cloacal temperatures that exceed temperatures of adjacent coastal waters. Basking turtles are predominately females. Females may bask to accelerate digestion and fat build-up, necessary antecedents to egg production in reproductive periods. Basking turtles show a trend to clump among available beaches, possibly a response to microclimatic differences between beaches. -from Authors",8,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,5,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0020859743,SCOPUS_ID:0020859743,2-s2.0-0020859743,"Reproductive biology of Palicourea fendleri and P. petiolaris ( Rubiaceae), heterostylous shrubs of a tropical cloud forest in Venezuela.",Sobrevila C.,Biotropica,00063606,15,3,161-169,1983-01-01,1983,10.2307/2387824,"Palicourea petiolaris exhibits different levels of self-compatibility, and deviations toward more pin morphs occur in some populations. In general, where the level of incompatibility is stronger, the population structure is closer to equilibrium. A population at the margin of the geographical range of P. petiolaris is composed of fully self-compatible pin plants. Fruit set and seed set of the 2 species are highly variable among different populations. -from Authors",73,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,6,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0020859690,SCOPUS_ID:0020859690,2-s2.0-0020859690,Termitaria: nutrient patchiness in nutrient-deficient rain forests.,Salick J.,Biotropica,00063606,15,1,1-7,1983-01-01,1983,10.2307/2387990,"Termite population parameters and termite nest-nutrient content are compared among 3 nutrient-deficient vegetation types along the Rio Negro. Termite population parameters are positively associated with forest productivity, biomass, stature, and soil fertility. A minimum of 3-5% of total litter is consumed by termites, but high spatial variance (patchiness) of termite consumption and nutrient concentration may be much more important to forest dynamics. Termitaria form rich nutrient patches that contrast significantly with the highly weathered soils of the region. Termitaria are abandoned at a rate of 165+ or -66 nests ha-1 yr-1, providing abundant and potentially important microsites for tree-seedling establishment.-from Authors",53,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,7,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0020859677,SCOPUS_ID:0020859677,2-s2.0-0020859677,Seed dispersal by cassowaries ( Casuarius casuarius) in north Queensland's rainforests.,Stocker G.,Biotropica,00063606,15,3,170-176,1983-01-01,1983,10.2307/2387825,Cassowaries depend on fruit which has fallen from the middle and upper forest canopy. Diaspores of 78 plant species were found in cassowary dung. Some germination was observed for 70 species. The passage of most diapores through a cassowary does not appear to greatly affect seed germination characteristics. These birds are the only extant frugivores large enough to effectively disperse many of the plant species found in the rainforests of this region.-from Authors,74,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,8,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0020859676,SCOPUS_ID:0020859676,2-s2.0-0020859676,"Population control of an all-female fish, Poeciliopsis monacha- latidens.",Lanza J.,Biotropica,00063606,15,2,100-107,1983-01-01,1983,10.2307/2387951,"Poeciliopsis monacha-latidens is an all-female species which mates with males of the bisexual species P. latidens. In contrast to other all-female Poeciliopsis species, P. monacha-latidens populations are not primarily limited by a shortage of sperm. Instead, it appears to be poorly adapted to the fast-water habitat of its sexual host, P. latidens. Also P. monacha-latidens loses in competition with P. latidens for food in the late dry season in areas of low insect productivity.-from Author",0,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,9,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0020859667,SCOPUS_ID:0020859667,2-s2.0-0020859667,Contribution of river-created habitats to bird species richness in Amazonia.,Remsen J.,Biotropica,00063606,15,3,223-231,1983-01-01,1983,10.2307/2387833,"Some 15% of the non-aquatic avifauna of the Amazon Basin is restricted to habitats created by rivers: beaches and sandbars, sandbar scrub, river edge forest, varzea forest, transitional forest, and water-edge. As many as 169 bird species in the lowland neotropics may have evolved in Amazonian river-created habitats, with 99 of these spreading secondarily to man-made second-growth or to regions outside the Amazon Basin. Alteration of seasonal water flow patterns that would destroy these habitats could potentially exterminate 64 species of Amazonian river-created habitat specialists. -from Authors",142,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,10,NA,NA
