@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0022172432,SCOPUS_ID:0022172432,2-s2.0-0022172432,The influence of cyclones on the dry evergreen forest of Sri Lanka.,Dittus W.,Biotropica,00063606,17,1,1-14,1985-01-01,1985,10.2307/2388371,"Damage included defoliation, breakage of twigs, branches and trunks, tree falls and post-cyclone tree mortality. Extrapolations from meteorological data indicate that 33-44% of the range of dry evergreen forest may be subject to cyclone damage per century. The species composition of dry evergreen forest on a local and wider geographical scale typically is fairly uniform in the subcanopy layer, but variable in the upper layers. Recurrent cyclone damage may be an important factor contributing to succession in dry evergreen forest and to the variation in species composition of the upper layers. -from Author",62,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,1
true,https://api.elsevier.com/content/abstract/scopus_id/0022172431,SCOPUS_ID:0022172431,2-s2.0-0022172431,Leaf litter disappearance rates in Puerto Rican montane rain forest.,La Caro F.,Biotropica,00063606,17,4,269-276,1985-01-01,1985,10.2307/2388589,"Dacryodes excelsa, Sloanea berteriana and Drypetes glauca were chosen to represent primary climax species, while Cecropia peltata, Inga vera and Ixora ferrea were selected to represent secondary successional species. The secondary canopy species exhibited slower decay rates. The same pattern emerged between the secondary and primary understory species. The interacting effects of the leaf structural characteristics such as percentage lignin and percentage fiber correlated most strongly with observed decay rates. Nutrients were important in establishing organic matter resource quality but did not appear to influence decay rates; instead, nutrient dynamics reflected intervals of element immobilization, mineralization and importation. Secondary species exhibiting specific combinations of structural properties may act to conserve nutrient by their slower rates of leaf litter disappearance.-from Authors",37,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,2
true,https://api.elsevier.com/content/abstract/scopus_id/0022170622,SCOPUS_ID:0022170622,2-s2.0-0022170622,Seasonality and diversity of mayfly adults ( Ephemeroptera) in a 'nonseasonal' tropical environment.,Wolda H.,Biotropica,00063606,17,4,330-335,1985-01-01,1985,10.2307/2388597,"Fluctuations in abundance of adult Ephemeroptera were analyzed from a year of daily light-trap collections at Miramar, a relatively nonseasonal locality of NW Panama. Most taxa occurred year-round; some showed within-year fluctuations in abundance that may be seasonal. Species of Leptohyphes showed a pronounced lunar periodicity. -from Authors",30,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,3
true,https://api.elsevier.com/content/abstract/scopus_id/0022170002,SCOPUS_ID:0022170002,2-s2.0-0022170002,(Some aspects of a community of snakes of the north of Venezuela).,Silva L. J.L.,Biotropica,00063606,17,2,112-125,1985-01-01,1985,10.2307/2388503,"The most abundant species were: Liophis reginae (23.7%), Mastigodryas boddaerti (10.1%), Stenorrhina degenhardtii (8.5%), Bothrops colombiensis (7.7%), Atractus lancinii (6.5%), and Dendrophidion percarinatus (5.8%). Family Colubridae and terrestrial snakes occupied the first place in taxonomic and life form order of importance respectively. Diurnal and nocturnal activity of 14 species, and daily activity rhythms were examined. -from English summary",4,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,4
true,https://api.elsevier.com/content/abstract/scopus_id/0022169997,SCOPUS_ID:0022169997,2-s2.0-0022169997,"Litter fall of Avicennia germinans L. in a one-year cycle in a mudflat at the laguna de Mecoacan, Tabasco, Mexico.",Lopez-Portillo J.,Biotropica,00063606,17,3,186-190,1985-01-01,1985,10.2307/2388215,"Mean total annual litter fall was 614.4 g.m-1.yr-1. Seasonal fluctuations of mean water level, insolation, temperature and evaporation were highly intercorrelated and were summarized in a principal component axis that explains 82% of their variability. Each litter component (leaves, flowers and reproductive parts, branches and woody parts, and propagules) shows a distinctive sequence, and significant correlations were obtained when comparing the principal component axis against leaf and propagule fall. Phenologic variation in litter fall as an adaptive response to environmental changes is discussed.-from Authors",46,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,5
true,https://api.elsevier.com/content/abstract/scopus_id/0022169862,SCOPUS_ID:0022169862,2-s2.0-0022169862,Breeding systems in the flora of a tropical deciduous forest in Mexico.,Bullock S.,Biotropica,00063606,17,4,287-301,1985-01-01,1985,10.2307/2388591,"Floral sexuality was characterized for most of the flora (708 species) of a forest reserve at Chamela, Jalisco, and compatability was determined for a sample of hermaphroditic species. Nine types of floral sexuality were found: frequency was related to life form and systematics. Monostylous hermaphroditism was typical of epiphytes (96%) and herbs (82%) but less so among vines (68%), shrubs (62%), and trees (54%). Dioecy increased across these groups (4%, 1%, 10%, 14%, and 24%, respectively). Monoecy was concentrated in Euphorbiaceae and Cucurbitaceae; Boraginaceae and Rubiaceae predominated among the few distylous species. Compatability tests showed reduced fruiting from self- compared to cross-pollination in 94% of 33 species from 14 families, and 76% were considered self-incompatible.-from Author",201,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,6
true,https://api.elsevier.com/content/abstract/scopus_id/0022169861,SCOPUS_ID:0022169861,2-s2.0-0022169861,How fast and why do germinating guanacaste seeds ( Enterolobium cyclocarpum) die inside cows and horses?,Janzen D.,Biotropica,00063606,17,4,322-325,1985-01-01,1985,10.2307/2388595,"One day of exposure to either rumen or caecal in vitro fermentation killed 90% of scarified seeds, and none survived >2 days. No unscarified seeds germinated. Scarification appears to be a critical process affecting survivorship of seeds in the guts of large, mammalian herbivores. Because functional differences in the foregut between ruminants and nonruminants impose different chewing patterns and passage rates on these groups, these factors are probably responsible for the lower proportion of scarified seeds in the feces of ruminants. In the large mammalian herbivores, nonruminants function as seed predators while ruminants are better disposal agents for guanacaste seeds.-from Authors",25,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,7
true,https://api.elsevier.com/content/abstract/scopus_id/0022169565,SCOPUS_ID:0022169565,2-s2.0-0022169565,Relationships between soil and vegetation in a tropical rain forest in French Guiana.,Lescure J.P.,Biotropica,00063606,17,2,155-164,1985-01-01,1985,10.2307/2388508,Structural data of the vegetation are correlated to soils characteristics as well as the frequencies and densities of 32 taxa. -from Authors,59,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,8
true,https://api.elsevier.com/content/abstract/scopus_id/0022169421,SCOPUS_ID:0022169421,2-s2.0-0022169421,Perching heights and nocturnal communal roosts of some tiger beetles ( Coleoptera: Cicindelidae) in southeastern Peru.,Pearson D.,Biotropica,00063606,17,2,126-129,1985-01-01,1985,10.2307/2388504,"When disturbed, diurnally active species of tiger beetles flew from the forest floor, where they foraged, to temporary perches in the vegetation. Height of perch was correlated with size of species. At night, these species roosted for 10-12 hr at the same height as their temporary daytime perches. Some species congregated nocturnally on communal roosts of 2-9 individuals during the early rainy season. Species from sandy edges of rivers roosted on grass blades at night. -from Authors",17,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,9
true,https://api.elsevier.com/content/abstract/scopus_id/0022168859,SCOPUS_ID:0022168859,2-s2.0-0022168859,"The palm community in a forest of central Amazonia, Brazil.",Kahn F.,Biotropica,00063606,17,3,210-216,1985-01-01,1985,10.2307/2388221,"The palm community showed 3 zones according to the hydromorphic condition of the soil: well-drained soils of the upland forest, poorly-drained soils of a transition zone, and water-logged soils of the seasonal swamp forest. The community is remarkable in its size (with 2122 palms/ha, and the highest density on water-logged soils); its great diversity (32 species/1.2 ha), which also depends on the hydromorphic condition of the soil; and its variety of biological forms with characteristic acaulescent palms in the understory, monocaulous and multiple-stemmed palms in the upper understory, and arborescent palms only reaching the canopy in the seasonal swamp forest. -from Authors",76,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,10
