@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number,freetoread.value.$,freetoreadLabel.value.$
true,https://api.elsevier.com/content/abstract/scopus_id/0024265991,SCOPUS_ID:0024265991,2-s2.0-0024265991,Cost and benefits of joint nesting in the acorn woodpecker,Mumme R.,American Naturalist,00030147,131,5,654-677,1988-01-01,1988,10.1086/284812,"Melanerpes formicivorus is a cooperative breeder that lives in permanently territorial family groups of 2-15 individuals. Although most groups contain only 1 breeding female, 22% contain 2 jointly nesting females, which both lay eggs in the same nest and cooperatively rear the young of that nest. Both joint and solitary nesting coexist within the same California population, even though females that nest jointly destroy each other's eggs and have significantly lower annual reproductive success than females that nest singly. A number of ecological and social factors influence the relative advantages and disadvantages of joint nesting. The fitness of females that nest jointly appears to be comparable to (or only slightly lower than) that of females that breed singly. Factors reducing short-term reproductive costs of joint nesting include the absence of strong reproductive bias between jointly nesting females, the limited availability of independent-breeding opportunities, and the increased probability of such females' acquiring and maintaining tenure in a breeding territory. Higher annual survival probabilities of jointly nesting females may play an important role as well, although this potential benefit of joint nesting is not statistically significant. -from Authors",27,Journal,ar,Article,100,3,3,12604,undefined,0,FALSE,1,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024265914,SCOPUS_ID:0024265914,2-s2.0-0024265914,The spread of a reinvading species: range expansion in the California sea otter,Lubina J.,American Naturalist,00030147,131,4,526-543,1988-01-01,1988,10.1086/284804,"The spread of the California Enhydra lutris population provides excellent material for studying the spread of an invading species because the data are not confounded by spread in multiple spatial dimensions. Data on the range expansion of California sea otter is analysed within the context of a classical mathematical model incorporating growth, diffusion and advection. Classical theory predicts that population fronts will form, that asymptotic rates of advance will be constant with homogeneous habitat, and that these asymptotic rates are given by twice the square root of the product of 2 factors, the intrinsic rate of increase and the diffusion coefficient. These patterns were observed in the historical data for range expansion of the otter. The central remaining problem is explaining the observed differences in the rate of spread between the northern and southern fronts. Analysis suggests that advection plays, at most, a minor role in those differences and that estimated differences in the diffusion coefficients are sufficient to account for observed patterns. Habitat-dependent differences in mortality seem to present the major competing hypothesis, and both factors may contribute to the observed differences. -from Authors",118,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,2,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024265820,SCOPUS_ID:0024265820,2-s2.0-0024265820,Diel vertical migrations by juvenile sockeye salmon and the antipredation window,Clark C.,American Naturalist,00030147,131,2,271-289,1988-01-01,1988,10.1086/284789,"Diel migration between habitats containing different levels of food abundance may constitute a response to diel changes in the relationship between potential feeding rates and predation risks in the different habitats. For planktivores that locate their prey by sight (such as juvenile Oncorhynchus nerka) and that in turn are subject to predators that use sight to locate them, the diel time profiles of potential feeding rate and predation risk in near-surface waters may be determined largely by the relative densities of prey at the 2 trophic levels. A simple model of aquatic predation leads the authors to hypothesize the existence of brief ""antipredation windows' for feeding at dawn and dusk. The optimal behavior for pelagic planktivores would be to migrate into surface waters to feed during these 2 daily windows and to migrate to deeper, less illuminated water during daylight hours. -from Authors",373,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,3,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024264368,SCOPUS_ID:0024264368,2-s2.0-0024264368,Latitudinal patterns of the thermal sensitivity of sprint speed in lizards,Van Berkum F.,American Naturalist,00030147,132,3,327-343,1988-01-01,1988,10.1086/284856,"The tolerance ranges (total ranges of temperatures over which lizards can locomote) of tropical lizards are narrower than those of temperate-zone lizards, apparently because tropical lizards experience a narrower total range of body temperatures, and tolerance range is correlated with total body-temperature range. In contrast, the performance breadths (ranges of temperatures over which sprint speed is high) of tropical lizards are not consistently narrower than those of temperate-zone lizards. This may reflect many lizards' use of behavior for thermoregulation when they are active in the field, with the result that their body-temperature variabilities are independent of latitudinal patterns in ambient temperatures. Even so, performance breadths are usually correlated with the variability in body temperatures of lizards that are active in the field (when high sprint speeds should be important). -from Author",107,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,4,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024258821,SCOPUS_ID:0024258821,2-s2.0-0024258821,Hatching asynchrony in altricial birds: nest failure and adult survival,Magrath R.,American Naturalist,00030147,131,6,893-900,1988-01-01,1988,10.1086/284829,"A number of models have recently tried to quantify the effect of total nest failure on optimal hatching asynchrony. The author briefly reviews these nest-failure models and modifies one to show that predation on adults at the nest, and adult survival between nesting attempts, may also influence optimal hatching asynchrony. -from Author",17,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,5,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024258470,SCOPUS_ID:0024258470,2-s2.0-0024258470,Interspecific interaction and similarity in species composition,Hamill D.N.,American Naturalist,00030147,131,3,412-423,1988-01-01,1988,10.1086/284798,"The similarity of bird species lists for the Galapagos Islands does not support the importance of interspecific interactions in determining species distributions. Although a combined positive effect of interisland colonization and all types of interspecific interactions on similarity might be detectable, the effects of these phenomena cannot be disentangled to provide evidence for or against the importance of competition. -from Authors",1,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,6,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024258450,SCOPUS_ID:0024258450,2-s2.0-0024258450,"The selective interactions of dispersal, dormancy, and seed size as adaptations for reducing risk in variable environments",Venable D.,American Naturalist,00030147,131,3,360-384,1988-01-01,1988,10.1086/284795,"Seed size, dormancy, and dispersal share 3 population-dynamic functions in temporally and spatially varying environments: risk reduction of bet hedging, escape from crowding, and escape from sib competition. A model was developed to explore ways they may interact to reduce risk. The risk-reducing properties of these seed traits evolve only in response to global temporal variance. Thus, to understand how selection impinges on the seed traits, creating fitness interactions, one must understand the factors contributing to global temporal variance and how they are mitigated by the various seed traits. Since the traits interact to reduce variance, arbitarily fixing any 1 trait at different values alters the fitness-maximizing values of the others, resulting in trade-offs among traits. The authors explore how changes in the number of independent environmental patches, probability of favorable conditions, radius of dispersal, and spatial and temporal autocorrelation of environmental conditions alter selection on the interacting syndrome of seed traits. -from Authors",719,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,7,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024257640,SCOPUS_ID:0024257640,2-s2.0-0024257640,Scramble-competition polygyny in an asocial mammal: male mobility and mating success,Schwagmeyer P.,American Naturalist,00030147,131,6,885-892,1988-01-01,1988,10.1086/284828,"The activities and movements of male thirteen-lined ground squirrels Spermophilus tridecemlineatus were monitored to collect basic data on when males initiate and terminate mate-searching behavior, how far they travel while searching, and how often they encounter conspecifics during searches. The influences of several aspects of mate-searching behavior (mobility, frequency of encountering competitors, and frequency and duration of encounters with potential mates) on differential success in finding and mating with estrous females were compared. -from Author",99,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,8,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024257259,SCOPUS_ID:0024257259,2-s2.0-0024257259,A criticism of the aggregation model of coexistence: non-independent distribution of dipteran species on ephemeral resources,Worthen W.,American Naturalist,00030147,131,3,453-458,1988-01-01,1988,10.1086/284801,"Addresses the application of a model by Atkinson and Shorrocks (1984) (see 86L/0820) to fly communities. A major assumption of the model is that the competing species are independently distributed; coexistence becomes less likely in their density-dependent model as the species distributions become more positively associated. The statistics are inadequate for describing community patterns (and, inferentially, the significance of interspecific interactions). Evidence is here presented suggesting that many dipteran species are positively associated on discrete, ephemeral resources. -from Authors",16,Journal,ar,Article,100,2,2,12604,undefined,0,FALSE,9,NA,NA
true,https://api.elsevier.com/content/abstract/scopus_id/0024256617,SCOPUS_ID:0024256617,2-s2.0-0024256617,Parasitoid competition and the dynamics of host-parasitoid models,Taylor A.,American Naturalist,00030147,132,3,417-436,1988-01-01,1988,10.1086/284861,"The standard host-parasitoid models assume that each parasitized host yields the same number of parasitoid progeny, but in many parasitoid species, the number of progeny per host depends on the number of times that host was encountered. A family of new host-parasitoid models incorporates this encounter-density-dependent variability in parasitoid reproduction per host. Such within-host competition (which could be between ovipositing females, between larvae, or both) interacts with the distribution of encounters (aggregation) to determine the net parasitoid density dependence. Greater density dependence increases host equilibrium abundances while generally increasing the stability of the interaction. Overcompensating scramble-like competition, especially when the host has a moderate to high intrinsic rate of increase and encounters are moderately aggregated; overcompensation is destabilizing only at very high host reproductive rates. Results suggest that we must study parasitoid density dependence directly, both within a host and between generations within a population, in order to understand the dynamics of any actual host-parasitoid system. The most practical method appears to be to 1) describe the mean yield (parasitoid recruitment) per parasitized host as a function of the density of either parasitoids or parasitized hosts; and 2) relate the number (not the percentage) of parasitized hosts to parasitoid (and perhaps host) densities. -Author",44,Journal,ar,Article,100,1,1,12604,undefined,0,FALSE,10,NA,NA
