@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-acr,fund-no,fund-sponsor,openaccess,openaccessFlag,freetoread.value.$,freetoreadLabel.value.$,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/85077220663,SCOPUS_ID:85077220663,2-s2.0-85077220663,Allelopathic potential of 73 weed species in Pakistan,Khan S.,Revista de Biologia Tropical,00347744,22152075,67,6,1418-1430,2019-12-01,December 2019,10.15517/rbt.v67i6.34787,"Introduction: Use of allelochemicals as inexpensive, biodegradable and eco-friendly substitutes for the management of weeds in crops is a central topic nowadays. Objective: The current study represented the comprehensive screening of allelopathic activity of 73 weeds in Pakistan by the Sandwich method and dish pack method. To investigate the allelochemical compound in top most allelopathic weed. Methods: Allelopathic effects of selected weeds leaves leachate were determined through sandwich technique, while volatile allelopathic effects through dish pack techniques. Qualitative and quantitative phytochemical techniques were applied to investigate allelochemical potential of Melilotus indicus. The statistical analysis of the data described the allelopathic effect of 73 weed plants on lettuce seedling growth in terms of radicle and hypocotyl elongation. Results: Elongation percentage of radicle and hypocotyl ranged 0-74 % to 0-148 % and 0-75 % to 0-84 % respectively at 10 mg concentration of dry plant powder in sandwich method while it was 2-234 % and 7-150 % at in Dish Pack method. Among the plants screened for phytotoxic activity, M. indicus contained the strongest allelochemicals. Qualitative and quantitative analysis of M. indicus showed the presence of flavonoids and phenolic compound along with other allelochemical. Conclusions: Selected weeds may have strong allelochemical potential that can help in the development of bioactive compounds from plant species to be used as natural herbicides and pesticides for sustainable management of weeds and pest.",2,Journal,ar,Article,100,6,6,Allelopathy | Bioassay | Dish pack method | Phytochemicals | Sandwich method,13567,HEC,undefined,"Higher Education Commision, Pakistan",1,TRUE,all,All Open Access,1
true,https://api.elsevier.com/content/abstract/scopus_id/85077218816,SCOPUS_ID:85077218816,2-s2.0-85077218816,Sperm kinematics and morphometric subpopulations analysis with CASA systems: A review,Valverde A.,Revista de Biologia Tropical,00347744,22152075,67,6,1473-1487,2019-12-01,December 2019,10.15517/rbt.v67i6.35151,"In recent years, there has been a substantive change in the conceptual paradigm regarding what an ejaculate is. Until recently, it was considered that a representative population (billions) of sperm was made up of “equivalent” cells with a common goal: To be the one that could finally fertilize the oocyte. New data suggesting that a set of spermatozoa is grouped in distinct subpopulations, according to their kinematic and morphometric characteristics, has opened the way towards a more cooperative vision. In addition, recently, it has been estab­lished that the subpopulation distribution is different among males, which seems to indicate that there are different strategies that can be understood within another paradigm: Sperm competition between different ejaculates. These heterogeneous subpopulations of spermatozoa in the ejaculate, that show kinematics and morphometric patterns, has been widely known for a while, but the biological meaning of these different sperm subpopulations is still not clear. For this reason, the subjective evaluation of seminal quality is being displaced by objective assessment techniques using CASA technology (computer-assisted semen analysis). Also, the application of principal components (PC) and clustering methods to reveal subpopulations of spermatozoa are complementary tools used to characterize raw semen and processed cell suspensions. Despite the advances in such powerful tools, researchers are not well versed on such techniques and its advantages. For instance, PC analysis is a multivariate statistical method that reduces the number of variables used in subsequent calculations for describing the data. By integrating the original data into new complex mathematical variables, homogenous subpopulations of spermatozoa can define clearly. Furthermore, kinematic, morphometric, morphological or DNA integrity tests can be also applied to characterize and understand the reproductive biology of the spermatozoon. Although the role of the different subpopulations of spermatozoa remains unknown, the work should continue by implementing novel technologies and coordinated tools. In this review, we characterize the fertility evaluation with CASA technology and examine the main multivariate methods in the assessment of sperm subpopulations analyzed by CASA systems.",16,Journal,re,Review,100,4,4,Andrology | Motility | Multivariate analysis | Reproduction | Semen,13567,MICITT,undefined,Ministerio de Ciencia Tecnología y Telecomunicaciones,1,TRUE,all,All Open Access,2
true,https://api.elsevier.com/content/abstract/scopus_id/85077216117,SCOPUS_ID:85077216117,2-s2.0-85077216117,Cadmium and morphological alterations in the rotifer Philodina cf. Roseola (Bdelloidea: Philodinidae) and the worm Aeolosoma hemprichi (Annelida: Aeolosomatidae),Pérez-Yañez D.,Revista de Biologia Tropical,00347744,22152075,67,6,1406-1417,2019-12-01,December 2019,10.15517/rbt.v67i6.35981,"Cadmium is a toxic metal for zooplankton that produces deformations. It is also considered an environmental hazard to aquatic life. Since it has a significant effect in some marine organisms, we used two native zooplankton species from Quintana Roo, Mexico to obtain data regarding cadmium toxicity including the threshold concentration for observable morphological alterations and the percentage of organisms with morpho­logical alterations at the exposure concentrations. We used the rotifer Philodina cf roseola and the oligochaeta Aeolosoma hemprichi, since both feed from the algae Nannochloropsis oculata. Both animals were exposed to a cadmium concentration range from 0.05 mg/l (0.047 mg/l, real concentration) to 10.0 mg/l (9.39 mg/l, real con­centration) for 24 h. The LC50for cadmium in P. cf roseola was 0.7 mg/l (0.65 mg/l, real concentration), whereas in A. hemprichi was 3.38 mg/l (3.17 mg/l, real concentration). The exposure of cadmium at 0.5 mg/l (0.47 mg/l, real concentration) for less than 24 h induced morphological alterations in the lorica of rotifers, foot deforma­tions, and constriction in the middle part of the body. In oligochaetes, damage to the epidermis was noted. The threshold concentration where deformations appeared in rotifer was 0.3 mg/l at 24 h, while in oligochaeta was 0.5 mg/l (0.47 mg/l, real concentration) at 30 min. We concluded that cadmium promotes alterations in aquatic organisms due to direct exposure added to the culture medium.",3,Journal,ar,Article,100,5,5,Ecotoxicology | Metal toxicity | Teratology | Yucatan Peninsula | Zooplankton,13567,NST,2944,National Research Council of Science and Technology,1,TRUE,all,All Open Access,3
true,https://api.elsevier.com/content/abstract/scopus_id/85077214702,SCOPUS_ID:85077214702,2-s2.0-85077214702,"Age and growth of the fish fundulus lima (Cyprinodontiformes: Fundulidae) in la purísima river, Baja California Sur, Mexico",Ruiz-Campos G.,Revista de Biologia Tropical,00347744,22152075,67,6,1461-1472,2019-12-01,December 2019,10.15517/rbt.v67i6.36920,"Introduction: The study of age and growth in fishes is a basic prerequiste to generate information on longevity, growth rates, population structure, among other attri­butes, all of them for the application of policies focused on the population management and conservation. We evaluated these attributes in the endangered Baja California killifish (Fundulus lima) that inhabits the oases of Baja California Sur, Mexico, with the perspective of generating base information for the conservation of this endemic fish. Objective: To determine the age, somatic growth and population structure of F. lima in one of the most important hydrological basins of its distribution range. Methods: From October 2002 to July 2004 we sampled for F. lima in 3 sites of La Purisima river by using passive and active collection methods. Individuals were measured and weighed in the field, where subsamples were selected for analysis of age based on scales. All of the individuals were released alive to its original sites of capture. We assessed the age, length-weight and length-length relationships and population structure on the basis of 802 individuals examined by non-invasive techniques. Results: The somatic growth of F. lima was of positive allometric type (b > 3.0) in all the populations studied, with values of “b” ranging from 3.126 (Ojo de Agua) to 3.420 (El Pilón). Three age class (0, 1 and 2 years old) were recognized, of which the age 1 year was the most frequent (49 %). The polimodal method based on length-frequency data also identified three age classes. Back-calculated total lengths at previous ages based in increments of growth in scales were 38.61 and 68.81 mm for individuals of 1 and 2 years, respectively. Conclusions: Three age classes (0, 1 and 2 years old) were determined for the populations of F. lima in La Purisima river, based on the interpretation of annual growth rings in scales and in the modal distribution of observed length frequencies. All the populations examined showed a positive allometric growth (b > 3.0).",0,Journal,ar,Article,100,3,3,Age | Baja California killifish | Baja California Sur | Growth | Oases,13567,SEMARNAT,SGPA/DGVS-6559 y SGP/ DGVS-05711,Secretaría de Medio Ambiente y Recursos Naturales,1,TRUE,all,All Open Access,4
true,https://api.elsevier.com/content/abstract/scopus_id/85077213640,SCOPUS_ID:85077213640,2-s2.0-85077213640,"Poblational status of the polinar's wren, cistothorus apolinari (Passeriformes: Troglodytidae) in seven wetlands of Bogota Sabanas, Colombia",Rodríguez-Linares J.C.,Revista de Biologia Tropical,00347744,22152075,67,6,1257-1268,2019-12-01,December 2019,10.15517/rbt.v67i6.35619,"Introduction: The Apolinar’s Wren Cisthotorus apolinari is an endemic species of the Eastern Andes of Colombia currently classified as Critically Endangered (CR) at the national level and Endangered (EN) worldwide, mainly due to the degradation of wetlands, their primary habitat, and the parasitism of the nests. Objetive: Evaluate the state of the populations of C. apolinari in seven wetlands of the Sabana de Bogotá, searching to define what the areas evaluated mean that it hosts the largest population of the species and what other factors determine these population sizes. Methods: Between July and December 2014 in seven wetlands we monitoring carried out using counting points and auditory censuses, the abundance of the Apolinar’s Wren was recorded, the vegetation cover where the individuals were recorded and the abundances of Shiny Cowbird Molothrus bonariensis. Results: There were 63.6 h of observation and 88 counting points, obtain a nine records of C. apolinari, one individual in Tibanica, three in La Florida and five in Gualí, mainly associated with the reed Schoenoplectus californicus. None of the biotic and abiotic factors evaluated in the wetlands, were found to determine the presence of the Apolinar’s Wren, but trends were present for some variables as the presence of S. californicus and Thypa spp Conclusions: The population of C. apolinari has had a significant reduction of up to 94 %, added to a possible local extinction in the wetland of La Conejera. These results seek to provide relevant information to contribute to the formulation of effective conservation measures for the protection of the species and its habitat throughout its distribution in the country.",2,Journal,ar,Article,100,4,4,Andean wetlands | Apolinar’s Wren | Birds | Conservation | Population monitoring | Threatened species,13567,NA,undefined,NA,1,TRUE,all,All Open Access,5
true,https://api.elsevier.com/content/abstract/scopus_id/85077212968,SCOPUS_ID:85077212968,2-s2.0-85077212968,"Twenty-year assessment of Lignum-vitae (Guaiacum sanctum, zygophyllaceae) in the Palo Verde national park of Costa Rica",Balza U.,Revista de Biologia Tropical,00347744,22152075,67,6,1269-1277,2019-12-01,December 2019,10.15517/rbt.v67i6.38338,"Introduction: The Lignum-vitae (Guaiacum sanctum; Zygophyllaceae), of Mesoamerica and the Greater Antilles, is threatened over much of its range. We evaluated whether a G. sanctum population in the Palo Verde National Park of Costa Rica is viable in the long term. Methods: Using two demographic studies, one in 1997 and the other in 2017, we estimated survival and fecundity rates for each tree age class, population growth rate (lambda), and vital rates elasticity, and we used a density-independent deterministic population model to project the long-term trend of that population. Results: The estimated vital rates during the last 20 years suggested that this population is rapidly decreasing. Although some age classes increased in abundance, seedlings are rare and the plants that recruited in 1997 have not yet reached reproductive maturity. Our results suggest that the current abundance of G. sanctum within the national park may not be a good indicator of its long-term con­servation status, and from our population viability analysis, we estimated that the population we studied would decrease to less than 1 % of its current size within the next 200 years. Conclusions: Landscape-scale ecosystem deterioration affecting the greater PVNP region, such as loss of seed dispersers and suppression of disturbances, may offset the passive protection of G. sanctum within park boundaries. Relying on the overall strict protection afforded by the location of the population within the Palo Verde National Park may not be sufficient to conserve this population of G. sanctum. We recommend that more proactive experimental protection and/or restoration measures, possibly including disturbance treatments, be implemented within a research program.",0,Journal,ar,Article,100,2,2,Conservation | Demography | Disturbance | Guayacán | Park management | PVA | Tropical dry forest,13567,NA,undefined,NA,1,TRUE,all,All Open Access,6
true,https://api.elsevier.com/content/abstract/scopus_id/85077212875,SCOPUS_ID:85077212875,2-s2.0-85077212875,Effects of the fungus Pestalotiopsis maculans (Ascomycota: Amphisphaeriales) on the gametophytic development of the fern lygodium venustum (lygodiaceae),Bejar J.,Revista de Biologia Tropical,00347744,22152075,67,6,1520-1530,2019-12-01,December 2019,10.15517/rbt.v67i6.35860,"Lygodium Sw. is the only genus of the family Lygodiaceae, with around 25 to 40 species inhabiting mostly tropical regions worldwide. In Argentina two species develop; one of them, L. venustum, grows in the Northeast of the country. Some species of Lygodium are invasive whereas medicinal uses have been reported for some taxa. As part of a project to ascertain on the reproductive biology of native ferns in Argentina, a fungus was found during in vitro spore culture of L. venustum. Dark brown spots and eruptive pustules were also observed in fertile leaves. Thus, emerged as objectives of this work: 1) to retrieve and identify the fungus from the sporophyte and from the spores cultures, 2) to inquire on the impact of the fungus on gametophyte generation, and 3) to perform experiments with untreated spores to demonstrate that the fungus is associated to the spores collected from infested sporophytes. Phytopathological techniques were applied in order to isolate the fungus and then to achieve monosporic cultures. The morpho-biometric features of the conidia corresponded with those of Pestalotiopsis maculans (Corda) Nag Raj [= Pestalotiopsis guepinii (Desm.) Steyaert] (Amphisphaeriales, Ascomycota). Re-inoculation of conidia on healthy gametophytes conducted to their necrosis and death. The percentages of spore germination were initially higher in unsterilized cultures, suggesting that disinfection pro­tocol may have affected spore germination. This is the first report of Pestalotiopsis maculans on the sporophytes of Lygodium venustum. The information that emerges from our work could be useful for the biocontrol of other species of Lygodium, considered weeds in other regions of the world.",0,Journal,ar,Article,100,4,4,Argentina | Ferns | Gametophyte | Leaf spots | Pathogenic fungus,13567,CONICET,PICT 2015-1620,Consejo Nacional de Investigaciones Científicas y Técnicas,1,TRUE,all,All Open Access,7
true,https://api.elsevier.com/content/abstract/scopus_id/85077211967,SCOPUS_ID:85077211967,2-s2.0-85077211967,Influence of Edaphic conditions on the dominance and diversity of trees in tropical rainforests of the biogeographic chocó,Quinto-Mosquera H.,Revista de Biologia Tropical,00347744,22152075,67,6,1278-1291,2019-12-01,December 2019,10.15517/rbt.v67i6.37517,"Introduction: The biogeographic Chocó presents an exuberant diversity of arboreal species; however, it is unknown if soils determine this diversity. Objective: Evaluate how edaphic conditions explain the diversity and arboreal dominance in tropical pluvial forests at a local scale. Methods: Seven permanent research plots were established in the forests of Opogodó, Pacurita and Salero. In these plots, tree diversity and dominance were measured, and edaphic conditions such as organic matter (OM), acidity, nutrients and texture were determined. Results: It was found that the diversity was much greater in Salero and Pacurita; but the dominance was greater in Opogodó. The diversity was positively related to phosphorus, aluminum, silt and clay; while, with pH, OM, calcium, magnesium, potassium and sand, the relationship was negative. On the other hand, dominance was negatively related to P and Al; while, the relationship was positive with pH, OM, Ca and sand. Conclusions: It was corroborated that the arboreal diversity is negatively related to some variables (Ca, Mg, K) of edaphic fertility. Apparently, edaphic infertility, acidity and aluminum toxicity, determine tree dynamics and diversity.",0,Journal,ar,Article,100,3,3,Aluminum | Edaphic fertility | Opogodó | Pacurita | Phosphorus | Salero | Species richness,13567,NA,undefined,NA,1,TRUE,all,All Open Access,8
true,https://api.elsevier.com/content/abstract/scopus_id/85077211829,SCOPUS_ID:85077211829,2-s2.0-85077211829,Ontogeny and histochemistry of sporangia and receptacle scales of the epiphytic fern pleopeltis Macrocarpa (Polypodiaceae),Barón E.J.R.,Revista de Biologia Tropical,00347744,22152075,67,6,1292-1312,2019-12-01,December 2019,10.15517/rbt.v67i6.36984,"Introduction: The ontogeny of sporangia and furthermore the struc­ture and function of the receptacle scales showed by the sori of some fern species are topics scarcely represented in the scientific literature. Objectives: To describe and analyze the ontogeny of sporangia and receptacle scales of Pleopeltis macrocarpa. Methods: During March and April of 2017, fertile fronds of P. macrocarpa were collected from tree stems located in the plant nursery “El Edén de las flores”, municipality of Rionegro, Antioquia, Colombia. The samples were fixed and processed according to the standard protocols for embedding and sectioning in paraffin and resin. Sections obtained in resin (0.5 μm) were stained with Toluidine blue. The additional descriptions of the anatomy and histochemistry required specific reagents, applied for the determination of primary walls, secondary walls, nuclei, lignin, polyphenols, polysaccharides, pectic substances and cellulose. The observations and photographic records were performed by photonic and epifluorescence microscopy. For the scanning electron microscopy (SEM) technique, the sori were dehydrated with 2,2- Dimethoxypropane, dried to critical point and coated with gold. Results: The sori are superficial, vascularized and have mixed development, covered by receptacle scales that detach as the sporangia reaches maturity. The leptosporangiate type sporangium have long stalks of primary walls, the annulus of the sporangia shows secondary walls with “U” shaped thickenings rich in lignin. The epidermal cells of the receptacle originate the sporangia and receptacle scales. The mitotic division events of these two structures are initially similar, but then diverge for the reproductive and vegetative differentiation of these two organs. Meiosis is simultaneous and the spore tetrads are arranged in a decussate or tetragonal shape. The cellular tapetum is initially unstratified but becomes bistratified by mitotic division. The inner layer of the tapetum cells break originating a plasmodial tapetum. During the sporoderm development, the first structure formed is the exospore, composed of sporopolenin, followed by the endospore composed of cellulose, pectin and carboxilated polysaccharides, and finally the perispore. The histochemistry and epifluorescence results indicate that both the sporangia and immature receptacle scales have cell walls of cellulosic. These structures as well as those of the sporangium wall cells maintain its composition during matu­ration. Whereas, the epidermal wall cells of the shields from the mature receptacle scales are characterized by thickened cuticle. The polyphenols are present during all the development stages of the sporangia and receptacle scales. Starch is abundant in the early stages of development of the receptacle cells and sporangial primordia. Conclusions: The ontogeny of the sporangia of P. macrocarpa is similar to the described for leptosporangiate ferns. The receptacle scales are mainly protective structures, its morphology and cell wall composition prevent desiccation or humidity loss of the sporangia during the labile stages of development. These results agree with the protective function attributed to the peltated pluricellular scales present in the vegetative structures of drought tolerant species of ferns and angiosperms.",2,Journal,ar,Article,100,4,4,Epiphytic fern | Ontogeny | Polypodiaceae | Scales | Sori | Sporangia | Ultrastructure,13567,NA,undefined,NA,1,TRUE,all,All Open Access,9
true,https://api.elsevier.com/content/abstract/scopus_id/85077211343,SCOPUS_ID:85077211343,2-s2.0-85077211343,"Macro-invertebrate diversity in silvopastoral systems of southern Quintana Roo, Mexico",Ramírez-Barajas P.J.,Revista de Biologia Tropical,00347744,22152075,67,6,1383-1393,2019-12-01,December 2019,10.15517/rbt.v67i6.36944,"The diversity of macro-invertebrates is related to the state of disturbance of the soil, caused mainly by the land-use change for agricultural activities. A strategy for the conservation of these organisms is the implementation of diversified production systems such as silvopastoral systems. However, in the Southeast of Mexico, information is still limited. The aim of the present study was to evaluate and compare the richness, abundance and composi­tion of macro-invertebrates in four contrasting agro-ecosystems: Two silvopastoral systems made of Leucaena leucocephala and associated pastures (i.e. Panicum maximum cv mombaza and Cynodon plectostachyus), a pasture of Brachiaria brizantha with scattered trees in low density and, a medium-statured tropical dry forest. In each system, an area of one hectare was delimited and a transect of 50 m in length was established in which five pit-fall traps were placed every 10 m. The sampling was carried out in February and May of 2018 and in each month five collections were made with five-day intervals. A total of 1 737 organisms belonging to 10 orders of the class Insecta and one of the class Gastropoda were collected. The medium-statured tropical dry forest (923 individuals) and the silvopastoral systems of L. leucocephala with C. Plectostachyus (354 individuals) show the highest abundance of macro-invertebrates. The most abundant genera were: Hymenoptera, Coleoptera, Aracninae and Orthoptera. The higher macro-invertebrate diversity was found in the silvopastoral systems of L. leucocephala with P. maximum (H ‘= 1.58) and L. leucocephala with C. plectostachyus (H’ = 1.44). The results show that livestock systems managed with woody components (trees or shrubs) are home of an important abun­dance and richness of macro-invertebrates, compared to tropical forests. This diversity of macro-invertebrates may contribute to the integrity and functionality of the agro-ecosystems.",1,Journal,ar,Article,100,8,8,Abundance | Bio-indicators | Livestock systems | Pit-fall traps | Soil fauna,13567,NA,undefined,NA,1,TRUE,all,All Open Access,10
