@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,dc:description,citedby-count,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,source-id,fund-no,openaccess,openaccessFlag,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/0022856280,SCOPUS_ID:0022856280,2-s2.0-0022856280,Feeding rates and prey selection of oystercatchers in the Pearl Islands of Panama.,Levings S.,Biotropica,00063606,18,1,62-71,1986-01-01,1986,10.2307/2388364,"Twenty species of molluscs from intertidal rock benches formed >97% of the Haematopus palliatus diet, but most species were underrepresented as prey relative to their abundance in nature. At middle to high shore levels, oystercatchers avoided 3 abundant but small-bodied snails, and fed primarily upon larger size classes of 2 other, large-bodied herbivorous molluscs. Pairs of birds averaged >80 prey items per low tide. This predation rate significantly affected the local abundance and size structure of the 2 preferred species. Lower on the shore foraging was limited, and relatively few prey were taken. -from Authors",5,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,1
true,https://api.elsevier.com/content/abstract/scopus_id/0022851873,SCOPUS_ID:0022851873,2-s2.0-0022851873,Nectar production and temperature dependent pollination in Mirabilis jalapa L.,Martinez Del Rio C.,Biotropica,00063606,18,1,28-31,1986-01-01,1986,10.2307/2388358,"In a Central Mexico population, <13oC at dusk, pollen transfer was nil because the hawkmoths that pollinate the plant failed to fly. Between 13-21oC, pollination efficiency increased linearly with dusk temperature. As M. jalapa is capable of selfing, the breeding structure of the population seems to depend on temperature conditions, being mainly autogamous on cool nights and allogamous on warm nights. For a particular temperature activity of hawkmoths was dependent on nectar availability, their maximum rate of activity occurring after the maximum rate of nectar production.-from Authors",31,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,2
true,https://api.elsevier.com/content/abstract/scopus_id/0022849816,SCOPUS_ID:0022849816,2-s2.0-0022849816,A comparison of spatial patterns of trees in some tropical and temperate forests.,Armesto J.,Biotropica,00063606,18,1,1-11,1986-01-01,1986,10.2307/2388354,"Compared spatial patterns of tree species (>10 cm DBH) from north-temperate (Bryn Athyn, SE Pennsylvania, and Smoky Mountains, Tennessee), south-temperate (Abtao and Huillinco, Chiloe, Chile), subtropical (Berenty, Madagascar), and tropical forests (Guanacaste, Costa Rica; St. John, US Virgin Islands; and Saul, French Guiana). An index of dispersion based on distances to nearest conspecifics (DNC) was used to infer tree spatial patterns. Clumped spatial patterns were predominant in all tropical forests (75-100% of species) and in one north-temperate forest (Smoky Mountains). In the two south-temperate forests and in Bryn Athyn random spatial patterns were more common (50-58% of species). Uniform distributions were rare in all forests. Examination of the overall distributions of DNCs revealed a marked and unexpected similarity between some tropical and north-temperate localities. South-temperate forests exhibited highest densities of trees and the smallest average DNCs. Differences in the proportions of random vs clumped spatial patterns among forests seem to be related to different histories of disturbance in the forests. Forests subjected to frequent, catastrophic disturbances should exhibit a predominance of random spatial patterns, whereas clumping should predominate in forests where canopy gaps are the major cause of structural change.-from Authors",69,Journal,ar,Article,100,3,3,13817,undefined,0,FALSE,3
true,https://api.elsevier.com/content/abstract/scopus_id/0022844266,SCOPUS_ID:0022844266,2-s2.0-0022844266,Ecological observations in the dwarf cloud forest of the Luquillo Mountains in Puerto Rico.,Weaver P.L.,Biotropica,00063606,18,1,79-85,1986-01-01,1986,10.2307/2388367,"Five species accounted for 95% of the stems of at least 10cm DBH on plots totaling 0.22 ha. Mean density for stems of at least 10 cm DBH was 3671 + or - 516 stems/ha, and mean basal area 49.1 + or - 8.2 m2/ha. Aboveground woody biomass on 2 small plots of 0.0036 ha, one located on a ridge and the other 100m to the leeward, was 48 and 110 t/ha, respectively. Mean annual litterfall rates averaged only 0.85 g/gm2 day (3.10 t/ha/yr), of which 79% was leaf litter, 9% wood litter, and 12% miscellaneous material. The rate at which nutrients returned to the soil (kg/ha/yr) averages 23.9 for N, 0.7 for P. 4.3 for K, 10.3 for Ca, and 7.6 Mg. Net primary productivity was 3.84 t/ha/yr. -from Authors",61,Journal,ar,Article,100,6,6,13817,undefined,0,FALSE,4
true,https://api.elsevier.com/content/abstract/scopus_id/0022844258,SCOPUS_ID:0022844258,2-s2.0-0022844258,"Floral biology of Myristica fragrans Houtt. (Myristicaceae), the nutmeg of commerce.",Armstrong J.,Biotropica,00063606,18,1,32-38,1986-01-01,1986,10.2307/2388359,"Staminate flowers are borne in indeterminate inflorescences and function only for a single night. Pistillate flowers are borne solitarily and appear receptive for 2-3 days. Staminate plants may produce >50 times as many flowers as pistillate plants. Both types of flowers are strongly fragrant. A single species of beetle, Formicomus braminus (Anthicidae, ant-mimicking flower beetles), appears to be the best candidate for an effective pollinator of nutmeg in S. India. The beetles are strong fliers, are active nocturnally around staminate flowers, and carry significant pollen loads. Pollen is the only evident pollinator reward. Pistillate flowers produce no reward, and spatial constraints of the perianth and stigma appear to prevent beetles from entering the flowers. Pollen carried on the beetle's head or body would be deposited on the stigma when the insect attempts to enter the flower.-from Authors",32,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,5
true,https://api.elsevier.com/content/abstract/scopus_id/0022835026,SCOPUS_ID:0022835026,2-s2.0-0022835026,The role of nitrogen from fruit pulp in the nutrition of the frugivorous bat Carollia perspicillata.,Herbst L.,Biotropica,00063606,18,1,39-44,1986-01-01,1986,10.2307/2388360,"All essential amino acids assayed were found to be present in fruit pulp. Most fruits were adequate for maintenance metabolism; only fruit of Piper amalago was adequate for lactating bats, but when amino acid deficiencies were considered, P. amalgo fruit was adequate only for maintenance metabolism, and no other fruits met this requirement.-from Author",74,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,6
true,https://api.elsevier.com/content/abstract/scopus_id/0022833099,SCOPUS_ID:0022833099,2-s2.0-0022833099,Double- and single-seeded indehiscent legumes of Platypodium elegans: consequences for wind dispersal and seedling growth and survival.,Augspurger C.,Biotropica,00063606,18,1,45-50,1986-01-01,1986,10.2307/2388361,"Platypodium elegans (Leguminosae), matures indehiscent wind-dispersed fruits containing 1 or, much less commonly, 2 seeds. Relative to single-seeded fruits, double-seeded fruits have greater wet mass, area, wing-loading, and rate of descent in still air, and consequently are dispersed shorter distances under field conditions. The proximal seed of double-seeded fruits has a smaller dry mass and usually has lower and slower germination than the distal seed. Unless multiseeded fruits more easily escape seed predation, there is no apparent evolutionary advantage to a parent of P. elegans producing multiseeded fruits. Their presence in low numbers appears to result from incomplete elimination or suppression of development of the multiple ovules after pollination. -from Author",20,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,7
true,https://api.elsevier.com/content/abstract/scopus_id/0022824540,SCOPUS_ID:0022824540,2-s2.0-0022824540,( Calcicolous plants (including a gypsophyte) of the Valley of Mexico and their relationship with soil erosion).,Rzedowski J.,Biotropica,00063606,18,1,12-15,1986-01-01,1986,10.2307/2388355,"At least the majority of calciphytes colonized the Valley of Mexico in recent (<4000 yr BP) times, as a consequence of the activities of man, who caused intense soil erosion through expansion of agricultural activities. -from Author",2,Journal,ar,Article,100,1,1,13817,undefined,0,FALSE,8
true,https://api.elsevier.com/content/abstract/scopus_id/0022824382,SCOPUS_ID:0022824382,2-s2.0-0022824382,"Foods of feral cats Felis catus on Jarvis and Howland Islands, central Pacific Ocean.",Kirkpatrick R.,Biotropica,00063606,18,1,72-75,1986-01-01,1986,10.2307/2388365,"Sooty terns Sterna fuscata were the primary prey species. Other seabirds, lizards, insects and, on Jarvis Island, house mice Mus musculus were also eaten. Feral cats may have virtually exterminated the wedge-tailed shearwater Puffinus pacificus colony on Jarvis Island. -from Authors",28,Journal,ar,Article,100,2,2,13817,undefined,0,FALSE,9
true,https://api.elsevier.com/content/abstract/scopus_id/0022824379,SCOPUS_ID:0022824379,2-s2.0-0022824379,The effect of foraging army ants on leaf-litter arthropods.,Otis G.,Biotropica,00063606,18,1,56-61,1986-01-01,1986,10.2307/2388363,"The effect of Eciton burchelli (Hymenoptera: Formicidae) on leaf-litter arthropods was studied at Finca La Selva, Costa Rica. Both arthropod abundance and number of taxa were reduced following passage of foraging army ant swarms. Many of the arthropods in the path of an ant swarm escape. -from Authors",37,Journal,ar,Article,100,4,4,13817,undefined,0,FALSE,10
