@_fa,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,dc:description,citedby-count,pubmed-id,prism:aggregationType,subtype,subtypeDescription,author-count.@limit,author-count.@total,author-count.$,authkeywords,source-id,fund-no,openaccess,openaccessFlag,entry_number
true,https://api.elsevier.com/content/abstract/scopus_id/3042602134,SCOPUS_ID:3042602134,2-s2.0-3042602134,Eclosión de quistes en dos especies de Dendrocephalus (Anostraca: Thamnocephalidae) de uso potencial como alimenṫo en acuacultura,García J.,Revista de Biologia Tropical,00347744,48,1 SUPPL. 1,145-149,2000-12-01,December 2000,"The use of Artemia salina nauplii as live food has significantly aided culture of commercial fish and shrimps in recent years. However, reported deficiencies in the nutritional value of some strains originated the study of freshwater fairy shrimps as an alternative to Artemia. This study presents cyst biometry for Dendrocephalus geayi and D. spartaenovae (Anostraca: Thamnocephalidae), and the effects of some physicochemical variables on cyst hatching. The biometric characteristics of D. geayi and D. spartaenovae are within the size range of commercial Artemia strains. Favorable conditions to hatch D. geayi are 30°C and conductivity near that of distilled water (<5 μmhos). For D. spartaenovae, these conditions are 28°C and 280 μmhos. A very low salinity such as 1 ‰ inhibits hatching in both species.",3,15266802,Journal,ar,Article,100,3,3,Anostraca | Crustacea | Dendrocephalus | Hatching | Physicochemical variables,13567,undefined,0,FALSE,1
true,https://api.elsevier.com/content/abstract/scopus_id/22644446471,SCOPUS_ID:22644446471,2-s2.0-22644446471,"Disponibilidad de juveniles por captación natural de la ostra Pteria colymbus (Bivalvia: Pteriidae) en el Golfo de Cariaco, Venezuela",Marquez B.,Revista de Biologia Tropical,00347744,48,1 SUPPL. 1,151-158,2000-12-01,December 2000,"We examined the spat availability the oyster Pteria colymbus at 6-8 and 19-21 m depths for 15 months (March 1993-June 1994) in Turpialito, Golfo de Cariaco, Venezuela. Spats were trapped using artificial collectors (plastic filaments in bags, 30 × 60 mm), suspended from a long line. Each collector was replaced by a replica monthly to analyse abundance, shell dimension and mass of P. colymbus. Intraweekly, the temperature, salinity, oxygen and food availability (Chlorophyll a, total seston, organic and inorganic seston) were determinated. There is juvenile recruitment all year, suggesting continuous reproduction. Spat counts were higher at 6-8 m (generally 50-230 juveniles per collector) with peaks in August and December 1993 (April and June 93 at 19-21 m). The length-weigh mass relation was higher at 19-21 m, suggesting greater food availability because of lower organism density (including P. colymbus) and a greater water flux. Phytoplanktonic abundance and temperature were correlated (r2=0.38) with juvenile abundanc; this relationship and the association of juvenile abundance with higher temperature and Chlorophyll a levels, suggest that spat abundance was higher at the beginning of the water stratification period, when phytoplankton biomass is high.",9,15266803,Journal,ar,Article,100,4,4,Aquaculture | Bivalve | Pteria colymbus | Spat,13567,undefined,0,FALSE,2
true,https://api.elsevier.com/content/abstract/scopus_id/22644442496,SCOPUS_ID:22644442496,2-s2.0-22644442496,"Cobre, cadmio y plomo en el pez Cyprinodon dearborni, sedimentos y agua en dos lagunas de Venezuela",Toledo J.,Revista de Biologia Tropical,00347744,48,1 SUPPL. 1,225-231,2000-12-01,December 2000,"The concentration of copper, cadmium and lead in superficial sediment, water and the fish Cyprinodon dearborni was determined in two coastal lagoons of Sucre State, Venezuela Chacopata lagoon is hyper saline while Los Patos lagoon is hypo saline and receives significant wastewater from Cumaná city. Water, sediment and fish samples were collected in February 1998. In the laboratory, samples underwent acid digestion and were analyzed by atomic absorption spectophotometry. The mean values of the metals in C dearborni from the Chacopata lagoon were: 159.26 ± 210.68 μg/g for Cu, 44.71 ± 45.58 μg/g for Cd, and 9.31 ± 23.34 μg/g for Pb, while for Los Patos lagoon the mean values were: 64.88 ± 16.30, 19.48 ± 5.81 and 22.85 ± 20.00, respectively. In the water column, the metal concentration ranges were: 2.3-11.6, 3.9-5.4 and 21-32 mg/l for copper, cadmium and lead, respectively. These results suggest that metal levels in sediment, water column and organisms in both lagoons do not differ, except for lead, even though only Los Patos receives waste water.",4,15266812,Journal,ar,Article,100,3,3,Accumulation | Coastal lagoons | Heavy metals | Tropical fish,13567,undefined,0,FALSE,3
true,https://api.elsevier.com/content/abstract/scopus_id/22644441936,SCOPUS_ID:22644441936,2-s2.0-22644441936,Ciclo reproductor e índices de condición usados en Melongena corona (Mollusca: Gastropoda),Zetina Zárate A.I.,Revista de Biologia Tropical,00347744,48,1 SUPPL. 1,77-86,2000-12-01,December 2000,"Melongena corona bispinosa was studied in Yucatán, México (21° 16′ N, 89° 49′ W) for a year. Males have reproductive peaks in February and December, and a post-copulation peak in June. Female peaks are in March and May, plus oviposition peaks in April and January. Males and females differ in the mean gonadosom ic index (F= 13.79, p<0.05) but not in the dry tissue/shell weight (F= 0.0902, p<0.05), dry tissue and total weight (F= 0.2466, p<0.05) and dry tissue weight/internal shell volume (F= 1.0565, p<0.05).",4,15266795,Journal,ar,Article,100,4,4,Condition indices | Melongena corona bispinosa | Reproductive cycle,13567,undefined,0,FALSE,4
true,https://api.elsevier.com/content/abstract/scopus_id/22644441248,SCOPUS_ID:22644441248,2-s2.0-22644441248,"Estructura y dinámica de comunidades asociadas a cultivos de Gracilariopsis tenuifrons (Gracilariaceae) en Chacopata, Sucre, Venezuela. I: Inventario faunístico",Barrios J.,Revista de Biologia Tropical,00347744,48,1 SUPPL. 1,137-143,2000-12-01,December 2000,"The associated fauna of Gracilariopsis tenuifrons (Gracilariaceae, Rhodophyta) cultures was collected between October 1994 and December 1996 in Chacopata (Sucre State, Venezuela) and preserved in 10% formaldehyde. The species list includes 17 Crustacea, 14 Mollusca and six Polychaeta, the remaining taxa added ten species (total 47 species in eight Phyla). Grazing by mesoherbivores affected the algae and the mollusk Aplysia protea damaged new cultures significantly. The abundance of tubes built by the amphipod Euricthonius brasiliensis impairs algal aspect and facilitates colonization by other organisms.",2,15266801,Journal,ar,Article,100,2,2,Associated fauna | Cultivation | Macroalgae | Mesoherbivory | Venezuela,13567,undefined,0,FALSE,5
true,https://api.elsevier.com/content/abstract/scopus_id/22644439965,SCOPUS_ID:22644439965,2-s2.0-22644439965,"Propiedades físicas del agar de Gracilariopsis tenuifrons (Gracilariaceae) en Sucre, Venezuela",Zecchinel F. E.,Revista de Biologia Tropical,00347744,48,1 SUPPL. 1,193-197,2000-12-01,December 2000,"The yield, gel strength, gelling and melting temperatures of Gracilariopsis tenuifrons agar from Guayacán, Araya Peninsula, Sucre State, Venezuela were determined. Yield values with and without alkali treatment ranged from 23.22 to 39.57% and from 16.29 to 22.42% respectively, while gel strength with alkali treatment fluctuated betwen 699.31 and 1 231.69 g/cm2 and without treatment varied from 278.0 to 691.06 g/cm2. Gelling and melting temperatures were in the range reported for other agarophytes. Considering gel strength, the agar quality of G. tenuifrons was higher than in other species and its exploitation in economically feasible.",2,15266808,Journal,ar,Article,100,3,3,Agar | Gel strength | Gelling and melting temperatures | Gracilariaceae | Gracilariopsis tenuifrons,13567,undefined,0,FALSE,6
true,https://api.elsevier.com/content/abstract/scopus_id/22644437353,SCOPUS_ID:22644437353,2-s2.0-22644437353,Desarrollo embrionario de Strombus pugilis (Mesogastropoda: Strombidae) en el laboratorio,Manzano N.,Revista de Biologia Tropical,00347744,48,1 SUPPL. 1,59-64,2000-12-01,December 2000,"Stages from oviposition to veliger hatching are described for Strombus pugilis under laboratory conditions. Two egg masses from Playa Seyba, México, (20°45′ N, 91°45′ W) were used (three sub-samples per mass). Each sub-sample was immersed in a 11 container at 29 ± 1°C. This description is based on stages known from Strombus gigas, which include number of: fertilized eggs, morulae, gastrulae, trochophore larvae with slow movements, larvae with primordium foot, larvae with eyes, larvae with statocyst and veliger larvae. Eggs with first division appeared five hours after oviposition in the three replicates of each mass, although in greatest number in one of the egg masses. Trochophore larvae with slow movements appear after 50-54 hours and veligers hatch after 90 hours.",1,NA,Journal,ar,Article,100,2,2,Development | Embryo | Strombus pugilis,13567,undefined,0,FALSE,7
true,https://api.elsevier.com/content/abstract/scopus_id/22644433183,SCOPUS_ID:22644433183,2-s2.0-22644433183,Verificación de la marca de eclosión en los otolitos sagitales de larvas de Sardinella aurita (Pisces: Clupeidae),Balza M.,Revista de Biologia Tropical,00347744,48,1 SUPPL. 1,183-186,2000-12-01,December 2000,"The study of otolith in larvae is important to determine fish age and growth, essential parameters in the study and management of fisheries resources. In this study, the formation of the hatching mark in Sardinella aurita was verified on ichthyoplankton samples collected off southern Cubagua island, Venezuela, from May 1998 to January 1999. The embryos were kept alive using a culture system until they hatched and daily a group of 10 to 30 larvae were fixed in 95% ethanol. An image analysis system was used to measure morphometric characteristics of larvae and sagittal otoliths. Following are mean values in newly hatched larvae: otolith hatching mark distance from nucleus 4.78 m (I.C. 0.36 m, p 0.05 n = 30), increase width 1.46 m (I.C. 0.17 μm, p 0.05, n = 30) and diameter 14.28 m (IC 1.11 m, p 0.05, n = 30). The mean standard length of larvae at age 0 was 3.31 mm (I.C. 0.08 mm, p 0.05, n = 200). The identification of the hatching mark allows the exact calculation of the number of rings in larvae from the natural environment.",3,15266806,Journal,ar,Article,100,2,2,Hatching | Larvae | Sagittal otolith | Sardine,13567,undefined,0,FALSE,8
true,https://api.elsevier.com/content/abstract/scopus_id/22644432204,SCOPUS_ID:22644432204,2-s2.0-22644432204,"Hierro y cobre en Plagioscion squamosissimus (Piscis: Sciaenidae) del río Orinoco, Venezuela",González S. A.R.,Revista de Biologia Tropical,00347744,48,1 SUPPL. 1,207-213,2000-12-01,December 2000,"Bauxite explotation of the Orinoco River in recent years is an important source of heavy metals discharge in the ecosystem, changing the natural biochemical flow of these elements and their concentrations in water, sediment and organisms. Iron and copper concentrations were measured in the fish Plagioscion squamosissimus in the Orinoco river, by sampling the fish population for three months (September-November 1998) in the main channel of the middle Orinoco (07° 38′ 21.2″ N; 66° 19′ 10.9″ W) and in Castillero lagoon (7° 39′09″ N; 66° 09′ 00″ W) with 2 and 4 cm mesh sizes. The internal organs of 30 fishes per month and site were stove-dried at 80°C, pulverized and dried in disecator for 30 min to use as indicators with the acid digestion method for predicting the effect of heavy metals. We found relatively high values of iron and copper concentrations in fishes of the lagoon, and high seasonal variations in the iron concentration.",4,15266810,Journal,ar,Article,100,3,3,Ecophysiology of fishes | Heavy metal pollution | Orinoco River,13567,undefined,0,FALSE,9
true,https://api.elsevier.com/content/abstract/scopus_id/16644401415,SCOPUS_ID:16644401415,2-s2.0-16644401415,"Nitrógeno, fósforo y cociente C/N en los sedimentos superficiales de la laguna de Chacopata, Sucre, Venezuela",Hernández M.,Revista de Biologia Tropical,00347744,48,1 SUPPL. 1,261-268,2000-12-01,December 2000,"The basal behaviour and relationship with organic carbon (Corg) content and prevailing granulometric fractions, of organic nitrogen (Norg), total phosphorus (P-total) and C/N ratio in surface sediments of Chacopata lagoon, Sucre State, Venezuela, were studied. Concentrations and spatial gradients were determined in sixteen stations following a common method for marine sediments. Norg concentrations varied between 0.102 and 0.510% (x̃ = 0.237%), total phosphorus between 0.012 and 0.094% (x̃ = 0.058%) and C/N ratio between 9.27 and 44.47 (x̃ = 20.53). The higher contents of Norg and total phosphorus are from sections with an abundance of mangroves, marine phanerogams, macroalgae, benthonic biomass and migratory birds shelters. The C/N ratio shows the typical values for carbonated sediments, indicating that the nitrogenous compounds are rapidly degraded and the organic matter presents itself as humic substances. This parameter was moderately associated with silt and clay, and showed antagonism with sand, whereas Norg and phosphorus showed no correlation with them. The organic contribution is purely autochthonous: no anthropogenous contributions were found.",3,15266816,Journal,ar,Article,100,1,1,Autochthonous organic contribution | Degradation | Geochemistry | Lagoon | Production | Sediments | Venezuela,13567,undefined,0,FALSE,10
