@_fa,@seq,author-url,authid,authname,surname,given-name,initials,entry_number,afid.@_fa,afid.$
true,1,https://api.elsevier.com/content/author/author_id/7102234055,7102234055,Carmona M.C.,Carmona,Misael Chinchilla,M.C.,1,NA,NA
true,2,https://api.elsevier.com/content/author/author_id/7003354052,7003354052,Bermúdez O.G.,Bermúdez,Olga Guerrero,O.G.,1,NA,NA
true,3,https://api.elsevier.com/content/author/author_id/6602639284,6602639284,Gutiérrez-Espeleta G.A.,Gutiérrez-Espeleta,Gustavo A.,G.A.,1,NA,NA
true,4,https://api.elsevier.com/content/author/author_id/42662010700,42662010700,Porras R.S.,Porras,Ronald Sánchez,R.S.,1,NA,NA
true,5,https://api.elsevier.com/content/author/author_id/15074276000,15074276000,Ortiz B.R.,Ortiz,Beatriz Rodríguez,B.R.,1,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/36936003300,36936003300,Espinoza M.,Espinoza,Mario,M.,2,true,60071929
true,2,https://api.elsevier.com/content/author/author_id/24832422300,24832422300,Salas E.,Salas,Eva,E.,2,true,60071929
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/8602183700,8602183700,LeGore S.,LeGore,Steve,S.,4,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/8529755200,8529755200,Bullock C.,Bullock,Christine Ann,C.A.,5,true,60071714
true,2,https://api.elsevier.com/content/author/author_id/8529755100,8529755100,Moonesar I.,Moonesar,Indar,I.,5,true,60071714
true,1,https://api.elsevier.com/content/author/author_id/8638585100,8638585100,Juman R.,Juman,Rahanna A.,R.A.,6,true,60071714
true,1,https://api.elsevier.com/content/author/author_id/7202866771,7202866771,Richardson L.,Richardson,Laurie L.,L.L.,7,true,60015206
true,2,https://api.elsevier.com/content/author/author_id/7402570788,7402570788,Mills D.,Mills,De Etta K.,D.E.K.,7,true,60015206
true,3,https://api.elsevier.com/content/author/author_id/8583988300,8583988300,Remily E.,Remily,Elizabeth R.,E.R.,7,true,60015206
true,4,https://api.elsevier.com/content/author/author_id/8691127400,8691127400,Voss J.,Voss,Joshua D.,J.D.,7,true,60015206
true,1,https://api.elsevier.com/content/author/author_id/7003294093,7003294093,Riegl B.,Riegl,B.,B.,8,true,60019600
true,2,https://api.elsevier.com/content/author/author_id/8522485800,8522485800,Moyer R.P.,Moyer,R. P.,R.P.,8,true,60019600
true,3,https://api.elsevier.com/content/author/author_id/7201727228,7201727228,Morris L.,Morris,L.,L.,8,true,60028616
true,4,https://api.elsevier.com/content/author/author_id/6603654656,6603654656,Virnstein R.,Virnstein,R.,R.,8,true,60028616
true,5,https://api.elsevier.com/content/author/author_id/7102016283,7102016283,Dodge R.E.,Dodge,R. E.,R.E.,8,true,60019600
true,1,https://api.elsevier.com/content/author/author_id/8609431700,8609431700,Ramsundar H.,Ramsundar,Himawatee,H.,9,true,60071714
true,1,https://api.elsevier.com/content/author/author_id/8609433200,8609433200,Moulding A.,Moulding,Alison L.,A.L.,10,true,60011484
true,1,https://api.elsevier.com/content/author/author_id/8522485800,8522485800,Moyer R.P.,Moyer,Ryan P.,R.P.,11,true,60006297
true,2,https://api.elsevier.com/content/author/author_id/7003294093,7003294093,Riegl B.,Riegl,Bernhard,B.,11,true,60019600
true,3,https://api.elsevier.com/content/author/author_id/8522486000,8522486000,Banks K.,Banks,Kenneth,K.,11,true,100466732
true,4,https://api.elsevier.com/content/author/author_id/7102016283,7102016283,Dodge R.E.,Dodge,Richard E.,R.E.,11,true,60019600
true,1,https://api.elsevier.com/content/author/author_id/6507951396,6507951396,LeGore R.S.,LeGore,Richard S.,R.S.,12,true,100641825
true,2,https://api.elsevier.com/content/author/author_id/36752921200,36752921200,Hardin M.P.,Hardin,Mark P.,M.P.,12,true,100617151
true,3,https://api.elsevier.com/content/author/author_id/8522485600,8522485600,Ter-Ghazaryan D.,Ter-Ghazaryan,Diana,D.,12,true,60015206
true,1,https://api.elsevier.com/content/author/author_id/8624045400,8624045400,Ragbirsingh Y.,Ragbirsingh,Yosha,Y.,13,true,60071714
true,2,https://api.elsevier.com/content/author/author_id/8624045300,8624045300,Norville W.,Norville,Wendy,W.,13,true,60071714
true,1,https://api.elsevier.com/content/author/author_id/8620288600,8620288600,Lum L.,Lum,Lori Lee,L.L.,14,true,60071714
true,1,https://api.elsevier.com/content/author/author_id/6507859675,6507859675,Gayle P.M.H.,Gayle,Peter M.H.,P.M.H.,15,true,60071348
true,2,https://api.elsevier.com/content/author/author_id/8609433400,8609433400,Wilson-Kelly P.,Wilson-Kelly,Peter,P.,15,true,60087676
true,3,https://api.elsevier.com/content/author/author_id/57225786331,57225786331,Green S.,Green,Sean,S.,15,true,60087676
true,1,https://api.elsevier.com/content/author/author_id/55665439500,55665439500,Brito L. L.,Brito L.,Leonor,L.,16,true,60025791
true,2,https://api.elsevier.com/content/author/author_id/8518918200,8518918200,Silva S.,Silva,Soraida,S.,16,true,60025791
true,1,https://api.elsevier.com/content/author/author_id/7005588483,7005588483,Bruckner A.,Bruckner,A. W.,A.W.,17,true,60003171
true,1,https://api.elsevier.com/content/author/author_id/7102324556,7102324556,Quinn N.,Quinn,Norman J.,N.J.,18,true,60071348
true,2,https://api.elsevier.com/content/author/author_id/6602500789,6602500789,Kojis B.,Kojis,Barbara L.,B.L.,18,true,100425752
true,1,https://api.elsevier.com/content/author/author_id/36836617200,36836617200,Otero E.,Otero,Ernesto,E.,19,true,60071503
true,2,https://api.elsevier.com/content/author/author_id/6506920550,6506920550,Carbery K.K.,Carbery,Kelly K.,K.K.,19,true,60071503
true,1,https://api.elsevier.com/content/author/author_id/55664240100,55664240100,Rojas De Astudillo L.,Rojas De Astudillo,L.,L.,20,true,60025791
true,2,https://api.elsevier.com/content/author/author_id/6603606978,6603606978,Chang Yen I.,Chang Yen,I.,I.,20,true,60071706
true,3,https://api.elsevier.com/content/author/author_id/6506757039,6506757039,Bekele I.,Bekele,I.,I.,20,true,60071706
