@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number
true,1,https://api.elsevier.com/content/author/author_id/6603065471,6603065471,Pröhl H.,Pröhl,Heike,H.,true,60011610,1
true,1,https://api.elsevier.com/content/author/author_id/7006714296,7006714296,Lourenço W.,Lourenço,Wilson R.,W.R.,true,109554359,2
true,2,https://api.elsevier.com/content/author/author_id/57196593749,57196593749,Knox M.,Knox,Monique B.,M.B.,NA,NA,2
true,3,https://api.elsevier.com/content/author/author_id/8531674000,8531674000,Magalhães E.,Magalhães,Edvard D.,E.D.,true,101986280,2
true,1,https://api.elsevier.com/content/author/author_id/7005585473,7005585473,Suárez-Morales E.,Suárez-Morales,E.,E.,true,60015438,3
true,2,https://api.elsevier.com/content/author/author_id/7003652281,7003652281,Gasca R.,Gasca,R.,R.,true,60015438,3
true,1,https://api.elsevier.com/content/author/author_id/6603197633,6603197633,Carrera-Parra L.,Carrera-Parra,Luis F.,L.F.,true,100657195,4
true,2,https://api.elsevier.com/content/author/author_id/6603639820,6603639820,Salazar-Vallejo S.,Salazar-Vallejo,Sergio I.,S.I.,true,100657195,4
true,1,https://api.elsevier.com/content/author/author_id/6504458575,6504458575,Fernando Fernández C.,Fernando Fernández,C.,C.,true,60087090,5
true,2,https://api.elsevier.com/content/author/author_id/6505611247,6505611247,Palacio G. E.,Palacio G.,Edgard E.,E.E.,NA,NA,5
true,1,https://api.elsevier.com/content/author/author_id/6603245553,6603245553,Martínez López A.,Martínez López,A.,A.,true,60004432,6
true,2,https://api.elsevier.com/content/author/author_id/6601913949,6601913949,Gárate Lizárraga I.,Gárate Lizárraga,I.,I.,true,60004432,6
true,1,https://api.elsevier.com/content/author/author_id/6603728017,6603728017,Lichtwardt R.W.,Lichtwardt,Robert W.,R.W.,true,60015457,7
true,1,https://api.elsevier.com/content/author/author_id/8676882700,8676882700,Villalobos G.,Villalobos,Gerardo Umaña,G.U.,true,60071929,8
true,1,https://api.elsevier.com/content/author/author_id/7003774874,7003774874,Chinchilla M.,Chinchilla,Misael,M.,true,60071929,9
true,2,https://api.elsevier.com/content/author/author_id/7005723465,7005723465,Reyes L.,Reyes,Liliana,L.,true,60071929,9
true,3,https://api.elsevier.com/content/author/author_id/7003354052,7003354052,Guerrero O.,Guerrero,Olga M.,O.M.,true,60071929,9
true,4,https://api.elsevier.com/content/author/author_id/16687362200,16687362200,Abrahams E.,Abrahams,Elizabeth,E.,true,60071929,9
true,1,https://api.elsevier.com/content/author/author_id/8647843100,8647843100,Wong E.,Wong,Eric,E.,true,60071929,10
true,2,https://api.elsevier.com/content/author/author_id/7404553149,7404553149,González M.,González,María Isabel,M.I.,true,60071929,10
true,3,https://api.elsevier.com/content/author/author_id/7003717519,7003717519,Antillón F.,Antillón,Florencia,F.,true,60071929,10
true,4,https://api.elsevier.com/content/author/author_id/7007027812,7007027812,Glenn E.,Glenn,Eduardo,E.,true,60071929,10
