@_fa,@seq,author-url,authid,authname,surname,given-name,initials,entry_number,afid.@_fa,afid.$
true,1,https://api.elsevier.com/content/author/author_id/55608772200,55608772200,Buitrago S.,Buitrago,Sindy,S.,1,NA,NA
true,2,https://api.elsevier.com/content/author/author_id/57203643951,57203643951,Vanegast L.,Vanegast,Leidy,L.,1,NA,NA
true,3,https://api.elsevier.com/content/author/author_id/57201642624,57201642624,Ramos C.,Ramos,Carolina,C.,1,NA,NA
true,1,https://api.elsevier.com/content/author/author_id/14063021000,14063021000,Aliaga-Rossel E.,Aliaga-Rossel,Enzo,E.,2,true,60013791
true,2,https://api.elsevier.com/content/author/author_id/6701418947,6701418947,Fragoso J.M.,Fragoso,José Manuel,J.M.,2,true,60012708
true,1,https://api.elsevier.com/content/author/author_id/25654306700,25654306700,Noriega J.A.,Noriega,Jorge Ari,J.A.,3,true,60052106
true,2,https://api.elsevier.com/content/author/author_id/56025045800,56025045800,Camero E.R.,Camero,Edgar R.,E.R.,3,true,60055696
true,3,https://api.elsevier.com/content/author/author_id/55359149300,55359149300,Arias-Buriticá J.,Arias-Buriticá,Jorge,J.,3,true,60055696
true,4,https://api.elsevier.com/content/author/author_id/14042313600,14042313600,Pardo-Locarno L.C.,Pardo-Locarno,Luis Carlos,L.C.,3,true,60159442
true,5,https://api.elsevier.com/content/author/author_id/55749012400,55749012400,Montes J.M.,Montes,José Mauricio,J.M.,3,true,60052098
true,6,https://api.elsevier.com/content/author/author_id/37039166800,37039166800,Acevedo A.A.,Acevedo,Aldemar A.,A.A.,3,true,60044573
true,7,https://api.elsevier.com/content/author/author_id/56715418200,56715418200,Esparza A.,Esparza,Andrea,A.,3,true,60057258
true,8,https://api.elsevier.com/content/author/author_id/56879064600,56879064600,Ordóñez B.M.,Ordóñez,Betselene Murcia,B.M.,3,true,60257190
true,9,https://api.elsevier.com/content/author/author_id/35784127300,35784127300,Garcia H.,Garcia,Hector,H.,3,true,60064735
true,10,https://api.elsevier.com/content/author/author_id/55972538400,55972538400,Solís C.,Solís,Cesil,C.,3,true,60105707
true,1,https://api.elsevier.com/content/author/author_id/16021522200,16021522200,Daryani A.,Daryani,Ahmad,A.,4,true,60123655
