@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number
true,1,https://api.elsevier.com/content/author/author_id/8549901600,8549901600,Ramírez Avila Y.,Ramírez Avila,Yazmín,Y.,true,60032442,1
true,2,https://api.elsevier.com/content/author/author_id/6603478696,6603478696,Alvarez Cadena J.,Alvarez Cadena,José N.,J.N.,true,60032442,1
true,1,https://api.elsevier.com/content/author/author_id/8666051300,8666051300,Hernández-Rodríguez M.,Hernández-Rodríguez,Miguel Angel,M.A.,true,60029446,2
true,2,https://api.elsevier.com/content/author/author_id/7801436884,7801436884,Santos-Medrano G.,Santos-Medrano,Gustavo Emilio,G.E.,true,60029446,2
true,3,https://api.elsevier.com/content/author/author_id/55540352000,55540352000,Quintero-Díaz G.,Quintero-Díaz,Gustavo,G.,true,60029446,2
true,4,https://api.elsevier.com/content/author/author_id/7003352677,7003352677,Rico-Martínez R.,Rico-Martínez,Roberto,R.,true,60029446,2
true,1,https://api.elsevier.com/content/author/author_id/7003652281,7003652281,Gasca R.,Gasca,Rebeca,R.,true,60015438,3
true,1,https://api.elsevier.com/content/author/author_id/6506515281,6506515281,Alvarez-Silva C.,Alvarez-Silva,Carlos,C.,true,60028381,4
true,2,https://api.elsevier.com/content/author/author_id/8577276000,8577276000,Ramírez Ruíz M.A.,Ramírez Ruíz,Ma Alejandra,M.A.,true,60028381,4
true,1,https://api.elsevier.com/content/author/author_id/8682163600,8682163600,Castro Mejía J.,Castro Mejía,J.,J.,true,60010210,5
true,2,https://api.elsevier.com/content/author/author_id/8682163200,8682163200,Malpica Sánchez A.,Malpica Sánchez,A.,A.,true,60010210,5
true,3,https://api.elsevier.com/content/author/author_id/8682163300,8682163300,Castro Mejía G.,Castro Mejía,G.,G.,true,60010210,5
true,4,https://api.elsevier.com/content/author/author_id/7004218564,7004218564,Castro Barreray T.,Castro Barreray,T.,T.,true,60010210,5
true,5,https://api.elsevier.com/content/author/author_id/55665890900,55665890900,De Lara Andrade R.,De Lara Andrade,R.,R.,true,60010210,5
true,1,https://api.elsevier.com/content/author/author_id/7005098643,7005098643,Lugo A.,Lugo,Alfonso,A.,true,60032442,6
true,2,https://api.elsevier.com/content/author/author_id/8720853100,8720853100,González M.E.,González,Ma Eugenia,M.E.,true,60032442,6
true,3,https://api.elsevier.com/content/author/author_id/55460725600,55460725600,Sánchez M.D.R.,Sánchez,Ma Del Rosario,M.D.R.,true,60032442,6
true,4,https://api.elsevier.com/content/author/author_id/19033420000,19033420000,Alcocer J.,Alcocer,Javier,J.,true,60032442,6
true,1,https://api.elsevier.com/content/author/author_id/6506924725,6506924725,Barreiro-Güemes M.,Barreiro-Güemes,Ma Teresa,M.T.,true,60010210,7
