@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number
true,1,https://api.elsevier.com/content/author/author_id/6507995137,6507995137,Hernández-Valencia I.,Hernández-Valencia,Ismael,I.,true,60001197,1
true,2,https://api.elsevier.com/content/author/author_id/6603885815,6603885815,López-Hernández D.,López-Hernández,Danilo,D.,true,60001197,1
true,1,https://api.elsevier.com/content/author/author_id/56938497500,56938497500,Martínez-Tabche L.,Martínez-Tabche,Laura,L.,true,60019176,2
true,2,https://api.elsevier.com/content/author/author_id/7801521213,7801521213,Olivan L.G.,Olivan,Leobardo Gómez,L.G.,true,60019176,2
true,3,https://api.elsevier.com/content/author/author_id/6506965491,6506965491,Martínez M.G.,Martínez,Marcela Galar,M.G.,true,60019176,2
true,4,https://api.elsevier.com/content/author/author_id/6701711198,6701711198,López E.L.,López,Eugenia López,E.L.,true,60019176,2
true,1,https://api.elsevier.com/content/author/author_id/35614103500,35614103500,Pérez-García B.,Pérez-García,Blanca,B.,true,60028381,3
true,2,https://api.elsevier.com/content/author/author_id/7102278639,7102278639,Mendoza A.,Mendoza,Aniceto,A.,true,60028381,3
true,1,https://api.elsevier.com/content/author/author_id/35422127200,35422127200,Cortés J.,Cortés,Jorge,J.,true,60071929,4
true,2,https://api.elsevier.com/content/author/author_id/7102897190,7102897190,Nielsen V.,Nielsen,Vanessa,V.,true,60071929,4
true,1,https://api.elsevier.com/content/author/author_id/6602499754,6602499754,Hernández-Chavarría F.,Hernández-Chavarría,Francisco,F.,true,60071929,5
true,1,https://api.elsevier.com/content/author/author_id/7005342903,7005342903,Lomonte B.,Lomonte,Bruno,B.,true,60071929,6
true,2,https://api.elsevier.com/content/author/author_id/8060856500,8060856500,Ainsworth S.,Ainsworth,Shirley,S.,true,60011300,6
true,1,https://api.elsevier.com/content/author/author_id/6603813532,6603813532,Osborn F.,Osborn,Frances,F.,true,60025791,7
true,1,https://api.elsevier.com/content/author/author_id/6603820092,6603820092,Monge-Nájera J.,Monge-Nájera,Julián,J.,true,60071929,8
true,2,https://api.elsevier.com/content/author/author_id/7402838647,7402838647,Xianguang H.,Xianguang,Hou,H.,true,60028009,8
true,1,https://api.elsevier.com/content/author/author_id/7004032693,7004032693,Márquez B.,Márquez,B.,B.,true,60025791,9
true,2,https://api.elsevier.com/content/author/author_id/8060635000,8060635000,Jiménez M.,Jiménez,M.,M.,true,60025791,9
true,1,https://api.elsevier.com/content/author/author_id/7004195633,7004195633,Seijo C.,Seijo,César Lodeiros,C.L.,true,60025791,10
true,1,https://api.elsevier.com/content/author/author_id/6603820092,6603820092,Monge-Nájera J.,Monge-Nájera,Julián,J.,NA,NA,11
true,1,https://api.elsevier.com/content/author/author_id/7006251213,7006251213,Kathiresan K.,Kathiresan,K.,K.,true,60027171,12
true,1,https://api.elsevier.com/content/author/author_id/7401697574,7401697574,Stern M.,Stern,Margaret,M.,true,60032187,13
true,2,https://api.elsevier.com/content/author/author_id/7005115113,7005115113,Quesada M.,Quesada,Mauricio,M.,true,60172563,13
true,3,https://api.elsevier.com/content/author/author_id/7004618587,7004618587,Stoner K.E.,Stoner,Kathryn E.,K.E.,true,60172563,13
