@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number
true,1,https://api.elsevier.com/content/author/author_id/7103100397,7103100397,O'Donnell S.,O'Donnell,Sean,S.,true,60015481,1
true,2,https://api.elsevier.com/content/author/author_id/7004285232,7004285232,Kaspari M.,Kaspari,Michael,M.,true,60030931,1
true,3,https://api.elsevier.com/content/author/author_id/16304577200,16304577200,Lattke J.,Lattke,John,J.,true,60001197,1
true,1,https://api.elsevier.com/content/author/author_id/8612028200,8612028200,Anderson D.,Anderson,Dean P.,D.P.,true,60032179,2
true,2,https://api.elsevier.com/content/author/author_id/7003582349,7003582349,Nordheim E.,Nordheim,Erik V.,E.V.,true,60032179,2
true,3,https://api.elsevier.com/content/author/author_id/6603659239,6603659239,Moermond T.,Moermond,Timothy C.,T.C.,true,60032179,2
true,4,https://api.elsevier.com/content/author/author_id/11939974600,11939974600,Gone Bi Z.,Gone Bi,Zoro B.,Z.B.,true,60071952,2
true,5,https://api.elsevier.com/content/author/author_id/26642873000,26642873000,Boesch C.,Boesch,Christophe,C.,true,60005807,2
true,1,https://api.elsevier.com/content/author/author_id/7101946034,7101946034,Fajardo L.,Fajardo,Laurie,L.,true,60007866,3
true,2,https://api.elsevier.com/content/author/author_id/7102097572,7102097572,González V.,González,Valois,V.,true,60039702,3
true,3,https://api.elsevier.com/content/author/author_id/57202424425,57202424425,Nassar J.M.,Nassar,Jafet M.,J.M.,true,60007866,3
true,4,https://api.elsevier.com/content/author/author_id/11940847200,11940847200,Lacabana P.,Lacabana,Pablo,P.,true,100467952,3
true,5,https://api.elsevier.com/content/author/author_id/22136001300,22136001300,Portillo Q C.A.,Portillo Q,Carlos A.,C.A.,true,100467952,3
true,6,https://api.elsevier.com/content/author/author_id/11940399000,11940399000,Carrasquel F.,Carrasquel,Fabián,F.,true,100467952,3
true,7,https://api.elsevier.com/content/author/author_id/7404697234,7404697234,Rodríguez J.P.,Rodríguez,Jon Paul,J.P.,true,60007866,3
true,1,https://api.elsevier.com/content/author/author_id/7202324333,7202324333,Hunt P.D.,Hunt,Pamela D.,P.D.,true,100984296,4
true,2,https://api.elsevier.com/content/author/author_id/6603160226,6603160226,Reitsma L.,Reitsma,Leonard,L.,true,100984296,4
true,3,https://api.elsevier.com/content/author/author_id/7801625090,7801625090,Burson S.L.,Burson,Sherman L.,S.L.,true,100984296,4
true,4,https://api.elsevier.com/content/author/author_id/7101732456,7101732456,Steele B.B.,Steele,Benjamin B.,B.B.,true,100984296,4
true,1,https://api.elsevier.com/content/author/author_id/11940314700,11940314700,Van Bloem S.J.,Van Bloem,Skip J.,S.J.,true,60031707,5
true,2,https://api.elsevier.com/content/author/author_id/35610132600,35610132600,Murphy P.G.,Murphy,Peter G.,P.G.,true,60031707,5
true,3,https://api.elsevier.com/content/author/author_id/57206348562,57206348562,Lugo A.E.,Lugo,Ariel E.,A.E.,true,60071509,5
true,4,https://api.elsevier.com/content/author/author_id/6603922181,6603922181,Ostertag R.,Ostertag,Rebecca,R.,true,60071509,5
true,5,https://api.elsevier.com/content/author/author_id/7402846746,7402846746,Costa M.R.,Costa,María Rivera,M.R.,true,60071509,5
true,6,https://api.elsevier.com/content/author/author_id/11940425900,11940425900,Bernard I.R.,Bernard,Ivelisse Ruiz,I.R.,true,60071509,5
true,7,https://api.elsevier.com/content/author/author_id/11940644800,11940644800,Colón S.M.,Colón,Sandra Molina,S.M.,true,60071510,5
true,8,https://api.elsevier.com/content/author/author_id/11940101200,11940101200,Mora M.C.,Mora,Miguel Canals,M.C.,true,60090725,5
true,1,https://api.elsevier.com/content/author/author_id/6602953701,6602953701,Longino J.,Longino,John T.,J.T.,true,60009222,6
true,1,https://api.elsevier.com/content/author/author_id/7005579717,7005579717,Wittmann F.,Wittmann,Florian,F.,true,60000726,7
true,2,https://api.elsevier.com/content/author/author_id/6701729226,6701729226,Parolin P.,Parolin,Pia,P.,true,60000726,7
true,1,https://api.elsevier.com/content/author/author_id/6701489606,6701489606,Gamon J.A.,Gamon,John A.,J.A.,true,60030759,8
true,2,https://api.elsevier.com/content/author/author_id/7202338687,7202338687,Kitajima K.,Kitajima,Kaoru,K.,true,60013959,8
true,3,https://api.elsevier.com/content/author/author_id/6701625133,6701625133,Mulkey S.S.,Mulkey,Stephen S.,S.S.,true,60013959,8
true,4,https://api.elsevier.com/content/author/author_id/57202540619,57202540619,Serrano L.,Serrano,Lydia,L.,true,60007592,8
