@_fa,@seq,author-url,authid,authname,surname,given-name,initials,afid.@_fa,afid.$,entry_number
true,1,https://api.elsevier.com/content/author/author_id/7406131272,7406131272,García J.,García,José Vicente,J.V.,true,60039702,1
true,2,https://api.elsevier.com/content/author/author_id/8305790300,8305790300,Marcano S.,Marcano,Solcireet,S.,true,60001197,1
true,3,https://api.elsevier.com/content/author/author_id/7102630874,7102630874,Pereira G.,Pereira,Guido,G.,true,60039702,1
true,1,https://api.elsevier.com/content/author/author_id/7004032693,7004032693,Marquez B.,Marquez,Brightdoom,B.,true,60025791,2
true,2,https://api.elsevier.com/content/author/author_id/7004195633,7004195633,Lodeiros C.,Lodeiros,César,C.,true,60025791,2
true,3,https://api.elsevier.com/content/author/author_id/8060635000,8060635000,Jimenez M.,Jimenez,Mayré,M.,true,60025791,2
true,4,https://api.elsevier.com/content/author/author_id/7005440550,7005440550,Himmelman J.,Himmelman,J. H.,J.H.,true,60032619,2
true,1,https://api.elsevier.com/content/author/author_id/8256127700,8256127700,Toledo J.,Toledo,Jesús,J.,true,60025791,3
true,2,https://api.elsevier.com/content/author/author_id/55950554400,55950554400,Lemus M.,Lemus,Mairin,M.,true,60025791,3
true,3,https://api.elsevier.com/content/author/author_id/7404086331,7404086331,Chung K.,Chung,Kyung S.,K.S.,true,60025791,3
true,1,https://api.elsevier.com/content/author/author_id/7103017917,7103017917,Zetina Zárate A.I.,Zetina Zárate,Adriana I.,A.I.,true,60010531,4
true,2,https://api.elsevier.com/content/author/author_id/6602953699,6602953699,Aranda D.A.,Aranda,Dalila Aldana,D.A.,true,60010531,4
true,3,https://api.elsevier.com/content/author/author_id/6603566360,6603566360,Brule T.,Brule,Thierry,T.,true,60010531,4
true,4,https://api.elsevier.com/content/author/author_id/7003325061,7003325061,Cárdenas E.B.,Cárdenas,Erick Baqueiro,E.B.,true,60010531,4
true,1,https://api.elsevier.com/content/author/author_id/8325744200,8325744200,Barrios J.,Barrios,Jorge,J.,true,60025791,5
true,2,https://api.elsevier.com/content/author/author_id/6701318404,6701318404,Lemus A.,Lemus,Andrés,A.,true,60025791,5
true,1,https://api.elsevier.com/content/author/author_id/8606263800,8606263800,Zecchinel F. E.,Zecchinel F.,E.,E.,true,60025791,6
true,2,https://api.elsevier.com/content/author/author_id/55665439500,55665439500,Brito L. L.,Brito L.,L.,L.,true,60025791,6
true,3,https://api.elsevier.com/content/author/author_id/8606263700,8606263700,Lárez E. G.,Lárez E.,G.,G.,true,60025791,6
true,1,https://api.elsevier.com/content/author/author_id/6506906221,6506906221,Manzano N.,Manzano,Nancy Brito,N.B.,true,60010531,7
true,2,https://api.elsevier.com/content/author/author_id/6602953699,6602953699,Aranda D.,Aranda,Dalila Aldana,D.A.,true,60010531,7
true,1,https://api.elsevier.com/content/author/author_id/8588109600,8588109600,Balza M.,Balza,María Alejandra,M.A.,true,60025791,8
true,2,https://api.elsevier.com/content/author/author_id/7005874437,7005874437,Marín B.,Marín,Baumar,B.,true,60025791,8
true,1,https://api.elsevier.com/content/author/author_id/35200924600,35200924600,González S. A.R.,González S.,A. R.,A.R.,true,60004429,9
true,2,https://api.elsevier.com/content/author/author_id/8613543300,8613543300,Márquez A.,Márquez,A.,A.,true,60004429,9
true,3,https://api.elsevier.com/content/author/author_id/7404086331,7404086331,Chung K.S.,Chung,K. S.,K.S.,true,60025791,9
true,1,https://api.elsevier.com/content/author/author_id/8639132500,8639132500,Hernández M.,Hernández,María Valentina Fuentes,M.V.F.,true,60025791,10
true,1,https://api.elsevier.com/content/author/author_id/33968096500,33968096500,Pérez J.,Pérez,J. E.,J.E.,true,60025791,11
true,2,https://api.elsevier.com/content/author/author_id/57196662365,57196662365,Ramírez N.,Ramírez,N.,N.,true,60025791,11
true,3,https://api.elsevier.com/content/author/author_id/8635461200,8635461200,Basoa E.,Basoa,E.,E.,true,60025791,11
true,4,https://api.elsevier.com/content/author/author_id/56095294300,56095294300,Alfonsi C.,Alfonsi,C.,C.,true,60025791,11
true,5,https://api.elsevier.com/content/author/author_id/6603470388,6603470388,Nusetti O.,Nusetti,O.,O.,true,60025791,11
true,6,https://api.elsevier.com/content/author/author_id/57210543387,57210543387,Moreno J.,Moreno,J.,J.,true,60025791,11
true,1,https://api.elsevier.com/content/author/author_id/7101996471,7101996471,Pérez D.,Pérez,Daisy,D.,true,60026438,12
true,2,https://api.elsevier.com/content/author/author_id/7004173955,7004173955,Galindo L.,Galindo,Lorena,L.,true,60026438,12
true,1,https://api.elsevier.com/content/author/author_id/7801408856,7801408856,Villamizar E.,Villamizar,Estrella,E.,true,60039702,13
true,1,https://api.elsevier.com/content/author/author_id/8256127700,8256127700,Toledo J.,Toledo,J.,J.,true,60044202,14
true,2,https://api.elsevier.com/content/author/author_id/57196491269,57196491269,Mendoza J.,Mendoza,J.,J.,true,60044202,14
true,3,https://api.elsevier.com/content/author/author_id/6603084512,6603084512,Marcano L.,Marcano,L.,L.,true,60044202,14
true,1,https://api.elsevier.com/content/author/author_id/6603626509,6603626509,Rada M.,Rada,M.,M.,true,60026438,15
true,2,https://api.elsevier.com/content/author/author_id/6603529788,6603529788,Losada F.,Losada,F.,F.,true,60026438,15
true,1,https://api.elsevier.com/content/author/author_id/56324807500,56324807500,García E.,García,E.,E.,true,60025791,16
true,2,https://api.elsevier.com/content/author/author_id/7003961134,7003961134,Lemus M.,Lemus,M.,M.,true,60025791,16
true,3,https://api.elsevier.com/content/author/author_id/7404086331,7404086331,Chung K.S.,Chung,K. S.,K.S.,true,60025791,16
true,1,https://api.elsevier.com/content/author/author_id/8599087000,8599087000,Marchán M. E.,Marchán M.,Edgar,E.,true,60025791,17
true,2,https://api.elsevier.com/content/author/author_id/56618255600,56618255600,Arrieche D.,Arrieche,Dwight,D.,true,60025791,17
true,3,https://api.elsevier.com/content/author/author_id/8266095200,8266095200,Henríquez W.,Henríquez,Willian,W.,true,60025791,17
true,4,https://api.elsevier.com/content/author/author_id/7801577576,7801577576,Crescente O.,Crescente,Oscar,O.,true,60025791,17
true,1,https://api.elsevier.com/content/author/author_id/7006087176,7006087176,Patiño-Súarez V.,Patiño-Súarez,Victoria,V.,true,60010531,18
true,2,https://api.elsevier.com/content/author/author_id/6602953699,6602953699,Aranda D.,Aranda,Dalila Aldana,D.A.,true,60010531,18
true,1,https://api.elsevier.com/content/author/author_id/56257140900,56257140900,Rodríguez C.,Rodríguez,Carmen,C.,true,60039702,19
true,2,https://api.elsevier.com/content/author/author_id/7801408856,7801408856,Villamizar E.,Villamizar,Estrella,E.,true,60039702,19
true,1,https://api.elsevier.com/content/author/author_id/8299130200,8299130200,Morales T.,Morales,Teobaldo,T.,true,60025791,20
true,2,https://api.elsevier.com/content/author/author_id/8299129800,8299129800,Cubero J.,Cubero,Juan,J.,true,60025791,20
true,3,https://api.elsevier.com/content/author/author_id/8299129900,8299129900,Lanz Z.,Lanz,Zorina,Z.,true,60025791,20
true,4,https://api.elsevier.com/content/author/author_id/24485464100,24485464100,Gómez-Guiñán Y.,Gómez-Guiñán,Yrma,Y.,true,60025791,20
true,5,https://api.elsevier.com/content/author/author_id/8299130100,8299130100,Segnini-Bravo M.I.,Segnini-Bravo,M. I.,M.I.,true,60025791,20
true,1,https://api.elsevier.com/content/author/author_id/54970596200,54970596200,Bracho B. M.,Bracho B.,María Angélica,M.A.,true,60025791,21
true,2,https://api.elsevier.com/content/author/author_id/6506191003,6506191003,Segnini De Bravo M.,Segnini De Bravo,M. I.,M.I.,true,60025791,21
true,3,https://api.elsevier.com/content/author/author_id/8256128400,8256128400,Viñoles I.,Viñoles,Iris,I.,true,60025791,21
true,4,https://api.elsevier.com/content/author/author_id/7404086331,7404086331,Chung K.,Chung,K. S.,K.S.,true,60025791,21
true,1,https://api.elsevier.com/content/author/author_id/8060635000,8060635000,Prieto M.J.,Prieto,Mayré Jiménez,M.J.,true,60025791,22
true,2,https://api.elsevier.com/content/author/author_id/8328411400,8328411400,Liñero-Arana I.,Liñero-Arana,Ildefonso,I.,true,60025791,22
true,3,https://api.elsevier.com/content/author/author_id/8285905300,8285905300,Blanco-Rambla J.P.,Blanco-Rambla,Juan P.,J.P.,true,60025791,22
true,4,https://api.elsevier.com/content/author/author_id/36869345200,36869345200,Fermín J.,Fermín,José,J.,true,100862910,22
true,1,https://api.elsevier.com/content/author/author_id/7005400689,7005400689,George Zamora A.,George Zamora,Arturo,A.,true,60010531,23
true,2,https://api.elsevier.com/content/author/author_id/6602953699,6602953699,Aldana Aranda D.,Aldana Aranda,Dalila,D.,true,60010531,23
true,1,https://api.elsevier.com/content/author/author_id/8256128400,8256128400,Viñoles I.,Viñoles,Iris Del V.,I.D.V.,true,60025791,24
true,2,https://api.elsevier.com/content/author/author_id/6506191003,6506191003,Segnini De Bravo M.,Segnini De Bravo,M. I.,M.I.,true,60025791,24
true,3,https://api.elsevier.com/content/author/author_id/36848134400,36848134400,Bracho M.,Bracho,María Angélica,M.A.,true,60025791,24
true,4,https://api.elsevier.com/content/author/author_id/7404086331,7404086331,Chung K.,Chung,K. S.,K.S.,true,60025791,24
true,1,https://api.elsevier.com/content/author/author_id/6603732134,6603732134,Vázquez S.H.,Vázquez,Salvador Hernández,S.H.,true,60008943,25
true,2,https://api.elsevier.com/content/author/author_id/7101644008,7101644008,Martínez B.C.D.,Martínez,Braulio Cesar Durand,B.C.D.,true,60008943,25
true,3,https://api.elsevier.com/content/author/author_id/7005039620,7005039620,Salas R.E.,Salas,Rodrigo Esparza,R.E.,true,60008943,25
true,4,https://api.elsevier.com/content/author/author_id/7403372639,7403372639,González C.V.,González,Carmen Valadez,C.V.,true,60008943,25
true,1,https://api.elsevier.com/content/author/author_id/7004342420,7004342420,Pérez-Ponce De Léon G.,Pérez-Ponce De Léon,Gerardo,G.,true,60032442,26
true,2,https://api.elsevier.com/content/author/author_id/7102999972,7102999972,Prieto L.G.,Prieto,Luis García,L.G.,true,60032442,26
true,3,https://api.elsevier.com/content/author/author_id/7004574600,7004574600,Villa C.R.,Villa,Coral Rosas,C.R.,true,60032442,26
true,1,https://api.elsevier.com/content/author/author_id/6602374540,6602374540,Bastida-Zavala J.,Bastida-Zavala,José Rolando,J.R.,true,60015438,27
true,2,https://api.elsevier.com/content/author/author_id/6603639820,6603639820,Salazar-Vallejo S.,Salazar-Vallejo,Sergio I.,S.I.,true,60015438,27
true,1,https://api.elsevier.com/content/author/author_id/6506911953,6506911953,Oliva Rivera J.,Oliva Rivera,J.,J.,true,60015438,28
true,2,https://api.elsevier.com/content/author/author_id/6602620188,6602620188,De Jesús Navarrete A.,De Jesús Navarrete,A.,A.,true,60015438,28
true,1,https://api.elsevier.com/content/author/author_id/6602844200,6602844200,Díaz-Ramos J.R.,Díaz-Ramos,José Rafael,J.R.,true,60025791,29
true,1,https://api.elsevier.com/content/author/author_id/7403043793,7403043793,Pérez M.,Pérez,Manuel Pérez,M.P.,true,60010531,30
true,2,https://api.elsevier.com/content/author/author_id/6602953699,6602953699,Aranda D.,Aranda,Dalila Aldana,D.A.,true,60010531,30
true,1,https://api.elsevier.com/content/author/author_id/7006702222,7006702222,Escobar F.,Escobar,Federico S.,F.S.,true,60066812,31
true,2,https://api.elsevier.com/content/author/author_id/6504648456,6504648456,De Ulloa P.,De Ulloa,Patricia Chacón,P.C.,true,60066812,31
true,1,https://api.elsevier.com/content/author/author_id/6701833700,6701833700,Debrot A.,Debrot,Adolphe O.,A.O.,true,60072829,32
true,2,https://api.elsevier.com/content/author/author_id/7003724825,7003724825,Nagelkerken I.,Nagelkerken,Ivan,I.,true,60072829,32
true,1,https://api.elsevier.com/content/author/author_id/35422607300,35422607300,Rodríguez J.,Rodríguez,José,J.,true,60001197,33
true,2,https://api.elsevier.com/content/author/author_id/7801408856,7801408856,Villamizar E.,Villamizar,Estrella,E.,true,60001197,33
true,1,https://api.elsevier.com/content/author/author_id/36905616800,36905616800,Castilho M.,Castilho,Maria Stela Maioli,M.S.M.,true,60008088,34
true,2,https://api.elsevier.com/content/author/author_id/6603345698,6603345698,Arcifa M.,Arcifa,Marlene Sofia,M.S.,true,60008088,34
true,1,https://api.elsevier.com/content/author/author_id/6506867028,6506867028,Holguin Quiñones O.,Holguin Quiñones,Oscar,O.,true,60004432,35
true,2,https://api.elsevier.com/content/author/author_id/6508001522,6508001522,Wright López H.,Wright López,Humberto,H.,true,60004432,35
true,3,https://api.elsevier.com/content/author/author_id/6602696378,6602696378,Solís Marín F.,Solís Marín,Francisco,F.,true,60032442,35
true,1,https://api.elsevier.com/content/author/author_id/6508072893,6508072893,Ramos-Cruz S.,Ramos-Cruz,Sebastián,S.,true,60084249,36
true,1,https://api.elsevier.com/content/author/author_id/57207596462,57207596462,Esqueda M.,Esqueda,M. C.,M.C.,true,60008943,37
true,2,https://api.elsevier.com/content/author/author_id/6603501129,6603501129,Ríos-Jara E.,Ríos-Jara,E.,E.,true,60008943,37
true,3,https://api.elsevier.com/content/author/author_id/6603503575,6603503575,Michel-Morfín J.,Michel-Morfín,J. E.,J.E.,true,60008943,37
true,4,https://api.elsevier.com/content/author/author_id/6602421413,6602421413,Landa-Jaime V.,Landa-Jaime,V.,V.,true,60008943,37
true,1,https://api.elsevier.com/content/author/author_id/6602374540,6602374540,Bastida-Zavala J.R.,Bastida-Zavala,José Rolando,J.R.,true,60015438,38
true,2,https://api.elsevier.com/content/author/author_id/6603639820,6603639820,Salazar-Vallejo S.I.,Salazar-Vallejo,Sergio I.,S.I.,true,60015438,38
true,1,https://api.elsevier.com/content/author/author_id/6603138613,6603138613,Aragón-Noriega E.,Aragón-Noriega,Eugenio Alberto,E.A.,true,60032563,39
true,2,https://api.elsevier.com/content/author/author_id/6603275095,6603275095,Calderón-Aguilera L.,Calderón-Aguilera,Luis Eduardo,L.E.,true,60032563,39
true,1,https://api.elsevier.com/content/author/author_id/7201666071,7201666071,Savage J.,Savage,Jay M.,J.M.,true,60018926,40
true,1,https://api.elsevier.com/content/author/author_id/7404876020,7404876020,Campbell J.A.,Campbell,Jonathan A.,J.A.,true,60003467,41
true,2,https://api.elsevier.com/content/author/author_id/7408612492,7408612492,Smith E.N.,Smith,Eric N.,E.N.,true,60003467,41
true,1,https://api.elsevier.com/content/author/author_id/7801406730,7801406730,Solana-Arellano E.,Solana-Arellano,E.,E.,NA,NA,42
true,2,https://api.elsevier.com/content/author/author_id/6603364118,6603364118,Echavarria-Heras H.,Echavarria-Heras,H.,H.,NA,NA,42
true,3,https://api.elsevier.com/content/author/author_id/6508192295,6508192295,Flores-Uzeta O.,Flores-Uzeta,O.,O.,NA,NA,42
true,1,https://api.elsevier.com/content/author/author_id/6508027420,6508027420,Narváez N.,Narváez,N.,N.,true,60025791,43
true,2,https://api.elsevier.com/content/author/author_id/7004195633,7004195633,Lodeiros C.,Lodeiros,C.,C.,true,60025791,43
true,3,https://api.elsevier.com/content/author/author_id/56239570500,56239570500,Freites L.,Freites,L.,L.,true,60025791,43
true,4,https://api.elsevier.com/content/author/author_id/7202233451,7202233451,Nuñez M.,Nuñez,M.,M.,true,60025791,43
true,5,https://api.elsevier.com/content/author/author_id/6506024311,6506024311,Pico D.,Pico,D.,D.,true,60025791,43
true,6,https://api.elsevier.com/content/author/author_id/35606698200,35606698200,Prieto A.,Prieto,A.,A.,true,60025791,43
true,1,https://api.elsevier.com/content/author/author_id/6508357608,6508357608,Lins De Barros M.M.,Lins De Barros,Monica M.,M.M.,true,60000036,44
true,2,https://api.elsevier.com/content/author/author_id/7202237770,7202237770,Castro C.B.,Castro,Clovis B.,C.B.,true,60000036,44
true,3,https://api.elsevier.com/content/author/author_id/6603538664,6603538664,Pires D.O.,Pires,Débora O.,D.O.,true,60000036,44
true,4,https://api.elsevier.com/content/author/author_id/7102467545,7102467545,Segal B.,Segal,Bárbara,B.,true,60000036,44
true,1,https://api.elsevier.com/content/author/author_id/7006225492,7006225492,Zanuncio J.,Zanuncio,José C.,J.C.,true,60013918,45
true,2,https://api.elsevier.com/content/author/author_id/7005865608,7005865608,Oliveira H.,Oliveira,Harley N.,H.N.,true,60013918,45
true,3,https://api.elsevier.com/content/author/author_id/7402798221,7402798221,Torres J.,Torres,Jorge B.,J.B.,true,60000958,45
true,4,https://api.elsevier.com/content/author/author_id/55925108000,55925108000,Pratissoli D.,Pratissoli,Dirceu,D.,true,60028426,45
true,1,https://api.elsevier.com/content/author/author_id/6506641294,6506641294,De La Fierros M.,De La Fierros,María Luz,M.L.,true,60008943,46
true,2,https://api.elsevier.com/content/author/author_id/55993717500,55993717500,Navarrete-Heredia J.,Navarrete-Heredia,José Luis,J.L.,true,60008943,46
true,3,https://api.elsevier.com/content/author/author_id/56013852600,56013852600,Guzmán-Dávalos L.,Guzmán-Dávalos,Laura,L.,true,60008943,46
true,1,https://api.elsevier.com/content/author/author_id/7006251213,7006251213,Kathiresan K.,Kathiresan,K.,K.,true,60027171,47
true,2,https://api.elsevier.com/content/author/author_id/7005061702,7005061702,Rajendran N.,Rajendran,N.,N.,true,60027171,47
true,1,https://api.elsevier.com/content/author/author_id/7006731239,7006731239,Mejía L.S.,Mejía,Luz Stella,L.S.,true,106443794,48
true,2,https://api.elsevier.com/content/author/author_id/6602262728,6602262728,Garzón-Ferreira J.,Garzón-Ferreira,Jaime,J.,true,106443794,48
true,1,https://api.elsevier.com/content/author/author_id/6602675325,6602675325,Tonhasca A.,Tonhasca,Athayde,A.,true,60025875,49
true,2,https://api.elsevier.com/content/author/author_id/6602418588,6602418588,Bragança M.A.L.,Bragança,Marcos Antonio Lima,M.A.L.,true,60025875,49
true,1,https://api.elsevier.com/content/author/author_id/56037654600,56037654600,Camargo-Ricalde S.L.,Camargo-Ricalde,Sara Lucía,S.L.,true,60014923,50
true,1,https://api.elsevier.com/content/author/author_id/7404161989,7404161989,Brown B.,Brown,Brian V.,B.V.,true,60022238,51
true,1,https://api.elsevier.com/content/author/author_id/7004373684,7004373684,Rivera C.,Rivera,Carmen,C.,true,60071929,52
true,2,https://api.elsevier.com/content/author/author_id/6603882204,6603882204,Carmona L.,Carmona,Lisela Moreira,L.M.,NA,NA,52
true,1,https://api.elsevier.com/content/author/author_id/7102545854,7102545854,Gaspar A.,Gaspar,Alfredo Gómez,A.G.,true,60025791,53
true,1,https://api.elsevier.com/content/author/author_id/6603747861,6603747861,Acosta V.,Acosta,Vanessa,V.,true,60025791,54
