"","ISO","NAME","X","Y","2010","2020","2030","2040","2050","2060","2070","2080","2090","2100"
"1","AFG","Kabul","69.17246","34.528887","3289005","4490667.50510159","5803649.14698127","6696646.46716605","7618464.18049512","8268585.36079854","8651413.20829185","9027034.58024411","9149439.91953357","9191888.38746041"
"2","AFG","Kandahar","65.7148476505095","31.5024485400417","570438.447732055","778852.388759195","1006573.29818151","1161452.96700387","1321331.18715961","1434086.90414089","1500483.80018474","1565630.81952689","1586860.55670832","1594222.73406979"
"3","AFG","Hirat","62.1547911798729","34.4838969446008","458973.248785204","626662.548105164","809886.182538327","934501.949678144","1063139.53784672","1153862.48604167","1207285.25094761","1259702.36840352","1276783.7581376","1282707.34634447"
"4","AFG","Kandahar","65.71013","31.61332","383498","523611.854305922","676705.520535548","780829.012684762","888312.962823564","964117.095807247","1008754.8248037","1052552.27871482","1066824.74190866","1071774.23348833"
"5","AFG","Herat","62.19967","34.34817","358691","489741.431853219","632932.061878853","730320.208681427","830851.438464208","901752.095740258","943502.38296853","984466.749251624","997815.982091062","1002445.31023412"
"6","AFG","Kunduz","68.8570485325429","36.795835044149","335909.064210956","458635.945923227","592731.952055771","683934.578432491","778080.65770493","844478.123594901","883576.678934699","921939.230390266","934440.598729672","938775.899265395"
"7","AFG","Mazar-e Sharif","67.11087","36.70904","283532","387122.530691338","500309.440071357","577291.176549907","656757.404146282","712801.757527864","745803.819019249","778184.63900352","788736.714983769","792396.028061199"
"8","AFG","Injil","62.3107597773745","34.3092185993613","253612.061835046","346271.11998445","447513.891384514","516372.06933962","587452.560525694","637582.789266417","667102.282161883","696066.090550779","705504.650381737","708777.811557431"
"9","AFG","Imam Sahib","68.8523723684589","37.1062039519107","250183.635100011","341590.091973656","441464.224115455","509391.550373214","579511.147765205","628963.696528073","658084.133408951","686656.397743079","695967.363442154","699196.276748873"
"10","AFG","Taluqan","69.603772601251","36.7397304260251","235143.430100509","321054.835912527","414924.868621685","478768.630774316","544672.872038651","591152.498648381","618522.31207146","645376.907251434","654128.128773791","657162.930591006"
"11","AFG","Puli Khumri","68.6625069178762","36.0082903272061","221247.67409436","302082.16181941","390404.962908028","450475.89015301","512485.53289087","556218.454860162","581970.854396328","607238.482412876","615472.552173951","618328.012958499"
"12","AFG","Jalalabad","70.447997007652","34.433997958519","219512.795697728","299713.432662398","387343.664574116","446943.555211054","508466.959212127","551856.956439468","577407.422636449","602476.918572471","610646.422187016","613479.492330633"
"13","AFG","Pashtun Kot","64.765051010852","35.8213688173074","197299.857497402","269384.831833566","348147.585565946","401716.444238408","457014.172116111","496013.448866954","518978.412360919","541511.07593521","548853.891163138","551400.277280808"
"14","AFG","Jaghuri","67.4698925632071","33.1434577025321","196054.051456486","267683.861264776","345949.28511743","399179.8951536","454128.457835176","492881.482332298","515701.438675152","538091.824759966","545388.275415287","547918.582944518"
"15","AFG","Charikar","69.17139","35.01361","187014.577292299","255341.747801185","329998.58375877","380774.887339188","433189.933834644","470156.170651923","491923.966102122","513281.997512109","520242.030344391","522655.672855133"
"16","AFG","Shindand","62.3596470061593","33.2441880346682","185302.332022792","253003.920953085","326977.222952753","377288.635042532","429223.786244733","465851.572097182","487420.068619314","508582.552768883","515478.861780995","517870.405757863"
"17","AFG","Baghlani Jadid","68.6233997596675","36.3248820739142","181806.005906381","248230.186015556","320807.743100007","370169.868140224","421125.095217747","457061.779760977","478223.317035167","498986.502669642","505752.690570795","508099.110357516"
"18","AFG","Ghazni","68.42096","33.55391","179793.625690208","245482.567679714","317256.775945809","366072.519895017","416463.732102018","452002.639505549","472929.943269453","493463.304681195","500154.598782205","502475.04644147"
"19","AFG","Shibirghan","65.7488488215577","36.5662383078126","177501.775556484","242353.373007745","313212.667142813","361406.15116001","411155.02075897","446240.909600955","466901.450604247","487173.070884085","493779.070285567","496069.938930238"
"20","AFG","Khanabad","69.111852342493","36.6063145615663","173143.422511287","236402.663174276","305522.088401521","352532.236549731","401059.579566029","435283.974544088","455437.219597721","475211.093431357","481654.890074485","483889.509060231"
"21","AFG","Rustaq","69.8113981085787","37.1085615180875","171570.912200556","234255.624494239","302747.298419904","349330.494497975","397417.106089778","431330.67081393","451300.881564659","470895.166592463","477280.439865113","479494.763760554"
"22","AFG","Sari Pul","66.0668793500395","36.2864737458064","164093.12380804","224045.770345553","289552.286486041","334105.189209305","380095.982218665","412531.449884344","431631.274109569","450371.557050065","456478.533018418","458596.3472823"
"23","AFG","Qarabagh","67.9965006807772","33.2206314259283","158655.269003849","216621.154734862","279956.861305553","323033.332777513","367500.044527947","398860.638612218","417327.516931411","435446.768744856","441351.366649838","443398.999018209"
"24","AFG","Guzara","62.0442724144118","34.038332125159","152124.135754588","207703.823245873","268432.279886281","309735.484218374","352371.698807118","382441.316423817","400147.995326011","417521.357962793","423182.889778998","425146.230210975"
"25","AFG","Qaysar","64.2790809982387","35.6413656710883","148876.774036559","203270.013706372","262702.112840387","303123.626414372","344849.694757287","374277.422613101","391606.120789651","408608.617932537","414149.294227729","416070.723647186"
"26","AFG","Mihtarlam","70.0950834029032","34.6517978224354","142918.357308478","195134.644990713","252188.1245183","290991.869140666","331047.957023429","359297.914424045","375933.075238846","392255.090392174","397574.015117749","399418.544179384"
"27","AFG","Chaghcharan","65.3474263740816","34.7282103822212","141692.232247671","193460.54599489","250024.552354911","288495.391921336","328207.830645826","356215.426033696","372707.870489663","388889.855823175","394163.148433845","395991.852913178"
